spec.jvm2008.report.run.location=BEDSONTC061
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:18:25 BST 2016, end=Thu May 26 14:18:25 BST 2016, operations=1.0, operationsPerMinute=1363.6363636363637
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:18:25 BST 2016, end=Thu May 26 14:18:25 BST 2016, operations=1.0, operationsPerMinute=287.08133971291863
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:18:25 BST 2016, end=Thu May 26 14:18:39 BST 2016, operations=1.0, operationsPerMinute=4.525569467491326
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:18:39 BST 2016, end=Thu May 26 14:18:42 BST 2016, operations=1.0, operationsPerMinute=17.152658662092623
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:18:42 BST 2016, end=Thu May 26 14:18:43 BST 2016, operations=1.0, operationsPerMinute=46.36785162287481
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:18:43 BST 2016, end=Thu May 26 14:18:52 BST 2016, operations=1.0, operationsPerMinute=7.171886206072197
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:18:52 BST 2016, end=Thu May 26 14:18:59 BST 2016, operations=1.0, operationsPerMinute=8.24742268041237
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:18:59 BST 2016, end=Thu May 26 14:19:05 BST 2016, operations=1.0, operationsPerMinute=9.222256378727328
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:19:05 BST 2016, end=Thu May 26 14:19:08 BST 2016, operations=1.0, operationsPerMinute=26.166593981683384
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:19:08 BST 2016, end=Thu May 26 14:19:09 BST 2016, operations=1.0, operationsPerMinute=79.7872340425532
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:19:09 BST 2016, end=Thu May 26 14:19:09 BST 2016, operations=1.0, operationsPerMinute=64.23982869379014
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:19:09 BST 2016, end=Thu May 26 14:19:15 BST 2016, operations=1.0, operationsPerMinute=10.518934081346423
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:19:15 BST 2016, end=Thu May 26 14:19:17 BST 2016, operations=1.0, operationsPerMinute=40.955631399317404
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:19:17 BST 2016, end=Thu May 26 14:19:18 BST 2016, operations=1.0, operationsPerMinute=59.347181008902076
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:19:18 BST 2016, end=Thu May 26 14:19:20 BST 2016, operations=1.0, operationsPerMinute=28.011204481792717
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:19:20 BST 2016, end=Thu May 26 14:19:26 BST 2016, operations=1.0, operationsPerMinute=9.558706388402102
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:19:26 BST 2016, end=Thu May 26 14:19:46 BST 2016, operations=1.0, operationsPerMinute=2.967652586803838
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:19:46 BST 2016, end=Thu May 26 14:19:47 BST 2016, operations=1.0, operationsPerMinute=70.75471698113208
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:19:57 BST 2016, end=Thu May 26 14:21:57 BST 2016, operations=478.61540856675356, operationsPerMinute=239.30770428337678, mode=normal, start=Thu May 26 14:21:59 BST 2016, end=Thu May 26 14:25:59 BST 2016, operations=979.7447372822733, operationsPerMinute=244.93618432056832
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:26:03 BST 2016, end=Thu May 26 14:28:03 BST 2016, operations=194.56777998933765, operationsPerMinute=97.28388999466883, mode=normal, start=Thu May 26 14:28:06 BST 2016, end=Thu May 26 14:32:06 BST 2016, operations=385.58316413026904, operationsPerMinute=96.39579103256726
benchmark-name=compress, mod=warmup, start=Thu May 26 14:32:10 BST 2016, end=Thu May 26 14:34:10 BST 2016, operations=398.02107636016035, operationsPerMinute=199.01053818008018, mode=normal, start=Thu May 26 14:34:12 BST 2016, end=Thu May 26 14:38:12 BST 2016, operations=795.9195349089304, operationsPerMinute=198.9798837272326
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:38:13 BST 2016, end=Thu May 26 14:40:13 BST 2016, operations=139.06147925712565, operationsPerMinute=69.53073962856283, mode=normal, start=Thu May 26 14:40:18 BST 2016, end=Thu May 26 14:44:18 BST 2016, operations=292.4889784438666, operationsPerMinute=73.12224461096665
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:44:23 BST 2016, end=Thu May 26 14:46:23 BST 2016, operations=233.9441992871332, operationsPerMinute=116.9720996435666, mode=normal, start=Thu May 26 14:46:26 BST 2016, end=Thu May 26 14:50:26 BST 2016, operations=464.36946078216926, operationsPerMinute=116.09236519554231
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:50:29 BST 2016, end=Thu May 26 14:52:29 BST 2016, operations=394.24780087091256, operationsPerMinute=197.12390043545628, mode=normal, start=Thu May 26 14:52:31 BST 2016, end=Thu May 26 14:56:31 BST 2016, operations=794.9436562427752, operationsPerMinute=198.7359140606938
benchmark-name=derby, mod=warmup, start=Thu May 26 14:56:54 BST 2016, end=Thu May 26 14:58:54 BST 2016, operations=358.9067289215946, operationsPerMinute=179.4533644607973, mode=normal, start=Thu May 26 14:58:56 BST 2016, end=Thu May 26 15:02:56 BST 2016, operations=720.5824264652744, operationsPerMinute=180.1456066163186
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:02:57 BST 2016, end=Thu May 26 15:04:57 BST 2016, operations=206.98679623890482, operationsPerMinute=103.49339811945241, mode=normal, start=Thu May 26 15:05:02 BST 2016, end=Thu May 26 15:09:02 BST 2016, operations=413.29168669669946, operationsPerMinute=103.32292167417486
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:09:05 BST 2016, end=Thu May 26 15:11:05 BST 2016, operations=70.79737114361821, operationsPerMinute=35.398685571809104, mode=normal, start=Thu May 26 15:11:14 BST 2016, end=Thu May 26 15:15:14 BST 2016, operations=138.10056921214107, operationsPerMinute=34.52514230303527
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:15:23 BST 2016, end=Thu May 26 15:17:23 BST 2016, operations=13.616090173102391, operationsPerMinute=6.8080450865511954, mode=normal, start=Thu May 26 15:18:11 BST 2016, end=Thu May 26 15:22:11 BST 2016, operations=27.172561419942586, operationsPerMinute=6.793140354985646
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:22:43 BST 2016, end=Thu May 26 15:24:43 BST 2016, operations=73.0739433048182, operationsPerMinute=36.5369716524091, mode=normal, start=Thu May 26 15:24:53 BST 2016, end=Thu May 26 15:28:53 BST 2016, operations=147.31953803653812, operationsPerMinute=36.82988450913453
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:29:05 BST 2016, end=Thu May 26 15:31:05 BST 2016, operations=42.945640039783186, operationsPerMinute=21.472820019891593, mode=normal, start=Thu May 26 15:31:16 BST 2016, end=Thu May 26 15:35:16 BST 2016, operations=86.01315743053425, operationsPerMinute=21.503289357633562
