spec.jvm2008.report.run.location=TOLL10
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Tue Jun 28 13:44:52 BST 2016, end=Tue Jun 28 13:44:52 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 28 13:44:52 BST 2016, end=Tue Jun 28 13:44:52 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 28 13:44:52 BST 2016, end=Tue Jun 28 13:45:14 BST 2016, operations=1.0, operationsPerMinute=2.7689325764917623
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 28 13:45:14 BST 2016, end=Tue Jun 28 13:45:19 BST 2016, operations=1.0, operationsPerMinute=11.448196908986835
benchmark-name=startup.compress, mode=normal, start=Tue Jun 28 13:45:19 BST 2016, end=Tue Jun 28 13:45:21 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 28 13:45:21 BST 2016, end=Tue Jun 28 13:45:32 BST 2016, operations=1.0, operationsPerMinute=5.4864667154352595
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 28 13:45:32 BST 2016, end=Tue Jun 28 13:45:40 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 28 13:45:40 BST 2016, end=Tue Jun 28 13:45:48 BST 2016, operations=1.0, operationsPerMinute=8.201202843083653
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 28 13:45:48 BST 2016, end=Tue Jun 28 13:45:51 BST 2016, operations=1.0, operationsPerMinute=15.444015444015443
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 28 13:45:51 BST 2016, end=Tue Jun 28 13:45:53 BST 2016, operations=1.0, operationsPerMinute=50.63291139240506
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 28 13:45:53 BST 2016, end=Tue Jun 28 13:45:54 BST 2016, operations=1.0, operationsPerMinute=32.31017770597738
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 28 13:45:54 BST 2016, end=Tue Jun 28 13:46:02 BST 2016, operations=1.0, operationsPerMinute=7.570977917981073
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 28 13:46:02 BST 2016, end=Tue Jun 28 13:46:04 BST 2016, operations=1.0, operationsPerMinute=32.87671232876713
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 28 13:46:04 BST 2016, end=Tue Jun 28 13:46:06 BST 2016, operations=1.0, operationsPerMinute=29.140359397765906
benchmark-name=startup.serial, mode=normal, start=Tue Jun 28 13:46:06 BST 2016, end=Tue Jun 28 13:46:10 BST 2016, operations=1.0, operationsPerMinute=14.792899408284024
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 28 13:46:10 BST 2016, end=Tue Jun 28 13:46:19 BST 2016, operations=1.0, operationsPerMinute=7.312614259597806
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 28 13:46:19 BST 2016, end=Tue Jun 28 13:46:59 BST 2016, operations=1.0, operationsPerMinute=1.4798372179060304
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 28 13:46:59 BST 2016, end=Tue Jun 28 13:47:01 BST 2016, operations=1.0, operationsPerMinute=34.66204506065858
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 28 13:47:18 BST 2016, end=Tue Jun 28 13:49:18 BST 2016, operations=241.45890682265986, operationsPerMinute=120.72945341132993, mode=normal, start=Tue Jun 28 13:49:19 BST 2016, end=Tue Jun 28 13:53:19 BST 2016, operations=496.42463584630184, operationsPerMinute=124.10615896157546
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 28 13:53:26 BST 2016, end=Tue Jun 28 13:55:26 BST 2016, operations=96.37891775175032, operationsPerMinute=48.18945887587516, mode=normal, start=Tue Jun 28 13:55:29 BST 2016, end=Tue Jun 28 13:59:29 BST 2016, operations=193.51935361047578, operationsPerMinute=48.379838402618944
benchmark-name=compress, mod=warmup, start=Tue Jun 28 13:59:33 BST 2016, end=Tue Jun 28 14:01:33 BST 2016, operations=150.03938327153745, operationsPerMinute=75.01969163576872, mode=normal, start=Tue Jun 28 14:01:35 BST 2016, end=Tue Jun 28 14:05:35 BST 2016, operations=300.9311363186241, operationsPerMinute=75.23278407965603
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 28 14:05:37 BST 2016, end=Tue Jun 28 14:07:37 BST 2016, operations=41.80502809607187, operationsPerMinute=20.902514048035936, mode=normal, start=Tue Jun 28 14:07:43 BST 2016, end=Tue Jun 28 14:11:43 BST 2016, operations=88.74753414475484, operationsPerMinute=22.18688353618871
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 28 14:11:52 BST 2016, end=Tue Jun 28 14:13:52 BST 2016, operations=86.91131152884348, operationsPerMinute=43.45565576442174, mode=normal, start=Tue Jun 28 14:13:55 BST 2016, end=Tue Jun 28 14:17:55 BST 2016, operations=173.75489599766843, operationsPerMinute=43.43872399941711
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 28 14:17:59 BST 2016, end=Tue Jun 28 14:19:59 BST 2016, operations=140.16527375565533, operationsPerMinute=70.08263687782767, mode=normal, start=Tue Jun 28 14:20:02 BST 2016, end=Tue Jun 28 14:24:02 BST 2016, operations=274.92278253585755, operationsPerMinute=68.73069563396439
benchmark-name=derby, mod=warmup, start=Tue Jun 28 14:26:05 BST 2016, end=Tue Jun 28 14:28:05 BST 2016, operations=106.55177713933921, operationsPerMinute=53.275888569669604, mode=normal, start=Tue Jun 28 14:28:08 BST 2016, end=Tue Jun 28 14:32:08 BST 2016, operations=213.23957042957045, operationsPerMinute=53.30989260739261
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 28 14:32:11 BST 2016, end=Tue Jun 28 14:34:11 BST 2016, operations=66.30915441974952, operationsPerMinute=33.15457720987476, mode=normal, start=Tue Jun 28 14:34:17 BST 2016, end=Tue Jun 28 14:38:17 BST 2016, operations=132.57009374969516, operationsPerMinute=33.14252343742379
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 28 14:38:23 BST 2016, end=Tue Jun 28 14:40:23 BST 2016, operations=28.964545412267242, operationsPerMinute=14.482272706133621, mode=normal, start=Tue Jun 28 14:40:31 BST 2016, end=Tue Jun 28 14:44:31 BST 2016, operations=70.09156718491667, operationsPerMinute=17.522891796229167
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 28 14:44:39 BST 2016, end=Tue Jun 28 14:46:39 BST 2016, operations=6.7655358905195815, operationsPerMinute=3.3827679452597907, mode=normal, start=Tue Jun 28 14:47:00 BST 2016, end=Tue Jun 28 14:51:00 BST 2016, operations=14.160285145897065, operationsPerMinute=3.5400712864742663
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 28 14:51:48 BST 2016, end=Tue Jun 28 14:53:48 BST 2016, operations=32.24392728947165, operationsPerMinute=16.121963644735825, mode=normal, start=Tue Jun 28 14:53:55 BST 2016, end=Tue Jun 28 14:57:55 BST 2016, operations=64.57185763980547, operationsPerMinute=16.142964409951368
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 28 14:58:03 BST 2016, end=Tue Jun 28 15:00:03 BST 2016, operations=23.694887486869604, operationsPerMinute=11.847443743434802, mode=normal, start=Tue Jun 28 15:00:16 BST 2016, end=Tue Jun 28 15:04:16 BST 2016, operations=47.609852831350295, operationsPerMinute=11.902463207837574
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 28 15:04:29 BST 2016, end=Tue Jun 28 15:06:29 BST 2016, operations=247.6522031383481, operationsPerMinute=123.82610156917406, mode=normal, start=Tue Jun 28 15:06:30 BST 2016, end=Tue Jun 28 15:10:30 BST 2016, operations=496.2069866408102, operationsPerMinute=124.05174666020255
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 28 15:10:31 BST 2016, end=Tue Jun 28 15:12:31 BST 2016, operations=150.43689342731648, operationsPerMinute=75.21844671365824, mode=normal, start=Tue Jun 28 15:12:33 BST 2016, end=Tue Jun 28 15:16:33 BST 2016, operations=302.89047429254686, operationsPerMinute=75.72261857313671
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jun 28 15:16:35 BST 2016, end=Tue Jun 28 15:18:35 BST 2016, operations=141.6529436286802, operationsPerMinute=70.8264718143401, mode=normal, start=Tue Jun 28 15:18:38 BST 2016, end=Tue Jun 28 15:22:38 BST 2016, operations=282.3023088023088, operationsPerMinute=70.5755772005772
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jun 28 15:22:39 BST 2016, end=Tue Jun 28 15:24:39 BST 2016, operations=124.46069608521901, operationsPerMinute=62.230348042609506, mode=normal, start=Tue Jun 28 15:24:43 BST 2016, end=Tue Jun 28 15:28:43 BST 2016, operations=248.09706005263922, operationsPerMinute=62.024265013159805
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jun 28 15:28:45 BST 2016, end=Tue Jun 28 15:30:45 BST 2016, operations=45.25111858647195, operationsPerMinute=22.625559293235973, mode=normal, start=Tue Jun 28 15:30:55 BST 2016, end=Tue Jun 28 15:34:55 BST 2016, operations=91.11124665501433, operationsPerMinute=22.77781166375358
benchmark-name=serial, mod=warmup, start=Tue Jun 28 15:35:02 BST 2016, end=Tue Jun 28 15:37:02 BST 2016, operations=66.42606944905017, operationsPerMinute=33.21303472452509, mode=normal, start=Tue Jun 28 15:37:06 BST 2016, end=Tue Jun 28 15:41:06 BST 2016, operations=129.2295045076129, operationsPerMinute=32.30737612690322
benchmark-name=sunflow, mod=warmup, start=Tue Jun 28 15:41:13 BST 2016, end=Tue Jun 28 15:43:13 BST 2016, operations=51.52415112386418, operationsPerMinute=25.76207556193209, mode=normal, start=Tue Jun 28 15:43:14 BST 2016, end=Tue Jun 28 15:47:14 BST 2016, operations=111.73253012048193, operationsPerMinute=27.93313253012048
benchmark-name=xml.transform, mod=warmup, start=Tue Jun 28 15:47:58 BST 2016, end=Tue Jun 28 15:49:58 BST 2016, operations=169.44839919024685, operationsPerMinute=84.72419959512342, mode=normal, start=Tue Jun 28 15:50:00 BST 2016, end=Tue Jun 28 15:54:00 BST 2016, operations=344.74699401745727, operationsPerMinute=86.18674850436432
benchmark-name=xml.validation, mod=warmup, start=Tue Jun 28 15:54:03 BST 2016, end=Tue Jun 28 15:56:03 BST 2016, operations=262.75235692223555, operationsPerMinute=131.37617846111777, mode=normal, start=Tue Jun 28 15:56:04 BST 2016, end=Tue Jun 28 16:00:04 BST 2016, operations=517.4633127921802, operationsPerMinute=129.36582819804505
