spec.jvm2008.report.run.location=LAW002
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 08:44:16 BST 2016, end=Mon Jun 27 08:44:16 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 08:44:16 BST 2016, end=Mon Jun 27 08:44:17 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 08:44:17 BST 2016, end=Mon Jun 27 08:44:33 BST 2016, operations=1.0, operationsPerMinute=3.6735443580481233
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 08:44:33 BST 2016, end=Mon Jun 27 08:44:37 BST 2016, operations=1.0, operationsPerMinute=14.734774066797643
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 08:44:37 BST 2016, end=Mon Jun 27 08:44:38 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 08:44:38 BST 2016, end=Mon Jun 27 08:44:47 BST 2016, operations=1.0, operationsPerMinute=6.608657341116863
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 08:44:47 BST 2016, end=Mon Jun 27 08:44:55 BST 2016, operations=1.0, operationsPerMinute=7.723001673317029
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 08:44:55 BST 2016, end=Mon Jun 27 08:45:02 BST 2016, operations=1.0, operationsPerMinute=8.882309400444116
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 08:45:02 BST 2016, end=Mon Jun 27 08:45:05 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 08:45:05 BST 2016, end=Mon Jun 27 08:45:06 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 08:45:06 BST 2016, end=Mon Jun 27 08:45:07 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 08:45:07 BST 2016, end=Mon Jun 27 08:45:13 BST 2016, operations=1.0, operationsPerMinute=9.811937857726901
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 08:45:13 BST 2016, end=Mon Jun 27 08:45:14 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 08:45:14 BST 2016, end=Mon Jun 27 08:45:15 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 08:45:15 BST 2016, end=Mon Jun 27 08:45:18 BST 2016, operations=1.0, operationsPerMinute=23.174971031286212
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 08:45:18 BST 2016, end=Mon Jun 27 08:45:25 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 08:45:25 BST 2016, end=Mon Jun 27 08:45:50 BST 2016, operations=1.0, operationsPerMinute=2.39932818810733
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 08:45:50 BST 2016, end=Mon Jun 27 08:45:51 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 08:46:04 BST 2016, end=Mon Jun 27 08:48:04 BST 2016, operations=419.43507311135613, operationsPerMinute=209.71753655567807, mode=normal, start=Mon Jun 27 08:48:05 BST 2016, end=Mon Jun 27 08:52:05 BST 2016, operations=849.973233380822, operationsPerMinute=212.4933083452055
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 08:52:10 BST 2016, end=Mon Jun 27 08:54:10 BST 2016, operations=168.7267670453952, operationsPerMinute=84.3633835226976, mode=normal, start=Mon Jun 27 08:54:15 BST 2016, end=Mon Jun 27 08:58:15 BST 2016, operations=325.5266113165758, operationsPerMinute=81.38165282914395
benchmark-name=compress, mod=warmup, start=Mon Jun 27 08:58:20 BST 2016, end=Mon Jun 27 09:00:20 BST 2016, operations=351.00357668499913, operationsPerMinute=175.50178834249957, mode=normal, start=Mon Jun 27 09:00:22 BST 2016, end=Mon Jun 27 09:04:22 BST 2016, operations=703.2408431415403, operationsPerMinute=175.81021078538507
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 09:04:24 BST 2016, end=Mon Jun 27 09:06:24 BST 2016, operations=116.3110476864027, operationsPerMinute=58.15552384320135, mode=normal, start=Mon Jun 27 09:06:31 BST 2016, end=Mon Jun 27 09:10:31 BST 2016, operations=244.71316822163365, operationsPerMinute=61.17829205540841
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 09:10:38 BST 2016, end=Mon Jun 27 09:12:38 BST 2016, operations=205.40449160862687, operationsPerMinute=102.70224580431343, mode=normal, start=Mon Jun 27 09:12:42 BST 2016, end=Mon Jun 27 09:16:42 BST 2016, operations=411.3818996185088, operationsPerMinute=102.8454749046272
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 09:16:45 BST 2016, end=Mon Jun 27 09:18:45 BST 2016, operations=352.6596258789502, operationsPerMinute=176.3298129394751, mode=normal, start=Mon Jun 27 09:18:48 BST 2016, end=Mon Jun 27 09:22:48 BST 2016, operations=698.8812290129072, operationsPerMinute=174.7203072532268
benchmark-name=derby, mod=warmup, start=Mon Jun 27 09:23:47 BST 2016, end=Mon Jun 27 09:25:47 BST 2016, operations=259.5119020830128, operationsPerMinute=129.7559510415064, mode=normal, start=Mon Jun 27 09:25:50 BST 2016, end=Mon Jun 27 09:29:50 BST 2016, operations=523.2117569982132, operationsPerMinute=130.8029392495533
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 09:29:52 BST 2016, end=Mon Jun 27 09:31:52 BST 2016, operations=171.4778441691145, operationsPerMinute=85.73892208455725, mode=normal, start=Mon Jun 27 09:31:57 BST 2016, end=Mon Jun 27 09:35:57 BST 2016, operations=343.8500085598675, operationsPerMinute=85.96250213996687
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 09:36:02 BST 2016, end=Mon Jun 27 09:38:02 BST 2016, operations=109.65249997821815, operationsPerMinute=54.82624998910907, mode=normal, start=Mon Jun 27 09:38:08 BST 2016, end=Mon Jun 27 09:42:08 BST 2016, operations=208.77811189219832, operationsPerMinute=52.19452797304958
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 09:42:15 BST 2016, end=Mon Jun 27 09:44:15 BST 2016, operations=22.456984989681857, operationsPerMinute=11.228492494840928, mode=normal, start=Mon Jun 27 09:44:39 BST 2016, end=Mon Jun 27 09:48:39 BST 2016, operations=45.060292016373126, operationsPerMinute=11.265073004093281
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 09:49:10 BST 2016, end=Mon Jun 27 09:51:10 BST 2016, operations=69.21212526314628, operationsPerMinute=34.60606263157314, mode=normal, start=Mon Jun 27 09:51:22 BST 2016, end=Mon Jun 27 09:55:22 BST 2016, operations=139.1200931075552, operationsPerMinute=34.7800232768888
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 09:55:30 BST 2016, end=Mon Jun 27 09:57:30 BST 2016, operations=75.27482530951286, operationsPerMinute=37.63741265475643, mode=normal, start=Mon Jun 27 09:57:36 BST 2016, end=Mon Jun 27 10:01:36 BST 2016, operations=150.35451062134695, operationsPerMinute=37.58862765533674
