spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 10:58:35 BST 2016, end=Tue Jul 05 10:58:35 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 10:58:35 BST 2016, end=Tue Jul 05 10:58:35 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 10:58:35 BST 2016, end=Tue Jul 05 10:58:48 BST 2016, operations=1.0, operationsPerMinute=4.493035794518496
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 10:58:48 BST 2016, end=Tue Jul 05 10:58:51 BST 2016, operations=1.0, operationsPerMinute=17.97483523067705
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 10:58:51 BST 2016, end=Tue Jul 05 10:58:53 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 10:58:53 BST 2016, end=Tue Jul 05 10:59:02 BST 2016, operations=1.0, operationsPerMinute=6.540935353755587
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 10:59:02 BST 2016, end=Tue Jul 05 10:59:10 BST 2016, operations=1.0, operationsPerMinute=7.881255746748982
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 10:59:10 BST 2016, end=Tue Jul 05 10:59:16 BST 2016, operations=1.0, operationsPerMinute=8.965929468021518
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 10:59:16 BST 2016, end=Tue Jul 05 10:59:19 BST 2016, operations=1.0, operationsPerMinute=25.806451612903224
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 10:59:19 BST 2016, end=Tue Jul 05 10:59:19 BST 2016, operations=1.0, operationsPerMinute=80.10680907877169
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 10:59:19 BST 2016, end=Tue Jul 05 10:59:20 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 10:59:20 BST 2016, end=Tue Jul 05 10:59:26 BST 2016, operations=1.0, operationsPerMinute=10.509721492380452
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 10:59:26 BST 2016, end=Tue Jul 05 10:59:27 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 10:59:27 BST 2016, end=Tue Jul 05 10:59:28 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 10:59:28 BST 2016, end=Tue Jul 05 10:59:31 BST 2016, operations=1.0, operationsPerMinute=27.86809103576405
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 10:59:31 BST 2016, end=Tue Jul 05 10:59:37 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 10:59:37 BST 2016, end=Tue Jul 05 10:59:59 BST 2016, operations=1.0, operationsPerMinute=2.8135990621336457
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 10:59:59 BST 2016, end=Tue Jul 05 10:59:59 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 11:00:10 BST 2016, end=Tue Jul 05 11:02:10 BST 2016, operations=445.1467594393962, operationsPerMinute=222.5733797196981, mode=normal, start=Tue Jul 05 11:02:12 BST 2016, end=Tue Jul 05 11:06:12 BST 2016, operations=897.5141637069207, operationsPerMinute=224.37854092673018
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 11:06:16 BST 2016, end=Tue Jul 05 11:08:16 BST 2016, operations=177.1495609372985, operationsPerMinute=88.57478046864925, mode=normal, start=Tue Jul 05 11:08:19 BST 2016, end=Tue Jul 05 11:12:19 BST 2016, operations=352.77630937866553, operationsPerMinute=88.19407734466638
benchmark-name=compress, mod=warmup, start=Tue Jul 05 11:12:23 BST 2016, end=Tue Jul 05 11:14:23 BST 2016, operations=301.0582022751772, operationsPerMinute=150.5291011375886, mode=normal, start=Tue Jul 05 11:14:25 BST 2016, end=Tue Jul 05 11:18:25 BST 2016, operations=554.52529781578, operationsPerMinute=138.631324453945
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 11:18:55 BST 2016, end=Tue Jul 05 11:20:55 BST 2016, operations=106.28683702899929, operationsPerMinute=53.14341851449964, mode=normal, start=Tue Jul 05 11:21:01 BST 2016, end=Tue Jul 05 11:25:01 BST 2016, operations=215.56584627887997, operationsPerMinute=53.89146156971999
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 11:25:07 BST 2016, end=Tue Jul 05 11:27:07 BST 2016, operations=175.87972802266543, operationsPerMinute=87.93986401133272, mode=normal, start=Tue Jul 05 11:27:11 BST 2016, end=Tue Jul 05 11:31:11 BST 2016, operations=221.84849975065313, operationsPerMinute=55.46212493766328
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 11:31:33 BST 2016, end=Tue Jul 05 11:33:33 BST 2016, operations=298.90650844879997, operationsPerMinute=149.45325422439998, mode=normal, start=Tue Jul 05 11:33:35 BST 2016, end=Tue Jul 05 11:37:35 BST 2016, operations=481.73660566215625, operationsPerMinute=120.43415141553906
benchmark-name=derby, mod=warmup, start=Tue Jul 05 11:37:58 BST 2016, end=Tue Jul 05 11:39:58 BST 2016, operations=274.43986748529085, operationsPerMinute=137.21993374264542, mode=normal, start=Tue Jul 05 11:40:00 BST 2016, end=Tue Jul 05 11:44:00 BST 2016, operations=552.118453130872, operationsPerMinute=138.029613282718
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 11:44:03 BST 2016, end=Tue Jul 05 11:46:03 BST 2016, operations=156.53510898297392, operationsPerMinute=78.26755449148696, mode=normal, start=Tue Jul 05 11:46:08 BST 2016, end=Tue Jul 05 11:50:08 BST 2016, operations=198.20568234482565, operationsPerMinute=49.55142058620641
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 11:50:22 BST 2016, end=Tue Jul 05 11:52:22 BST 2016, operations=76.54563556382028, operationsPerMinute=38.27281778191014, mode=normal, start=Tue Jul 05 11:52:31 BST 2016, end=Tue Jul 05 11:56:31 BST 2016, operations=152.761631774021, operationsPerMinute=38.19040794350525
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 11:56:44 BST 2016, end=Tue Jul 05 11:58:44 BST 2016, operations=13.956677793099411, operationsPerMinute=6.9783388965497055, mode=normal, start=Tue Jul 05 11:59:27 BST 2016, end=Tue Jul 05 12:03:27 BST 2016, operations=26.37601651331498, operationsPerMinute=6.594004128328745
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 12:04:23 BST 2016, end=Tue Jul 05 12:06:23 BST 2016, operations=56.41595532899366, operationsPerMinute=28.20797766449683, mode=normal, start=Tue Jul 05 12:06:37 BST 2016, end=Tue Jul 05 12:10:37 BST 2016, operations=114.76172002319714, operationsPerMinute=28.690430005799286
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 12:11:19 BST 2016, end=Tue Jul 05 12:13:19 BST 2016, operations=43.68354578232688, operationsPerMinute=21.84177289116344, mode=normal, start=Tue Jul 05 12:13:33 BST 2016, end=Tue Jul 05 12:17:33 BST 2016, operations=87.58794610019109, operationsPerMinute=21.896986525047772
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jul 05 12:18:02 BST 2016, end=Tue Jul 05 12:20:02 BST 2016, operations=548.6929881680365, operationsPerMinute=274.3464940840183, mode=normal, start=Tue Jul 05 12:20:03 BST 2016, end=Tue Jul 05 12:24:03 BST 2016, operations=839.1595022814479, operationsPerMinute=209.78987557036197
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jul 05 12:24:06 BST 2016, end=Tue Jul 05 12:26:06 BST 2016, operations=432.85783142239086, operationsPerMinute=216.42891571119543, mode=normal, start=Tue Jul 05 12:26:09 BST 2016, end=Tue Jul 05 12:30:09 BST 2016, operations=865.9828168448262, operationsPerMinute=216.49570421120654
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jul 05 12:30:13 BST 2016, end=Tue Jul 05 12:32:13 BST 2016, operations=248.36565790286826, operationsPerMinute=124.18282895143413, mode=normal, start=Tue Jul 05 12:32:15 BST 2016, end=Tue Jul 05 12:36:15 BST 2016, operations=435.19101137824066, operationsPerMinute=108.79775284456016
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jul 05 12:36:19 BST 2016, end=Tue Jul 05 12:38:19 BST 2016, operations=385.9308921199066, operationsPerMinute=192.9654460599533, mode=normal, start=Tue Jul 05 12:38:21 BST 2016, end=Tue Jul 05 12:42:21 BST 2016, operations=585.0307262820804, operationsPerMinute=146.2576815705201
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jul 05 12:43:01 BST 2016, end=Tue Jul 05 12:45:01 BST 2016, operations=90.2029607603153, operationsPerMinute=45.10148038015765, mode=normal, start=Tue Jul 05 12:45:10 BST 2016, end=Tue Jul 05 12:49:10 BST 2016, operations=180.4446864934246, operationsPerMinute=45.11117162335615
benchmark-name=serial, mod=warmup, start=Tue Jul 05 12:49:21 BST 2016, end=Tue Jul 05 12:51:21 BST 2016, operations=182.55177529803473, operationsPerMinute=91.27588764901736, mode=normal, start=Tue Jul 05 12:51:25 BST 2016, end=Tue Jul 05 12:55:25 BST 2016, operations=357.8192646480342, operationsPerMinute=89.45481616200856
benchmark-name=sunflow, mod=warmup, start=Tue Jul 05 12:55:29 BST 2016, end=Tue Jul 05 12:57:29 BST 2016, operations=139.38034549795685, operationsPerMinute=69.69017274897843, mode=normal, start=Tue Jul 05 12:57:31 BST 2016, end=Tue Jul 05 13:01:31 BST 2016, operations=226.11907888227316, operationsPerMinute=56.52976972056829
benchmark-name=xml.transform, mod=warmup, start=Tue Jul 05 13:03:33 BST 2016, end=Tue Jul 05 13:05:33 BST 2016, operations=380.5907198200616, operationsPerMinute=190.2953599100308, mode=normal, start=Tue Jul 05 13:05:37 BST 2016, end=Tue Jul 05 13:09:37 BST 2016, operations=744.5163224447297, operationsPerMinute=186.12908061118242
benchmark-name=xml.validation, mod=warmup, start=Tue Jul 05 13:09:39 BST 2016, end=Tue Jul 05 13:11:39 BST 2016, operations=406.1904716169847, operationsPerMinute=203.09523580849236, mode=normal, start=Tue Jul 05 13:11:40 BST 2016, end=Tue Jul 05 13:15:40 BST 2016, operations=603.7590953512399, operationsPerMinute=150.93977383780998
