spec.jvm2008.report.run.location=HULL112
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 13:02:42 BST 2016, end=Tue Jun 21 13:02:42 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 13:02:42 BST 2016, end=Tue Jun 21 13:02:43 BST 2016, operations=1.0, operationsPerMinute=71.17437722419929
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 13:02:43 BST 2016, end=Tue Jun 21 13:03:11 BST 2016, operations=1.0, operationsPerMinute=2.139189960068454
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 13:03:11 BST 2016, end=Tue Jun 21 13:03:17 BST 2016, operations=1.0, operationsPerMinute=10.478519035976248
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 13:03:17 BST 2016, end=Tue Jun 21 13:03:18 BST 2016, operations=1.0, operationsPerMinute=35.62945368171022
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 13:03:18 BST 2016, end=Tue Jun 21 13:03:29 BST 2016, operations=1.0, operationsPerMinute=5.656108597285068
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 13:03:29 BST 2016, end=Tue Jun 21 13:03:38 BST 2016, operations=1.0, operationsPerMinute=6.917223887479825
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 13:03:38 BST 2016, end=Tue Jun 21 13:03:45 BST 2016, operations=1.0, operationsPerMinute=8.165487207403375
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 13:03:45 BST 2016, end=Tue Jun 21 13:03:48 BST 2016, operations=1.0, operationsPerMinute=17.88908765652952
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 13:03:48 BST 2016, end=Tue Jun 21 13:03:49 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 13:03:49 BST 2016, end=Tue Jun 21 13:03:51 BST 2016, operations=1.0, operationsPerMinute=46.91164972634871
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 13:03:51 BST 2016, end=Tue Jun 21 13:03:58 BST 2016, operations=1.0, operationsPerMinute=8.43407365757661
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 13:03:58 BST 2016, end=Tue Jun 21 13:04:00 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 13:04:00 BST 2016, end=Tue Jun 21 13:04:01 BST 2016, operations=1.0, operationsPerMinute=35.9496704613541
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 13:04:01 BST 2016, end=Tue Jun 21 13:04:05 BST 2016, operations=1.0, operationsPerMinute=18.39926402943882
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 13:04:05 BST 2016, end=Tue Jun 21 13:04:12 BST 2016, operations=1.0, operationsPerMinute=7.817589576547231
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 13:04:12 BST 2016, end=Tue Jun 21 13:04:42 BST 2016, operations=1.0, operationsPerMinute=2.008435428800964
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 13:04:42 BST 2016, end=Tue Jun 21 13:04:44 BST 2016, operations=1.0, operationsPerMinute=38.61003861003861
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 13:05:00 BST 2016, end=Tue Jun 21 13:07:00 BST 2016, operations=344.5048366297619, operationsPerMinute=172.25241831488094, mode=normal, start=Tue Jun 21 13:07:02 BST 2016, end=Tue Jun 21 13:11:02 BST 2016, operations=702.9876075294015, operationsPerMinute=175.7469018823504
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 13:11:09 BST 2016, end=Tue Jun 21 13:13:09 BST 2016, operations=135.8298688710006, operationsPerMinute=67.9149344355003, mode=normal, start=Tue Jun 21 13:13:14 BST 2016, end=Tue Jun 21 13:17:14 BST 2016, operations=274.7552707676879, operationsPerMinute=68.68881769192197
benchmark-name=compress, mod=warmup, start=Tue Jun 21 13:17:19 BST 2016, end=Tue Jun 21 13:19:19 BST 2016, operations=260.72179521611815, operationsPerMinute=130.36089760805908, mode=normal, start=Tue Jun 21 13:19:21 BST 2016, end=Tue Jun 21 13:23:21 BST 2016, operations=512.2232354404209, operationsPerMinute=128.05580886010523
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 13:23:25 BST 2016, end=Tue Jun 21 13:25:25 BST 2016, operations=82.27552843073477, operationsPerMinute=41.13776421536738, mode=normal, start=Tue Jun 21 13:25:32 BST 2016, end=Tue Jun 21 13:29:32 BST 2016, operations=178.04777947241902, operationsPerMinute=44.511944868104756
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 13:29:40 BST 2016, end=Tue Jun 21 13:31:40 BST 2016, operations=144.6866176592962, operationsPerMinute=72.3433088296481, mode=normal, start=Tue Jun 21 13:31:46 BST 2016, end=Tue Jun 21 13:35:46 BST 2016, operations=284.3843431384641, operationsPerMinute=71.09608578461602
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 13:35:53 BST 2016, end=Tue Jun 21 13:37:53 BST 2016, operations=240.0277366659697, operationsPerMinute=120.01386833298486, mode=normal, start=Tue Jun 21 13:37:55 BST 2016, end=Tue Jun 21 13:41:55 BST 2016, operations=488.7538548924711, operationsPerMinute=122.18846372311778
benchmark-name=derby, mod=warmup, start=Tue Jun 21 13:43:29 BST 2016, end=Tue Jun 21 13:45:29 BST 2016, operations=194.0669288006465, operationsPerMinute=97.03346440032325, mode=normal, start=Tue Jun 21 13:45:32 BST 2016, end=Tue Jun 21 13:49:32 BST 2016, operations=353.58149323078237, operationsPerMinute=88.39537330769559
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 13:49:37 BST 2016, end=Tue Jun 21 13:51:37 BST 2016, operations=128.32853390511755, operationsPerMinute=64.16426695255878, mode=normal, start=Tue Jun 21 13:51:42 BST 2016, end=Tue Jun 21 13:55:42 BST 2016, operations=249.9628397437607, operationsPerMinute=62.490709935940174
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 13:55:47 BST 2016, end=Tue Jun 21 13:57:47 BST 2016, operations=91.98322807055047, operationsPerMinute=45.991614035275234, mode=normal, start=Tue Jun 21 13:57:54 BST 2016, end=Tue Jun 21 14:01:54 BST 2016, operations=175.00316878617386, operationsPerMinute=43.750792196543465
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 14:02:01 BST 2016, end=Tue Jun 21 14:04:01 BST 2016, operations=21.701996105282845, operationsPerMinute=10.850998052641422, mode=normal, start=Tue Jun 21 14:04:32 BST 2016, end=Tue Jun 21 14:08:32 BST 2016, operations=42.82492542349145, operationsPerMinute=10.706231355872863
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 14:09:01 BST 2016, end=Tue Jun 21 14:11:01 BST 2016, operations=51.5441315847275, operationsPerMinute=25.77206579236375, mode=normal, start=Tue Jun 21 14:11:18 BST 2016, end=Tue Jun 21 14:15:18 BST 2016, operations=105.71799763062778, operationsPerMinute=26.429499407656944
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 14:15:35 BST 2016, end=Tue Jun 21 14:17:35 BST 2016, operations=63.52192842702841, operationsPerMinute=31.760964213514207, mode=normal, start=Tue Jun 21 14:17:47 BST 2016, end=Tue Jun 21 14:21:47 BST 2016, operations=128.86124826681467, operationsPerMinute=32.21531206670367
