spec.jvm2008.report.run.location=HULL16
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 16:05:35 BST 2016, end=Sat Jun 04 16:05:35 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 16:05:35 BST 2016, end=Sat Jun 04 16:05:35 BST 2016, operations=1.0, operationsPerMinute=273.972602739726
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 16:05:35 BST 2016, end=Sat Jun 04 16:05:49 BST 2016, operations=1.0, operationsPerMinute=4.535833081342607
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 16:05:49 BST 2016, end=Sat Jun 04 16:05:52 BST 2016, operations=1.0, operationsPerMinute=17.72002362669817
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 16:05:52 BST 2016, end=Sat Jun 04 16:05:53 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 16:05:53 BST 2016, end=Sat Jun 04 16:06:02 BST 2016, operations=1.0, operationsPerMinute=6.923609508423725
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 16:06:02 BST 2016, end=Sat Jun 04 16:06:10 BST 2016, operations=1.0, operationsPerMinute=7.83187573423835
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 16:06:10 BST 2016, end=Sat Jun 04 16:06:16 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 16:06:16 BST 2016, end=Sat Jun 04 16:06:19 BST 2016, operations=1.0, operationsPerMinute=26.607538802660756
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 16:06:19 BST 2016, end=Sat Jun 04 16:06:19 BST 2016, operations=1.0, operationsPerMinute=78.74015748031496
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 16:06:19 BST 2016, end=Sat Jun 04 16:06:20 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 16:06:20 BST 2016, end=Sat Jun 04 16:06:26 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 16:06:26 BST 2016, end=Sat Jun 04 16:06:27 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 16:06:27 BST 2016, end=Sat Jun 04 16:06:28 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 16:06:28 BST 2016, end=Sat Jun 04 16:06:30 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 16:06:30 BST 2016, end=Sat Jun 04 16:06:37 BST 2016, operations=1.0, operationsPerMinute=9.312432096849294
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 16:06:37 BST 2016, end=Sat Jun 04 16:06:57 BST 2016, operations=1.0, operationsPerMinute=2.9248318221702254
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 16:06:57 BST 2016, end=Sat Jun 04 16:06:58 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 16:07:08 BST 2016, end=Sat Jun 04 16:09:08 BST 2016, operations=482.24187165367016, operationsPerMinute=241.12093582683508, mode=normal, start=Sat Jun 04 16:09:10 BST 2016, end=Sat Jun 04 16:13:10 BST 2016, operations=929.7150019252379, operationsPerMinute=232.42875048130946
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 16:13:14 BST 2016, end=Sat Jun 04 16:15:14 BST 2016, operations=192.1360376270314, operationsPerMinute=96.0680188135157, mode=normal, start=Sat Jun 04 16:15:18 BST 2016, end=Sat Jun 04 16:19:18 BST 2016, operations=368.9454171261699, operationsPerMinute=92.23635428154248
benchmark-name=compress, mod=warmup, start=Sat Jun 04 16:19:21 BST 2016, end=Sat Jun 04 16:21:21 BST 2016, operations=376.0709516744934, operationsPerMinute=188.0354758372467, mode=normal, start=Sat Jun 04 16:21:22 BST 2016, end=Sat Jun 04 16:25:22 BST 2016, operations=768.1210863175145, operationsPerMinute=192.03027157937862
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 16:25:24 BST 2016, end=Sat Jun 04 16:27:24 BST 2016, operations=135.24779733699336, operationsPerMinute=67.62389866849668, mode=normal, start=Sat Jun 04 16:27:30 BST 2016, end=Sat Jun 04 16:31:30 BST 2016, operations=283.4559800783029, operationsPerMinute=70.86399501957573
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 16:31:36 BST 2016, end=Sat Jun 04 16:33:36 BST 2016, operations=231.51052024397237, operationsPerMinute=115.75526012198618, mode=normal, start=Sat Jun 04 16:33:39 BST 2016, end=Sat Jun 04 16:37:39 BST 2016, operations=458.59760508003365, operationsPerMinute=114.64940127000841
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 16:37:43 BST 2016, end=Sat Jun 04 16:39:43 BST 2016, operations=400.3896204926355, operationsPerMinute=200.19481024631776, mode=normal, start=Sat Jun 04 16:39:45 BST 2016, end=Sat Jun 04 16:43:45 BST 2016, operations=800.8286307762071, operationsPerMinute=200.20715769405177
benchmark-name=derby, mod=warmup, start=Sat Jun 04 16:44:08 BST 2016, end=Sat Jun 04 16:46:08 BST 2016, operations=329.8783684054381, operationsPerMinute=164.93918420271905, mode=normal, start=Sat Jun 04 16:46:10 BST 2016, end=Sat Jun 04 16:50:10 BST 2016, operations=703.0096884657315, operationsPerMinute=175.75242211643288
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 16:50:12 BST 2016, end=Sat Jun 04 16:52:12 BST 2016, operations=202.6508294830903, operationsPerMinute=101.32541474154515, mode=normal, start=Sat Jun 04 16:52:15 BST 2016, end=Sat Jun 04 16:56:15 BST 2016, operations=410.2748617845399, operationsPerMinute=102.56871544613497
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 16:56:18 BST 2016, end=Sat Jun 04 16:58:18 BST 2016, operations=68.61539388883307, operationsPerMinute=34.307696944416534, mode=normal, start=Sat Jun 04 16:58:27 BST 2016, end=Sat Jun 04 17:02:27 BST 2016, operations=137.80096928831114, operationsPerMinute=34.450242322077784
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 17:02:34 BST 2016, end=Sat Jun 04 17:04:34 BST 2016, operations=12.549151128301098, operationsPerMinute=6.274575564150549, mode=normal, start=Sat Jun 04 17:05:40 BST 2016, end=Sat Jun 04 17:09:40 BST 2016, operations=23.77529108423906, operationsPerMinute=5.943822771059765
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 17:10:25 BST 2016, end=Sat Jun 04 17:12:25 BST 2016, operations=66.48346625975465, operationsPerMinute=33.241733129877325, mode=normal, start=Sat Jun 04 17:12:38 BST 2016, end=Sat Jun 04 17:16:38 BST 2016, operations=120.90506766630298, operationsPerMinute=30.226266916575746
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 17:16:48 BST 2016, end=Sat Jun 04 17:18:48 BST 2016, operations=39.0130424459188, operationsPerMinute=19.5065212229594, mode=normal, start=Sat Jun 04 17:19:02 BST 2016, end=Sat Jun 04 17:23:02 BST 2016, operations=82.463439805194, operationsPerMinute=20.6158599512985
