spec.jvm2008.report.run.location=BEDSONTC042
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 08:26:13 BST 2016, end=Sat Jun 04 08:26:13 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:26:13 BST 2016, end=Sat Jun 04 08:26:13 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:26:13 BST 2016, end=Sat Jun 04 08:26:26 BST 2016, operations=1.0, operationsPerMinute=4.748338081671415
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:26:26 BST 2016, end=Sat Jun 04 08:26:29 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:26:29 BST 2016, end=Sat Jun 04 08:26:30 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:26:30 BST 2016, end=Sat Jun 04 08:26:39 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:26:39 BST 2016, end=Sat Jun 04 08:26:46 BST 2016, operations=1.0, operationsPerMinute=8.012820512820513
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:26:46 BST 2016, end=Sat Jun 04 08:26:53 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:26:53 BST 2016, end=Sat Jun 04 08:26:55 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:26:55 BST 2016, end=Sat Jun 04 08:26:56 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:26:56 BST 2016, end=Sat Jun 04 08:26:57 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:26:57 BST 2016, end=Sat Jun 04 08:27:02 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 08:27:02 BST 2016, end=Sat Jun 04 08:27:03 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 08:27:03 BST 2016, end=Sat Jun 04 08:27:04 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 08:27:04 BST 2016, end=Sat Jun 04 08:27:07 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 08:27:07 BST 2016, end=Sat Jun 04 08:27:13 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 08:27:13 BST 2016, end=Sat Jun 04 08:27:33 BST 2016, operations=1.0, operationsPerMinute=2.976781107362572
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 08:27:33 BST 2016, end=Sat Jun 04 08:27:34 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 08:27:44 BST 2016, end=Sat Jun 04 08:29:44 BST 2016, operations=491.53677991362, operationsPerMinute=245.76838995681, mode=normal, start=Sat Jun 04 08:29:45 BST 2016, end=Sat Jun 04 08:33:45 BST 2016, operations=1033.0785951844448, operationsPerMinute=258.2696487961112
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 08:33:50 BST 2016, end=Sat Jun 04 08:35:50 BST 2016, operations=203.03594406233213, operationsPerMinute=101.51797203116607, mode=normal, start=Sat Jun 04 08:35:52 BST 2016, end=Sat Jun 04 08:39:52 BST 2016, operations=387.6368385934578, operationsPerMinute=96.90920964836445
benchmark-name=compress, mod=warmup, start=Sat Jun 04 08:39:56 BST 2016, end=Sat Jun 04 08:41:56 BST 2016, operations=400.96676214252494, operationsPerMinute=200.48338107126247, mode=normal, start=Sat Jun 04 08:41:58 BST 2016, end=Sat Jun 04 08:45:58 BST 2016, operations=800.755618558461, operationsPerMinute=200.18890463961526
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 08:46:00 BST 2016, end=Sat Jun 04 08:48:00 BST 2016, operations=140.11260286297912, operationsPerMinute=70.05630143148956, mode=normal, start=Sat Jun 04 08:48:06 BST 2016, end=Sat Jun 04 08:52:06 BST 2016, operations=294.2265909925196, operationsPerMinute=73.5566477481299
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 08:52:11 BST 2016, end=Sat Jun 04 08:54:11 BST 2016, operations=236.60592004677537, operationsPerMinute=118.30296002338768, mode=normal, start=Sat Jun 04 08:54:14 BST 2016, end=Sat Jun 04 08:58:14 BST 2016, operations=474.931560977904, operationsPerMinute=118.732890244476
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 08:58:17 BST 2016, end=Sat Jun 04 09:00:17 BST 2016, operations=409.5048642365734, operationsPerMinute=204.7524321182867, mode=normal, start=Sat Jun 04 09:00:19 BST 2016, end=Sat Jun 04 09:04:19 BST 2016, operations=819.4934902570951, operationsPerMinute=204.87337256427378
benchmark-name=derby, mod=warmup, start=Sat Jun 04 09:04:41 BST 2016, end=Sat Jun 04 09:06:41 BST 2016, operations=363.105926929524, operationsPerMinute=181.552963464762, mode=normal, start=Sat Jun 04 09:06:43 BST 2016, end=Sat Jun 04 09:10:43 BST 2016, operations=726.1455182534896, operationsPerMinute=181.5363795633724
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 09:10:45 BST 2016, end=Sat Jun 04 09:12:45 BST 2016, operations=206.07968817669988, operationsPerMinute=103.03984408834994, mode=normal, start=Sat Jun 04 09:12:48 BST 2016, end=Sat Jun 04 09:16:48 BST 2016, operations=413.4980332143398, operationsPerMinute=103.37450830358495
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 09:16:52 BST 2016, end=Sat Jun 04 09:18:52 BST 2016, operations=78.88258729481245, operationsPerMinute=39.441293647406226, mode=normal, start=Sat Jun 04 09:18:58 BST 2016, end=Sat Jun 04 09:22:58 BST 2016, operations=145.6972933336353, operationsPerMinute=36.42432333340882
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 09:23:08 BST 2016, end=Sat Jun 04 09:25:08 BST 2016, operations=13.748258264876535, operationsPerMinute=6.874129132438267, mode=normal, start=Sat Jun 04 09:25:52 BST 2016, end=Sat Jun 04 09:29:52 BST 2016, operations=27.926273883785328, operationsPerMinute=6.981568470946332
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 09:30:27 BST 2016, end=Sat Jun 04 09:32:27 BST 2016, operations=74.2390603155801, operationsPerMinute=37.11953015779005, mode=normal, start=Sat Jun 04 09:32:36 BST 2016, end=Sat Jun 04 09:36:36 BST 2016, operations=149.7862693996209, operationsPerMinute=37.44656734990522
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 09:36:46 BST 2016, end=Sat Jun 04 09:38:46 BST 2016, operations=43.01388426750696, operationsPerMinute=21.50694213375348, mode=normal, start=Sat Jun 04 09:38:57 BST 2016, end=Sat Jun 04 09:42:57 BST 2016, operations=85.40323192523937, operationsPerMinute=21.350807981309842
