spec.jvm2008.report.run.location=BARN-14
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 14:38:42 BST 2016, end=Fri Jul 01 14:38:42 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 14:38:42 BST 2016, end=Fri Jul 01 14:38:42 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 14:38:42 BST 2016, end=Fri Jul 01 14:38:56 BST 2016, operations=1.0, operationsPerMinute=4.375410194705753
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 14:38:56 BST 2016, end=Fri Jul 01 14:38:59 BST 2016, operations=1.0, operationsPerMinute=18.143332325370427
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 14:38:59 BST 2016, end=Fri Jul 01 14:39:01 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 14:39:01 BST 2016, end=Fri Jul 01 14:39:09 BST 2016, operations=1.0, operationsPerMinute=7.03152466893238
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 14:39:09 BST 2016, end=Fri Jul 01 14:39:17 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 14:39:17 BST 2016, end=Fri Jul 01 14:39:23 BST 2016, operations=1.0, operationsPerMinute=9.071666162685213
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 14:39:23 BST 2016, end=Fri Jul 01 14:39:26 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 14:39:26 BST 2016, end=Fri Jul 01 14:39:26 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 14:39:26 BST 2016, end=Fri Jul 01 14:39:27 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 14:39:27 BST 2016, end=Fri Jul 01 14:39:33 BST 2016, operations=1.0, operationsPerMinute=10.863661053775122
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 14:39:33 BST 2016, end=Fri Jul 01 14:39:34 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 14:39:34 BST 2016, end=Fri Jul 01 14:39:35 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 14:39:35 BST 2016, end=Fri Jul 01 14:39:37 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 14:39:37 BST 2016, end=Fri Jul 01 14:39:44 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 14:39:44 BST 2016, end=Fri Jul 01 14:40:04 BST 2016, operations=1.0, operationsPerMinute=2.9769288017861575
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 14:40:04 BST 2016, end=Fri Jul 01 14:40:05 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 14:40:15 BST 2016, end=Fri Jul 01 14:42:15 BST 2016, operations=478.7663006646945, operationsPerMinute=239.38315033234724, mode=normal, start=Fri Jul 01 14:42:17 BST 2016, end=Fri Jul 01 14:46:17 BST 2016, operations=986.588826679613, operationsPerMinute=246.64720666990326
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 14:46:21 BST 2016, end=Fri Jul 01 14:48:21 BST 2016, operations=198.40906944183362, operationsPerMinute=99.20453472091681, mode=normal, start=Fri Jul 01 14:48:24 BST 2016, end=Fri Jul 01 14:52:24 BST 2016, operations=396.40722098597894, operationsPerMinute=99.10180524649473
benchmark-name=compress, mod=warmup, start=Fri Jul 01 14:52:27 BST 2016, end=Fri Jul 01 14:54:27 BST 2016, operations=398.9369196389726, operationsPerMinute=199.4684598194863, mode=normal, start=Fri Jul 01 14:54:29 BST 2016, end=Fri Jul 01 14:58:29 BST 2016, operations=791.5671530921154, operationsPerMinute=197.89178827302885
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 14:58:31 BST 2016, end=Fri Jul 01 15:00:31 BST 2016, operations=131.41628562187068, operationsPerMinute=65.70814281093534, mode=normal, start=Fri Jul 01 15:00:36 BST 2016, end=Fri Jul 01 15:04:36 BST 2016, operations=275.00135401563836, operationsPerMinute=68.75033850390959
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 15:04:41 BST 2016, end=Fri Jul 01 15:06:41 BST 2016, operations=232.9465686750013, operationsPerMinute=116.47328433750064, mode=normal, start=Fri Jul 01 15:06:45 BST 2016, end=Fri Jul 01 15:10:45 BST 2016, operations=452.449054591404, operationsPerMinute=113.112263647851
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 15:10:49 BST 2016, end=Fri Jul 01 15:12:49 BST 2016, operations=373.7870100951519, operationsPerMinute=186.89350504757596, mode=normal, start=Fri Jul 01 15:12:51 BST 2016, end=Fri Jul 01 15:16:51 BST 2016, operations=784.5049010061668, operationsPerMinute=196.1262252515417
benchmark-name=derby, mod=warmup, start=Fri Jul 01 15:17:14 BST 2016, end=Fri Jul 01 15:19:14 BST 2016, operations=345.5435598079514, operationsPerMinute=172.7717799039757, mode=normal, start=Fri Jul 01 15:19:16 BST 2016, end=Fri Jul 01 15:23:16 BST 2016, operations=716.9765175519894, operationsPerMinute=179.24412938799736
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 15:23:19 BST 2016, end=Fri Jul 01 15:25:19 BST 2016, operations=207.14094196335398, operationsPerMinute=103.57047098167699, mode=normal, start=Fri Jul 01 15:25:23 BST 2016, end=Fri Jul 01 15:29:23 BST 2016, operations=416.2654226823117, operationsPerMinute=104.06635567057792
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 15:29:26 BST 2016, end=Fri Jul 01 15:31:26 BST 2016, operations=77.04517349512872, operationsPerMinute=38.52258674756436, mode=normal, start=Fri Jul 01 15:31:36 BST 2016, end=Fri Jul 01 15:35:36 BST 2016, operations=152.31114062328587, operationsPerMinute=38.077785155821466
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 15:35:43 BST 2016, end=Fri Jul 01 15:37:43 BST 2016, operations=13.83841480846786, operationsPerMinute=6.91920740423393, mode=normal, start=Fri Jul 01 15:38:27 BST 2016, end=Fri Jul 01 15:42:27 BST 2016, operations=27.99552534634443, operationsPerMinute=6.998881336586107
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 15:43:09 BST 2016, end=Fri Jul 01 15:45:09 BST 2016, operations=69.22497878486189, operationsPerMinute=34.612489392430945, mode=normal, start=Fri Jul 01 15:45:21 BST 2016, end=Fri Jul 01 15:49:21 BST 2016, operations=149.10315955106245, operationsPerMinute=37.27578988776561
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 15:49:32 BST 2016, end=Fri Jul 01 15:51:32 BST 2016, operations=42.700243486993365, operationsPerMinute=21.350121743496683, mode=normal, start=Fri Jul 01 15:51:44 BST 2016, end=Fri Jul 01 15:55:44 BST 2016, operations=84.69096535641044, operationsPerMinute=21.17274133910261
