spec.jvm2008.report.run.location=PSS-BEDS-78640
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:19:13 BST 2016, end=Thu May 26 14:19:13 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:19:13 BST 2016, end=Thu May 26 14:19:13 BST 2016, operations=1.0, operationsPerMinute=295.5665024630542
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:19:13 BST 2016, end=Thu May 26 14:19:26 BST 2016, operations=1.0, operationsPerMinute=4.633920296570899
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:19:26 BST 2016, end=Thu May 26 14:19:29 BST 2016, operations=1.0, operationsPerMinute=17.80415430267062
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:19:29 BST 2016, end=Thu May 26 14:19:31 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:19:31 BST 2016, end=Thu May 26 14:19:39 BST 2016, operations=1.0, operationsPerMinute=6.993006993006993
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:19:39 BST 2016, end=Thu May 26 14:19:47 BST 2016, operations=1.0, operationsPerMinute=7.833920877399138
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:19:47 BST 2016, end=Thu May 26 14:19:54 BST 2016, operations=1.0, operationsPerMinute=9.092286710107592
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:19:54 BST 2016, end=Thu May 26 14:19:56 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:19:56 BST 2016, end=Thu May 26 14:19:57 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:19:57 BST 2016, end=Thu May 26 14:19:57 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:19:57 BST 2016, end=Thu May 26 14:20:03 BST 2016, operations=1.0, operationsPerMinute=10.596962204168138
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:20:03 BST 2016, end=Thu May 26 14:20:05 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:20:05 BST 2016, end=Thu May 26 14:20:06 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:20:06 BST 2016, end=Thu May 26 14:20:08 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:20:08 BST 2016, end=Thu May 26 14:20:14 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:20:14 BST 2016, end=Thu May 26 14:20:35 BST 2016, operations=1.0, operationsPerMinute=2.9472443265546713
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:20:35 BST 2016, end=Thu May 26 14:20:35 BST 2016, operations=1.0, operationsPerMinute=71.25890736342043
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:20:46 BST 2016, end=Thu May 26 14:22:46 BST 2016, operations=473.1282978835909, operationsPerMinute=236.56414894179545, mode=normal, start=Thu May 26 14:22:47 BST 2016, end=Thu May 26 14:26:47 BST 2016, operations=976.1329787079396, operationsPerMinute=244.0332446769849
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:26:51 BST 2016, end=Thu May 26 14:28:51 BST 2016, operations=193.11370648170538, operationsPerMinute=96.55685324085269, mode=normal, start=Thu May 26 14:28:54 BST 2016, end=Thu May 26 14:32:54 BST 2016, operations=382.54426545971006, operationsPerMinute=95.63606636492752
benchmark-name=compress, mod=warmup, start=Thu May 26 14:32:58 BST 2016, end=Thu May 26 14:34:58 BST 2016, operations=370.74815993654994, operationsPerMinute=185.37407996827497, mode=normal, start=Thu May 26 14:35:00 BST 2016, end=Thu May 26 14:39:00 BST 2016, operations=743.9116032537884, operationsPerMinute=185.9779008134471
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:39:02 BST 2016, end=Thu May 26 14:41:02 BST 2016, operations=130.4285730641936, operationsPerMinute=65.2142865320968, mode=normal, start=Thu May 26 14:41:07 BST 2016, end=Thu May 26 14:45:07 BST 2016, operations=273.5935477559911, operationsPerMinute=68.39838693899777
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:45:11 BST 2016, end=Thu May 26 14:47:11 BST 2016, operations=217.74301648945178, operationsPerMinute=108.87150824472589, mode=normal, start=Thu May 26 14:47:15 BST 2016, end=Thu May 26 14:51:15 BST 2016, operations=436.0602750481187, operationsPerMinute=109.01506876202967
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:51:18 BST 2016, end=Thu May 26 14:53:18 BST 2016, operations=377.42236531723574, operationsPerMinute=188.71118265861787, mode=normal, start=Thu May 26 14:53:20 BST 2016, end=Thu May 26 14:57:20 BST 2016, operations=755.8916999699912, operationsPerMinute=188.9729249924978
benchmark-name=derby, mod=warmup, start=Thu May 26 14:57:43 BST 2016, end=Thu May 26 14:59:43 BST 2016, operations=330.1715712071471, operationsPerMinute=165.08578560357356, mode=normal, start=Thu May 26 14:59:45 BST 2016, end=Thu May 26 15:03:45 BST 2016, operations=665.3153291228763, operationsPerMinute=166.32883228071907
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:03:47 BST 2016, end=Thu May 26 15:05:47 BST 2016, operations=193.05854544940036, operationsPerMinute=96.52927272470018, mode=normal, start=Thu May 26 15:05:51 BST 2016, end=Thu May 26 15:09:51 BST 2016, operations=383.8623801549564, operationsPerMinute=95.9655950387391
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:09:54 BST 2016, end=Thu May 26 15:11:54 BST 2016, operations=70.61423010717272, operationsPerMinute=35.30711505358636, mode=normal, start=Thu May 26 15:12:04 BST 2016, end=Thu May 26 15:16:04 BST 2016, operations=141.95845384718803, operationsPerMinute=35.489613461797006
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:16:13 BST 2016, end=Thu May 26 15:18:13 BST 2016, operations=13.70501527024198, operationsPerMinute=6.85250763512099, mode=normal, start=Thu May 26 15:18:50 BST 2016, end=Thu May 26 15:22:50 BST 2016, operations=27.365533718777385, operationsPerMinute=6.841383429694346
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:23:38 BST 2016, end=Thu May 26 15:25:38 BST 2016, operations=69.27582965434574, operationsPerMinute=34.63791482717287, mode=normal, start=Thu May 26 15:25:52 BST 2016, end=Thu May 26 15:29:52 BST 2016, operations=137.926664309375, operationsPerMinute=34.48166607734375
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:30:03 BST 2016, end=Thu May 26 15:32:03 BST 2016, operations=42.36175427846162, operationsPerMinute=21.18087713923081, mode=normal, start=Thu May 26 15:32:16 BST 2016, end=Thu May 26 15:36:16 BST 2016, operations=84.37590920414638, operationsPerMinute=21.093977301036595
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:36:32 BST 2016, end=Thu May 26 15:38:32 BST 2016, operations=678.3264985918065, operationsPerMinute=339.16324929590326, mode=normal, start=Thu May 26 15:38:33 BST 2016, end=Thu May 26 15:42:33 BST 2016, operations=1361.2033494526916, operationsPerMinute=340.3008373631729
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:42:34 BST 2016, end=Thu May 26 15:44:34 BST 2016, operations=534.806182269285, operationsPerMinute=267.4030911346425, mode=normal, start=Thu May 26 15:44:36 BST 2016, end=Thu May 26 15:48:36 BST 2016, operations=1070.5976118024598, operationsPerMinute=267.64940295061496
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:48:38 BST 2016, end=Thu May 26 15:50:38 BST 2016, operations=306.7626611980406, operationsPerMinute=153.3813305990203, mode=normal, start=Thu May 26 15:50:41 BST 2016, end=Thu May 26 15:54:41 BST 2016, operations=604.4646289981595, operationsPerMinute=151.11615724953987
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 15:54:44 BST 2016, end=Thu May 26 15:56:44 BST 2016, operations=441.08668968398365, operationsPerMinute=220.54334484199182, mode=normal, start=Thu May 26 15:56:45 BST 2016, end=Thu May 26 16:00:45 BST 2016, operations=986.9212467484206, operationsPerMinute=246.73031168710514
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:00:47 BST 2016, end=Thu May 26 16:02:47 BST 2016, operations=118.97945403455263, operationsPerMinute=59.489727017276316, mode=normal, start=Thu May 26 16:02:53 BST 2016, end=Thu May 26 16:06:53 BST 2016, operations=239.5564616646421, operationsPerMinute=59.88911541616052
benchmark-name=serial, mod=warmup, start=Thu May 26 16:07:00 BST 2016, end=Thu May 26 16:09:00 BST 2016, operations=241.79703191387944, operationsPerMinute=120.89851595693972, mode=normal, start=Thu May 26 16:09:04 BST 2016, end=Thu May 26 16:13:04 BST 2016, operations=476.7370710185319, operationsPerMinute=119.18426775463297
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:13:07 BST 2016, end=Thu May 26 16:15:07 BST 2016, operations=181.96011181593377, operationsPerMinute=90.98005590796689, mode=normal, start=Thu May 26 16:15:08 BST 2016, end=Thu May 26 16:19:08 BST 2016, operations=365.12493923563034, operationsPerMinute=91.28123480890758
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:19:28 BST 2016, end=Thu May 26 16:21:28 BST 2016, operations=514.7811760859951, operationsPerMinute=257.39058804299754, mode=normal, start=Thu May 26 16:21:30 BST 2016, end=Thu May 26 16:25:30 BST 2016, operations=1068.8562547521472, operationsPerMinute=267.2140636880368
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:25:31 BST 2016, end=Thu May 26 16:27:31 BST 2016, operations=1017.0507807888409, operationsPerMinute=508.52539039442047, mode=normal, start=Thu May 26 16:27:32 BST 2016, end=Thu May 26 16:31:32 BST 2016, operations=1987.6038487230874, operationsPerMinute=496.90096218077184
