spec.jvm2008.report.run.location=HULL132
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 08:26:23 BST 2016, end=Sat Jun 04 08:26:23 BST 2016, operations=1.0, operationsPerMinute=545.4545454545455
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:26:23 BST 2016, end=Sat Jun 04 08:26:23 BST 2016, operations=1.0, operationsPerMinute=248.96265560165975
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:26:23 BST 2016, end=Sat Jun 04 08:26:41 BST 2016, operations=1.0, operationsPerMinute=3.4688096201653464
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:26:41 BST 2016, end=Sat Jun 04 08:26:45 BST 2016, operations=1.0, operationsPerMinute=14.234875444839858
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:26:45 BST 2016, end=Sat Jun 04 08:26:46 BST 2016, operations=1.0, operationsPerMinute=44.31314623338257
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:26:46 BST 2016, end=Sat Jun 04 08:26:55 BST 2016, operations=1.0, operationsPerMinute=6.615214994487321
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:26:55 BST 2016, end=Sat Jun 04 08:27:03 BST 2016, operations=1.0, operationsPerMinute=7.836990595611285
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:27:03 BST 2016, end=Sat Jun 04 08:27:09 BST 2016, operations=1.0, operationsPerMinute=9.376465072667605
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:27:09 BST 2016, end=Sat Jun 04 08:27:12 BST 2016, operations=1.0, operationsPerMinute=25.12562814070352
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:27:12 BST 2016, end=Sat Jun 04 08:27:13 BST 2016, operations=1.0, operationsPerMinute=72.02881152460985
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:27:13 BST 2016, end=Sat Jun 04 08:27:14 BST 2016, operations=1.0, operationsPerMinute=59.05511811023622
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:27:14 BST 2016, end=Sat Jun 04 08:27:19 BST 2016, operations=1.0, operationsPerMinute=10.319917440660475
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 08:27:19 BST 2016, end=Sat Jun 04 08:27:21 BST 2016, operations=1.0, operationsPerMinute=37.38317757009346
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 08:27:21 BST 2016, end=Sat Jun 04 08:27:22 BST 2016, operations=1.0, operationsPerMinute=53.191489361702125
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 08:27:22 BST 2016, end=Sat Jun 04 08:27:25 BST 2016, operations=1.0, operationsPerMinute=21.986075485525834
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 08:27:25 BST 2016, end=Sat Jun 04 08:27:31 BST 2016, operations=1.0, operationsPerMinute=9.315323707498836
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 08:27:31 BST 2016, end=Sat Jun 04 08:27:54 BST 2016, operations=1.0, operationsPerMinute=2.7062378783095036
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 08:27:54 BST 2016, end=Sat Jun 04 08:27:54 BST 2016, operations=1.0, operationsPerMinute=64.37768240343348
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 08:28:08 BST 2016, end=Sat Jun 04 08:30:08 BST 2016, operations=419.19968595403907, operationsPerMinute=209.59984297701953, mode=normal, start=Sat Jun 04 08:30:09 BST 2016, end=Sat Jun 04 08:34:09 BST 2016, operations=875.3373930647824, operationsPerMinute=218.8343482661956
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 08:34:13 BST 2016, end=Sat Jun 04 08:36:13 BST 2016, operations=168.06021959618758, operationsPerMinute=84.03010979809379, mode=normal, start=Sat Jun 04 08:36:17 BST 2016, end=Sat Jun 04 08:40:17 BST 2016, operations=365.1273440204279, operationsPerMinute=91.28183600510698
benchmark-name=compress, mod=warmup, start=Sat Jun 04 08:40:20 BST 2016, end=Sat Jun 04 08:42:20 BST 2016, operations=328.41662560736785, operationsPerMinute=164.20831280368392, mode=normal, start=Sat Jun 04 08:42:21 BST 2016, end=Sat Jun 04 08:46:21 BST 2016, operations=701.1995940406994, operationsPerMinute=175.29989851017484
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 08:46:23 BST 2016, end=Sat Jun 04 08:48:23 BST 2016, operations=116.10912611172726, operationsPerMinute=58.05456305586363, mode=normal, start=Sat Jun 04 08:48:30 BST 2016, end=Sat Jun 04 08:52:30 BST 2016, operations=271.57812094252273, operationsPerMinute=67.89453023563068
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 08:52:36 BST 2016, end=Sat Jun 04 08:54:36 BST 2016, operations=231.20176611873188, operationsPerMinute=115.60088305936594, mode=normal, start=Sat Jun 04 08:54:38 BST 2016, end=Sat Jun 04 08:58:38 BST 2016, operations=466.6436496519138, operationsPerMinute=116.66091241297845
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 08:58:42 BST 2016, end=Sat Jun 04 09:00:42 BST 2016, operations=392.1005882579388, operationsPerMinute=196.0502941289694, mode=normal, start=Sat Jun 04 09:00:44 BST 2016, end=Sat Jun 04 09:04:44 BST 2016, operations=806.9002375177754, operationsPerMinute=201.72505937944385
benchmark-name=derby, mod=warmup, start=Sat Jun 04 09:05:07 BST 2016, end=Sat Jun 04 09:07:07 BST 2016, operations=324.96153846153845, operationsPerMinute=162.48076923076923, mode=normal, start=Sat Jun 04 09:07:09 BST 2016, end=Sat Jun 04 09:11:09 BST 2016, operations=701.8920691112971, operationsPerMinute=175.47301727782428
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 09:11:12 BST 2016, end=Sat Jun 04 09:13:12 BST 2016, operations=206.13764311832824, operationsPerMinute=103.06882155916412, mode=normal, start=Sat Jun 04 09:13:15 BST 2016, end=Sat Jun 04 09:17:15 BST 2016, operations=414.1326754941092, operationsPerMinute=103.5331688735273
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 09:17:18 BST 2016, end=Sat Jun 04 09:19:18 BST 2016, operations=77.49157215818349, operationsPerMinute=38.745786079091744, mode=normal, start=Sat Jun 04 09:19:27 BST 2016, end=Sat Jun 04 09:23:27 BST 2016, operations=148.33496990150803, operationsPerMinute=37.08374247537701
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 09:23:34 BST 2016, end=Sat Jun 04 09:25:34 BST 2016, operations=13.755102029267816, operationsPerMinute=6.877551014633908, mode=normal, start=Sat Jun 04 09:26:19 BST 2016, end=Sat Jun 04 09:30:19 BST 2016, operations=27.460664281450022, operationsPerMinute=6.8651660703625055
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 09:30:50 BST 2016, end=Sat Jun 04 09:32:50 BST 2016, operations=73.86367479046461, operationsPerMinute=36.93183739523231, mode=normal, start=Sat Jun 04 09:32:59 BST 2016, end=Sat Jun 04 09:36:59 BST 2016, operations=148.0832483135824, operationsPerMinute=37.0208120783956
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 09:37:12 BST 2016, end=Sat Jun 04 09:39:12 BST 2016, operations=43.18218512198044, operationsPerMinute=21.59109256099022, mode=normal, start=Sat Jun 04 09:39:23 BST 2016, end=Sat Jun 04 09:43:23 BST 2016, operations=86.39603996789684, operationsPerMinute=21.59900999197421
