spec.jvm2008.report.run.location=NIDD92
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 11:34:41 BST 2016, end=Sun Jun 26 11:34:41 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 11:34:41 BST 2016, end=Sun Jun 26 11:34:41 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 11:34:41 BST 2016, end=Sun Jun 26 11:35:02 BST 2016, operations=1.0, operationsPerMinute=2.838489923360772
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 11:35:02 BST 2016, end=Sun Jun 26 11:35:07 BST 2016, operations=1.0, operationsPerMinute=12.287528158918697
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 11:35:07 BST 2016, end=Sun Jun 26 11:35:09 BST 2016, operations=1.0, operationsPerMinute=35.60830860534124
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 11:35:09 BST 2016, end=Sun Jun 26 11:35:19 BST 2016, operations=1.0, operationsPerMinute=5.689360895126114
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 11:35:19 BST 2016, end=Sun Jun 26 11:35:28 BST 2016, operations=1.0, operationsPerMinute=6.759040216289287
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 11:35:28 BST 2016, end=Sun Jun 26 11:35:35 BST 2016, operations=1.0, operationsPerMinute=8.166598611678236
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 11:35:35 BST 2016, end=Sun Jun 26 11:35:39 BST 2016, operations=1.0, operationsPerMinute=18.575851393188856
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 11:35:39 BST 2016, end=Sun Jun 26 11:35:40 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 11:35:40 BST 2016, end=Sun Jun 26 11:35:41 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
