spec.jvm2008.report.run.location=TOLL03
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Tue Jun 28 15:44:21 BST 2016, end=Tue Jun 28 15:44:22 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 28 15:44:22 BST 2016, end=Tue Jun 28 15:44:22 BST 2016, operations=1.0, operationsPerMinute=89.55223880597015
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 28 15:44:22 BST 2016, end=Tue Jun 28 15:44:45 BST 2016, operations=1.0, operationsPerMinute=2.609262883235486
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 28 15:44:45 BST 2016, end=Tue Jun 28 15:44:51 BST 2016, operations=1.0, operationsPerMinute=10.174665083940987
benchmark-name=startup.compress, mode=normal, start=Tue Jun 28 15:44:51 BST 2016, end=Tue Jun 28 15:44:53 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 28 15:44:53 BST 2016, end=Tue Jun 28 15:45:05 BST 2016, operations=1.0, operationsPerMinute=4.862630683199611
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 28 15:45:05 BST 2016, end=Tue Jun 28 15:45:15 BST 2016, operations=1.0, operationsPerMinute=6.009615384615385
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 28 15:45:15 BST 2016, end=Tue Jun 28 15:45:23 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 28 15:45:23 BST 2016, end=Tue Jun 28 15:45:27 BST 2016, operations=1.0, operationsPerMinute=15.321756894790603
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 28 15:45:27 BST 2016, end=Tue Jun 28 15:45:28 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 28 15:45:28 BST 2016, end=Tue Jun 28 15:45:30 BST 2016, operations=1.0, operationsPerMinute=32.59098316132537
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 28 15:45:30 BST 2016, end=Tue Jun 28 15:45:38 BST 2016, operations=1.0, operationsPerMinute=7.5566750629722925
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 28 15:45:38 BST 2016, end=Tue Jun 28 15:45:40 BST 2016, operations=1.0, operationsPerMinute=32.59098316132537
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 28 15:45:40 BST 2016, end=Tue Jun 28 15:45:42 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.serial, mode=normal, start=Tue Jun 28 15:45:42 BST 2016, end=Tue Jun 28 15:45:46 BST 2016, operations=1.0, operationsPerMinute=14.08781404085466
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 28 15:45:46 BST 2016, end=Tue Jun 28 15:45:55 BST 2016, operations=1.0, operationsPerMinute=6.843846241587772
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 28 15:45:55 BST 2016, end=Tue Jun 28 15:46:36 BST 2016, operations=1.0, operationsPerMinute=1.4574072724622895
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 28 15:46:36 BST 2016, end=Tue Jun 28 15:46:38 BST 2016, operations=1.0, operationsPerMinute=36.99136868064118
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 28 15:46:54 BST 2016, end=Tue Jun 28 15:48:54 BST 2016, operations=214.03104713700907, operationsPerMinute=107.01552356850453, mode=normal, start=Tue Jun 28 15:48:56 BST 2016, end=Tue Jun 28 15:52:56 BST 2016, operations=438.55615822923517, operationsPerMinute=109.63903955730879
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 28 15:53:02 BST 2016, end=Tue Jun 28 15:55:02 BST 2016, operations=82.30717817177208, operationsPerMinute=41.15358908588604, mode=normal, start=Tue Jun 28 15:55:07 BST 2016, end=Tue Jun 28 15:59:07 BST 2016, operations=172.4770153384846, operationsPerMinute=43.11925383462115
benchmark-name=compress, mod=warmup, start=Tue Jun 28 15:59:11 BST 2016, end=Tue Jun 28 16:01:11 BST 2016, operations=128.35824749241118, operationsPerMinute=64.17912374620559, mode=normal, start=Tue Jun 28 16:01:14 BST 2016, end=Tue Jun 28 16:05:14 BST 2016, operations=256.72941838850363, operationsPerMinute=64.18235459712591
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 28 16:05:17 BST 2016, end=Tue Jun 28 16:07:17 BST 2016, operations=35.52938567357194, operationsPerMinute=17.76469283678597, mode=normal, start=Tue Jun 28 16:07:26 BST 2016, end=Tue Jun 28 16:11:26 BST 2016, operations=76.21183081632414, operationsPerMinute=19.052957704081035
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 28 16:11:32 BST 2016, end=Tue Jun 28 16:13:32 BST 2016, operations=72.74694938695548, operationsPerMinute=36.37347469347774, mode=normal, start=Tue Jun 28 16:13:37 BST 2016, end=Tue Jun 28 16:17:37 BST 2016, operations=145.67585958831452, operationsPerMinute=36.41896489707863
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 28 16:17:42 BST 2016, end=Tue Jun 28 16:19:42 BST 2016, operations=117.56976737689041, operationsPerMinute=58.784883688445206, mode=normal, start=Tue Jun 28 16:19:45 BST 2016, end=Tue Jun 28 16:23:45 BST 2016, operations=235.31014455974133, operationsPerMinute=58.82753613993533
benchmark-name=derby, mod=warmup, start=Tue Jun 28 16:25:45 BST 2016, end=Tue Jun 28 16:27:45 BST 2016, operations=88.58782246793689, operationsPerMinute=44.293911233968444, mode=normal, start=Tue Jun 28 16:27:48 BST 2016, end=Tue Jun 28 16:31:48 BST 2016, operations=175.6813096428861, operationsPerMinute=43.92032741072153
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 28 16:31:51 BST 2016, end=Tue Jun 28 16:33:51 BST 2016, operations=56.617555018670714, operationsPerMinute=28.308777509335357, mode=normal, start=Tue Jun 28 16:33:55 BST 2016, end=Tue Jun 28 16:37:55 BST 2016, operations=113.25638337976334, operationsPerMinute=28.314095844940834
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 28 16:38:03 BST 2016, end=Tue Jun 28 16:40:03 BST 2016, operations=29.21691125912549, operationsPerMinute=14.608455629562744, mode=normal, start=Tue Jun 28 16:40:10 BST 2016, end=Tue Jun 28 16:44:10 BST 2016, operations=62.20691944476728, operationsPerMinute=15.55172986119182
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 28 16:44:22 BST 2016, end=Tue Jun 28 16:46:22 BST 2016, operations=6.797331706759669, operationsPerMinute=3.3986658533798346, mode=normal, start=Tue Jun 28 16:46:43 BST 2016, end=Tue Jun 28 16:50:43 BST 2016, operations=13.566220265046981, operationsPerMinute=3.3915550662617453
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 28 16:51:26 BST 2016, end=Tue Jun 28 16:53:26 BST 2016, operations=27.364152141796186, operationsPerMinute=13.682076070898093, mode=normal, start=Tue Jun 28 16:53:33 BST 2016, end=Tue Jun 28 16:57:33 BST 2016, operations=55.233521924925284, operationsPerMinute=13.808380481231321
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 28 16:57:47 BST 2016, end=Tue Jun 28 16:59:47 BST 2016, operations=21.341962408495768, operationsPerMinute=10.670981204247884, mode=normal, start=Tue Jun 28 16:59:58 BST 2016, end=Tue Jun 28 17:03:58 BST 2016, operations=43.01067152283754, operationsPerMinute=10.752667880709385
