spec.jvm2008.report.run.location=PERCY008
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 18:13:43 BST 2016, end=Sun Jun 26 18:13:43 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 18:13:43 BST 2016, end=Sun Jun 26 18:13:43 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 18:13:43 BST 2016, end=Sun Jun 26 18:13:56 BST 2016, operations=1.0, operationsPerMinute=4.656577415599535
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 18:13:56 BST 2016, end=Sun Jun 26 18:13:59 BST 2016, operations=1.0, operationsPerMinute=17.559262510974538
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 18:13:59 BST 2016, end=Sun Jun 26 18:14:00 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 18:14:00 BST 2016, end=Sun Jun 26 18:14:09 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 18:14:09 BST 2016, end=Sun Jun 26 18:14:16 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 18:14:16 BST 2016, end=Sun Jun 26 18:14:23 BST 2016, operations=1.0, operationsPerMinute=9.157509157509157
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 18:14:23 BST 2016, end=Sun Jun 26 18:14:25 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 18:14:25 BST 2016, end=Sun Jun 26 18:14:26 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 18:14:26 BST 2016, end=Sun Jun 26 18:14:27 BST 2016, operations=1.0, operationsPerMinute=67.41573033707866
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 18:14:27 BST 2016, end=Sun Jun 26 18:14:32 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 18:14:32 BST 2016, end=Sun Jun 26 18:14:34 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 18:14:34 BST 2016, end=Sun Jun 26 18:14:35 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 18:14:35 BST 2016, end=Sun Jun 26 18:14:37 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 18:14:37 BST 2016, end=Sun Jun 26 18:14:43 BST 2016, operations=1.0, operationsPerMinute=9.47268708556994
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 18:14:43 BST 2016, end=Sun Jun 26 18:15:03 BST 2016, operations=1.0, operationsPerMinute=2.9977516862353233
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 18:15:03 BST 2016, end=Sun Jun 26 18:15:04 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 18:15:14 BST 2016, end=Sun Jun 26 18:17:14 BST 2016, operations=499.64568449090666, operationsPerMinute=249.82284224545333, mode=normal, start=Sun Jun 26 18:17:15 BST 2016, end=Sun Jun 26 18:21:15 BST 2016, operations=1015.1126811041364, operationsPerMinute=253.7781702760341
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 18:21:19 BST 2016, end=Sun Jun 26 18:23:19 BST 2016, operations=201.3329052683979, operationsPerMinute=100.66645263419895, mode=normal, start=Sun Jun 26 18:23:23 BST 2016, end=Sun Jun 26 18:27:23 BST 2016, operations=384.46845340928644, operationsPerMinute=96.11711335232161
benchmark-name=compress, mod=warmup, start=Sun Jun 26 18:27:27 BST 2016, end=Sun Jun 26 18:29:27 BST 2016, operations=399.1344017323999, operationsPerMinute=199.56720086619995, mode=normal, start=Sun Jun 26 18:29:29 BST 2016, end=Sun Jun 26 18:33:29 BST 2016, operations=799.9203415542859, operationsPerMinute=199.98008538857147
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 18:33:31 BST 2016, end=Sun Jun 26 18:35:31 BST 2016, operations=138.49228404935184, operationsPerMinute=69.24614202467592, mode=normal, start=Sun Jun 26 18:35:36 BST 2016, end=Sun Jun 26 18:39:36 BST 2016, operations=287.9375402978731, operationsPerMinute=71.98438507446828
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 18:39:39 BST 2016, end=Sun Jun 26 18:41:39 BST 2016, operations=233.81517565477895, operationsPerMinute=116.90758782738948, mode=normal, start=Sun Jun 26 18:41:43 BST 2016, end=Sun Jun 26 18:45:43 BST 2016, operations=469.4003226671262, operationsPerMinute=117.35008066678155
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 18:45:46 BST 2016, end=Sun Jun 26 18:47:46 BST 2016, operations=407.4903539069385, operationsPerMinute=203.74517695346924, mode=normal, start=Sun Jun 26 18:47:48 BST 2016, end=Sun Jun 26 18:51:48 BST 2016, operations=813.9599365740679, operationsPerMinute=203.48998414351698
benchmark-name=derby, mod=warmup, start=Sun Jun 26 18:52:10 BST 2016, end=Sun Jun 26 18:54:10 BST 2016, operations=361.08612989290066, operationsPerMinute=180.54306494645033, mode=normal, start=Sun Jun 26 18:54:11 BST 2016, end=Sun Jun 26 18:58:11 BST 2016, operations=727.175965136495, operationsPerMinute=181.79399128412376
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 18:58:14 BST 2016, end=Sun Jun 26 19:00:14 BST 2016, operations=207.81717837093, operationsPerMinute=103.908589185465, mode=normal, start=Sun Jun 26 19:00:18 BST 2016, end=Sun Jun 26 19:04:18 BST 2016, operations=416.64286753789673, operationsPerMinute=104.16071688447418
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 19:04:22 BST 2016, end=Sun Jun 26 19:06:22 BST 2016, operations=77.88624771802797, operationsPerMinute=38.94312385901399, mode=normal, start=Sun Jun 26 19:06:30 BST 2016, end=Sun Jun 26 19:10:30 BST 2016, operations=158.2746235823037, operationsPerMinute=39.56865589557592
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 19:10:38 BST 2016, end=Sun Jun 26 19:12:38 BST 2016, operations=13.977384800968633, operationsPerMinute=6.988692400484316, mode=normal, start=Sun Jun 26 19:13:22 BST 2016, end=Sun Jun 26 19:17:22 BST 2016, operations=27.8284746471439, operationsPerMinute=6.957118661785975
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 19:17:49 BST 2016, end=Sun Jun 26 19:19:49 BST 2016, operations=74.44771511725072, operationsPerMinute=37.22385755862536, mode=normal, start=Sun Jun 26 19:19:57 BST 2016, end=Sun Jun 26 19:23:57 BST 2016, operations=149.38690917742517, operationsPerMinute=37.34672729435629
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 19:24:08 BST 2016, end=Sun Jun 26 19:26:08 BST 2016, operations=43.2226599241966, operationsPerMinute=21.6113299620983, mode=normal, start=Sun Jun 26 19:26:19 BST 2016, end=Sun Jun 26 19:30:19 BST 2016, operations=86.41168022973612, operationsPerMinute=21.60292005743403
