spec.jvm2008.report.run.location=HOPE31
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Fri Jun 24 03:18:03 BST 2016, end=Fri Jun 24 03:18:03 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 03:18:03 BST 2016, end=Fri Jun 24 03:18:03 BST 2016, operations=1.0, operationsPerMinute=132.4503311258278
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 03:18:03 BST 2016, end=Fri Jun 24 03:18:30 BST 2016, operations=1.0, operationsPerMinute=2.2717806974366743
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 03:18:30 BST 2016, end=Fri Jun 24 03:18:36 BST 2016, operations=1.0, operationsPerMinute=9.63855421686747
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 03:18:36 BST 2016, end=Fri Jun 24 03:18:38 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 03:18:38 BST 2016, end=Fri Jun 24 03:18:49 BST 2016, operations=1.0, operationsPerMinute=5.455537370430988
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 03:18:49 BST 2016, end=Fri Jun 24 03:18:58 BST 2016, operations=1.0, operationsPerMinute=6.552364311455717
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 03:18:58 BST 2016, end=Fri Jun 24 03:19:05 BST 2016, operations=1.0, operationsPerMinute=8.253094910591471
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 03:19:05 BST 2016, end=Fri Jun 24 03:19:08 BST 2016, operations=1.0, operationsPerMinute=19.132653061224488
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 03:19:08 BST 2016, end=Fri Jun 24 03:19:09 BST 2016, operations=1.0, operationsPerMinute=65.21739130434783
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 03:19:09 BST 2016, end=Fri Jun 24 03:19:10 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 03:19:10 BST 2016, end=Fri Jun 24 03:19:17 BST 2016, operations=1.0, operationsPerMinute=8.92325996430696
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 03:19:17 BST 2016, end=Fri Jun 24 03:19:19 BST 2016, operations=1.0, operationsPerMinute=34.64203233256351
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 03:19:19 BST 2016, end=Fri Jun 24 03:19:20 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 03:19:20 BST 2016, end=Fri Jun 24 03:19:23 BST 2016, operations=1.0, operationsPerMinute=19.430051813471504
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 03:19:23 BST 2016, end=Fri Jun 24 03:19:31 BST 2016, operations=1.0, operationsPerMinute=8.37871805613741
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 03:19:31 BST 2016, end=Fri Jun 24 03:19:59 BST 2016, operations=1.0, operationsPerMinute=2.137970353477765
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 03:19:59 BST 2016, end=Fri Jun 24 03:20:00 BST 2016, operations=1.0, operationsPerMinute=44.18262150220913
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 03:20:17 BST 2016, end=Fri Jun 24 03:22:17 BST 2016, operations=349.5556938409795, operationsPerMinute=174.77784692048974, mode=normal, start=Fri Jun 24 03:22:19 BST 2016, end=Fri Jun 24 03:26:19 BST 2016, operations=725.680446710315, operationsPerMinute=181.42011167757875
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 03:26:26 BST 2016, end=Fri Jun 24 03:28:26 BST 2016, operations=141.14369503558095, operationsPerMinute=70.57184751779047, mode=normal, start=Fri Jun 24 03:28:31 BST 2016, end=Fri Jun 24 03:32:31 BST 2016, operations=277.51307730318405, operationsPerMinute=69.37826932579601
benchmark-name=compress, mod=warmup, start=Fri Jun 24 03:32:35 BST 2016, end=Fri Jun 24 03:34:35 BST 2016, operations=270.8089759389287, operationsPerMinute=135.40448796946436, mode=normal, start=Fri Jun 24 03:34:38 BST 2016, end=Fri Jun 24 03:38:38 BST 2016, operations=542.9506022798424, operationsPerMinute=135.7376505699606
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 03:38:41 BST 2016, end=Fri Jun 24 03:40:41 BST 2016, operations=84.76774948136763, operationsPerMinute=42.383874740683815, mode=normal, start=Fri Jun 24 03:40:50 BST 2016, end=Fri Jun 24 03:44:50 BST 2016, operations=179.9683467382564, operationsPerMinute=44.9920866845641
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 03:45:01 BST 2016, end=Fri Jun 24 03:47:01 BST 2016, operations=146.26754432178848, operationsPerMinute=73.13377216089424, mode=normal, start=Fri Jun 24 03:47:05 BST 2016, end=Fri Jun 24 03:51:05 BST 2016, operations=292.75962154356813, operationsPerMinute=73.18990538589203
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 03:51:11 BST 2016, end=Fri Jun 24 03:53:11 BST 2016, operations=251.19462606773538, operationsPerMinute=125.59731303386769, mode=normal, start=Fri Jun 24 03:53:14 BST 2016, end=Fri Jun 24 03:57:14 BST 2016, operations=495.10595532675444, operationsPerMinute=123.77648883168861
benchmark-name=derby, mod=warmup, start=Fri Jun 24 03:58:41 BST 2016, end=Fri Jun 24 04:00:41 BST 2016, operations=202.1708046653378, operationsPerMinute=101.0854023326689, mode=normal, start=Fri Jun 24 04:00:45 BST 2016, end=Fri Jun 24 04:04:45 BST 2016, operations=406.5235133235391, operationsPerMinute=101.63087833088477
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 04:04:48 BST 2016, end=Fri Jun 24 04:06:48 BST 2016, operations=133.84611518884208, operationsPerMinute=66.92305759442104, mode=normal, start=Fri Jun 24 04:06:54 BST 2016, end=Fri Jun 24 04:10:54 BST 2016, operations=268.5218413626877, operationsPerMinute=67.13046034067193
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 04:10:59 BST 2016, end=Fri Jun 24 04:12:59 BST 2016, operations=61.90324799714224, operationsPerMinute=30.95162399857112, mode=normal, start=Fri Jun 24 04:13:10 BST 2016, end=Fri Jun 24 04:17:10 BST 2016, operations=120.16369263191541, operationsPerMinute=30.040923157978852
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 04:17:22 BST 2016, end=Fri Jun 24 04:19:22 BST 2016, operations=11.532454602360543, operationsPerMinute=5.766227301180272, mode=normal, start=Fri Jun 24 04:19:58 BST 2016, end=Fri Jun 24 04:23:58 BST 2016, operations=22.937329338280264, operationsPerMinute=5.734332334570066
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 04:24:40 BST 2016, end=Fri Jun 24 04:26:40 BST 2016, operations=54.87151803887447, operationsPerMinute=27.435759019437235, mode=normal, start=Fri Jun 24 04:26:52 BST 2016, end=Fri Jun 24 04:30:52 BST 2016, operations=109.89861616897272, operationsPerMinute=27.47465404224318
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 24 04:31:05 BST 2016, end=Fri Jun 24 04:33:05 BST 2016, operations=37.242520559680116, operationsPerMinute=18.621260279840058, mode=normal, start=Fri Jun 24 04:33:24 BST 2016, end=Fri Jun 24 04:37:24 BST 2016, operations=74.38220916672387, operationsPerMinute=18.595552291680967
