spec.jvm2008.report.run.location=HULL43
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 15:20:46 BST 2016, end=Tue Jun 21 15:20:46 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 15:20:46 BST 2016, end=Tue Jun 21 15:20:46 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 15:20:46 BST 2016, end=Tue Jun 21 15:21:12 BST 2016, operations=1.0, operationsPerMinute=2.346591575736243
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 15:21:12 BST 2016, end=Tue Jun 21 15:21:17 BST 2016, operations=1.0, operationsPerMinute=13.083296990841692
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 15:21:17 BST 2016, end=Tue Jun 21 15:21:18 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 15:21:18 BST 2016, end=Tue Jun 21 15:21:28 BST 2016, operations=1.0, operationsPerMinute=6.028333165879634
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 15:21:28 BST 2016, end=Tue Jun 21 15:21:37 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 15:21:37 BST 2016, end=Tue Jun 21 15:21:44 BST 2016, operations=1.0, operationsPerMinute=8.342602892102336
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 15:21:44 BST 2016, end=Tue Jun 21 15:21:47 BST 2016, operations=1.0, operationsPerMinute=19.5248942401562
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 15:21:47 BST 2016, end=Tue Jun 21 15:21:48 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 15:21:48 BST 2016, end=Tue Jun 21 15:21:49 BST 2016, operations=1.0, operationsPerMinute=49.3421052631579
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 15:21:49 BST 2016, end=Tue Jun 21 15:21:56 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 15:21:56 BST 2016, end=Tue Jun 21 15:21:57 BST 2016, operations=1.0, operationsPerMinute=35.60830860534124
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 15:21:57 BST 2016, end=Tue Jun 21 15:21:59 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 15:21:59 BST 2016, end=Tue Jun 21 15:22:02 BST 2016, operations=1.0, operationsPerMinute=19.04157410345922
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 15:22:02 BST 2016, end=Tue Jun 21 15:22:09 BST 2016, operations=1.0, operationsPerMinute=8.470986869970352
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 15:22:09 BST 2016, end=Tue Jun 21 15:22:38 BST 2016, operations=1.0, operationsPerMinute=2.0925609458375476
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 15:22:38 BST 2016, end=Tue Jun 21 15:22:39 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 15:22:57 BST 2016, end=Tue Jun 21 15:24:57 BST 2016, operations=348.75239844291116, operationsPerMinute=174.37619922145558, mode=normal, start=Tue Jun 21 15:24:59 BST 2016, end=Tue Jun 21 15:28:59 BST 2016, operations=721.8105585279043, operationsPerMinute=180.45263963197607
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 15:29:05 BST 2016, end=Tue Jun 21 15:31:05 BST 2016, operations=142.3303709157364, operationsPerMinute=71.1651854578682, mode=normal, start=Tue Jun 21 15:31:09 BST 2016, end=Tue Jun 21 15:35:09 BST 2016, operations=275.41967633168747, operationsPerMinute=68.85491908292187
benchmark-name=compress, mod=warmup, start=Tue Jun 21 15:35:13 BST 2016, end=Tue Jun 21 15:37:13 BST 2016, operations=272.00110656808084, operationsPerMinute=136.00055328404042, mode=normal, start=Tue Jun 21 15:37:16 BST 2016, end=Tue Jun 21 15:41:16 BST 2016, operations=543.7568284111221, operationsPerMinute=135.93920710278053
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 15:41:19 BST 2016, end=Tue Jun 21 15:43:19 BST 2016, operations=85.91491067901342, operationsPerMinute=42.95745533950671, mode=normal, start=Tue Jun 21 15:43:26 BST 2016, end=Tue Jun 21 15:47:26 BST 2016, operations=180.7575340855318, operationsPerMinute=45.18938352138295
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 15:47:35 BST 2016, end=Tue Jun 21 15:49:35 BST 2016, operations=146.99095772942988, operationsPerMinute=73.49547886471494, mode=normal, start=Tue Jun 21 15:49:39 BST 2016, end=Tue Jun 21 15:53:39 BST 2016, operations=294.78178641641597, operationsPerMinute=73.69544660410399
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 15:53:45 BST 2016, end=Tue Jun 21 15:55:45 BST 2016, operations=251.8709062273238, operationsPerMinute=125.9354531136619, mode=normal, start=Tue Jun 21 15:55:48 BST 2016, end=Tue Jun 21 15:59:48 BST 2016, operations=502.79108054782915, operationsPerMinute=125.69777013695729
benchmark-name=derby, mod=warmup, start=Tue Jun 21 16:01:21 BST 2016, end=Tue Jun 21 16:03:21 BST 2016, operations=207.04738629823495, operationsPerMinute=103.52369314911748, mode=normal, start=Tue Jun 21 16:03:24 BST 2016, end=Tue Jun 21 16:07:24 BST 2016, operations=416.06801789643373, operationsPerMinute=104.01700447410843
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 16:07:28 BST 2016, end=Tue Jun 21 16:09:28 BST 2016, operations=134.24121321612998, operationsPerMinute=67.12060660806499, mode=normal, start=Tue Jun 21 16:09:33 BST 2016, end=Tue Jun 21 16:13:33 BST 2016, operations=269.08145143321826, operationsPerMinute=67.27036285830457
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 16:13:38 BST 2016, end=Tue Jun 21 16:15:38 BST 2016, operations=55.94764473244096, operationsPerMinute=27.97382236622048, mode=normal, start=Tue Jun 21 16:15:45 BST 2016, end=Tue Jun 21 16:19:45 BST 2016, operations=115.36867951037377, operationsPerMinute=28.84216987759344
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 16:19:55 BST 2016, end=Tue Jun 21 16:21:55 BST 2016, operations=11.602650921315131, operationsPerMinute=5.801325460657566, mode=normal, start=Tue Jun 21 16:22:29 BST 2016, end=Tue Jun 21 16:26:29 BST 2016, operations=23.197085421796306, operationsPerMinute=5.7992713554490765
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 16:27:08 BST 2016, end=Tue Jun 21 16:29:08 BST 2016, operations=55.30629243907821, operationsPerMinute=27.653146219539106, mode=normal, start=Tue Jun 21 16:29:19 BST 2016, end=Tue Jun 21 16:33:19 BST 2016, operations=110.81256537944711, operationsPerMinute=27.703141344861777
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 16:33:30 BST 2016, end=Tue Jun 21 16:35:30 BST 2016, operations=37.49090004555691, operationsPerMinute=18.745450022778456, mode=normal, start=Tue Jun 21 16:35:47 BST 2016, end=Tue Jun 21 16:39:47 BST 2016, operations=74.96702504949323, operationsPerMinute=18.741756262373308
