spec.jvm2008.report.run.location=BARN-12
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 18:15:51 BST 2016, end=Fri Jul 01 18:15:51 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 18:15:51 BST 2016, end=Fri Jul 01 18:15:51 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 18:15:51 BST 2016, end=Fri Jul 01 18:16:05 BST 2016, operations=1.0, operationsPerMinute=4.40560980982451
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 18:16:05 BST 2016, end=Fri Jul 01 18:16:08 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 18:16:08 BST 2016, end=Fri Jul 01 18:16:09 BST 2016, operations=1.0, operationsPerMinute=47.50593824228029
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 18:16:09 BST 2016, end=Fri Jul 01 18:16:18 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 18:16:18 BST 2016, end=Fri Jul 01 18:16:25 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 18:16:25 BST 2016, end=Fri Jul 01 18:16:32 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 18:16:32 BST 2016, end=Fri Jul 01 18:16:34 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 18:16:34 BST 2016, end=Fri Jul 01 18:16:35 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 18:16:35 BST 2016, end=Fri Jul 01 18:16:36 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 18:16:36 BST 2016, end=Fri Jul 01 18:16:41 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 18:16:41 BST 2016, end=Fri Jul 01 18:16:43 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 18:16:43 BST 2016, end=Fri Jul 01 18:16:44 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 18:16:44 BST 2016, end=Fri Jul 01 18:16:46 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 18:16:46 BST 2016, end=Fri Jul 01 18:16:52 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 18:16:52 BST 2016, end=Fri Jul 01 18:17:12 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 18:17:12 BST 2016, end=Fri Jul 01 18:17:13 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 18:17:24 BST 2016, end=Fri Jul 01 18:19:24 BST 2016, operations=491.3279996697691, operationsPerMinute=245.66399983488455, mode=normal, start=Fri Jul 01 18:19:25 BST 2016, end=Fri Jul 01 18:23:25 BST 2016, operations=985.9476793844383, operationsPerMinute=246.48691984610957
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 18:23:29 BST 2016, end=Fri Jul 01 18:25:29 BST 2016, operations=190.30628529402708, operationsPerMinute=95.15314264701354, mode=normal, start=Fri Jul 01 18:25:32 BST 2016, end=Fri Jul 01 18:29:32 BST 2016, operations=382.55040472513986, operationsPerMinute=95.63760118128496
benchmark-name=compress, mod=warmup, start=Fri Jul 01 18:29:35 BST 2016, end=Fri Jul 01 18:31:35 BST 2016, operations=400.45963383521035, operationsPerMinute=200.22981691760518, mode=normal, start=Fri Jul 01 18:31:37 BST 2016, end=Fri Jul 01 18:35:37 BST 2016, operations=794.8770105228183, operationsPerMinute=198.71925263070457
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 18:35:39 BST 2016, end=Fri Jul 01 18:37:39 BST 2016, operations=137.95287796587124, operationsPerMinute=68.97643898293562, mode=normal, start=Fri Jul 01 18:37:44 BST 2016, end=Fri Jul 01 18:41:44 BST 2016, operations=290.44508071510654, operationsPerMinute=72.61127017877664
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 18:41:49 BST 2016, end=Fri Jul 01 18:43:49 BST 2016, operations=234.70806416255778, operationsPerMinute=117.35403208127889, mode=normal, start=Fri Jul 01 18:43:52 BST 2016, end=Fri Jul 01 18:47:52 BST 2016, operations=469.123836667369, operationsPerMinute=117.28095916684225
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 18:47:55 BST 2016, end=Fri Jul 01 18:49:55 BST 2016, operations=407.2692307692308, operationsPerMinute=203.6346153846154, mode=normal, start=Fri Jul 01 18:49:57 BST 2016, end=Fri Jul 01 18:53:57 BST 2016, operations=814.2074155748692, operationsPerMinute=203.5518538937173
benchmark-name=derby, mod=warmup, start=Fri Jul 01 18:54:20 BST 2016, end=Fri Jul 01 18:56:20 BST 2016, operations=361.51985027557544, operationsPerMinute=180.75992513778772, mode=normal, start=Fri Jul 01 18:56:22 BST 2016, end=Fri Jul 01 19:00:22 BST 2016, operations=726.4208932683446, operationsPerMinute=181.60522331708614
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 19:00:24 BST 2016, end=Fri Jul 01 19:02:24 BST 2016, operations=208.05438495895487, operationsPerMinute=104.02719247947743, mode=normal, start=Fri Jul 01 19:02:28 BST 2016, end=Fri Jul 01 19:06:28 BST 2016, operations=415.9024408196746, operationsPerMinute=103.97561020491865
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 19:06:32 BST 2016, end=Fri Jul 01 19:08:32 BST 2016, operations=78.92651078487864, operationsPerMinute=39.46325539243932, mode=normal, start=Fri Jul 01 19:08:40 BST 2016, end=Fri Jul 01 19:12:40 BST 2016, operations=155.8654379383461, operationsPerMinute=38.966359484586526
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 19:12:47 BST 2016, end=Fri Jul 01 19:14:47 BST 2016, operations=13.90953643509614, operationsPerMinute=6.95476821754807, mode=normal, start=Fri Jul 01 19:15:30 BST 2016, end=Fri Jul 01 19:19:30 BST 2016, operations=27.754168923351294, operationsPerMinute=6.9385422308378235
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 19:20:15 BST 2016, end=Fri Jul 01 19:22:15 BST 2016, operations=74.5360026545161, operationsPerMinute=37.26800132725805, mode=normal, start=Fri Jul 01 19:22:23 BST 2016, end=Fri Jul 01 19:26:23 BST 2016, operations=148.91909893517155, operationsPerMinute=37.22977473379289
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 19:26:34 BST 2016, end=Fri Jul 01 19:28:34 BST 2016, operations=42.429036684124846, operationsPerMinute=21.214518342062423, mode=normal, start=Fri Jul 01 19:28:47 BST 2016, end=Fri Jul 01 19:32:47 BST 2016, operations=84.54235492634872, operationsPerMinute=21.13558873158718
