spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 01:31:11 BST 2016, end=Tue Jul 05 01:31:12 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 01:31:12 BST 2016, end=Tue Jul 05 01:31:12 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 01:31:12 BST 2016, end=Tue Jul 05 01:31:25 BST 2016, operations=1.0, operationsPerMinute=4.546143355053796
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 01:31:25 BST 2016, end=Tue Jul 05 01:31:28 BST 2016, operations=1.0, operationsPerMinute=17.56440281030445
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 01:31:28 BST 2016, end=Tue Jul 05 01:31:30 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 01:31:30 BST 2016, end=Tue Jul 05 01:31:38 BST 2016, operations=1.0, operationsPerMinute=7.018364721020002
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 01:31:38 BST 2016, end=Tue Jul 05 01:31:46 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 01:31:46 BST 2016, end=Tue Jul 05 01:31:52 BST 2016, operations=1.0, operationsPerMinute=9.157509157509157
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 01:31:52 BST 2016, end=Tue Jul 05 01:31:54 BST 2016, operations=1.0, operationsPerMinute=25.817555938037867
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 01:31:54 BST 2016, end=Tue Jul 05 01:31:55 BST 2016, operations=1.0, operationsPerMinute=78.53403141361257
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 01:31:55 BST 2016, end=Tue Jul 05 01:31:56 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 01:31:56 BST 2016, end=Tue Jul 05 01:32:02 BST 2016, operations=1.0, operationsPerMinute=10.368066355624675
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 01:32:02 BST 2016, end=Tue Jul 05 01:32:03 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 01:32:03 BST 2016, end=Tue Jul 05 01:32:04 BST 2016, operations=1.0, operationsPerMinute=60.06006006006006
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 01:32:04 BST 2016, end=Tue Jul 05 01:32:07 BST 2016, operations=1.0, operationsPerMinute=27.47252747252747
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 01:32:07 BST 2016, end=Tue Jul 05 01:32:13 BST 2016, operations=1.0, operationsPerMinute=8.80152559777028
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 01:32:13 BST 2016, end=Tue Jul 05 01:32:34 BST 2016, operations=1.0, operationsPerMinute=2.8638251157462653
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 01:32:34 BST 2016, end=Tue Jul 05 01:32:35 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 01:32:46 BST 2016, end=Tue Jul 05 01:34:46 BST 2016, operations=442.76134942157876, operationsPerMinute=221.38067471078938, mode=normal, start=Tue Jul 05 01:34:47 BST 2016, end=Tue Jul 05 01:38:47 BST 2016, operations=857.9659770794856, operationsPerMinute=214.4914942698714
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 01:38:51 BST 2016, end=Tue Jul 05 01:40:51 BST 2016, operations=177.42462870159812, operationsPerMinute=88.71231435079906, mode=normal, start=Tue Jul 05 01:40:55 BST 2016, end=Tue Jul 05 01:44:55 BST 2016, operations=355.66437024277917, operationsPerMinute=88.91609256069479
benchmark-name=compress, mod=warmup, start=Tue Jul 05 01:44:58 BST 2016, end=Tue Jul 05 01:46:58 BST 2016, operations=300.7612192639924, operationsPerMinute=150.3806096319962, mode=normal, start=Tue Jul 05 01:47:02 BST 2016, end=Tue Jul 05 01:51:02 BST 2016, operations=421.60721644595367, operationsPerMinute=105.40180411148842
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 01:51:26 BST 2016, end=Tue Jul 05 01:53:26 BST 2016, operations=105.45479061157496, operationsPerMinute=52.72739530578748, mode=normal, start=Tue Jul 05 01:53:34 BST 2016, end=Tue Jul 05 01:57:34 BST 2016, operations=222.9376248241448, operationsPerMinute=55.7344062060362
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 01:57:40 BST 2016, end=Tue Jul 05 01:59:40 BST 2016, operations=174.8205054743322, operationsPerMinute=87.4102527371661, mode=normal, start=Tue Jul 05 01:59:43 BST 2016, end=Tue Jul 05 02:03:43 BST 2016, operations=276.9603987985508, operationsPerMinute=69.2400996996377
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 02:03:48 BST 2016, end=Tue Jul 05 02:05:48 BST 2016, operations=215.68898839826818, operationsPerMinute=107.84449419913409, mode=normal, start=Tue Jul 05 02:05:50 BST 2016, end=Tue Jul 05 02:09:50 BST 2016, operations=612.6443745598688, operationsPerMinute=153.1610936399672
benchmark-name=derby, mod=warmup, start=Tue Jul 05 02:10:13 BST 2016, end=Tue Jul 05 02:12:13 BST 2016, operations=273.64612786901273, operationsPerMinute=136.82306393450637, mode=normal, start=Tue Jul 05 02:12:15 BST 2016, end=Tue Jul 05 02:16:15 BST 2016, operations=548.5565834563607, operationsPerMinute=137.13914586409018
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 02:16:17 BST 2016, end=Tue Jul 05 02:18:17 BST 2016, operations=155.82186620148596, operationsPerMinute=77.91093310074298, mode=normal, start=Tue Jul 05 02:18:22 BST 2016, end=Tue Jul 05 02:22:22 BST 2016, operations=235.6174678283105, operationsPerMinute=58.90436695707763
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 02:23:16 BST 2016, end=Tue Jul 05 02:25:16 BST 2016, operations=75.8641722497411, operationsPerMinute=37.93208612487055, mode=normal, start=Tue Jul 05 02:25:31 BST 2016, end=Tue Jul 05 02:29:31 BST 2016, operations=102.25576221508786, operationsPerMinute=25.563940553771964
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 02:29:43 BST 2016, end=Tue Jul 05 02:31:43 BST 2016, operations=11.383938987069268, operationsPerMinute=5.691969493534634, mode=normal, start=Tue Jul 05 02:33:46 BST 2016, end=Tue Jul 05 02:37:46 BST 2016, operations=23.91557882105076, operationsPerMinute=5.97889470526269
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 02:38:37 BST 2016, end=Tue Jul 05 02:40:37 BST 2016, operations=57.55341231105008, operationsPerMinute=28.77670615552504, mode=normal, start=Tue Jul 05 02:41:11 BST 2016, end=Tue Jul 05 02:45:11 BST 2016, operations=96.05289682897688, operationsPerMinute=24.01322420724422
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 02:45:40 BST 2016, end=Tue Jul 05 02:47:40 BST 2016, operations=43.30069007172817, operationsPerMinute=21.650345035864085, mode=normal, start=Tue Jul 05 02:47:55 BST 2016, end=Tue Jul 05 02:51:55 BST 2016, operations=65.42905159638451, operationsPerMinute=16.357262899096128
