spec.jvm2008.report.run.location=CASTLEAZES008
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 25 03:18:38 BST 2016, end=Sat Jun 25 03:18:38 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 03:18:38 BST 2016, end=Sat Jun 25 03:18:38 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 03:18:38 BST 2016, end=Sat Jun 25 03:18:51 BST 2016, operations=1.0, operationsPerMinute=4.673261157411013
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 03:18:51 BST 2016, end=Sat Jun 25 03:18:54 BST 2016, operations=1.0, operationsPerMinute=18.055973517905507
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 03:18:54 BST 2016, end=Sat Jun 25 03:18:56 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 03:18:56 BST 2016, end=Sat Jun 25 03:19:04 BST 2016, operations=1.0, operationsPerMinute=7.1098471382865265
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 03:19:04 BST 2016, end=Sat Jun 25 03:19:11 BST 2016, operations=1.0, operationsPerMinute=8.113590263691684
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 03:19:11 BST 2016, end=Sat Jun 25 03:19:18 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 03:19:18 BST 2016, end=Sat Jun 25 03:19:20 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 03:19:20 BST 2016, end=Sat Jun 25 03:19:21 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 03:19:21 BST 2016, end=Sat Jun 25 03:19:22 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 03:19:22 BST 2016, end=Sat Jun 25 03:19:27 BST 2016, operations=1.0, operationsPerMinute=10.744985673352435
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 03:19:27 BST 2016, end=Sat Jun 25 03:19:29 BST 2016, operations=1.0, operationsPerMinute=41.78272980501393
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 03:19:29 BST 2016, end=Sat Jun 25 03:19:30 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 03:19:30 BST 2016, end=Sat Jun 25 03:19:32 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 03:19:32 BST 2016, end=Sat Jun 25 03:19:38 BST 2016, operations=1.0, operationsPerMinute=9.335615372646647
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 03:19:38 BST 2016, end=Sat Jun 25 03:19:59 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 03:19:59 BST 2016, end=Sat Jun 25 03:19:59 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 03:20:10 BST 2016, end=Sat Jun 25 03:22:10 BST 2016, operations=478.8050941047736, operationsPerMinute=239.4025470523868, mode=normal, start=Sat Jun 25 03:22:11 BST 2016, end=Sat Jun 25 03:26:11 BST 2016, operations=954.9039519583933, operationsPerMinute=238.72598798959834
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 03:26:15 BST 2016, end=Sat Jun 25 03:28:15 BST 2016, operations=188.5836981195282, operationsPerMinute=94.2918490597641, mode=normal, start=Sat Jun 25 03:28:19 BST 2016, end=Sat Jun 25 03:32:19 BST 2016, operations=378.72016347486687, operationsPerMinute=94.68004086871672
benchmark-name=compress, mod=warmup, start=Sat Jun 25 03:32:22 BST 2016, end=Sat Jun 25 03:34:22 BST 2016, operations=371.88075119485404, operationsPerMinute=185.94037559742702, mode=normal, start=Sat Jun 25 03:34:24 BST 2016, end=Sat Jun 25 03:38:24 BST 2016, operations=743.6615260628702, operationsPerMinute=185.91538151571754
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 03:38:27 BST 2016, end=Sat Jun 25 03:40:27 BST 2016, operations=128.56829116170815, operationsPerMinute=64.28414558085407, mode=normal, start=Sat Jun 25 03:40:31 BST 2016, end=Sat Jun 25 03:44:31 BST 2016, operations=271.6880168359975, operationsPerMinute=67.92200420899937
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 03:44:36 BST 2016, end=Sat Jun 25 03:46:36 BST 2016, operations=218.2416832495635, operationsPerMinute=109.12084162478175, mode=normal, start=Sat Jun 25 03:46:40 BST 2016, end=Sat Jun 25 03:50:40 BST 2016, operations=434.9464393313239, operationsPerMinute=108.73660983283098
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 03:50:44 BST 2016, end=Sat Jun 25 03:52:44 BST 2016, operations=378.61033373016943, operationsPerMinute=189.30516686508471, mode=normal, start=Sat Jun 25 03:52:47 BST 2016, end=Sat Jun 25 03:56:47 BST 2016, operations=756.1376972752872, operationsPerMinute=189.0344243188218
benchmark-name=derby, mod=warmup, start=Sat Jun 25 03:57:09 BST 2016, end=Sat Jun 25 03:59:09 BST 2016, operations=327.9452248141722, operationsPerMinute=163.9726124070861, mode=normal, start=Sat Jun 25 03:59:11 BST 2016, end=Sat Jun 25 04:03:11 BST 2016, operations=662.9178242126784, operationsPerMinute=165.7294560531696
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 04:03:13 BST 2016, end=Sat Jun 25 04:05:13 BST 2016, operations=192.5730134657629, operationsPerMinute=96.28650673288145, mode=normal, start=Sat Jun 25 04:05:17 BST 2016, end=Sat Jun 25 04:09:17 BST 2016, operations=371.87366555405123, operationsPerMinute=92.96841638851281
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 04:09:21 BST 2016, end=Sat Jun 25 04:11:21 BST 2016, operations=76.53499916885319, operationsPerMinute=38.267499584426595, mode=normal, start=Sat Jun 25 04:11:30 BST 2016, end=Sat Jun 25 04:15:30 BST 2016, operations=145.68888171401233, operationsPerMinute=36.42222042850308
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 04:15:39 BST 2016, end=Sat Jun 25 04:17:39 BST 2016, operations=13.613530334933456, operationsPerMinute=6.806765167466728, mode=normal, start=Sat Jun 25 04:18:17 BST 2016, end=Sat Jun 25 04:22:17 BST 2016, operations=27.261271763975763, operationsPerMinute=6.815317940993941
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 04:23:17 BST 2016, end=Sat Jun 25 04:25:17 BST 2016, operations=69.33601391740847, operationsPerMinute=34.66800695870423, mode=normal, start=Sat Jun 25 04:25:31 BST 2016, end=Sat Jun 25 04:29:31 BST 2016, operations=138.42113843848503, operationsPerMinute=34.60528460962126
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 04:29:41 BST 2016, end=Sat Jun 25 04:31:41 BST 2016, operations=42.06221290725695, operationsPerMinute=21.031106453628475, mode=normal, start=Sat Jun 25 04:31:55 BST 2016, end=Sat Jun 25 04:35:55 BST 2016, operations=84.03833855688373, operationsPerMinute=21.009584639220932
