spec.jvm2008.report.run.location=LAW022
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 04:13:48 BST 2016, end=Mon Jun 27 04:13:48 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 04:13:48 BST 2016, end=Mon Jun 27 04:13:48 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 04:13:48 BST 2016, end=Mon Jun 27 04:14:05 BST 2016, operations=1.0, operationsPerMinute=3.6733194563487204
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 04:14:05 BST 2016, end=Mon Jun 27 04:14:09 BST 2016, operations=1.0, operationsPerMinute=14.623446258835
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 04:14:09 BST 2016, end=Mon Jun 27 04:14:10 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 04:14:10 BST 2016, end=Mon Jun 27 04:14:19 BST 2016, operations=1.0, operationsPerMinute=6.607929515418502
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 04:14:19 BST 2016, end=Mon Jun 27 04:14:27 BST 2016, operations=1.0, operationsPerMinute=7.631645891630629
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 04:14:27 BST 2016, end=Mon Jun 27 04:14:34 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 04:14:34 BST 2016, end=Mon Jun 27 04:14:37 BST 2016, operations=1.0, operationsPerMinute=22.23045572434235
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 04:14:37 BST 2016, end=Mon Jun 27 04:14:38 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 04:14:38 BST 2016, end=Mon Jun 27 04:14:39 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 04:14:39 BST 2016, end=Mon Jun 27 04:14:45 BST 2016, operations=1.0, operationsPerMinute=9.737098344693282
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 04:14:45 BST 2016, end=Mon Jun 27 04:14:46 BST 2016, operations=1.0, operationsPerMinute=38.83495145631068
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 04:14:46 BST 2016, end=Mon Jun 27 04:14:48 BST 2016, operations=1.0, operationsPerMinute=51.99306759098787
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 04:14:48 BST 2016, end=Mon Jun 27 04:14:50 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 04:14:50 BST 2016, end=Mon Jun 27 04:14:57 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 04:14:57 BST 2016, end=Mon Jun 27 04:15:21 BST 2016, operations=1.0, operationsPerMinute=2.4311183144246353
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 04:15:21 BST 2016, end=Mon Jun 27 04:15:23 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 04:15:35 BST 2016, end=Mon Jun 27 04:17:35 BST 2016, operations=412.71023356327163, operationsPerMinute=206.35511678163581, mode=normal, start=Mon Jun 27 04:17:37 BST 2016, end=Mon Jun 27 04:21:37 BST 2016, operations=854.9882072920047, operationsPerMinute=213.7470518230012
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 04:21:42 BST 2016, end=Mon Jun 27 04:23:42 BST 2016, operations=163.46873771417734, operationsPerMinute=81.73436885708867, mode=normal, start=Mon Jun 27 04:23:45 BST 2016, end=Mon Jun 27 04:27:45 BST 2016, operations=327.06920934313285, operationsPerMinute=81.76730233578321
benchmark-name=compress, mod=warmup, start=Mon Jun 27 04:27:49 BST 2016, end=Mon Jun 27 04:29:49 BST 2016, operations=351.11778306777757, operationsPerMinute=175.55889153388878, mode=normal, start=Mon Jun 27 04:29:51 BST 2016, end=Mon Jun 27 04:33:51 BST 2016, operations=704.8083155901147, operationsPerMinute=176.20207889752868
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 04:33:53 BST 2016, end=Mon Jun 27 04:35:53 BST 2016, operations=117.259742296267, operationsPerMinute=58.6298711481335, mode=normal, start=Mon Jun 27 04:36:00 BST 2016, end=Mon Jun 27 04:40:00 BST 2016, operations=246.303421428433, operationsPerMinute=61.57585535710825
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 04:40:07 BST 2016, end=Mon Jun 27 04:42:07 BST 2016, operations=204.88461447311568, operationsPerMinute=102.44230723655784, mode=normal, start=Mon Jun 27 04:42:11 BST 2016, end=Mon Jun 27 04:46:11 BST 2016, operations=412.8902767182286, operationsPerMinute=103.22256917955715
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:46:15 BST 2016, end=Mon Jun 27 04:48:15 BST 2016, operations=352.5087415574059, operationsPerMinute=176.25437077870296, mode=normal, start=Mon Jun 27 04:48:17 BST 2016, end=Mon Jun 27 04:52:17 BST 2016, operations=705.7782328493274, operationsPerMinute=176.44455821233186
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:53:18 BST 2016, end=Mon Jun 27 04:55:18 BST 2016, operations=266.6722878839081, operationsPerMinute=133.33614394195405, mode=normal, start=Mon Jun 27 04:55:20 BST 2016, end=Mon Jun 27 04:59:20 BST 2016, operations=510.0030163203654, operationsPerMinute=127.50075408009135
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:59:23 BST 2016, end=Mon Jun 27 05:01:23 BST 2016, operations=173.07958043410588, operationsPerMinute=86.53979021705294, mode=normal, start=Mon Jun 27 05:01:28 BST 2016, end=Mon Jun 27 05:05:28 BST 2016, operations=347.0104625576158, operationsPerMinute=86.75261563940396
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 05:05:31 BST 2016, end=Mon Jun 27 05:07:31 BST 2016, operations=101.26057336243264, operationsPerMinute=50.63028668121632, mode=normal, start=Mon Jun 27 05:07:38 BST 2016, end=Mon Jun 27 05:11:38 BST 2016, operations=203.9022307029528, operationsPerMinute=50.9755576757382
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 05:11:46 BST 2016, end=Mon Jun 27 05:13:46 BST 2016, operations=22.31176795166927, operationsPerMinute=11.155883975834636, mode=normal, start=Mon Jun 27 05:14:12 BST 2016, end=Mon Jun 27 05:18:12 BST 2016, operations=44.20695429339914, operationsPerMinute=11.051738573349786
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 05:18:44 BST 2016, end=Mon Jun 27 05:20:44 BST 2016, operations=69.2599204970188, operationsPerMinute=34.6299602485094, mode=normal, start=Mon Jun 27 05:20:55 BST 2016, end=Mon Jun 27 05:24:55 BST 2016, operations=138.54081207379042, operationsPerMinute=34.635203018447605
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 05:25:05 BST 2016, end=Mon Jun 27 05:27:05 BST 2016, operations=74.79685416928656, operationsPerMinute=37.39842708464328, mode=normal, start=Mon Jun 27 05:27:13 BST 2016, end=Mon Jun 27 05:31:13 BST 2016, operations=148.55135185538774, operationsPerMinute=37.137837963846934
benchmark-name=scimark.fft.small, mod=warmup, start=Mon Jun 27 05:31:22 BST 2016, end=Mon Jun 27 05:33:22 BST 2016, operations=575.5889493045559, operationsPerMinute=287.7944746522779, mode=normal, start=Mon Jun 27 05:33:23 BST 2016, end=Mon Jun 27 05:37:23 BST 2016, operations=1159.0402662390575, operationsPerMinute=289.76006655976437
benchmark-name=scimark.lu.small, mod=warmup, start=Mon Jun 27 05:37:25 BST 2016, end=Mon Jun 27 05:39:25 BST 2016, operations=461.1734712998679, operationsPerMinute=230.58673564993396, mode=normal, start=Mon Jun 27 05:39:27 BST 2016, end=Mon Jun 27 05:43:27 BST 2016, operations=923.7425836778845, operationsPerMinute=230.9356459194711
benchmark-name=scimark.sor.small, mod=warmup, start=Mon Jun 27 05:43:28 BST 2016, end=Mon Jun 27 05:45:28 BST 2016, operations=300.51746057802075, operationsPerMinute=150.25873028901037, mode=normal, start=Mon Jun 27 05:45:31 BST 2016, end=Mon Jun 27 05:49:31 BST 2016, operations=599.6025213253121, operationsPerMinute=149.90063033132802
benchmark-name=scimark.sparse.small, mod=warmup, start=Mon Jun 27 05:49:33 BST 2016, end=Mon Jun 27 05:51:33 BST 2016, operations=427.91268513415093, operationsPerMinute=213.95634256707547, mode=normal, start=Mon Jun 27 05:51:35 BST 2016, end=Mon Jun 27 05:55:35 BST 2016, operations=863.5698790898944, operationsPerMinute=215.8924697724736
benchmark-name=scimark.monte_carlo, mod=warmup, start=Mon Jun 27 05:55:37 BST 2016, end=Mon Jun 27 05:57:37 BST 2016, operations=97.81683304482925, operationsPerMinute=48.908416522414626, mode=normal, start=Mon Jun 27 05:57:44 BST 2016, end=Mon Jun 27 06:01:44 BST 2016, operations=195.33367126441152, operationsPerMinute=48.83341781610288
benchmark-name=serial, mod=warmup, start=Mon Jun 27 06:01:52 BST 2016, end=Mon Jun 27 06:03:52 BST 2016, operations=179.32649643465953, operationsPerMinute=89.66324821732977, mode=normal, start=Mon Jun 27 06:03:56 BST 2016, end=Mon Jun 27 06:07:56 BST 2016, operations=379.77551853666506, operationsPerMinute=94.94387963416627
benchmark-name=sunflow, mod=warmup, start=Mon Jun 27 06:08:00 BST 2016, end=Mon Jun 27 06:10:00 BST 2016, operations=139.58125964192405, operationsPerMinute=69.79062982096202, mode=normal, start=Mon Jun 27 06:10:03 BST 2016, end=Mon Jun 27 06:14:03 BST 2016, operations=282.1949208301371, operationsPerMinute=70.54873020753428
benchmark-name=xml.transform, mod=warmup, start=Mon Jun 27 06:14:28 BST 2016, end=Mon Jun 27 06:16:28 BST 2016, operations=415.8104879446286, operationsPerMinute=207.9052439723143, mode=normal, start=Mon Jun 27 06:16:29 BST 2016, end=Mon Jun 27 06:20:29 BST 2016, operations=846.6245749183464, operationsPerMinute=211.6561437295866
benchmark-name=xml.validation, mod=warmup, start=Mon Jun 27 06:20:32 BST 2016, end=Mon Jun 27 06:22:32 BST 2016, operations=665.58600138746, operationsPerMinute=332.79300069373, mode=normal, start=Mon Jun 27 06:22:33 BST 2016, end=Mon Jun 27 06:26:33 BST 2016, operations=1336.3396678578936, operationsPerMinute=334.0849169644734
