spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 13:20:00 BST 2016, end=Tue Jul 05 13:20:00 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 13:20:00 BST 2016, end=Tue Jul 05 13:20:00 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 13:20:00 BST 2016, end=Tue Jul 05 13:20:15 BST 2016, operations=1.0, operationsPerMinute=4.014720642355303
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 13:20:15 BST 2016, end=Tue Jul 05 13:20:18 BST 2016, operations=1.0, operationsPerMinute=17.24633515377982
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 13:20:18 BST 2016, end=Tue Jul 05 13:20:19 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 13:20:19 BST 2016, end=Tue Jul 05 13:20:28 BST 2016, operations=1.0, operationsPerMinute=7.135212272565108
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 13:20:28 BST 2016, end=Tue Jul 05 13:20:35 BST 2016, operations=1.0, operationsPerMinute=8.012820512820513
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 13:20:35 BST 2016, end=Tue Jul 05 13:20:42 BST 2016, operations=1.0, operationsPerMinute=8.987417615338526
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 13:20:42 BST 2016, end=Tue Jul 05 13:20:44 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 13:20:44 BST 2016, end=Tue Jul 05 13:20:45 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 13:20:45 BST 2016, end=Tue Jul 05 13:20:46 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 13:20:46 BST 2016, end=Tue Jul 05 13:20:51 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 13:20:51 BST 2016, end=Tue Jul 05 13:20:53 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 13:20:53 BST 2016, end=Tue Jul 05 13:20:54 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 13:20:54 BST 2016, end=Tue Jul 05 13:20:56 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 13:20:56 BST 2016, end=Tue Jul 05 13:21:02 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 13:21:02 BST 2016, end=Tue Jul 05 13:21:22 BST 2016, operations=1.0, operationsPerMinute=2.9653059207274883
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 13:21:22 BST 2016, end=Tue Jul 05 13:21:23 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 13:21:34 BST 2016, end=Tue Jul 05 13:23:34 BST 2016, operations=495.10829351009716, operationsPerMinute=247.55414675504858, mode=normal, start=Tue Jul 05 13:23:36 BST 2016, end=Tue Jul 05 13:27:36 BST 2016, operations=1009.8424440638229, operationsPerMinute=252.46061101595572
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 13:27:41 BST 2016, end=Tue Jul 05 13:29:41 BST 2016, operations=197.89903041058488, operationsPerMinute=98.94951520529244, mode=normal, start=Tue Jul 05 13:29:45 BST 2016, end=Tue Jul 05 13:33:45 BST 2016, operations=393.308600717801, operationsPerMinute=98.32715017945026
benchmark-name=compress, mod=warmup, start=Tue Jul 05 13:33:49 BST 2016, end=Tue Jul 05 13:35:49 BST 2016, operations=399.8804471066758, operationsPerMinute=199.9402235533379, mode=normal, start=Tue Jul 05 13:35:51 BST 2016, end=Tue Jul 05 13:39:51 BST 2016, operations=802.3075486321266, operationsPerMinute=200.57688715803164
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 13:39:53 BST 2016, end=Tue Jul 05 13:41:53 BST 2016, operations=139.5510720364124, operationsPerMinute=69.7755360182062, mode=normal, start=Tue Jul 05 13:41:56 BST 2016, end=Tue Jul 05 13:45:56 BST 2016, operations=293.1154334765808, operationsPerMinute=73.2788583691452
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 13:46:01 BST 2016, end=Tue Jul 05 13:48:01 BST 2016, operations=237.364282532542, operationsPerMinute=118.682141266271, mode=normal, start=Tue Jul 05 13:48:05 BST 2016, end=Tue Jul 05 13:52:05 BST 2016, operations=474.66126091129826, operationsPerMinute=118.66531522782456
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 13:52:08 BST 2016, end=Tue Jul 05 13:54:08 BST 2016, operations=406.9236763236763, operationsPerMinute=203.46183816183816, mode=normal, start=Tue Jul 05 13:54:10 BST 2016, end=Tue Jul 05 13:58:10 BST 2016, operations=815.5672596768688, operationsPerMinute=203.8918149192172
benchmark-name=derby, mod=warmup, start=Tue Jul 05 13:58:51 BST 2016, end=Tue Jul 05 14:00:51 BST 2016, operations=361.3474504255772, operationsPerMinute=180.6737252127886, mode=normal, start=Tue Jul 05 14:00:53 BST 2016, end=Tue Jul 05 14:04:53 BST 2016, operations=724.787116325143, operationsPerMinute=181.19677908128574
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 14:04:55 BST 2016, end=Tue Jul 05 14:06:55 BST 2016, operations=207.93875517349298, operationsPerMinute=103.96937758674649, mode=normal, start=Tue Jul 05 14:06:59 BST 2016, end=Tue Jul 05 14:10:59 BST 2016, operations=415.8296904647286, operationsPerMinute=103.95742261618216
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 14:11:03 BST 2016, end=Tue Jul 05 14:13:03 BST 2016, operations=70.6448489150909, operationsPerMinute=35.32242445754545, mode=normal, start=Tue Jul 05 14:13:11 BST 2016, end=Tue Jul 05 14:17:11 BST 2016, operations=142.33776234578568, operationsPerMinute=35.58444058644642
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 14:17:20 BST 2016, end=Tue Jul 05 14:19:20 BST 2016, operations=13.847876993762373, operationsPerMinute=6.923938496881187, mode=normal, start=Tue Jul 05 14:20:05 BST 2016, end=Tue Jul 05 14:24:05 BST 2016, operations=27.792180205706472, operationsPerMinute=6.948045051426618
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 14:24:41 BST 2016, end=Tue Jul 05 14:26:41 BST 2016, operations=74.69177403346784, operationsPerMinute=37.34588701673392, mode=normal, start=Tue Jul 05 14:26:49 BST 2016, end=Tue Jul 05 14:30:49 BST 2016, operations=149.36221978712004, operationsPerMinute=37.34055494678001
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 14:31:00 BST 2016, end=Tue Jul 05 14:33:00 BST 2016, operations=42.6590072901121, operationsPerMinute=21.32950364505605, mode=normal, start=Tue Jul 05 14:33:12 BST 2016, end=Tue Jul 05 14:37:12 BST 2016, operations=84.68334225049992, operationsPerMinute=21.17083556262498
