spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 21:10:41 BST 2016, end=Mon Jul 04 21:10:41 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 21:10:41 BST 2016, end=Mon Jul 04 21:10:41 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 21:10:41 BST 2016, end=Mon Jul 04 21:10:56 BST 2016, operations=1.0, operationsPerMinute=4.07000407000407
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 21:10:56 BST 2016, end=Mon Jul 04 21:10:59 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 21:10:59 BST 2016, end=Mon Jul 04 21:11:01 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 21:11:01 BST 2016, end=Mon Jul 04 21:11:09 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 21:11:09 BST 2016, end=Mon Jul 04 21:11:17 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 21:11:17 BST 2016, end=Mon Jul 04 21:11:23 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 21:11:23 BST 2016, end=Mon Jul 04 21:11:26 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 21:11:26 BST 2016, end=Mon Jul 04 21:11:26 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 21:11:26 BST 2016, end=Mon Jul 04 21:11:27 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 21:11:27 BST 2016, end=Mon Jul 04 21:11:33 BST 2016, operations=1.0, operationsPerMinute=10.95890410958904
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 21:11:33 BST 2016, end=Mon Jul 04 21:11:34 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 21:11:34 BST 2016, end=Mon Jul 04 21:11:35 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 21:11:35 BST 2016, end=Mon Jul 04 21:11:37 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 21:11:37 BST 2016, end=Mon Jul 04 21:11:44 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 21:11:44 BST 2016, end=Mon Jul 04 21:12:04 BST 2016, operations=1.0, operationsPerMinute=2.9769288017861575
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 21:12:04 BST 2016, end=Mon Jul 04 21:12:05 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 21:12:16 BST 2016, end=Mon Jul 04 21:14:16 BST 2016, operations=495.8304935092749, operationsPerMinute=247.91524675463745, mode=normal, start=Mon Jul 04 21:14:17 BST 2016, end=Mon Jul 04 21:18:17 BST 2016, operations=1008.0029950226801, operationsPerMinute=252.00074875567003
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 21:18:22 BST 2016, end=Mon Jul 04 21:20:22 BST 2016, operations=190.3841695735349, operationsPerMinute=95.19208478676745, mode=normal, start=Mon Jul 04 21:20:25 BST 2016, end=Mon Jul 04 21:24:25 BST 2016, operations=378.97795607435114, operationsPerMinute=94.74448901858779
benchmark-name=compress, mod=warmup, start=Mon Jul 04 21:24:28 BST 2016, end=Mon Jul 04 21:26:28 BST 2016, operations=399.47403562679676, operationsPerMinute=199.73701781339838, mode=normal, start=Mon Jul 04 21:26:29 BST 2016, end=Mon Jul 04 21:30:29 BST 2016, operations=794.7330453266585, operationsPerMinute=198.68326133166462
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 21:30:31 BST 2016, end=Mon Jul 04 21:32:31 BST 2016, operations=138.4979401400952, operationsPerMinute=69.2489700700476, mode=normal, start=Mon Jul 04 21:32:36 BST 2016, end=Mon Jul 04 21:36:36 BST 2016, operations=292.6419170303323, operationsPerMinute=73.16047925758308
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 21:36:41 BST 2016, end=Mon Jul 04 21:38:41 BST 2016, operations=237.1885668823217, operationsPerMinute=118.59428344116085, mode=normal, start=Mon Jul 04 21:38:45 BST 2016, end=Mon Jul 04 21:42:45 BST 2016, operations=474.40332359274794, operationsPerMinute=118.60083089818698
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 21:42:48 BST 2016, end=Mon Jul 04 21:44:48 BST 2016, operations=407.8504598525888, operationsPerMinute=203.9252299262944, mode=normal, start=Mon Jul 04 21:44:50 BST 2016, end=Mon Jul 04 21:48:50 BST 2016, operations=815.8237667664824, operationsPerMinute=203.9559416916206
benchmark-name=derby, mod=warmup, start=Mon Jul 04 21:49:32 BST 2016, end=Mon Jul 04 21:51:32 BST 2016, operations=357.1488008004087, operationsPerMinute=178.57440040020435, mode=normal, start=Mon Jul 04 21:51:34 BST 2016, end=Mon Jul 04 21:55:34 BST 2016, operations=711.1396769415092, operationsPerMinute=177.7849192353773
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 21:55:36 BST 2016, end=Mon Jul 04 21:57:36 BST 2016, operations=207.81100526816095, operationsPerMinute=103.90550263408048, mode=normal, start=Mon Jul 04 21:57:40 BST 2016, end=Mon Jul 04 22:01:40 BST 2016, operations=415.80413382269694, operationsPerMinute=103.95103345567424
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 22:01:43 BST 2016, end=Mon Jul 04 22:03:43 BST 2016, operations=74.3382137044128, operationsPerMinute=37.1691068522064, mode=normal, start=Mon Jul 04 22:03:52 BST 2016, end=Mon Jul 04 22:07:52 BST 2016, operations=154.16025122674006, operationsPerMinute=38.540062806685015
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 22:08:00 BST 2016, end=Mon Jul 04 22:10:00 BST 2016, operations=13.811214017294816, operationsPerMinute=6.905607008647408, mode=normal, start=Mon Jul 04 22:10:45 BST 2016, end=Mon Jul 04 22:14:45 BST 2016, operations=27.93646026743329, operationsPerMinute=6.9841150668583225
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 22:15:20 BST 2016, end=Mon Jul 04 22:17:20 BST 2016, operations=74.46284716883429, operationsPerMinute=37.23142358441714, mode=normal, start=Mon Jul 04 22:17:29 BST 2016, end=Mon Jul 04 22:21:29 BST 2016, operations=149.39855434410978, operationsPerMinute=37.349638586027446
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 22:21:40 BST 2016, end=Mon Jul 04 22:23:40 BST 2016, operations=42.35643909723521, operationsPerMinute=21.178219548617605, mode=normal, start=Mon Jul 04 22:23:53 BST 2016, end=Mon Jul 04 22:27:53 BST 2016, operations=84.78223864842515, operationsPerMinute=21.195559662106287
