spec.jvm2008.report.run.location=HULL16
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jun 21 17:24:46 BST 2016, end=Tue Jun 21 17:24:46 BST 2016, operations=1.0, operationsPerMinute=1200.0
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 17:24:46 BST 2016, end=Tue Jun 21 17:24:46 BST 2016, operations=1.0, operationsPerMinute=289.8550724637681
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 17:24:46 BST 2016, end=Tue Jun 21 17:25:01 BST 2016, operations=1.0, operationsPerMinute=3.9603960396039604
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 17:25:01 BST 2016, end=Tue Jun 21 17:25:05 BST 2016, operations=1.0, operationsPerMinute=15.499870834409712
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 17:25:05 BST 2016, end=Tue Jun 21 17:25:07 BST 2016, operations=1.0, operationsPerMinute=43.956043956043956
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 17:25:07 BST 2016, end=Tue Jun 21 17:25:15 BST 2016, operations=1.0, operationsPerMinute=7.038123167155425
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 17:25:15 BST 2016, end=Tue Jun 21 17:25:23 BST 2016, operations=1.0, operationsPerMinute=8.053691275167786
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 17:25:23 BST 2016, end=Tue Jun 21 17:25:29 BST 2016, operations=1.0, operationsPerMinute=9.237875288683602
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 17:25:29 BST 2016, end=Tue Jun 21 17:25:32 BST 2016, operations=1.0, operationsPerMinute=24.350649350649352
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 17:25:32 BST 2016, end=Tue Jun 21 17:25:32 BST 2016, operations=1.0, operationsPerMinute=74.16563658838072
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 17:25:32 BST 2016, end=Tue Jun 21 17:25:33 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 17:25:33 BST 2016, end=Tue Jun 21 17:25:39 BST 2016, operations=1.0, operationsPerMinute=10.040160642570282
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 17:25:39 BST 2016, end=Tue Jun 21 17:25:41 BST 2016, operations=1.0, operationsPerMinute=35.97122302158273
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 17:25:41 BST 2016, end=Tue Jun 21 17:25:42 BST 2016, operations=1.0, operationsPerMinute=53.85996409335727
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 17:25:42 BST 2016, end=Tue Jun 21 17:25:45 BST 2016, operations=1.0, operationsPerMinute=24.077046548956663
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 17:25:45 BST 2016, end=Tue Jun 21 17:25:51 BST 2016, operations=1.0, operationsPerMinute=9.287925696594428
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 17:25:51 BST 2016, end=Tue Jun 21 17:26:13 BST 2016, operations=1.0, operationsPerMinute=2.7605244996549345
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 17:26:13 BST 2016, end=Tue Jun 21 17:26:14 BST 2016, operations=1.0, operationsPerMinute=63.559322033898304
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 17:26:27 BST 2016, end=Tue Jun 21 17:28:27 BST 2016, operations=369.2204610678287, operationsPerMinute=184.61023053391435, mode=normal, start=Tue Jun 21 17:28:28 BST 2016, end=Tue Jun 21 17:32:28 BST 2016, operations=819.0169178827855, operationsPerMinute=204.75422947069637
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 17:32:33 BST 2016, end=Tue Jun 21 17:34:33 BST 2016, operations=183.65332438673443, operationsPerMinute=91.82666219336721, mode=normal, start=Tue Jun 21 17:34:36 BST 2016, end=Tue Jun 21 17:38:36 BST 2016, operations=367.9027416342158, operationsPerMinute=91.97568540855394
benchmark-name=compress, mod=warmup, start=Tue Jun 21 17:38:40 BST 2016, end=Tue Jun 21 17:40:40 BST 2016, operations=368.9767864790223, operationsPerMinute=184.48839323951114, mode=normal, start=Tue Jun 21 17:40:42 BST 2016, end=Tue Jun 21 17:44:42 BST 2016, operations=786.2654155033235, operationsPerMinute=196.56635387583088
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 17:44:44 BST 2016, end=Tue Jun 21 17:46:44 BST 2016, operations=137.09896232068806, operationsPerMinute=68.54948116034403, mode=normal, start=Tue Jun 21 17:46:50 BST 2016, end=Tue Jun 21 17:50:50 BST 2016, operations=289.392273233905, operationsPerMinute=72.34806830847624
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 17:50:55 BST 2016, end=Tue Jun 21 17:52:55 BST 2016, operations=230.80108769084407, operationsPerMinute=115.40054384542204, mode=normal, start=Tue Jun 21 17:52:58 BST 2016, end=Tue Jun 21 17:56:58 BST 2016, operations=442.41126261794466, operationsPerMinute=110.60281565448616
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 17:57:02 BST 2016, end=Tue Jun 21 17:59:02 BST 2016, operations=407.16764243813145, operationsPerMinute=203.58382121906573, mode=normal, start=Tue Jun 21 17:59:04 BST 2016, end=Tue Jun 21 18:03:04 BST 2016, operations=813.2811501118445, operationsPerMinute=203.3202875279611
benchmark-name=derby, mod=warmup, start=Tue Jun 21 18:03:27 BST 2016, end=Tue Jun 21 18:05:27 BST 2016, operations=220.93368744102452, operationsPerMinute=110.46684372051226, mode=normal, start=Tue Jun 21 18:05:30 BST 2016, end=Tue Jun 21 18:09:30 BST 2016, operations=643.5890527749483, operationsPerMinute=160.89726319373707
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 18:09:33 BST 2016, end=Tue Jun 21 18:11:33 BST 2016, operations=194.568433233581, operationsPerMinute=97.2842166167905, mode=normal, start=Tue Jun 21 18:11:36 BST 2016, end=Tue Jun 21 18:15:36 BST 2016, operations=385.61236649919044, operationsPerMinute=96.40309162479761
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 18:15:41 BST 2016, end=Tue Jun 21 18:17:41 BST 2016, operations=63.55690013092914, operationsPerMinute=31.77845006546457, mode=normal, start=Tue Jun 21 18:17:50 BST 2016, end=Tue Jun 21 18:21:50 BST 2016, operations=127.19558142626842, operationsPerMinute=31.798895356567105
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 18:21:58 BST 2016, end=Tue Jun 21 18:23:58 BST 2016, operations=12.743986954211024, operationsPerMinute=6.371993477105512, mode=normal, start=Tue Jun 21 18:24:45 BST 2016, end=Tue Jun 21 18:28:45 BST 2016, operations=25.854766395377432, operationsPerMinute=6.463691598844358
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 18:29:20 BST 2016, end=Tue Jun 21 18:31:20 BST 2016, operations=70.11734045490194, operationsPerMinute=35.05867022745097, mode=normal, start=Tue Jun 21 18:31:31 BST 2016, end=Tue Jun 21 18:35:31 BST 2016, operations=145.51750699281365, operationsPerMinute=36.37937674820341
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 18:35:41 BST 2016, end=Tue Jun 21 18:37:41 BST 2016, operations=41.47828362186959, operationsPerMinute=20.739141810934797, mode=normal, start=Tue Jun 21 18:37:57 BST 2016, end=Tue Jun 21 18:41:57 BST 2016, operations=83.10682568032703, operationsPerMinute=20.77670642008176
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 21 18:42:12 BST 2016, end=Tue Jun 21 18:44:12 BST 2016, operations=630.0738608467245, operationsPerMinute=315.03693042336226, mode=normal, start=Tue Jun 21 18:44:13 BST 2016, end=Tue Jun 21 18:48:13 BST 2016, operations=1475.3056574083994, operationsPerMinute=368.82641435209985
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 21 18:48:14 BST 2016, end=Tue Jun 21 18:50:14 BST 2016, operations=575.7101286060482, operationsPerMinute=287.8550643030241, mode=normal, start=Tue Jun 21 18:50:15 BST 2016, end=Tue Jun 21 18:54:15 BST 2016, operations=1151.6118500604596, operationsPerMinute=287.9029625151149
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jun 21 18:54:17 BST 2016, end=Tue Jun 21 18:56:17 BST 2016, operations=331.30989471612156, operationsPerMinute=165.65494735806078, mode=normal, start=Tue Jun 21 18:56:20 BST 2016, end=Tue Jun 21 19:00:20 BST 2016, operations=662.6594174101945, operationsPerMinute=165.66485435254862
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jun 21 19:00:22 BST 2016, end=Tue Jun 21 19:02:22 BST 2016, operations=512.5284500331059, operationsPerMinute=256.2642250165529, mode=normal, start=Tue Jun 21 19:02:24 BST 2016, end=Tue Jun 21 19:06:24 BST 2016, operations=1023.0257989594946, operationsPerMinute=255.75644973987366
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jun 21 19:06:25 BST 2016, end=Tue Jun 21 19:08:25 BST 2016, operations=120.1160791755418, operationsPerMinute=60.0580395877709, mode=normal, start=Tue Jun 21 19:08:33 BST 2016, end=Tue Jun 21 19:12:33 BST 2016, operations=239.21382242326013, operationsPerMinute=59.80345560581503
benchmark-name=serial, mod=warmup, start=Tue Jun 21 19:12:39 BST 2016, end=Tue Jun 21 19:14:39 BST 2016, operations=225.1354161419644, operationsPerMinute=112.5677080709822, mode=normal, start=Tue Jun 21 19:14:42 BST 2016, end=Tue Jun 21 19:18:42 BST 2016, operations=452.8066125128823, operationsPerMinute=113.20165312822057
benchmark-name=sunflow, mod=warmup, start=Tue Jun 21 19:18:46 BST 2016, end=Tue Jun 21 19:20:46 BST 2016, operations=170.2866754300414, operationsPerMinute=85.1433377150207, mode=normal, start=Tue Jun 21 19:20:47 BST 2016, end=Tue Jun 21 19:24:47 BST 2016, operations=342.2245242756891, operationsPerMinute=85.55613106892227
benchmark-name=xml.transform, mod=warmup, start=Tue Jun 21 19:25:08 BST 2016, end=Tue Jun 21 19:27:08 BST 2016, operations=523.0005349665739, operationsPerMinute=261.50026748328696, mode=normal, start=Tue Jun 21 19:27:10 BST 2016, end=Tue Jun 21 19:31:10 BST 2016, operations=952.0229352111671, operationsPerMinute=238.00573380279178
benchmark-name=xml.validation, mod=warmup, start=Tue Jun 21 19:31:11 BST 2016, end=Tue Jun 21 19:33:11 BST 2016, operations=948.2730472940545, operationsPerMinute=474.1365236470273, mode=normal, start=Tue Jun 21 19:33:12 BST 2016, end=Tue Jun 21 19:37:12 BST 2016, operations=1954.002745962403, operationsPerMinute=488.50068649060074
##-nursultan-##,HULL16,Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz,4,8098,check,Tue Jun 21 17:24:46 BST 2016,Tue Jun 21 17:24:46 BST 2016,1.0,1200.0,startup.helloworld,Tue Jun 21 17:24:46 BST 2016,Tue Jun 21 17:24:46 BST 2016,1.0,289.8550724637681,startup.compiler.compiler,Tue Jun 21 17:24:46 BST 2016,Tue Jun 21 17:25:01 BST 2016,1.0,3.9603960396039604,startup.compiler.sunflow,Tue Jun 21 17:25:01 BST 2016,Tue Jun 21 17:25:05 BST 2016,1.0,15.499870834409712,startup.compress,Tue Jun 21 17:25:05 BST 2016,Tue Jun 21 17:25:07 BST 2016,1.0,43.956043956043956,startup.crypto.aes,Tue Jun 21 17:25:07 BST 2016,Tue Jun 21 17:25:15 BST 2016,1.0,7.038123167155425,startup.crypto.rsa,Tue Jun 21 17:25:15 BST 2016,Tue Jun 21 17:25:23 BST 2016,1.0,8.053691275167786,startup.crypto.signverify,Tue Jun 21 17:25:23 BST 2016,Tue Jun 21 17:25:29 BST 2016,1.0,9.237875288683602,startup.mpegaudio,Tue Jun 21 17:25:29 BST 2016,Tue Jun 21 17:25:32 BST 2016,1.0,24.350649350649352,startup.scimark.fft,Tue Jun 21 17:25:32 BST 2016,Tue Jun 21 17:25:32 BST 2016,1.0,74.16563658838072,startup.scimark.lu,Tue Jun 21 17:25:32 BST 2016,Tue Jun 21 17:25:33 BST 2016,1.0,60.120240480961925,startup.scimark.monte_carlo,Tue Jun 21 17:25:33 BST 2016,Tue Jun 21 17:25:39 BST 2016,1.0,10.040160642570282,startup.scimark.sor,Tue Jun 21 17:25:39 BST 2016,Tue Jun 21 17:25:41 BST 2016,1.0,35.97122302158273,startup.scimark.sparse,Tue Jun 21 17:25:41 BST 2016,Tue Jun 21 17:25:42 BST 2016,1.0,53.85996409335727,startup.serial,Tue Jun 21 17:25:42 BST 2016,Tue Jun 21 17:25:45 BST 2016,1.0,24.077046548956663,startup.sunflow,Tue Jun 21 17:25:45 BST 2016,Tue Jun 21 17:25:51 BST 2016,1.0,9.287925696594428,startup.xml.transform,Tue Jun 21 17:25:51 BST 2016,Tue Jun 21 17:26:13 BST 2016,1.0,2.7605244996549345,startup.xml.validation,Tue Jun 21 17:26:13 BST 2016,Tue Jun 21 17:26:14 BST 2016,1.0,63.559322033898304,compiler.compiler,Tue Jun 21 17:26:27 BST 2016,Tue Jun 21 17:28:27 BST 2016,369.2204610678287,184.61023053391435,Tue Jun 21 17:28:28 BST 2016,Tue Jun 21 17:32:28 BST 2016,819.0169178827855,204.75422947069637,compiler.sunflow,Tue Jun 21 17:32:33 BST 2016,Tue Jun 21 17:34:33 BST 2016,183.65332438673443,91.82666219336721,Tue Jun 21 17:34:36 BST 2016,Tue Jun 21 17:38:36 BST 2016,367.9027416342158,91.97568540855394,compress,Tue Jun 21 17:38:40 BST 2016,Tue Jun 21 17:40:40 BST 2016,368.9767864790223,184.48839323951114,Tue Jun 21 17:40:42 BST 2016,Tue Jun 21 17:44:42 BST 2016,786.2654155033235,196.56635387583088,crypto.aes,Tue Jun 21 17:44:44 BST 2016,Tue Jun 21 17:46:44 BST 2016,137.09896232068806,68.54948116034403,Tue Jun 21 17:46:50 BST 2016,Tue Jun 21 17:50:50 BST 2016,289.392273233905,72.34806830847624,crypto.rsa,Tue Jun 21 17:50:55 BST 2016,Tue Jun 21 17:52:55 BST 2016,230.80108769084407,115.40054384542204,Tue Jun 21 17:52:58 BST 2016,Tue Jun 21 17:56:58 BST 2016,442.41126261794466,110.60281565448616,crypto.signverify,Tue Jun 21 17:57:02 BST 2016,Tue Jun 21 17:59:02 BST 2016,407.16764243813145,203.58382121906573,Tue Jun 21 17:59:04 BST 2016,Tue Jun 21 18:03:04 BST 2016,813.2811501118445,203.3202875279611,derby,Tue Jun 21 18:03:27 BST 2016,Tue Jun 21 18:05:27 BST 2016,220.93368744102452,110.46684372051226,Tue Jun 21 18:05:30 BST 2016,Tue Jun 21 18:09:30 BST 2016,643.5890527749483,160.89726319373707,mpegaudio,Tue Jun 21 18:09:33 BST 2016,Tue Jun 21 18:11:33 BST 2016,194.568433233581,97.2842166167905,Tue Jun 21 18:11:36 BST 2016,Tue Jun 21 18:15:36 BST 2016,385.61236649919044,96.40309162479761,scimark.fft.large,Tue Jun 21 18:15:41 BST 2016,Tue Jun 21 18:17:41 BST 2016,63.55690013092914,31.77845006546457,Tue Jun 21 18:17:50 BST 2016,Tue Jun 21 18:21:50 BST 2016,127.19558142626842,31.798895356567105,scimark.lu.large,Tue Jun 21 18:21:58 BST 2016,Tue Jun 21 18:23:58 BST 2016,12.743986954211024,6.371993477105512,Tue Jun 21 18:24:45 BST 2016,Tue Jun 21 18:28:45 BST 2016,25.854766395377432,6.463691598844358,scimark.sor.large,Tue Jun 21 18:29:20 BST 2016,Tue Jun 21 18:31:20 BST 2016,70.11734045490194,35.05867022745097,Tue Jun 21 18:31:31 BST 2016,Tue Jun 21 18:35:31 BST 2016,145.51750699281365,36.37937674820341,scimark.sparse.large,Tue Jun 21 18:35:41 BST 2016,Tue Jun 21 18:37:41 BST 2016,41.47828362186959,20.739141810934797,Tue Jun 21 18:37:57 BST 2016,Tue Jun 21 18:41:57 BST 2016,83.10682568032703,20.77670642008176,scimark.fft.small,Tue Jun 21 18:42:12 BST 2016,Tue Jun 21 18:44:12 BST 2016,630.0738608467245,315.03693042336226,Tue Jun 21 18:44:13 BST 2016,Tue Jun 21 18:48:13 BST 2016,1475.3056574083994,368.82641435209985,scimark.lu.small,Tue Jun 21 18:48:14 BST 2016,Tue Jun 21 18:50:14 BST 2016,575.7101286060482,287.8550643030241,Tue Jun 21 18:50:15 BST 2016,Tue Jun 21 18:54:15 BST 2016,1151.6118500604596,287.9029625151149,scimark.sor.small,Tue Jun 21 18:54:17 BST 2016,Tue Jun 21 18:56:17 BST 2016,331.30989471612156,165.65494735806078,Tue Jun 21 18:56:20 BST 2016,Tue Jun 21 19:00:20 BST 2016,662.6594174101945,165.66485435254862,scimark.sparse.small,Tue Jun 21 19:00:22 BST 2016,Tue Jun 21 19:02:22 BST 2016,512.5284500331059,256.2642250165529,Tue Jun 21 19:02:24 BST 2016,Tue Jun 21 19:06:24 BST 2016,1023.0257989594946,255.75644973987366,scimark.monte_carlo,Tue Jun 21 19:06:25 BST 2016,Tue Jun 21 19:08:25 BST 2016,120.1160791755418,60.0580395877709,Tue Jun 21 19:08:33 BST 2016,Tue Jun 21 19:12:33 BST 2016,239.21382242326013,59.80345560581503,serial,Tue Jun 21 19:12:39 BST 2016,Tue Jun 21 19:14:39 BST 2016,225.1354161419644,112.5677080709822,Tue Jun 21 19:14:42 BST 2016,Tue Jun 21 19:18:42 BST 2016,452.8066125128823,113.20165312822057,sunflow,Tue Jun 21 19:18:46 BST 2016,Tue Jun 21 19:20:46 BST 2016,170.2866754300414,85.1433377150207,Tue Jun 21 19:20:47 BST 2016,Tue Jun 21 19:24:47 BST 2016,342.2245242756891,85.55613106892227,xml.transform,Tue Jun 21 19:25:08 BST 2016,Tue Jun 21 19:27:08 BST 2016,523.0005349665739,261.50026748328696,Tue Jun 21 19:27:10 BST 2016,Tue Jun 21 19:31:10 BST 2016,952.0229352111671,238.00573380279178,xml.validation,Tue Jun 21 19:31:11 BST 2016,Tue Jun 21 19:33:11 BST 2016,948.2730472940545,474.1365236470273,Tue Jun 21 19:33:12 BST 2016,Tue Jun 21 19:37:12 BST 2016,1954.002745962403,488.50068649060074
