spec.jvm2008.report.run.location=LEAZESTCE004
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 17:19:08 BST 2016, end=Thu May 26 17:19:08 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 17:19:08 BST 2016, end=Thu May 26 17:19:08 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 17:19:08 BST 2016, end=Thu May 26 17:19:21 BST 2016, operations=1.0, operationsPerMinute=4.678727386150967
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 17:19:21 BST 2016, end=Thu May 26 17:19:24 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.compress, mode=normal, start=Thu May 26 17:19:24 BST 2016, end=Thu May 26 17:19:26 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 17:19:26 BST 2016, end=Thu May 26 17:19:34 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 17:19:34 BST 2016, end=Thu May 26 17:19:42 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 17:19:42 BST 2016, end=Thu May 26 17:19:48 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 17:19:48 BST 2016, end=Thu May 26 17:19:50 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 17:19:50 BST 2016, end=Thu May 26 17:19:51 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 17:19:51 BST 2016, end=Thu May 26 17:19:52 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 17:19:52 BST 2016, end=Thu May 26 17:19:58 BST 2016, operations=1.0, operationsPerMinute=10.863661053775122
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 17:19:58 BST 2016, end=Thu May 26 17:19:59 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 17:19:59 BST 2016, end=Thu May 26 17:20:00 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Thu May 26 17:20:00 BST 2016, end=Thu May 26 17:20:02 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 17:20:02 BST 2016, end=Thu May 26 17:20:08 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 17:20:08 BST 2016, end=Thu May 26 17:20:28 BST 2016, operations=1.0, operationsPerMinute=3.00240192153723
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 17:20:28 BST 2016, end=Thu May 26 17:20:29 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 17:20:39 BST 2016, end=Thu May 26 17:22:39 BST 2016, operations=489.67430450082804, operationsPerMinute=244.83715225041402, mode=normal, start=Thu May 26 17:22:41 BST 2016, end=Thu May 26 17:26:41 BST 2016, operations=1004.3026817422507, operationsPerMinute=251.07567043556267
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 17:26:45 BST 2016, end=Thu May 26 17:28:45 BST 2016, operations=198.94907272882745, operationsPerMinute=99.47453636441372, mode=normal, start=Thu May 26 17:28:47 BST 2016, end=Thu May 26 17:32:47 BST 2016, operations=395.36231500129446, operationsPerMinute=98.84057875032362
benchmark-name=compress, mod=warmup, start=Thu May 26 17:32:50 BST 2016, end=Thu May 26 17:34:50 BST 2016, operations=400.28683326562265, operationsPerMinute=200.14341663281132, mode=normal, start=Thu May 26 17:34:53 BST 2016, end=Thu May 26 17:38:53 BST 2016, operations=799.5188055875843, operationsPerMinute=199.87970139689608
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 17:38:55 BST 2016, end=Thu May 26 17:40:55 BST 2016, operations=139.89500018354713, operationsPerMinute=69.94750009177356, mode=normal, start=Thu May 26 17:41:00 BST 2016, end=Thu May 26 17:45:00 BST 2016, operations=294.4179252646304, operationsPerMinute=73.6044813161576
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 17:45:05 BST 2016, end=Thu May 26 17:47:05 BST 2016, operations=235.4477272966245, operationsPerMinute=117.72386364831225, mode=normal, start=Thu May 26 17:47:09 BST 2016, end=Thu May 26 17:51:09 BST 2016, operations=464.634711232084, operationsPerMinute=116.158677808021
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 17:51:12 BST 2016, end=Thu May 26 17:53:12 BST 2016, operations=375.6444490475056, operationsPerMinute=187.8222245237528, mode=normal, start=Thu May 26 17:53:15 BST 2016, end=Thu May 26 17:57:15 BST 2016, operations=769.9575702014808, operationsPerMinute=192.4893925503702
benchmark-name=derby, mod=warmup, start=Thu May 26 17:57:37 BST 2016, end=Thu May 26 17:59:37 BST 2016, operations=348.818873494816, operationsPerMinute=174.409436747408, mode=normal, start=Thu May 26 17:59:40 BST 2016, end=Thu May 26 18:03:40 BST 2016, operations=707.891728450986, operationsPerMinute=176.9729321127465
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 18:03:42 BST 2016, end=Thu May 26 18:05:42 BST 2016, operations=207.38729496767326, operationsPerMinute=103.69364748383663, mode=normal, start=Thu May 26 18:05:45 BST 2016, end=Thu May 26 18:09:45 BST 2016, operations=411.56154788832805, operationsPerMinute=102.89038697208201
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 18:09:49 BST 2016, end=Thu May 26 18:11:49 BST 2016, operations=77.95718303357768, operationsPerMinute=38.97859151678884, mode=normal, start=Thu May 26 18:11:57 BST 2016, end=Thu May 26 18:15:57 BST 2016, operations=155.7191708387375, operationsPerMinute=38.92979270968438
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 18:16:04 BST 2016, end=Thu May 26 18:18:04 BST 2016, operations=13.893248144518793, operationsPerMinute=6.946624072259397, mode=normal, start=Thu May 26 18:18:48 BST 2016, end=Thu May 26 18:22:48 BST 2016, operations=27.872709272913287, operationsPerMinute=6.968177318228322
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 18:23:23 BST 2016, end=Thu May 26 18:25:23 BST 2016, operations=74.7376775906241, operationsPerMinute=37.36883879531205, mode=normal, start=Thu May 26 18:25:31 BST 2016, end=Thu May 26 18:29:31 BST 2016, operations=149.1097859674466, operationsPerMinute=37.27744649186165
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 18:29:42 BST 2016, end=Thu May 26 18:31:42 BST 2016, operations=43.32589412266592, operationsPerMinute=21.66294706133296, mode=normal, start=Thu May 26 18:31:52 BST 2016, end=Thu May 26 18:35:52 BST 2016, operations=86.61467044644652, operationsPerMinute=21.65366761161163
