spec.jvm2008.report.run.location=LEAZESTCE012
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 18:31:16 BST 2016, end=Sun Jun 26 18:31:16 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 18:31:16 BST 2016, end=Sun Jun 26 18:31:16 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 18:31:16 BST 2016, end=Sun Jun 26 18:31:29 BST 2016, operations=1.0, operationsPerMinute=4.70182587571507
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 18:31:29 BST 2016, end=Sun Jun 26 18:31:32 BST 2016, operations=1.0, operationsPerMinute=18.137847642079805
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 18:31:32 BST 2016, end=Sun Jun 26 18:31:33 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 18:31:33 BST 2016, end=Sun Jun 26 18:31:42 BST 2016, operations=1.0, operationsPerMinute=7.083825265643448
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 18:31:42 BST 2016, end=Sun Jun 26 18:31:49 BST 2016, operations=1.0, operationsPerMinute=8.029978586723768
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 18:31:49 BST 2016, end=Sun Jun 26 18:31:56 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 18:31:56 BST 2016, end=Sun Jun 26 18:31:58 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 18:31:58 BST 2016, end=Sun Jun 26 18:31:59 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 18:31:59 BST 2016, end=Sun Jun 26 18:32:00 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 18:32:00 BST 2016, end=Sun Jun 26 18:32:05 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 18:32:05 BST 2016, end=Sun Jun 26 18:32:07 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 18:32:07 BST 2016, end=Sun Jun 26 18:32:08 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 18:32:08 BST 2016, end=Sun Jun 26 18:32:10 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 18:32:10 BST 2016, end=Sun Jun 26 18:32:16 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 18:32:16 BST 2016, end=Sun Jun 26 18:32:37 BST 2016, operations=1.0, operationsPerMinute=2.91587694999271
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 18:32:37 BST 2016, end=Sun Jun 26 18:32:38 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 18:32:48 BST 2016, end=Sun Jun 26 18:34:48 BST 2016, operations=445.8929971063008, operationsPerMinute=222.9464985531504, mode=normal, start=Sun Jun 26 18:34:51 BST 2016, end=Sun Jun 26 18:38:51 BST 2016, operations=871.0988340223905, operationsPerMinute=217.77470850559763
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 18:38:56 BST 2016, end=Sun Jun 26 18:40:56 BST 2016, operations=195.73255889420653, operationsPerMinute=97.86627944710327, mode=normal, start=Sun Jun 26 18:40:59 BST 2016, end=Sun Jun 26 18:44:59 BST 2016, operations=377.5008649322686, operationsPerMinute=94.37521623306715
benchmark-name=compress, mod=warmup, start=Sun Jun 26 18:45:03 BST 2016, end=Sun Jun 26 18:47:03 BST 2016, operations=379.9964565153796, operationsPerMinute=189.9982282576898, mode=normal, start=Sun Jun 26 18:47:05 BST 2016, end=Sun Jun 26 18:51:05 BST 2016, operations=776.4280879935982, operationsPerMinute=194.10702199839955
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 18:51:07 BST 2016, end=Sun Jun 26 18:53:07 BST 2016, operations=137.2351185633061, operationsPerMinute=68.61755928165304, mode=normal, start=Sun Jun 26 18:53:13 BST 2016, end=Sun Jun 26 18:57:13 BST 2016, operations=289.58024842439096, operationsPerMinute=72.39506210609774
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 18:57:18 BST 2016, end=Sun Jun 26 18:59:18 BST 2016, operations=230.96733383632377, operationsPerMinute=115.48366691816189, mode=normal, start=Sun Jun 26 18:59:21 BST 2016, end=Sun Jun 26 19:03:21 BST 2016, operations=462.45381989114475, operationsPerMinute=115.61345497278619
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 19:03:25 BST 2016, end=Sun Jun 26 19:05:25 BST 2016, operations=398.87398030942336, operationsPerMinute=199.43699015471168, mode=normal, start=Sun Jun 26 19:05:27 BST 2016, end=Sun Jun 26 19:09:27 BST 2016, operations=802.3575015304436, operationsPerMinute=200.5893753826109
benchmark-name=derby, mod=warmup, start=Sun Jun 26 19:09:50 BST 2016, end=Sun Jun 26 19:11:50 BST 2016, operations=351.3121544373652, operationsPerMinute=175.6560772186826, mode=normal, start=Sun Jun 26 19:11:52 BST 2016, end=Sun Jun 26 19:15:52 BST 2016, operations=694.7193558857433, operationsPerMinute=173.67983897143583
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 19:15:54 BST 2016, end=Sun Jun 26 19:17:54 BST 2016, operations=199.2874303137516, operationsPerMinute=99.6437151568758, mode=normal, start=Sun Jun 26 19:17:58 BST 2016, end=Sun Jun 26 19:21:58 BST 2016, operations=406.39588233693627, operationsPerMinute=101.59897058423407
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 19:22:02 BST 2016, end=Sun Jun 26 19:24:02 BST 2016, operations=65.97986567987655, operationsPerMinute=32.98993283993828, mode=normal, start=Sun Jun 26 19:24:13 BST 2016, end=Sun Jun 26 19:28:13 BST 2016, operations=138.6514062576823, operationsPerMinute=34.66285156442058
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 19:28:22 BST 2016, end=Sun Jun 26 19:30:22 BST 2016, operations=13.123306060814265, operationsPerMinute=6.5616530304071325, mode=normal, start=Sun Jun 26 19:31:15 BST 2016, end=Sun Jun 26 19:35:15 BST 2016, operations=26.69260357207442, operationsPerMinute=6.673150893018605
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 19:35:54 BST 2016, end=Sun Jun 26 19:37:54 BST 2016, operations=70.76736384242605, operationsPerMinute=35.383681921213025, mode=normal, start=Sun Jun 26 19:38:02 BST 2016, end=Sun Jun 26 19:42:02 BST 2016, operations=140.73286798247497, operationsPerMinute=35.18321699561874
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 19:42:14 BST 2016, end=Sun Jun 26 19:44:14 BST 2016, operations=40.865308521053485, operationsPerMinute=20.432654260526743, mode=normal, start=Sun Jun 26 19:44:30 BST 2016, end=Sun Jun 26 19:48:30 BST 2016, operations=82.83886605453003, operationsPerMinute=20.709716513632507
