spec.jvm2008.report.run.location=BARN-14
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 16:52:45 BST 2016, end=Fri Jul 01 16:52:45 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 16:52:45 BST 2016, end=Fri Jul 01 16:52:45 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 16:52:45 BST 2016, end=Fri Jul 01 16:52:59 BST 2016, operations=1.0, operationsPerMinute=4.451699065143196
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 16:52:59 BST 2016, end=Fri Jul 01 16:53:02 BST 2016, operations=1.0, operationsPerMinute=17.559262510974538
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 16:53:02 BST 2016, end=Fri Jul 01 16:53:03 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 16:53:03 BST 2016, end=Fri Jul 01 16:53:12 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 16:53:12 BST 2016, end=Fri Jul 01 16:53:19 BST 2016, operations=1.0, operationsPerMinute=7.995735607675906
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 16:53:19 BST 2016, end=Fri Jul 01 16:53:26 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 16:53:26 BST 2016, end=Fri Jul 01 16:53:28 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 16:53:28 BST 2016, end=Fri Jul 01 16:53:29 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 16:53:29 BST 2016, end=Fri Jul 01 16:53:30 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 16:53:30 BST 2016, end=Fri Jul 01 16:53:36 BST 2016, operations=1.0, operationsPerMinute=10.773927096426647
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 16:53:36 BST 2016, end=Fri Jul 01 16:53:37 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 16:53:37 BST 2016, end=Fri Jul 01 16:53:38 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 16:53:38 BST 2016, end=Fri Jul 01 16:53:40 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 16:53:40 BST 2016, end=Fri Jul 01 16:53:46 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 16:53:46 BST 2016, end=Fri Jul 01 16:54:07 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 16:54:07 BST 2016, end=Fri Jul 01 16:54:07 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 16:54:18 BST 2016, end=Fri Jul 01 16:56:18 BST 2016, operations=488.56417512186744, operationsPerMinute=244.28208756093372, mode=normal, start=Fri Jul 01 16:56:20 BST 2016, end=Fri Jul 01 17:00:20 BST 2016, operations=1017.1867375549476, operationsPerMinute=254.2966843887369
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 17:00:23 BST 2016, end=Fri Jul 01 17:02:23 BST 2016, operations=193.83709325938497, operationsPerMinute=96.91854662969249, mode=normal, start=Fri Jul 01 17:02:27 BST 2016, end=Fri Jul 01 17:06:27 BST 2016, operations=385.33196127517965, operationsPerMinute=96.33299031879491
benchmark-name=compress, mod=warmup, start=Fri Jul 01 17:06:31 BST 2016, end=Fri Jul 01 17:08:31 BST 2016, operations=398.5593419397578, operationsPerMinute=199.2796709698789, mode=normal, start=Fri Jul 01 17:08:33 BST 2016, end=Fri Jul 01 17:12:33 BST 2016, operations=800.2951964160437, operationsPerMinute=200.07379910401093
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 17:12:35 BST 2016, end=Fri Jul 01 17:14:35 BST 2016, operations=137.90084678661736, operationsPerMinute=68.95042339330868, mode=normal, start=Fri Jul 01 17:14:40 BST 2016, end=Fri Jul 01 17:18:40 BST 2016, operations=287.4940082280405, operationsPerMinute=71.87350205701013
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 17:18:45 BST 2016, end=Fri Jul 01 17:20:45 BST 2016, operations=233.6093077121206, operationsPerMinute=116.8046538560603, mode=normal, start=Fri Jul 01 17:20:49 BST 2016, end=Fri Jul 01 17:24:49 BST 2016, operations=465.07218583450936, operationsPerMinute=116.26804645862734
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 17:24:52 BST 2016, end=Fri Jul 01 17:26:52 BST 2016, operations=407.8282051282051, operationsPerMinute=203.91410256410256, mode=normal, start=Fri Jul 01 17:26:54 BST 2016, end=Fri Jul 01 17:30:54 BST 2016, operations=816.2471033491831, operationsPerMinute=204.06177583729578
benchmark-name=derby, mod=warmup, start=Fri Jul 01 17:31:17 BST 2016, end=Fri Jul 01 17:33:17 BST 2016, operations=356.8511999061198, operationsPerMinute=178.4255999530599, mode=normal, start=Fri Jul 01 17:33:19 BST 2016, end=Fri Jul 01 17:37:19 BST 2016, operations=710.9439179079778, operationsPerMinute=177.73597947699446
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 17:37:22 BST 2016, end=Fri Jul 01 17:39:22 BST 2016, operations=207.47138526914023, operationsPerMinute=103.73569263457011, mode=normal, start=Fri Jul 01 17:39:25 BST 2016, end=Fri Jul 01 17:43:25 BST 2016, operations=414.8420917317166, operationsPerMinute=103.71052293292915
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 17:43:27 BST 2016, end=Fri Jul 01 17:45:27 BST 2016, operations=76.24300047373431, operationsPerMinute=38.121500236867156, mode=normal, start=Fri Jul 01 17:45:34 BST 2016, end=Fri Jul 01 17:49:34 BST 2016, operations=148.89643807244215, operationsPerMinute=37.22410951811054
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 17:49:42 BST 2016, end=Fri Jul 01 17:51:42 BST 2016, operations=13.839771089675972, operationsPerMinute=6.919885544837986, mode=normal, start=Fri Jul 01 17:52:26 BST 2016, end=Fri Jul 01 17:56:26 BST 2016, operations=27.68482291835319, operationsPerMinute=6.921205729588298
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 17:56:54 BST 2016, end=Fri Jul 01 17:58:54 BST 2016, operations=74.4731872147456, operationsPerMinute=37.2365936073728, mode=normal, start=Fri Jul 01 17:59:03 BST 2016, end=Fri Jul 01 18:03:03 BST 2016, operations=149.06119219496472, operationsPerMinute=37.26529804874118
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 18:03:14 BST 2016, end=Fri Jul 01 18:05:14 BST 2016, operations=42.487784741030794, operationsPerMinute=21.243892370515397, mode=normal, start=Fri Jul 01 18:05:26 BST 2016, end=Fri Jul 01 18:09:26 BST 2016, operations=85.11206656061155, operationsPerMinute=21.278016640152888
