spec.jvm2008.report.run.location=ROBLIB069
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:35 BST 2016, end=Thu May 26 14:20:35 BST 2016, operations=1.0, operationsPerMinute=750.0
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:35 BST 2016, end=Thu May 26 14:20:36 BST 2016, operations=1.0, operationsPerMinute=87.08272859216255
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:20:36 BST 2016, end=Thu May 26 14:20:57 BST 2016, operations=1.0, operationsPerMinute=2.8340654669122856
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:20:57 BST 2016, end=Thu May 26 14:21:02 BST 2016, operations=1.0, operationsPerMinute=12.079726192872961
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:02 BST 2016, end=Thu May 26 14:21:03 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:03 BST 2016, end=Thu May 26 14:21:13 BST 2016, operations=1.0, operationsPerMinute=6.470397929472663
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:13 BST 2016, end=Thu May 26 14:21:21 BST 2016, operations=1.0, operationsPerMinute=7.453416149068323
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:21 BST 2016, end=Thu May 26 14:21:27 BST 2016, operations=1.0, operationsPerMinute=9.018487900195401
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:27 BST 2016, end=Thu May 26 14:21:30 BST 2016, operations=1.0, operationsPerMinute=21.76278563656148
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:30 BST 2016, end=Thu May 26 14:21:31 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:31 BST 2016, end=Thu May 26 14:21:32 BST 2016, operations=1.0, operationsPerMinute=53.475935828877006
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:32 BST 2016, end=Thu May 26 14:21:38 BST 2016, operations=1.0, operationsPerMinute=9.650957053241113
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:38 BST 2016, end=Thu May 26 14:21:40 BST 2016, operations=1.0, operationsPerMinute=38.38771593090211
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:21:40 BST 2016, end=Thu May 26 14:21:41 BST 2016, operations=1.0, operationsPerMinute=50.377833753148614
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:21:41 BST 2016, end=Thu May 26 14:21:44 BST 2016, operations=1.0, operationsPerMinute=22.44668911335578
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:21:44 BST 2016, end=Thu May 26 14:21:51 BST 2016, operations=1.0, operationsPerMinute=8.467400508044031
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:21:51 BST 2016, end=Thu May 26 14:22:17 BST 2016, operations=1.0, operationsPerMinute=2.331636420160883
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:17 BST 2016, end=Thu May 26 14:22:18 BST 2016, operations=1.0, operationsPerMinute=44.47739065974796
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:31 BST 2016, end=Thu May 26 14:24:31 BST 2016, operations=405.85383321329374, operationsPerMinute=202.92691660664687, mode=normal, start=Thu May 26 14:24:33 BST 2016, end=Thu May 26 14:28:33 BST 2016, operations=828.1818567803368, operationsPerMinute=207.0454641950842
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:28:38 BST 2016, end=Thu May 26 14:30:38 BST 2016, operations=163.08345611163418, operationsPerMinute=81.54172805581709, mode=normal, start=Thu May 26 14:30:42 BST 2016, end=Thu May 26 14:34:42 BST 2016, operations=326.23556235937326, operationsPerMinute=81.55889058984332
benchmark-name=compress, mod=warmup, start=Thu May 26 14:34:45 BST 2016, end=Thu May 26 14:36:45 BST 2016, operations=338.83058324894256, operationsPerMinute=169.41529162447128, mode=normal, start=Thu May 26 14:36:48 BST 2016, end=Thu May 26 14:40:48 BST 2016, operations=677.6407546577682, operationsPerMinute=169.41018866444205
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:40:50 BST 2016, end=Thu May 26 14:42:50 BST 2016, operations=111.30512965089693, operationsPerMinute=55.652564825448465, mode=normal, start=Thu May 26 14:42:55 BST 2016, end=Thu May 26 14:46:55 BST 2016, operations=233.30708364759724, operationsPerMinute=58.32677091189931
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:47:01 BST 2016, end=Thu May 26 14:49:01 BST 2016, operations=196.7259927398809, operationsPerMinute=98.36299636994045, mode=normal, start=Thu May 26 14:49:05 BST 2016, end=Thu May 26 14:53:05 BST 2016, operations=392.2132078187566, operationsPerMinute=98.05330195468915
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:53:08 BST 2016, end=Thu May 26 14:55:08 BST 2016, operations=335.6888774782306, operationsPerMinute=167.8444387391153, mode=normal, start=Thu May 26 14:55:10 BST 2016, end=Thu May 26 14:59:10 BST 2016, operations=672.2993670453114, operationsPerMinute=168.07484176132786
benchmark-name=derby, mod=warmup, start=Thu May 26 15:00:11 BST 2016, end=Thu May 26 15:02:11 BST 2016, operations=245.5911892235165, operationsPerMinute=122.79559461175825, mode=normal, start=Thu May 26 15:02:14 BST 2016, end=Thu May 26 15:06:14 BST 2016, operations=499.95469356535983, operationsPerMinute=124.98867339133996
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:06:17 BST 2016, end=Thu May 26 15:08:17 BST 2016, operations=162.55329781919932, operationsPerMinute=81.27664890959966, mode=normal, start=Thu May 26 15:08:21 BST 2016, end=Thu May 26 15:12:21 BST 2016, operations=330.82799782124687, operationsPerMinute=82.70699945531172
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:12:25 BST 2016, end=Thu May 26 15:14:25 BST 2016, operations=118.17562395263502, operationsPerMinute=59.08781197631751, mode=normal, start=Thu May 26 15:14:32 BST 2016, end=Thu May 26 15:18:32 BST 2016, operations=229.49343571752644, operationsPerMinute=57.37335892938161
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:18:38 BST 2016, end=Thu May 26 15:20:38 BST 2016, operations=24.70812682051325, operationsPerMinute=12.354063410256625, mode=normal, start=Thu May 26 15:21:04 BST 2016, end=Thu May 26 15:25:04 BST 2016, operations=48.586779581261226, operationsPerMinute=12.146694895315306
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:25:26 BST 2016, end=Thu May 26 15:27:26 BST 2016, operations=64.97530523613649, operationsPerMinute=32.487652618068246, mode=normal, start=Thu May 26 15:27:36 BST 2016, end=Thu May 26 15:31:36 BST 2016, operations=130.8324784820685, operationsPerMinute=32.708119620517124
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:31:49 BST 2016, end=Thu May 26 15:33:49 BST 2016, operations=77.51383694485168, operationsPerMinute=38.75691847242584, mode=normal, start=Thu May 26 15:33:57 BST 2016, end=Thu May 26 15:37:57 BST 2016, operations=142.58286314552396, operationsPerMinute=35.64571578638099
