spec.jvm2008.report.run.location=CASTLEAZES001
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 14:01:06 BST 2016, end=Thu Jun 23 14:01:06 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 14:01:06 BST 2016, end=Thu Jun 23 14:01:07 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 14:01:07 BST 2016, end=Thu Jun 23 14:01:19 BST 2016, operations=1.0, operationsPerMinute=4.690431519699812
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 14:01:19 BST 2016, end=Thu Jun 23 14:01:23 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 14:01:23 BST 2016, end=Thu Jun 23 14:01:24 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 14:01:24 BST 2016, end=Thu Jun 23 14:01:32 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 14:01:32 BST 2016, end=Thu Jun 23 14:01:40 BST 2016, operations=1.0, operationsPerMinute=7.962840079628401
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 14:01:40 BST 2016, end=Thu Jun 23 14:01:46 BST 2016, operations=1.0, operationsPerMinute=9.136592051164916
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 14:01:46 BST 2016, end=Thu Jun 23 14:01:49 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 14:01:49 BST 2016, end=Thu Jun 23 14:01:49 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 14:01:49 BST 2016, end=Thu Jun 23 14:01:50 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 14:01:50 BST 2016, end=Thu Jun 23 14:01:56 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 14:01:56 BST 2016, end=Thu Jun 23 14:01:57 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 14:01:57 BST 2016, end=Thu Jun 23 14:01:58 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 14:01:58 BST 2016, end=Thu Jun 23 14:02:00 BST 2016, operations=1.0, operationsPerMinute=27.675276752767527
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 14:02:00 BST 2016, end=Thu Jun 23 14:02:07 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 14:02:07 BST 2016, end=Thu Jun 23 14:02:27 BST 2016, operations=1.0, operationsPerMinute=2.972357079163777
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 14:02:27 BST 2016, end=Thu Jun 23 14:02:28 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 14:02:38 BST 2016, end=Thu Jun 23 14:04:38 BST 2016, operations=489.7644706652177, operationsPerMinute=244.88223533260884, mode=normal, start=Thu Jun 23 14:04:39 BST 2016, end=Thu Jun 23 14:08:39 BST 2016, operations=1021.0239307627381, operationsPerMinute=255.25598269068453
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 14:08:43 BST 2016, end=Thu Jun 23 14:10:43 BST 2016, operations=197.57362154260682, operationsPerMinute=98.78681077130341, mode=normal, start=Thu Jun 23 14:10:47 BST 2016, end=Thu Jun 23 14:14:47 BST 2016, operations=378.84710486439286, operationsPerMinute=94.71177621609822
benchmark-name=compress, mod=warmup, start=Thu Jun 23 14:14:50 BST 2016, end=Thu Jun 23 14:16:50 BST 2016, operations=399.69967871968413, operationsPerMinute=199.84983935984206, mode=normal, start=Thu Jun 23 14:16:52 BST 2016, end=Thu Jun 23 14:20:52 BST 2016, operations=800.7415775180318, operationsPerMinute=200.18539437950795
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 14:20:53 BST 2016, end=Thu Jun 23 14:22:53 BST 2016, operations=139.09278833334767, operationsPerMinute=69.54639416667384, mode=normal, start=Thu Jun 23 14:22:58 BST 2016, end=Thu Jun 23 14:26:58 BST 2016, operations=289.3178293234445, operationsPerMinute=72.32945733086113
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 14:27:03 BST 2016, end=Thu Jun 23 14:29:03 BST 2016, operations=236.53438581635217, operationsPerMinute=118.26719290817609, mode=normal, start=Thu Jun 23 14:29:06 BST 2016, end=Thu Jun 23 14:33:06 BST 2016, operations=471.7683045840414, operationsPerMinute=117.94207614601035
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 14:33:10 BST 2016, end=Thu Jun 23 14:35:10 BST 2016, operations=385.73947917325074, operationsPerMinute=192.86973958662537, mode=normal, start=Thu Jun 23 14:35:12 BST 2016, end=Thu Jun 23 14:39:12 BST 2016, operations=793.8944105036251, operationsPerMinute=198.47360262590627
benchmark-name=derby, mod=warmup, start=Thu Jun 23 14:39:35 BST 2016, end=Thu Jun 23 14:41:35 BST 2016, operations=348.030070970543, operationsPerMinute=174.0150354852715, mode=normal, start=Thu Jun 23 14:41:37 BST 2016, end=Thu Jun 23 14:45:37 BST 2016, operations=713.6518868397036, operationsPerMinute=178.4129717099259
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 14:45:39 BST 2016, end=Thu Jun 23 14:47:39 BST 2016, operations=208.06911149926555, operationsPerMinute=104.03455574963277, mode=normal, start=Thu Jun 23 14:47:43 BST 2016, end=Thu Jun 23 14:51:43 BST 2016, operations=417.3086531057148, operationsPerMinute=104.3271632764287
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 14:51:47 BST 2016, end=Thu Jun 23 14:53:47 BST 2016, operations=72.84808458775947, operationsPerMinute=36.42404229387974, mode=normal, start=Thu Jun 23 14:53:56 BST 2016, end=Thu Jun 23 14:57:56 BST 2016, operations=143.00116027699357, operationsPerMinute=35.75029006924839
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 14:58:06 BST 2016, end=Thu Jun 23 15:00:06 BST 2016, operations=13.910474023912489, operationsPerMinute=6.955237011956244, mode=normal, start=Thu Jun 23 15:00:51 BST 2016, end=Thu Jun 23 15:04:51 BST 2016, operations=27.632249733737794, operationsPerMinute=6.9080624334344485
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 15:05:21 BST 2016, end=Thu Jun 23 15:07:21 BST 2016, operations=74.1966776364867, operationsPerMinute=37.09833881824335, mode=normal, start=Thu Jun 23 15:07:31 BST 2016, end=Thu Jun 23 15:11:31 BST 2016, operations=149.26807564881562, operationsPerMinute=37.317018912203906
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 15:11:40 BST 2016, end=Thu Jun 23 15:13:40 BST 2016, operations=43.27165521882108, operationsPerMinute=21.63582760941054, mode=normal, start=Thu Jun 23 15:13:50 BST 2016, end=Thu Jun 23 15:17:50 BST 2016, operations=86.05314262494782, operationsPerMinute=21.513285656236956
