spec.jvm2008.report.run.location=UNION78
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Thu Jun 30 02:47:24 BST 2016, end=Thu Jun 30 02:47:24 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 30 02:47:24 BST 2016, end=Thu Jun 30 02:47:24 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 30 02:47:24 BST 2016, end=Thu Jun 30 02:47:45 BST 2016, operations=1.0, operationsPerMinute=2.907117592906633
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 30 02:47:45 BST 2016, end=Thu Jun 30 02:47:49 BST 2016, operations=1.0, operationsPerMinute=12.652889076339097
benchmark-name=startup.compress, mode=normal, start=Thu Jun 30 02:47:49 BST 2016, end=Thu Jun 30 02:47:51 BST 2016, operations=1.0, operationsPerMinute=36.99136868064118
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 30 02:47:51 BST 2016, end=Thu Jun 30 02:48:01 BST 2016, operations=1.0, operationsPerMinute=5.8806233460746835
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 30 02:48:01 BST 2016, end=Thu Jun 30 02:48:10 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 30 02:48:10 BST 2016, end=Thu Jun 30 02:48:17 BST 2016, operations=1.0, operationsPerMinute=8.029978586723768
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 30 02:48:17 BST 2016, end=Thu Jun 30 02:48:20 BST 2016, operations=1.0, operationsPerMinute=19.430051813471504
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 30 02:48:20 BST 2016, end=Thu Jun 30 02:48:21 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 30 02:48:21 BST 2016, end=Thu Jun 30 02:48:22 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 30 02:48:22 BST 2016, end=Thu Jun 30 02:48:29 BST 2016, operations=1.0, operationsPerMinute=8.964589870013446
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 30 02:48:29 BST 2016, end=Thu Jun 30 02:48:31 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 30 02:48:31 BST 2016, end=Thu Jun 30 02:48:32 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.serial, mode=normal, start=Thu Jun 30 02:48:32 BST 2016, end=Thu Jun 30 02:48:35 BST 2016, operations=1.0, operationsPerMinute=19.723865877712033
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 30 02:48:35 BST 2016, end=Thu Jun 30 02:48:42 BST 2016, operations=1.0, operationsPerMinute=8.509431286342362
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 30 02:48:42 BST 2016, end=Thu Jun 30 02:49:11 BST 2016, operations=1.0, operationsPerMinute=2.116775445404833
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 30 02:49:11 BST 2016, end=Thu Jun 30 02:49:12 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 30 02:49:27 BST 2016, end=Thu Jun 30 02:51:27 BST 2016, operations=348.9238599572681, operationsPerMinute=174.46192997863406, mode=normal, start=Thu Jun 30 02:51:29 BST 2016, end=Thu Jun 30 02:55:29 BST 2016, operations=725.9074333582784, operationsPerMinute=181.4768583395696
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 30 02:55:35 BST 2016, end=Thu Jun 30 02:57:35 BST 2016, operations=140.60310773713462, operationsPerMinute=70.30155386856731, mode=normal, start=Thu Jun 30 02:57:40 BST 2016, end=Thu Jun 30 03:01:40 BST 2016, operations=275.90719604572655, operationsPerMinute=68.97679901143164
benchmark-name=compress, mod=warmup, start=Thu Jun 30 03:01:45 BST 2016, end=Thu Jun 30 03:03:45 BST 2016, operations=270.51273442734384, operationsPerMinute=135.25636721367192, mode=normal, start=Thu Jun 30 03:03:48 BST 2016, end=Thu Jun 30 03:07:48 BST 2016, operations=537.4081936647913, operationsPerMinute=134.35204841619782
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 30 03:07:51 BST 2016, end=Thu Jun 30 03:09:51 BST 2016, operations=85.70717519830794, operationsPerMinute=42.85358759915397, mode=normal, start=Thu Jun 30 03:09:59 BST 2016, end=Thu Jun 30 03:13:59 BST 2016, operations=181.8196991431642, operationsPerMinute=45.45492478579105
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 30 03:14:07 BST 2016, end=Thu Jun 30 03:16:07 BST 2016, operations=144.0431998834882, operationsPerMinute=72.0215999417441, mode=normal, start=Thu Jun 30 03:16:11 BST 2016, end=Thu Jun 30 03:20:11 BST 2016, operations=291.95932352912746, operationsPerMinute=72.98983088228186
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 30 03:20:17 BST 2016, end=Thu Jun 30 03:22:17 BST 2016, operations=251.98811985137382, operationsPerMinute=125.99405992568691, mode=normal, start=Thu Jun 30 03:22:20 BST 2016, end=Thu Jun 30 03:26:20 BST 2016, operations=493.33581350214433, operationsPerMinute=123.33395337553608
benchmark-name=derby, mod=warmup, start=Thu Jun 30 03:27:58 BST 2016, end=Thu Jun 30 03:29:58 BST 2016, operations=200.01016205563627, operationsPerMinute=100.00508102781814, mode=normal, start=Thu Jun 30 03:30:02 BST 2016, end=Thu Jun 30 03:34:02 BST 2016, operations=403.27704196745685, operationsPerMinute=100.81926049186421
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 30 03:34:06 BST 2016, end=Thu Jun 30 03:36:06 BST 2016, operations=132.25219325424075, operationsPerMinute=66.12609662712038, mode=normal, start=Thu Jun 30 03:36:12 BST 2016, end=Thu Jun 30 03:40:12 BST 2016, operations=261.1041009928627, operationsPerMinute=65.27602524821567
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 30 03:40:17 BST 2016, end=Thu Jun 30 03:42:17 BST 2016, operations=78.10093214531844, operationsPerMinute=39.05046607265922, mode=normal, start=Thu Jun 30 03:42:25 BST 2016, end=Thu Jun 30 03:46:25 BST 2016, operations=166.82724890527925, operationsPerMinute=41.70681222631981
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 30 03:46:33 BST 2016, end=Thu Jun 30 03:48:33 BST 2016, operations=20.12580245938508, operationsPerMinute=10.06290122969254, mode=normal, start=Thu Jun 30 03:49:08 BST 2016, end=Thu Jun 30 03:53:08 BST 2016, operations=40.235655892753954, operationsPerMinute=10.058913973188488
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 30 03:53:43 BST 2016, end=Thu Jun 30 03:55:43 BST 2016, operations=55.22680514631034, operationsPerMinute=27.61340257315517, mode=normal, start=Thu Jun 30 03:55:53 BST 2016, end=Thu Jun 30 03:59:53 BST 2016, operations=110.92151527737838, operationsPerMinute=27.730378819344594
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 30 04:00:07 BST 2016, end=Thu Jun 30 04:02:07 BST 2016, operations=60.780074035133474, operationsPerMinute=30.390037017566737, mode=normal, start=Thu Jun 30 04:02:20 BST 2016, end=Thu Jun 30 04:06:20 BST 2016, operations=121.47437272243991, operationsPerMinute=30.368593180609977
