spec.jvm2008.report.run.location=KINGS03
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Fri Jun 24 23:36:15 BST 2016, end=Fri Jun 24 23:36:15 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 23:36:15 BST 2016, end=Fri Jun 24 23:36:15 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 23:36:15 BST 2016, end=Fri Jun 24 23:36:31 BST 2016, operations=1.0, operationsPerMinute=3.6284470246734397
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 23:36:31 BST 2016, end=Fri Jun 24 23:36:35 BST 2016, operations=1.0, operationsPerMinute=15.143866733972741
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 23:36:35 BST 2016, end=Fri Jun 24 23:36:37 BST 2016, operations=1.0, operationsPerMinute=43.69992716678806
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 23:36:37 BST 2016, end=Fri Jun 24 23:36:46 BST 2016, operations=1.0, operationsPerMinute=6.724195898240502
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 23:36:46 BST 2016, end=Fri Jun 24 23:36:53 BST 2016, operations=1.0, operationsPerMinute=7.6765609007164795
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 23:36:53 BST 2016, end=Fri Jun 24 23:37:00 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 23:37:00 BST 2016, end=Fri Jun 24 23:37:03 BST 2016, operations=1.0, operationsPerMinute=22.624434389140273
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 23:37:03 BST 2016, end=Fri Jun 24 23:37:04 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 23:37:04 BST 2016, end=Fri Jun 24 23:37:05 BST 2016, operations=1.0, operationsPerMinute=55.762081784386616
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 23:37:05 BST 2016, end=Fri Jun 24 23:37:11 BST 2016, operations=1.0, operationsPerMinute=9.912440112340988
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 23:37:11 BST 2016, end=Fri Jun 24 23:37:12 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 23:37:12 BST 2016, end=Fri Jun 24 23:37:13 BST 2016, operations=1.0, operationsPerMinute=53.42831700801425
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 23:37:13 BST 2016, end=Fri Jun 24 23:37:16 BST 2016, operations=1.0, operationsPerMinute=23.455824863174357
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 23:37:16 BST 2016, end=Fri Jun 24 23:37:23 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 23:37:23 BST 2016, end=Fri Jun 24 23:37:46 BST 2016, operations=1.0, operationsPerMinute=2.569153035882504
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 23:37:46 BST 2016, end=Fri Jun 24 23:37:47 BST 2016, operations=1.0, operationsPerMinute=56.60377358490566
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 23:38:00 BST 2016, end=Fri Jun 24 23:40:00 BST 2016, operations=438.3103517073943, operationsPerMinute=219.15517585369716, mode=normal, start=Fri Jun 24 23:40:01 BST 2016, end=Fri Jun 24 23:44:01 BST 2016, operations=890.4059042183208, operationsPerMinute=222.6014760545802
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 23:44:06 BST 2016, end=Fri Jun 24 23:46:06 BST 2016, operations=175.50603105211624, operationsPerMinute=87.75301552605812, mode=normal, start=Fri Jun 24 23:46:09 BST 2016, end=Fri Jun 24 23:50:09 BST 2016, operations=335.16000153749155, operationsPerMinute=83.79000038437289
benchmark-name=compress, mod=warmup, start=Fri Jun 24 23:50:12 BST 2016, end=Fri Jun 24 23:52:12 BST 2016, operations=374.4276929709934, operationsPerMinute=187.2138464854967, mode=normal, start=Fri Jun 24 23:52:14 BST 2016, end=Fri Jun 24 23:56:14 BST 2016, operations=748.6951360690666, operationsPerMinute=187.17378401726666
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 23:56:15 BST 2016, end=Fri Jun 24 23:58:15 BST 2016, operations=123.71435286270716, operationsPerMinute=61.85717643135358, mode=normal, start=Fri Jun 24 23:58:20 BST 2016, end=Sat Jun 25 00:02:20 BST 2016, operations=259.50195435675175, operationsPerMinute=64.87548858918794
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 00:02:27 BST 2016, end=Sat Jun 25 00:04:27 BST 2016, operations=219.51654995959507, operationsPerMinute=109.75827497979753, mode=normal, start=Sat Jun 25 00:04:30 BST 2016, end=Sat Jun 25 00:08:30 BST 2016, operations=438.863573217887, operationsPerMinute=109.71589330447175
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 00:08:33 BST 2016, end=Sat Jun 25 00:10:33 BST 2016, operations=373.1602668158488, operationsPerMinute=186.5801334079244, mode=normal, start=Sat Jun 25 00:10:35 BST 2016, end=Sat Jun 25 00:14:35 BST 2016, operations=750.9693901971792, operationsPerMinute=187.7423475492948
benchmark-name=derby, mod=warmup, start=Sat Jun 25 00:15:51 BST 2016, end=Sat Jun 25 00:17:51 BST 2016, operations=277.52195897983364, operationsPerMinute=138.76097948991682, mode=normal, start=Sat Jun 25 00:17:54 BST 2016, end=Sat Jun 25 00:21:54 BST 2016, operations=552.7549965775495, operationsPerMinute=138.18874914438737
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 00:21:57 BST 2016, end=Sat Jun 25 00:23:57 BST 2016, operations=183.80383877159312, operationsPerMinute=91.90191938579656, mode=normal, start=Sat Jun 25 00:24:00 BST 2016, end=Sat Jun 25 00:28:00 BST 2016, operations=368.2058148267755, operationsPerMinute=92.05145370669388
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 00:28:04 BST 2016, end=Sat Jun 25 00:30:04 BST 2016, operations=104.48925614135084, operationsPerMinute=52.24462807067542, mode=normal, start=Sat Jun 25 00:30:11 BST 2016, end=Sat Jun 25 00:34:11 BST 2016, operations=208.0777226594551, operationsPerMinute=52.019430664863776
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 00:34:18 BST 2016, end=Sat Jun 25 00:36:18 BST 2016, operations=21.679935789105226, operationsPerMinute=10.839967894552613, mode=normal, start=Sat Jun 25 00:36:47 BST 2016, end=Sat Jun 25 00:40:47 BST 2016, operations=43.4699011560489, operationsPerMinute=10.867475289012225
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 00:41:12 BST 2016, end=Sat Jun 25 00:43:12 BST 2016, operations=73.82713598661586, operationsPerMinute=36.91356799330793, mode=normal, start=Sat Jun 25 00:43:21 BST 2016, end=Sat Jun 25 00:47:21 BST 2016, operations=147.53491967477083, operationsPerMinute=36.88372991869271
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 00:47:31 BST 2016, end=Sat Jun 25 00:49:31 BST 2016, operations=72.08622431722722, operationsPerMinute=36.04311215861361, mode=normal, start=Sat Jun 25 00:49:40 BST 2016, end=Sat Jun 25 00:53:40 BST 2016, operations=143.33148745189663, operationsPerMinute=35.83287186297416
