spec.jvm2008.report.run.location=ROBLIB070
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Sat Jun 04 16:07:45 BST 2016, end=Sat Jun 04 16:07:45 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 16:07:45 BST 2016, end=Sat Jun 04 16:07:46 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 16:07:46 BST 2016, end=Sat Jun 04 16:08:07 BST 2016, operations=1.0, operationsPerMinute=2.8594576561978746
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 16:08:07 BST 2016, end=Sat Jun 04 16:08:11 BST 2016, operations=1.0, operationsPerMinute=12.448132780082988
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 16:08:11 BST 2016, end=Sat Jun 04 16:08:13 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 16:08:13 BST 2016, end=Sat Jun 04 16:08:22 BST 2016, operations=1.0, operationsPerMinute=6.32577754348972
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 16:08:22 BST 2016, end=Sat Jun 04 16:08:30 BST 2016, operations=1.0, operationsPerMinute=7.61131548902702
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 16:08:30 BST 2016, end=Sat Jun 04 16:08:37 BST 2016, operations=1.0, operationsPerMinute=8.720930232558139
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 16:08:37 BST 2016, end=Sat Jun 04 16:08:40 BST 2016, operations=1.0, operationsPerMinute=21.482277121374867
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 16:08:40 BST 2016, end=Sat Jun 04 16:08:41 BST 2016, operations=1.0, operationsPerMinute=68.72852233676976
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 16:08:41 BST 2016, end=Sat Jun 04 16:08:42 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 16:08:42 BST 2016, end=Sat Jun 04 16:08:48 BST 2016, operations=1.0, operationsPerMinute=9.760858955588091
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 16:08:48 BST 2016, end=Sat Jun 04 16:08:50 BST 2016, operations=1.0, operationsPerMinute=38.095238095238095
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 16:08:50 BST 2016, end=Sat Jun 04 16:08:51 BST 2016, operations=1.0, operationsPerMinute=51.94805194805195
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 16:08:51 BST 2016, end=Sat Jun 04 16:08:54 BST 2016, operations=1.0, operationsPerMinute=21.84996358339403
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 16:08:54 BST 2016, end=Sat Jun 04 16:09:01 BST 2016, operations=1.0, operationsPerMinute=8.13118308713918
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 16:09:01 BST 2016, end=Sat Jun 04 16:09:26 BST 2016, operations=1.0, operationsPerMinute=2.414389762987405
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 16:09:26 BST 2016, end=Sat Jun 04 16:09:27 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 16:09:40 BST 2016, end=Sat Jun 04 16:11:40 BST 2016, operations=400.9401670579787, operationsPerMinute=200.47008352898936, mode=normal, start=Sat Jun 04 16:11:41 BST 2016, end=Sat Jun 04 16:15:41 BST 2016, operations=857.1174318075881, operationsPerMinute=214.27935795189703
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 16:15:46 BST 2016, end=Sat Jun 04 16:17:46 BST 2016, operations=166.69339649967407, operationsPerMinute=83.34669824983703, mode=normal, start=Sat Jun 04 16:17:50 BST 2016, end=Sat Jun 04 16:21:50 BST 2016, operations=336.1667008407234, operationsPerMinute=84.04167521018086
benchmark-name=compress, mod=warmup, start=Sat Jun 04 16:21:54 BST 2016, end=Sat Jun 04 16:23:54 BST 2016, operations=347.80290002429933, operationsPerMinute=173.90145001214967, mode=normal, start=Sat Jun 04 16:23:57 BST 2016, end=Sat Jun 04 16:27:57 BST 2016, operations=694.381410836434, operationsPerMinute=173.5953527091085
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 16:27:59 BST 2016, end=Sat Jun 04 16:29:59 BST 2016, operations=108.75425170467497, operationsPerMinute=54.377125852337485, mode=normal, start=Sat Jun 04 16:30:06 BST 2016, end=Sat Jun 04 16:34:06 BST 2016, operations=236.24322656324148, operationsPerMinute=59.06080664081037
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 16:34:11 BST 2016, end=Sat Jun 04 16:36:11 BST 2016, operations=203.5377803492791, operationsPerMinute=101.76889017463955, mode=normal, start=Sat Jun 04 16:36:14 BST 2016, end=Sat Jun 04 16:40:14 BST 2016, operations=404.80215192523826, operationsPerMinute=101.20053798130957
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 16:40:18 BST 2016, end=Sat Jun 04 16:42:18 BST 2016, operations=345.90208806721137, operationsPerMinute=172.95104403360568, mode=normal, start=Sat Jun 04 16:42:21 BST 2016, end=Sat Jun 04 16:46:21 BST 2016, operations=669.5027109650681, operationsPerMinute=167.37567774126703
benchmark-name=derby, mod=warmup, start=Sat Jun 04 16:47:21 BST 2016, end=Sat Jun 04 16:49:21 BST 2016, operations=238.2627992097021, operationsPerMinute=119.13139960485105, mode=normal, start=Sat Jun 04 16:49:24 BST 2016, end=Sat Jun 04 16:53:24 BST 2016, operations=466.38960210545844, operationsPerMinute=116.59740052636461
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 16:53:27 BST 2016, end=Sat Jun 04 16:55:27 BST 2016, operations=168.23319557585498, operationsPerMinute=84.11659778792749, mode=normal, start=Sat Jun 04 16:55:32 BST 2016, end=Sat Jun 04 16:59:32 BST 2016, operations=339.78927744794083, operationsPerMinute=84.94731936198521
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 16:59:36 BST 2016, end=Sat Jun 04 17:01:36 BST 2016, operations=124.39361412474256, operationsPerMinute=62.19680706237128, mode=normal, start=Sat Jun 04 17:01:42 BST 2016, end=Sat Jun 04 17:05:42 BST 2016, operations=251.63090797044762, operationsPerMinute=62.907726992611906
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 17:05:48 BST 2016, end=Sat Jun 04 17:07:48 BST 2016, operations=25.094888972792752, operationsPerMinute=12.547444486396376, mode=normal, start=Sat Jun 04 17:08:16 BST 2016, end=Sat Jun 04 17:12:16 BST 2016, operations=48.16130962718407, operationsPerMinute=12.040327406796017
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 17:12:36 BST 2016, end=Sat Jun 04 17:14:36 BST 2016, operations=64.12641317366385, operationsPerMinute=32.063206586831924, mode=normal, start=Sat Jun 04 17:14:46 BST 2016, end=Sat Jun 04 17:18:46 BST 2016, operations=128.4524821532577, operationsPerMinute=32.113120538314426
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 17:18:58 BST 2016, end=Sat Jun 04 17:20:58 BST 2016, operations=74.1045462402831, operationsPerMinute=37.05227312014155, mode=normal, start=Sat Jun 04 17:21:05 BST 2016, end=Sat Jun 04 17:25:05 BST 2016, operations=152.63598055190627, operationsPerMinute=38.15899513797657
