spec.jvm2008.report.run.location=NIDD92
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 13:35:27 BST 2016, end=Sun Jun 26 13:35:27 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 13:35:27 BST 2016, end=Sun Jun 26 13:35:27 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 13:35:27 BST 2016, end=Sun Jun 26 13:35:48 BST 2016, operations=1.0, operationsPerMinute=2.830188679245283
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 13:35:48 BST 2016, end=Sun Jun 26 13:35:53 BST 2016, operations=1.0, operationsPerMinute=11.94267515923567
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 13:35:53 BST 2016, end=Sun Jun 26 13:35:55 BST 2016, operations=1.0, operationsPerMinute=35.9496704613541
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 13:35:55 BST 2016, end=Sun Jun 26 13:36:06 BST 2016, operations=1.0, operationsPerMinute=5.698005698005698
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 13:36:06 BST 2016, end=Sun Jun 26 13:36:15 BST 2016, operations=1.0, operationsPerMinute=6.597031335898846
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 13:36:15 BST 2016, end=Sun Jun 26 13:36:22 BST 2016, operations=1.0, operationsPerMinute=8.183306055646481
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 13:36:22 BST 2016, end=Sun Jun 26 13:36:25 BST 2016, operations=1.0, operationsPerMinute=18.58160421183029
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 13:36:25 BST 2016, end=Sun Jun 26 13:36:26 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 13:36:26 BST 2016, end=Sun Jun 26 13:36:28 BST 2016, operations=1.0, operationsPerMinute=46.91164972634871
