spec.jvm2008.report.run.location=ROBLIB155
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:28 BST 2016, end=Thu May 26 14:20:28 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:28 BST 2016, end=Thu May 26 14:20:29 BST 2016, operations=1.0, operationsPerMinute=98.52216748768473
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:20:29 BST 2016, end=Thu May 26 14:20:46 BST 2016, operations=1.0, operationsPerMinute=3.4007821799013773
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:20:46 BST 2016, end=Thu May 26 14:20:51 BST 2016, operations=1.0, operationsPerMinute=13.783597518952446
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:20:51 BST 2016, end=Thu May 26 14:20:52 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:20:52 BST 2016, end=Thu May 26 14:21:01 BST 2016, operations=1.0, operationsPerMinute=6.552364311455717
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:01 BST 2016, end=Thu May 26 14:21:09 BST 2016, operations=1.0, operationsPerMinute=7.7389397652521605
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:09 BST 2016, end=Thu May 26 14:21:16 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:16 BST 2016, end=Thu May 26 14:21:18 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:18 BST 2016, end=Thu May 26 14:21:19 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:19 BST 2016, end=Thu May 26 14:21:20 BST 2016, operations=1.0, operationsPerMinute=58.25242718446602
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:20 BST 2016, end=Thu May 26 14:21:26 BST 2016, operations=1.0, operationsPerMinute=9.99000999000999
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:26 BST 2016, end=Thu May 26 14:21:28 BST 2016, operations=1.0, operationsPerMinute=36.99136868064118
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:21:28 BST 2016, end=Thu May 26 14:21:29 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:21:29 BST 2016, end=Thu May 26 14:21:31 BST 2016, operations=1.0, operationsPerMinute=25.136154168412233
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:21:31 BST 2016, end=Thu May 26 14:21:38 BST 2016, operations=1.0, operationsPerMinute=8.491367110104727
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:21:38 BST 2016, end=Thu May 26 14:22:01 BST 2016, operations=1.0, operationsPerMinute=2.627085248916327
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:01 BST 2016, end=Thu May 26 14:22:02 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:13 BST 2016, end=Thu May 26 14:24:13 BST 2016, operations=402.6330800481762, operationsPerMinute=201.3165400240881, mode=normal, start=Thu May 26 14:24:15 BST 2016, end=Thu May 26 14:28:15 BST 2016, operations=819.7357573827057, operationsPerMinute=204.93393934567644
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:28:20 BST 2016, end=Thu May 26 14:30:20 BST 2016, operations=160.90921713252214, operationsPerMinute=80.45460856626107, mode=normal, start=Thu May 26 14:30:25 BST 2016, end=Thu May 26 14:34:25 BST 2016, operations=321.0991991167049, operationsPerMinute=80.27479977917622
benchmark-name=compress, mod=warmup, start=Thu May 26 14:34:29 BST 2016, end=Thu May 26 14:36:29 BST 2016, operations=270.21935649863894, operationsPerMinute=135.10967824931947, mode=normal, start=Thu May 26 14:36:31 BST 2016, end=Thu May 26 14:40:31 BST 2016, operations=384.0645068001743, operationsPerMinute=96.01612670004357
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:40:33 BST 2016, end=Thu May 26 14:42:33 BST 2016, operations=95.60159594434758, operationsPerMinute=47.80079797217379, mode=normal, start=Thu May 26 14:42:41 BST 2016, end=Thu May 26 14:46:41 BST 2016, operations=202.33949315528434, operationsPerMinute=50.584873288821086
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:46:48 BST 2016, end=Thu May 26 14:48:48 BST 2016, operations=161.74004973559124, operationsPerMinute=80.87002486779562, mode=normal, start=Thu May 26 14:48:51 BST 2016, end=Thu May 26 14:52:51 BST 2016, operations=211.56176104736477, operationsPerMinute=52.89044026184119
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:53:32 BST 2016, end=Thu May 26 14:55:32 BST 2016, operations=278.62062627304016, operationsPerMinute=139.31031313652008, mode=normal, start=Thu May 26 14:55:36 BST 2016, end=Thu May 26 14:59:36 BST 2016, operations=558.2891809650167, operationsPerMinute=139.57229524125418
benchmark-name=derby, mod=warmup, start=Thu May 26 15:00:48 BST 2016, end=Thu May 26 15:02:48 BST 2016, operations=249.01092923896292, operationsPerMinute=124.50546461948146, mode=normal, start=Thu May 26 15:02:51 BST 2016, end=Thu May 26 15:06:51 BST 2016, operations=500.5151618576944, operationsPerMinute=125.1287904644236
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:06:54 BST 2016, end=Thu May 26 15:08:54 BST 2016, operations=142.3556409219399, operationsPerMinute=71.17782046096995, mode=normal, start=Thu May 26 15:09:01 BST 2016, end=Thu May 26 15:13:01 BST 2016, operations=188.2007933005671, operationsPerMinute=47.05019832514178
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:13:14 BST 2016, end=Thu May 26 15:15:14 BST 2016, operations=74.6564782831835, operationsPerMinute=37.32823914159175, mode=normal, start=Thu May 26 15:15:23 BST 2016, end=Thu May 26 15:19:23 BST 2016, operations=117.89799737110204, operationsPerMinute=29.47449934277551
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:19:32 BST 2016, end=Thu May 26 15:21:32 BST 2016, operations=8.334485036185587, operationsPerMinute=4.1672425180927934, mode=normal, start=Thu May 26 15:22:48 BST 2016, end=Thu May 26 15:26:48 BST 2016, operations=21.142781979362972, operationsPerMinute=5.285695494840743
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:30:12 BST 2016, end=Thu May 26 15:32:12 BST 2016, operations=35.810910773385324, operationsPerMinute=17.905455386692662, mode=normal, start=Thu May 26 15:33:11 BST 2016, end=Thu May 26 15:37:11 BST 2016, operations=71.88076397901371, operationsPerMinute=17.970190994753427
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:37:25 BST 2016, end=Thu May 26 15:39:25 BST 2016, operations=19.39236262607805, operationsPerMinute=9.696181313039025, mode=normal, start=Thu May 26 15:39:51 BST 2016, end=Thu May 26 15:43:51 BST 2016, operations=59.00342005476938, operationsPerMinute=14.750855013692345
