spec.jvm2008.report.run.location=BEDSONTC100
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 03 15:02:50 BST 2016, end=Fri Jun 03 15:02:50 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:02:50 BST 2016, end=Fri Jun 03 15:02:51 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:02:51 BST 2016, end=Fri Jun 03 15:03:03 BST 2016, operations=1.0, operationsPerMinute=4.78965434661132
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:03:03 BST 2016, end=Fri Jun 03 15:03:06 BST 2016, operations=1.0, operationsPerMinute=18.404907975460123
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:03:06 BST 2016, end=Fri Jun 03 15:03:08 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:03:08 BST 2016, end=Fri Jun 03 15:03:16 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:03:16 BST 2016, end=Fri Jun 03 15:03:24 BST 2016, operations=1.0, operationsPerMinute=7.995735607675906
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:03:24 BST 2016, end=Fri Jun 03 15:03:30 BST 2016, operations=1.0, operationsPerMinute=9.071666162685213
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:03:30 BST 2016, end=Fri Jun 03 15:03:32 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:03:32 BST 2016, end=Fri Jun 03 15:03:33 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:03:33 BST 2016, end=Fri Jun 03 15:03:34 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:03:34 BST 2016, end=Fri Jun 03 15:03:40 BST 2016, operations=1.0, operationsPerMinute=10.743061772605193
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:03:40 BST 2016, end=Fri Jun 03 15:03:41 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:03:41 BST 2016, end=Fri Jun 03 15:03:42 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:03:42 BST 2016, end=Fri Jun 03 15:03:44 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:03:44 BST 2016, end=Fri Jun 03 15:03:50 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:03:50 BST 2016, end=Fri Jun 03 15:04:11 BST 2016, operations=1.0, operationsPerMinute=2.9884942969567168
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:04:11 BST 2016, end=Fri Jun 03 15:04:11 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:04:21 BST 2016, end=Fri Jun 03 15:06:21 BST 2016, operations=488.1606436931955, operationsPerMinute=244.08032184659774, mode=normal, start=Fri Jun 03 15:06:23 BST 2016, end=Fri Jun 03 15:10:23 BST 2016, operations=1015.3214476915582, operationsPerMinute=253.83036192288955
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:10:27 BST 2016, end=Fri Jun 03 15:12:27 BST 2016, operations=193.37828286910474, operationsPerMinute=96.68914143455237, mode=normal, start=Fri Jun 03 15:12:31 BST 2016, end=Fri Jun 03 15:16:31 BST 2016, operations=385.84395774611755, operationsPerMinute=96.46098943652939
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:16:34 BST 2016, end=Fri Jun 03 15:18:34 BST 2016, operations=401.3153314691087, operationsPerMinute=200.65766573455434, mode=normal, start=Fri Jun 03 15:18:36 BST 2016, end=Fri Jun 03 15:22:36 BST 2016, operations=803.0303530490469, operationsPerMinute=200.75758826226172
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:22:38 BST 2016, end=Fri Jun 03 15:24:38 BST 2016, operations=140.51567440015677, operationsPerMinute=70.25783720007838, mode=normal, start=Fri Jun 03 15:24:44 BST 2016, end=Fri Jun 03 15:28:44 BST 2016, operations=294.492677642245, operationsPerMinute=73.62316941056125
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:28:48 BST 2016, end=Fri Jun 03 15:30:48 BST 2016, operations=235.86926280603836, operationsPerMinute=117.93463140301918, mode=normal, start=Fri Jun 03 15:30:52 BST 2016, end=Fri Jun 03 15:34:52 BST 2016, operations=471.1383827214229, operationsPerMinute=117.78459568035572
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:34:56 BST 2016, end=Fri Jun 03 15:36:56 BST 2016, operations=409.98803418803425, operationsPerMinute=204.99401709401712, mode=normal, start=Fri Jun 03 15:36:58 BST 2016, end=Fri Jun 03 15:40:58 BST 2016, operations=818.1915270818286, operationsPerMinute=204.54788177045714
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:41:20 BST 2016, end=Fri Jun 03 15:43:20 BST 2016, operations=363.8378231011819, operationsPerMinute=181.91891155059096, mode=normal, start=Fri Jun 03 15:43:22 BST 2016, end=Fri Jun 03 15:47:22 BST 2016, operations=733.5861634670812, operationsPerMinute=183.3965408667703
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 15:47:25 BST 2016, end=Fri Jun 03 15:49:25 BST 2016, operations=209.3805166529215, operationsPerMinute=104.69025832646075, mode=normal, start=Fri Jun 03 15:49:29 BST 2016, end=Fri Jun 03 15:53:29 BST 2016, operations=418.94566942856824, operationsPerMinute=104.73641735714206
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 15:53:31 BST 2016, end=Fri Jun 03 15:55:31 BST 2016, operations=75.00561554671427, operationsPerMinute=37.502807773357134, mode=normal, start=Fri Jun 03 15:55:38 BST 2016, end=Fri Jun 03 15:59:38 BST 2016, operations=146.15327899931032, operationsPerMinute=36.53831974982758
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 15:59:46 BST 2016, end=Fri Jun 03 16:01:46 BST 2016, operations=13.902703896374986, operationsPerMinute=6.951351948187493, mode=normal, start=Fri Jun 03 16:02:30 BST 2016, end=Fri Jun 03 16:06:30 BST 2016, operations=28.021009249361093, operationsPerMinute=7.005252312340273
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:07:21 BST 2016, end=Fri Jun 03 16:09:21 BST 2016, operations=74.13310248967122, operationsPerMinute=37.06655124483561, mode=normal, start=Fri Jun 03 16:09:31 BST 2016, end=Fri Jun 03 16:13:31 BST 2016, operations=150.1915076489398, operationsPerMinute=37.54787691223495
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:13:41 BST 2016, end=Fri Jun 03 16:15:41 BST 2016, operations=43.091947066317886, operationsPerMinute=21.545973533158943, mode=normal, start=Fri Jun 03 16:15:51 BST 2016, end=Fri Jun 03 16:19:51 BST 2016, operations=86.79347253333195, operationsPerMinute=21.698368133332988
