spec.jvm2008.report.run.location=HULL05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jun 21 17:24:43 BST 2016, end=Tue Jun 21 17:24:43 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 17:24:43 BST 2016, end=Tue Jun 21 17:24:43 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 17:24:43 BST 2016, end=Tue Jun 21 17:24:56 BST 2016, operations=1.0, operationsPerMinute=4.64504141828598
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 17:24:56 BST 2016, end=Tue Jun 21 17:24:59 BST 2016, operations=1.0, operationsPerMinute=17.56440281030445
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 17:24:59 BST 2016, end=Tue Jun 21 17:25:01 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 17:25:01 BST 2016, end=Tue Jun 21 17:25:09 BST 2016, operations=1.0, operationsPerMinute=6.967831842991522
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 17:25:09 BST 2016, end=Tue Jun 21 17:25:17 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 17:25:17 BST 2016, end=Tue Jun 21 17:25:24 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 17:25:24 BST 2016, end=Tue Jun 21 17:25:26 BST 2016, operations=1.0, operationsPerMinute=25.817555938037867
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 17:25:26 BST 2016, end=Tue Jun 21 17:25:27 BST 2016, operations=1.0, operationsPerMinute=80.21390374331551
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 17:25:27 BST 2016, end=Tue Jun 21 17:25:28 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 17:25:28 BST 2016, end=Tue Jun 21 17:25:33 BST 2016, operations=1.0, operationsPerMinute=10.509721492380452
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 17:25:33 BST 2016, end=Tue Jun 21 17:25:35 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 17:25:35 BST 2016, end=Tue Jun 21 17:25:36 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 17:25:36 BST 2016, end=Tue Jun 21 17:25:38 BST 2016, operations=1.0, operationsPerMinute=27.272727272727273
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 17:25:38 BST 2016, end=Tue Jun 21 17:25:45 BST 2016, operations=1.0, operationsPerMinute=8.903398130286392
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 17:25:45 BST 2016, end=Tue Jun 21 17:26:06 BST 2016, operations=1.0, operationsPerMinute=2.8723251472066638
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 17:26:06 BST 2016, end=Tue Jun 21 17:26:06 BST 2016, operations=1.0, operationsPerMinute=71.17437722419929
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 17:26:16 BST 2016, end=Tue Jun 21 17:28:16 BST 2016, operations=433.7858209904275, operationsPerMinute=216.89291049521375, mode=normal, start=Tue Jun 21 17:28:18 BST 2016, end=Tue Jun 21 17:32:18 BST 2016, operations=871.7198577916087, operationsPerMinute=217.92996444790217
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 17:32:22 BST 2016, end=Tue Jun 21 17:34:22 BST 2016, operations=175.58614303312882, operationsPerMinute=87.79307151656441, mode=normal, start=Tue Jun 21 17:34:25 BST 2016, end=Tue Jun 21 17:38:25 BST 2016, operations=352.37236049813464, operationsPerMinute=88.09309012453366
benchmark-name=compress, mod=warmup, start=Tue Jun 21 17:38:30 BST 2016, end=Tue Jun 21 17:40:30 BST 2016, operations=287.57285985968474, operationsPerMinute=143.78642992984237, mode=normal, start=Tue Jun 21 17:40:33 BST 2016, end=Tue Jun 21 17:44:33 BST 2016, operations=487.94707536313166, operationsPerMinute=121.98676884078291
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 17:44:35 BST 2016, end=Tue Jun 21 17:46:35 BST 2016, operations=106.04049574201348, operationsPerMinute=53.02024787100674, mode=normal, start=Tue Jun 21 17:46:42 BST 2016, end=Tue Jun 21 17:50:42 BST 2016, operations=223.99548603400217, operationsPerMinute=55.99887150850054
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 17:50:49 BST 2016, end=Tue Jun 21 17:52:49 BST 2016, operations=178.46448790727914, operationsPerMinute=89.23224395363957, mode=normal, start=Tue Jun 21 17:52:53 BST 2016, end=Tue Jun 21 17:56:53 BST 2016, operations=354.9449323685828, operationsPerMinute=88.7362330921457
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 17:57:01 BST 2016, end=Tue Jun 21 17:59:01 BST 2016, operations=306.211225271296, operationsPerMinute=153.105612635648, mode=normal, start=Tue Jun 21 17:59:04 BST 2016, end=Tue Jun 21 18:03:04 BST 2016, operations=612.0218274610946, operationsPerMinute=153.00545686527366
benchmark-name=derby, mod=warmup, start=Tue Jun 21 18:03:27 BST 2016, end=Tue Jun 21 18:05:27 BST 2016, operations=276.25395409178327, operationsPerMinute=138.12697704589164, mode=normal, start=Tue Jun 21 18:05:29 BST 2016, end=Tue Jun 21 18:09:29 BST 2016, operations=552.8782775366656, operationsPerMinute=138.2195693841664
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 18:09:33 BST 2016, end=Tue Jun 21 18:11:33 BST 2016, operations=155.23382590321435, operationsPerMinute=77.61691295160718, mode=normal, start=Tue Jun 21 18:11:40 BST 2016, end=Tue Jun 21 18:15:40 BST 2016, operations=241.37793856509373, operationsPerMinute=60.34448464127343
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 18:15:45 BST 2016, end=Tue Jun 21 18:17:45 BST 2016, operations=67.30564047370797, operationsPerMinute=33.652820236853984, mode=normal, start=Tue Jun 21 18:18:23 BST 2016, end=Tue Jun 21 18:22:23 BST 2016, operations=129.55865575829415, operationsPerMinute=32.38966393957354
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 18:22:35 BST 2016, end=Tue Jun 21 18:24:35 BST 2016, operations=14.122774817631676, operationsPerMinute=7.061387408815838, mode=normal, start=Tue Jun 21 18:25:16 BST 2016, end=Tue Jun 21 18:29:16 BST 2016, operations=28.522830788833, operationsPerMinute=7.13070769720825
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 18:30:30 BST 2016, end=Tue Jun 21 18:32:30 BST 2016, operations=40.802103759327494, operationsPerMinute=20.401051879663747, mode=normal, start=Tue Jun 21 18:32:55 BST 2016, end=Tue Jun 21 18:36:55 BST 2016, operations=114.18743637439286, operationsPerMinute=28.546859093598215
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 18:37:38 BST 2016, end=Tue Jun 21 18:39:38 BST 2016, operations=42.46032016952417, operationsPerMinute=21.230160084762083, mode=normal, start=Tue Jun 21 18:40:05 BST 2016, end=Tue Jun 21 18:44:05 BST 2016, operations=85.30256504076009, operationsPerMinute=21.32564126019002
