spec.jvm2008.report.run.location=SUNSPACE12
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Quad CPU    Q9400  @ 2.66GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=4027
benchmark-name=check, mode=normal, start=Wed Jun 29 17:44:00 BST 2016, end=Wed Jun 29 17:44:00 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 17:44:00 BST 2016, end=Wed Jun 29 17:44:00 BST 2016, operations=1.0, operationsPerMinute=295.5665024630542
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 17:44:00 BST 2016, end=Wed Jun 29 17:44:29 BST 2016, operations=1.0, operationsPerMinute=2.10637177461822
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 17:44:29 BST 2016, end=Wed Jun 29 17:44:35 BST 2016, operations=1.0, operationsPerMinute=9.312432096849294
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 17:44:35 BST 2016, end=Wed Jun 29 17:44:37 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 17:44:37 BST 2016, end=Wed Jun 29 17:44:49 BST 2016, operations=1.0, operationsPerMinute=5.07399577167019
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 17:44:49 BST 2016, end=Wed Jun 29 17:44:58 BST 2016, operations=1.0, operationsPerMinute=6.747638326585695
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 17:44:58 BST 2016, end=Wed Jun 29 17:45:06 BST 2016, operations=1.0, operationsPerMinute=7.865757734661773
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 17:45:06 BST 2016, end=Wed Jun 29 17:45:10 BST 2016, operations=1.0, operationsPerMinute=13.401831583649766
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 17:45:10 BST 2016, end=Wed Jun 29 17:45:12 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 17:45:12 BST 2016, end=Wed Jun 29 17:45:14 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 17:45:14 BST 2016, end=Wed Jun 29 17:45:23 BST 2016, operations=1.0, operationsPerMinute=6.464124111182935
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 17:45:23 BST 2016, end=Wed Jun 29 17:45:25 BST 2016, operations=1.0, operationsPerMinute=27.881040892193308
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 17:45:25 BST 2016, end=Wed Jun 29 17:45:28 BST 2016, operations=1.0, operationsPerMinute=24.65078060805259
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 17:45:28 BST 2016, end=Wed Jun 29 17:45:32 BST 2016, operations=1.0, operationsPerMinute=12.486992715920916
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 17:45:32 BST 2016, end=Wed Jun 29 17:45:40 BST 2016, operations=1.0, operationsPerMinute=7.962840079628401
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 17:45:40 BST 2016, end=Wed Jun 29 17:46:27 BST 2016, operations=1.0, operationsPerMinute=1.2631047113805733
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 17:46:27 BST 2016, end=Wed Jun 29 17:46:29 BST 2016, operations=1.0, operationsPerMinute=34.344590726960504
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 17:46:51 BST 2016, end=Wed Jun 29 17:48:51 BST 2016, operations=292.2106588350041, operationsPerMinute=146.10532941750205, mode=normal, start=Wed Jun 29 17:48:54 BST 2016, end=Wed Jun 29 17:52:54 BST 2016, operations=594.3030303030304, operationsPerMinute=148.5757575757576
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 17:53:01 BST 2016, end=Wed Jun 29 17:55:01 BST 2016, operations=115.2630152893242, operationsPerMinute=57.6315076446621, mode=normal, start=Wed Jun 29 17:55:06 BST 2016, end=Wed Jun 29 17:59:06 BST 2016, operations=231.56234752138968, operationsPerMinute=57.89058688034742
benchmark-name=compress, mod=warmup, start=Wed Jun 29 17:59:11 BST 2016, end=Wed Jun 29 18:01:11 BST 2016, operations=247.58471741679915, operationsPerMinute=123.79235870839958, mode=normal, start=Wed Jun 29 18:01:14 BST 2016, end=Wed Jun 29 18:05:14 BST 2016, operations=497.2635153689083, operationsPerMinute=124.31587884222708
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 18:05:18 BST 2016, end=Wed Jun 29 18:07:18 BST 2016, operations=71.28639100960551, operationsPerMinute=35.643195504802755, mode=normal, start=Wed Jun 29 18:07:27 BST 2016, end=Wed Jun 29 18:11:27 BST 2016, operations=150.14052522591453, operationsPerMinute=37.53513130647863
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 18:11:36 BST 2016, end=Wed Jun 29 18:13:36 BST 2016, operations=150.35968678710987, operationsPerMinute=75.17984339355493, mode=normal, start=Wed Jun 29 18:13:41 BST 2016, end=Wed Jun 29 18:17:41 BST 2016, operations=300.1942087587736, operationsPerMinute=75.0485521896934
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 18:17:46 BST 2016, end=Wed Jun 29 18:19:46 BST 2016, operations=241.56455881972394, operationsPerMinute=120.78227940986197, mode=normal, start=Wed Jun 29 18:19:49 BST 2016, end=Wed Jun 29 18:23:49 BST 2016, operations=483.1109517186352, operationsPerMinute=120.7777379296588
benchmark-name=derby, mod=warmup, start=Wed Jun 29 18:24:41 BST 2016, end=Wed Jun 29 18:26:41 BST 2016, operations=165.76873165789385, operationsPerMinute=82.88436582894693, mode=normal, start=Wed Jun 29 18:26:45 BST 2016, end=Wed Jun 29 18:30:45 BST 2016, operations=334.4337788881213, operationsPerMinute=83.60844472203033
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 18:30:49 BST 2016, end=Wed Jun 29 18:32:49 BST 2016, operations=113.9938518325172, operationsPerMinute=56.9969259162586, mode=normal, start=Wed Jun 29 18:32:56 BST 2016, end=Wed Jun 29 18:36:56 BST 2016, operations=228.08198863801942, operationsPerMinute=57.020497159504856
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 18:37:04 BST 2016, end=Wed Jun 29 18:39:04 BST 2016, operations=35.16210516504431, operationsPerMinute=17.581052582522155, mode=normal, start=Wed Jun 29 18:39:18 BST 2016, end=Wed Jun 29 18:43:18 BST 2016, operations=74.38982432087914, operationsPerMinute=18.597456080219786
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 18:43:33 BST 2016, end=Wed Jun 29 18:45:33 BST 2016, operations=8.838468863747394, operationsPerMinute=4.419234431873697, mode=normal, start=Wed Jun 29 18:46:57 BST 2016, end=Wed Jun 29 18:50:57 BST 2016, operations=17.686342516018296, operationsPerMinute=4.421585629004574
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 18:52:09 BST 2016, end=Wed Jun 29 18:54:09 BST 2016, operations=49.387826812858975, operationsPerMinute=24.693913406429488, mode=normal, start=Wed Jun 29 18:54:25 BST 2016, end=Wed Jun 29 18:58:25 BST 2016, operations=98.86335508776799, operationsPerMinute=24.715838771941996
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 18:58:36 BST 2016, end=Wed Jun 29 19:00:36 BST 2016, operations=28.31959563018254, operationsPerMinute=14.15979781509127, mode=normal, start=Wed Jun 29 19:01:05 BST 2016, end=Wed Jun 29 19:05:05 BST 2016, operations=56.62573473340784, operationsPerMinute=14.15643368335196
