spec.jvm2008.report.run.location=BEDSONTC008
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:18:20 BST 2016, end=Thu May 26 14:18:20 BST 2016, operations=1.0, operationsPerMinute=1363.6363636363637
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:18:20 BST 2016, end=Thu May 26 14:18:20 BST 2016, operations=1.0, operationsPerMinute=289.8550724637681
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:18:20 BST 2016, end=Thu May 26 14:18:34 BST 2016, operations=1.0, operationsPerMinute=4.245082779114193
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:18:34 BST 2016, end=Thu May 26 14:18:38 BST 2016, operations=1.0, operationsPerMinute=16.077170418006432
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:18:38 BST 2016, end=Thu May 26 14:18:39 BST 2016, operations=1.0, operationsPerMinute=44.31314623338257
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:18:39 BST 2016, end=Thu May 26 14:18:48 BST 2016, operations=1.0, operationsPerMinute=7.062978222483814
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:18:48 BST 2016, end=Thu May 26 14:18:55 BST 2016, operations=1.0, operationsPerMinute=8.184422316191515
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:18:55 BST 2016, end=Thu May 26 14:19:02 BST 2016, operations=1.0, operationsPerMinute=9.292240978782717
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:19:02 BST 2016, end=Thu May 26 14:19:04 BST 2016, operations=1.0, operationsPerMinute=25.53191489361702
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:19:04 BST 2016, end=Thu May 26 14:19:05 BST 2016, operations=1.0, operationsPerMinute=75.18796992481202
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:19:05 BST 2016, end=Thu May 26 14:19:06 BST 2016, operations=1.0, operationsPerMinute=60.60606060606061
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:19:06 BST 2016, end=Thu May 26 14:19:12 BST 2016, operations=1.0, operationsPerMinute=10.368066355624675
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:19:12 BST 2016, end=Thu May 26 14:19:13 BST 2016, operations=1.0, operationsPerMinute=40.0266844563042
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:19:13 BST 2016, end=Thu May 26 14:19:14 BST 2016, operations=1.0, operationsPerMinute=57.197330791229746
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:19:14 BST 2016, end=Thu May 26 14:19:17 BST 2016, operations=1.0, operationsPerMinute=25.78427159432746
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:19:17 BST 2016, end=Thu May 26 14:19:23 BST 2016, operations=1.0, operationsPerMinute=9.572431397574984
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:19:23 BST 2016, end=Thu May 26 14:19:44 BST 2016, operations=1.0, operationsPerMinute=2.8567347521782605
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:19:44 BST 2016, end=Thu May 26 14:19:45 BST 2016, operations=1.0, operationsPerMinute=65.359477124183
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:19:56 BST 2016, end=Thu May 26 14:21:56 BST 2016, operations=426.367631955554, operationsPerMinute=213.183815977777, mode=normal, start=Thu May 26 14:21:57 BST 2016, end=Thu May 26 14:25:57 BST 2016, operations=853.3377004335883, operationsPerMinute=213.33442510839708
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:26:01 BST 2016, end=Thu May 26 14:28:01 BST 2016, operations=174.7762912415701, operationsPerMinute=87.38814562078505, mode=normal, start=Thu May 26 14:28:04 BST 2016, end=Thu May 26 14:32:04 BST 2016, operations=347.3698727957885, operationsPerMinute=86.84246819894713
benchmark-name=compress, mod=warmup, start=Thu May 26 14:32:09 BST 2016, end=Thu May 26 14:34:09 BST 2016, operations=390.0954186268295, operationsPerMinute=195.04770931341474, mode=normal, start=Thu May 26 14:34:10 BST 2016, end=Thu May 26 14:38:10 BST 2016, operations=772.5196212812688, operationsPerMinute=193.1299053203172
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:38:12 BST 2016, end=Thu May 26 14:40:12 BST 2016, operations=134.37265248809382, operationsPerMinute=67.18632624404691, mode=normal, start=Thu May 26 14:40:17 BST 2016, end=Thu May 26 14:44:17 BST 2016, operations=284.3616493084005, operationsPerMinute=71.09041232710013
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:44:21 BST 2016, end=Thu May 26 14:46:21 BST 2016, operations=233.03502660086042, operationsPerMinute=116.51751330043021, mode=normal, start=Thu May 26 14:46:24 BST 2016, end=Thu May 26 14:50:24 BST 2016, operations=464.47821052161476, operationsPerMinute=116.11955263040369
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:50:27 BST 2016, end=Thu May 26 14:52:27 BST 2016, operations=394.29327469240144, operationsPerMinute=197.14663734620072, mode=normal, start=Thu May 26 14:52:29 BST 2016, end=Thu May 26 14:56:29 BST 2016, operations=783.6187370600412, operationsPerMinute=195.9046842650103
benchmark-name=derby, mod=warmup, start=Thu May 26 14:56:54 BST 2016, end=Thu May 26 14:58:54 BST 2016, operations=312.042872872651, operationsPerMinute=156.0214364363255, mode=normal, start=Thu May 26 14:58:56 BST 2016, end=Thu May 26 15:02:56 BST 2016, operations=640.0741456201544, operationsPerMinute=160.0185364050386
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:02:59 BST 2016, end=Thu May 26 15:04:59 BST 2016, operations=201.67203992374093, operationsPerMinute=100.83601996187046, mode=normal, start=Thu May 26 15:05:02 BST 2016, end=Thu May 26 15:09:02 BST 2016, operations=405.50169558648435, operationsPerMinute=101.37542389662109
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:09:06 BST 2016, end=Thu May 26 15:11:06 BST 2016, operations=58.65012599708797, operationsPerMinute=29.325062998543984, mode=normal, start=Thu May 26 15:11:14 BST 2016, end=Thu May 26 15:15:14 BST 2016, operations=129.1846870513392, operationsPerMinute=32.2961717628348
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:15:26 BST 2016, end=Thu May 26 15:17:26 BST 2016, operations=10.88779562444107, operationsPerMinute=5.443897812220535, mode=normal, start=Thu May 26 15:18:09 BST 2016, end=Thu May 26 15:22:09 BST 2016, operations=22.9885643077567, operationsPerMinute=5.747141076939175
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:22:53 BST 2016, end=Thu May 26 15:24:53 BST 2016, operations=59.274666055111126, operationsPerMinute=29.637333027555563, mode=normal, start=Thu May 26 15:25:06 BST 2016, end=Thu May 26 15:29:06 BST 2016, operations=118.07465752983276, operationsPerMinute=29.51866438245819
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:29:17 BST 2016, end=Thu May 26 15:31:17 BST 2016, operations=35.365244664184154, operationsPerMinute=17.682622332092077, mode=normal, start=Thu May 26 15:31:37 BST 2016, end=Thu May 26 15:35:37 BST 2016, operations=68.9463304858252, operationsPerMinute=17.2365826214563
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:35:58 BST 2016, end=Thu May 26 15:37:58 BST 2016, operations=652.323732509819, operationsPerMinute=326.1618662549095, mode=normal, start=Thu May 26 15:37:59 BST 2016, end=Thu May 26 15:41:59 BST 2016, operations=1364.5503253729553, operationsPerMinute=341.1375813432388
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:42:01 BST 2016, end=Thu May 26 15:44:01 BST 2016, operations=542.5618636367082, operationsPerMinute=271.2809318183541, mode=normal, start=Thu May 26 15:44:02 BST 2016, end=Thu May 26 15:48:02 BST 2016, operations=1073.9046227179122, operationsPerMinute=268.47615567947804
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:48:03 BST 2016, end=Thu May 26 15:50:03 BST 2016, operations=321.3757644374319, operationsPerMinute=160.68788221871594, mode=normal, start=Thu May 26 15:50:05 BST 2016, end=Thu May 26 15:54:05 BST 2016, operations=646.2555526429619, operationsPerMinute=161.56388816074048
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 15:54:08 BST 2016, end=Thu May 26 15:56:08 BST 2016, operations=475.53853126299134, operationsPerMinute=237.76926563149567, mode=normal, start=Thu May 26 15:56:09 BST 2016, end=Thu May 26 16:00:09 BST 2016, operations=1005.7170581340607, operationsPerMinute=251.42926453351518
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:00:11 BST 2016, end=Thu May 26 16:02:11 BST 2016, operations=120.29576968427926, operationsPerMinute=60.14788484213963, mode=normal, start=Thu May 26 16:02:18 BST 2016, end=Thu May 26 16:06:18 BST 2016, operations=238.63879774029215, operationsPerMinute=59.65969943507304
benchmark-name=serial, mod=warmup, start=Thu May 26 16:06:25 BST 2016, end=Thu May 26 16:08:25 BST 2016, operations=242.43100348901652, operationsPerMinute=121.21550174450826, mode=normal, start=Thu May 26 16:08:27 BST 2016, end=Thu May 26 16:12:27 BST 2016, operations=485.0691792562863, operationsPerMinute=121.26729481407158
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:12:31 BST 2016, end=Thu May 26 16:14:31 BST 2016, operations=181.4096091948265, operationsPerMinute=90.70480459741324, mode=normal, start=Thu May 26 16:14:32 BST 2016, end=Thu May 26 16:18:32 BST 2016, operations=364.8612252677417, operationsPerMinute=91.21530631693543
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:18:52 BST 2016, end=Thu May 26 16:20:52 BST 2016, operations=536.2123482317953, operationsPerMinute=268.10617411589766, mode=normal, start=Thu May 26 16:20:54 BST 2016, end=Thu May 26 16:24:54 BST 2016, operations=1015.7805495577462, operationsPerMinute=253.94513738943655
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:24:56 BST 2016, end=Thu May 26 16:26:56 BST 2016, operations=1034.1223345570033, operationsPerMinute=517.0611672785017, mode=normal, start=Thu May 26 16:26:56 BST 2016, end=Thu May 26 16:30:56 BST 2016, operations=2022.364765778505, operationsPerMinute=505.59119144462625
