spec.jvm2008.report.run.location=UNION91
spec.jvm2008.report.hw.cpu.name=Pentium(R) Dual-Core  CPU      E5800  @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3037
benchmark-name=check, mode=normal, start=Wed Jun 29 19:58:51 BST 2016, end=Wed Jun 29 19:58:51 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 19:58:51 BST 2016, end=Wed Jun 29 19:58:52 BST 2016, operations=1.0, operationsPerMinute=142.51781472684087
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 19:58:52 BST 2016, end=Wed Jun 29 19:59:21 BST 2016, operations=1.0, operationsPerMinute=2.011600227981359
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 19:59:21 BST 2016, end=Wed Jun 29 19:59:28 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 19:59:28 BST 2016, end=Wed Jun 29 19:59:30 BST 2016, operations=1.0, operationsPerMinute=32.327586206896555
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 19:59:30 BST 2016, end=Wed Jun 29 19:59:41 BST 2016, operations=1.0, operationsPerMinute=5.254400560469393
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 19:59:41 BST 2016, end=Wed Jun 29 19:59:50 BST 2016, operations=1.0, operationsPerMinute=7.03152466893238
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 19:59:50 BST 2016, end=Wed Jun 29 19:59:58 BST 2016, operations=1.0, operationsPerMinute=7.881255746748982
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 19:59:58 BST 2016, end=Wed Jun 29 20:00:02 BST 2016, operations=1.0, operationsPerMinute=14.847809948032666
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 20:00:02 BST 2016, end=Wed Jun 29 20:00:03 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 20:00:03 BST 2016, end=Wed Jun 29 20:00:05 BST 2016, operations=1.0, operationsPerMinute=32.87671232876713
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 20:00:05 BST 2016, end=Wed Jun 29 20:00:13 BST 2016, operations=1.0, operationsPerMinute=7.541478129713424
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 20:00:13 BST 2016, end=Wed Jun 29 20:00:14 BST 2016, operations=1.0, operationsPerMinute=32.31017770597738
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 20:00:14 BST 2016, end=Wed Jun 29 20:00:17 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 20:00:17 BST 2016, end=Wed Jun 29 20:00:21 BST 2016, operations=1.0, operationsPerMinute=14.299332697807436
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 20:00:21 BST 2016, end=Wed Jun 29 20:00:29 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 20:00:29 BST 2016, end=Wed Jun 29 20:01:10 BST 2016, operations=1.0, operationsPerMinute=1.4607425441265978
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 20:01:10 BST 2016, end=Wed Jun 29 20:01:12 BST 2016, operations=1.0, operationsPerMinute=36.63003663003663
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 20:01:32 BST 2016, end=Wed Jun 29 20:03:32 BST 2016, operations=203.3270063695947, operationsPerMinute=101.66350318479735, mode=normal, start=Wed Jun 29 20:03:33 BST 2016, end=Wed Jun 29 20:07:33 BST 2016, operations=412.40657764767343, operationsPerMinute=103.10164441191836
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 20:07:40 BST 2016, end=Wed Jun 29 20:09:40 BST 2016, operations=81.89662524433025, operationsPerMinute=40.948312622165126, mode=normal, start=Wed Jun 29 20:09:43 BST 2016, end=Wed Jun 29 20:13:43 BST 2016, operations=164.12883197429306, operationsPerMinute=41.032207993573266
benchmark-name=compress, mod=warmup, start=Wed Jun 29 20:13:46 BST 2016, end=Wed Jun 29 20:15:46 BST 2016, operations=137.2658023579748, operationsPerMinute=68.6329011789874, mode=normal, start=Wed Jun 29 20:15:48 BST 2016, end=Wed Jun 29 20:19:48 BST 2016, operations=273.64610087773326, operationsPerMinute=68.41152521943332
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 20:19:51 BST 2016, end=Wed Jun 29 20:21:51 BST 2016, operations=40.960333090399786, operationsPerMinute=20.480166545199893, mode=normal, start=Wed Jun 29 20:21:59 BST 2016, end=Wed Jun 29 20:25:59 BST 2016, operations=86.74927553331653, operationsPerMinute=21.687318883329134
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 20:26:07 BST 2016, end=Wed Jun 29 20:28:07 BST 2016, operations=85.35569154388673, operationsPerMinute=42.67784577194337, mode=normal, start=Wed Jun 29 20:28:12 BST 2016, end=Wed Jun 29 20:32:12 BST 2016, operations=172.44355130581883, operationsPerMinute=43.11088782645471
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 20:32:15 BST 2016, end=Wed Jun 29 20:34:15 BST 2016, operations=132.99400074990626, operationsPerMinute=66.49700037495313, mode=normal, start=Wed Jun 29 20:34:18 BST 2016, end=Wed Jun 29 20:38:18 BST 2016, operations=272.7435446780719, operationsPerMinute=68.18588616951797
benchmark-name=derby, mod=warmup, start=Wed Jun 29 20:39:02 BST 2016, end=Wed Jun 29 20:41:02 BST 2016, operations=95.52695951388623, operationsPerMinute=47.76347975694311, mode=normal, start=Wed Jun 29 20:41:04 BST 2016, end=Wed Jun 29 20:45:04 BST 2016, operations=191.8300202173112, operationsPerMinute=47.9575050543278
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 20:45:08 BST 2016, end=Wed Jun 29 20:47:08 BST 2016, operations=64.80771922494867, operationsPerMinute=32.403859612474335, mode=normal, start=Wed Jun 29 20:47:13 BST 2016, end=Wed Jun 29 20:51:13 BST 2016, operations=130.31567490540016, operationsPerMinute=32.57891872635004
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 20:51:17 BST 2016, end=Wed Jun 29 20:53:17 BST 2016, operations=17.351184146745894, operationsPerMinute=8.675592073372947, mode=normal, start=Wed Jun 29 20:53:29 BST 2016, end=Wed Jun 29 20:57:29 BST 2016, operations=36.50337394780744, operationsPerMinute=9.12584348695186
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 20:57:40 BST 2016, end=Wed Jun 29 20:59:40 BST 2016, operations=4.254088974871705, operationsPerMinute=2.1270444874358523, mode=normal, start=Wed Jun 29 21:00:57 BST 2016, end=Wed Jun 29 21:04:57 BST 2016, operations=8.096084611250742, operationsPerMinute=2.0240211528126855
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 21:05:51 BST 2016, end=Wed Jun 29 21:07:51 BST 2016, operations=23.108118790022246, operationsPerMinute=11.554059395011123, mode=normal, start=Wed Jun 29 21:08:02 BST 2016, end=Wed Jun 29 21:12:02 BST 2016, operations=46.04628750647482, operationsPerMinute=11.511571876618705
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 21:12:14 BST 2016, end=Wed Jun 29 21:14:14 BST 2016, operations=16.47779803943257, operationsPerMinute=8.238899019716285, mode=normal, start=Wed Jun 29 21:14:33 BST 2016, end=Wed Jun 29 21:18:33 BST 2016, operations=33.176736853469485, operationsPerMinute=8.294184213367371
benchmark-name=scimark.fft.small, mod=warmup, start=Wed Jun 29 21:18:47 BST 2016, end=Wed Jun 29 21:20:47 BST 2016, operations=238.34989587952458, operationsPerMinute=119.17494793976229, mode=normal, start=Wed Jun 29 21:20:48 BST 2016, end=Wed Jun 29 21:24:48 BST 2016, operations=470.73286991823215, operationsPerMinute=117.68321747955804
