spec.jvm2008.report.run.location=CASTLEAZES002
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 09:36:38 BST 2016, end=Thu Jun 23 09:36:38 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 09:36:38 BST 2016, end=Thu Jun 23 09:36:38 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 09:36:38 BST 2016, end=Thu Jun 23 09:36:51 BST 2016, operations=1.0, operationsPerMinute=4.656216048424647
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 09:36:51 BST 2016, end=Thu Jun 23 09:36:54 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 09:36:54 BST 2016, end=Thu Jun 23 09:36:55 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 09:36:55 BST 2016, end=Thu Jun 23 09:37:04 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 09:37:04 BST 2016, end=Thu Jun 23 09:37:11 BST 2016, operations=1.0, operationsPerMinute=8.113590263691684
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 09:37:11 BST 2016, end=Thu Jun 23 09:37:18 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 09:37:18 BST 2016, end=Thu Jun 23 09:37:20 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 09:37:20 BST 2016, end=Thu Jun 23 09:37:21 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 09:37:21 BST 2016, end=Thu Jun 23 09:37:22 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 09:37:22 BST 2016, end=Thu Jun 23 09:37:27 BST 2016, operations=1.0, operationsPerMinute=11.021307861866275
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 09:37:27 BST 2016, end=Thu Jun 23 09:37:29 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 09:37:29 BST 2016, end=Thu Jun 23 09:37:30 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 09:37:30 BST 2016, end=Thu Jun 23 09:37:32 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 09:37:32 BST 2016, end=Thu Jun 23 09:37:38 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 09:37:38 BST 2016, end=Thu Jun 23 09:37:58 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 09:37:58 BST 2016, end=Thu Jun 23 09:37:59 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 09:38:09 BST 2016, end=Thu Jun 23 09:40:09 BST 2016, operations=501.259398392364, operationsPerMinute=250.629699196182, mode=normal, start=Thu Jun 23 09:40:11 BST 2016, end=Thu Jun 23 09:44:11 BST 2016, operations=1005.7862889201901, operationsPerMinute=251.44657223004754
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 09:44:14 BST 2016, end=Thu Jun 23 09:46:14 BST 2016, operations=193.55486342797897, operationsPerMinute=96.77743171398949, mode=normal, start=Thu Jun 23 09:46:18 BST 2016, end=Thu Jun 23 09:50:18 BST 2016, operations=385.7842658833265, operationsPerMinute=96.44606647083162
benchmark-name=compress, mod=warmup, start=Thu Jun 23 09:50:21 BST 2016, end=Thu Jun 23 09:52:21 BST 2016, operations=400.8982712604553, operationsPerMinute=200.44913563022766, mode=normal, start=Thu Jun 23 09:52:23 BST 2016, end=Thu Jun 23 09:56:23 BST 2016, operations=800.2837371300901, operationsPerMinute=200.07093428252253
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 09:56:25 BST 2016, end=Thu Jun 23 09:58:25 BST 2016, operations=139.6923462389774, operationsPerMinute=69.8461731194887, mode=normal, start=Thu Jun 23 09:58:31 BST 2016, end=Thu Jun 23 10:02:31 BST 2016, operations=294.04890912838385, operationsPerMinute=73.51222728209596
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 10:02:36 BST 2016, end=Thu Jun 23 10:04:36 BST 2016, operations=236.62862606982796, operationsPerMinute=118.31431303491398, mode=normal, start=Thu Jun 23 10:04:39 BST 2016, end=Thu Jun 23 10:08:39 BST 2016, operations=475.2192841399189, operationsPerMinute=118.80482103497972
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 10:08:43 BST 2016, end=Thu Jun 23 10:10:43 BST 2016, operations=407.7615938046267, operationsPerMinute=203.88079690231336, mode=normal, start=Thu Jun 23 10:10:44 BST 2016, end=Thu Jun 23 10:14:44 BST 2016, operations=816.2024962379394, operationsPerMinute=204.05062405948485
benchmark-name=derby, mod=warmup, start=Thu Jun 23 10:15:07 BST 2016, end=Thu Jun 23 10:17:07 BST 2016, operations=361.1260157454292, operationsPerMinute=180.5630078727146, mode=normal, start=Thu Jun 23 10:17:09 BST 2016, end=Thu Jun 23 10:21:09 BST 2016, operations=726.1180980243304, operationsPerMinute=181.5295245060826
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 10:21:12 BST 2016, end=Thu Jun 23 10:23:12 BST 2016, operations=208.04375538879984, operationsPerMinute=104.02187769439992, mode=normal, start=Thu Jun 23 10:23:14 BST 2016, end=Thu Jun 23 10:27:14 BST 2016, operations=416.0454281895872, operationsPerMinute=104.0113570473968
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 10:27:17 BST 2016, end=Thu Jun 23 10:29:17 BST 2016, operations=70.71580632239122, operationsPerMinute=35.35790316119561, mode=normal, start=Thu Jun 23 10:29:25 BST 2016, end=Thu Jun 23 10:33:25 BST 2016, operations=154.92152448669358, operationsPerMinute=38.730381121673396
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 10:33:33 BST 2016, end=Thu Jun 23 10:35:33 BST 2016, operations=13.92249970449998, operationsPerMinute=6.96124985224999, mode=normal, start=Thu Jun 23 10:36:16 BST 2016, end=Thu Jun 23 10:40:16 BST 2016, operations=27.85560449714534, operationsPerMinute=6.963901124286335
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 10:40:51 BST 2016, end=Thu Jun 23 10:42:51 BST 2016, operations=74.59101986491683, operationsPerMinute=37.295509932458415, mode=normal, start=Thu Jun 23 10:43:00 BST 2016, end=Thu Jun 23 10:47:00 BST 2016, operations=149.11397171181284, operationsPerMinute=37.27849292795321
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 10:47:11 BST 2016, end=Thu Jun 23 10:49:11 BST 2016, operations=42.990457587009814, operationsPerMinute=21.495228793504907, mode=normal, start=Thu Jun 23 10:49:22 BST 2016, end=Thu Jun 23 10:53:22 BST 2016, operations=84.97831858301083, operationsPerMinute=21.244579645752708
