spec.jvm2008.report.run.location=KINGS07
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Fri Jun 24 23:41:10 BST 2016, end=Fri Jun 24 23:41:10 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 23:41:10 BST 2016, end=Fri Jun 24 23:41:10 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 23:41:10 BST 2016, end=Fri Jun 24 23:41:29 BST 2016, operations=1.0, operationsPerMinute=3.175947491001482
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 23:41:29 BST 2016, end=Fri Jun 24 23:41:33 BST 2016, operations=1.0, operationsPerMinute=14.513788098693759
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 23:41:33 BST 2016, end=Fri Jun 24 23:41:35 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 23:41:35 BST 2016, end=Fri Jun 24 23:41:44 BST 2016, operations=1.0, operationsPerMinute=6.73551863493489
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 23:41:44 BST 2016, end=Fri Jun 24 23:41:51 BST 2016, operations=1.0, operationsPerMinute=7.723001673317029
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 23:41:51 BST 2016, end=Fri Jun 24 23:41:58 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 23:41:58 BST 2016, end=Fri Jun 24 23:42:01 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 23:42:01 BST 2016, end=Fri Jun 24 23:42:02 BST 2016, operations=1.0, operationsPerMinute=67.41573033707866
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 23:42:02 BST 2016, end=Fri Jun 24 23:42:03 BST 2016, operations=1.0, operationsPerMinute=55.762081784386616
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 23:42:03 BST 2016, end=Fri Jun 24 23:42:09 BST 2016, operations=1.0, operationsPerMinute=9.88793671720501
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 23:42:09 BST 2016, end=Fri Jun 24 23:42:10 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 23:42:10 BST 2016, end=Fri Jun 24 23:42:11 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 23:42:11 BST 2016, end=Fri Jun 24 23:42:14 BST 2016, operations=1.0, operationsPerMinute=23.31002331002331
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 23:42:14 BST 2016, end=Fri Jun 24 23:42:21 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 23:42:21 BST 2016, end=Fri Jun 24 23:42:45 BST 2016, operations=1.0, operationsPerMinute=2.50899054946893
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 23:42:45 BST 2016, end=Fri Jun 24 23:42:46 BST 2016, operations=1.0, operationsPerMinute=55.710306406685234
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 23:43:00 BST 2016, end=Fri Jun 24 23:45:00 BST 2016, operations=429.9229752992359, operationsPerMinute=214.96148764961794, mode=normal, start=Fri Jun 24 23:45:01 BST 2016, end=Fri Jun 24 23:49:01 BST 2016, operations=886.5224304373436, operationsPerMinute=221.6306076093359
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 23:49:07 BST 2016, end=Fri Jun 24 23:51:07 BST 2016, operations=172.7334164690451, operationsPerMinute=86.36670823452255, mode=normal, start=Fri Jun 24 23:51:11 BST 2016, end=Fri Jun 24 23:55:11 BST 2016, operations=346.52454878020933, operationsPerMinute=86.63113719505233
benchmark-name=compress, mod=warmup, start=Fri Jun 24 23:55:14 BST 2016, end=Fri Jun 24 23:57:14 BST 2016, operations=373.0462018574824, operationsPerMinute=186.5231009287412, mode=normal, start=Fri Jun 24 23:57:16 BST 2016, end=Sat Jun 25 00:01:16 BST 2016, operations=746.8905102292118, operationsPerMinute=186.72262755730296
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 00:01:18 BST 2016, end=Sat Jun 25 00:03:18 BST 2016, operations=123.53460226264957, operationsPerMinute=61.767301131324786, mode=normal, start=Sat Jun 25 00:03:23 BST 2016, end=Sat Jun 25 00:07:23 BST 2016, operations=259.59399328862844, operationsPerMinute=64.89849832215711
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 00:07:28 BST 2016, end=Sat Jun 25 00:09:28 BST 2016, operations=218.13613190971017, operationsPerMinute=109.06806595485509, mode=normal, start=Sat Jun 25 00:09:31 BST 2016, end=Sat Jun 25 00:13:31 BST 2016, operations=437.705436031199, operationsPerMinute=109.42635900779975
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 00:13:35 BST 2016, end=Sat Jun 25 00:15:35 BST 2016, operations=374.6512010570615, operationsPerMinute=187.32560052853074, mode=normal, start=Sat Jun 25 00:15:37 BST 2016, end=Sat Jun 25 00:19:37 BST 2016, operations=747.98079263021, operationsPerMinute=186.9951981575525
benchmark-name=derby, mod=warmup, start=Sat Jun 25 00:20:54 BST 2016, end=Sat Jun 25 00:22:54 BST 2016, operations=273.4466542562561, operationsPerMinute=136.72332712812806, mode=normal, start=Sat Jun 25 00:22:57 BST 2016, end=Sat Jun 25 00:26:57 BST 2016, operations=549.6551899585064, operationsPerMinute=137.4137974896266
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 00:27:00 BST 2016, end=Sat Jun 25 00:29:00 BST 2016, operations=184.0927245259528, operationsPerMinute=92.0463622629764, mode=normal, start=Sat Jun 25 00:29:05 BST 2016, end=Sat Jun 25 00:33:05 BST 2016, operations=368.7294080889202, operationsPerMinute=92.18235202223005
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 00:33:09 BST 2016, end=Sat Jun 25 00:35:09 BST 2016, operations=99.63066034478499, operationsPerMinute=49.81533017239249, mode=normal, start=Sat Jun 25 00:35:14 BST 2016, end=Sat Jun 25 00:39:14 BST 2016, operations=203.1795765418909, operationsPerMinute=50.794894135472724
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 00:39:19 BST 2016, end=Sat Jun 25 00:41:19 BST 2016, operations=21.7228020333418, operationsPerMinute=10.8614010166709, mode=normal, start=Sat Jun 25 00:41:48 BST 2016, end=Sat Jun 25 00:45:48 BST 2016, operations=43.44679519948815, operationsPerMinute=10.861698799872038
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 00:46:08 BST 2016, end=Sat Jun 25 00:48:08 BST 2016, operations=73.64309221902951, operationsPerMinute=36.821546109514756, mode=normal, start=Sat Jun 25 00:48:19 BST 2016, end=Sat Jun 25 00:52:19 BST 2016, operations=146.81239535207098, operationsPerMinute=36.703098838017745
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 00:52:27 BST 2016, end=Sat Jun 25 00:54:27 BST 2016, operations=72.45854756648798, operationsPerMinute=36.22927378324399, mode=normal, start=Sat Jun 25 00:54:37 BST 2016, end=Sat Jun 25 00:58:37 BST 2016, operations=144.94167268108868, operationsPerMinute=36.23541817027217
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 25 00:58:45 BST 2016, end=Sat Jun 25 01:00:45 BST 2016, operations=624.5914101025832, operationsPerMinute=312.2957050512916, mode=normal, start=Sat Jun 25 01:00:46 BST 2016, end=Sat Jun 25 01:04:46 BST 2016, operations=1219.7960060525672, operationsPerMinute=304.9490015131418
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 25 01:04:48 BST 2016, end=Sat Jun 25 01:06:48 BST 2016, operations=491.9793793410261, operationsPerMinute=245.98968967051306, mode=normal, start=Sat Jun 25 01:06:49 BST 2016, end=Sat Jun 25 01:10:49 BST 2016, operations=982.2370170720285, operationsPerMinute=245.55925426800712
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 25 01:10:51 BST 2016, end=Sat Jun 25 01:12:51 BST 2016, operations=319.87729655110365, operationsPerMinute=159.93864827555183, mode=normal, start=Sat Jun 25 01:12:54 BST 2016, end=Sat Jun 25 01:16:54 BST 2016, operations=639.9003135360576, operationsPerMinute=159.9750783840144
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 25 01:16:56 BST 2016, end=Sat Jun 25 01:18:56 BST 2016, operations=454.01925948090843, operationsPerMinute=227.00962974045422, mode=normal, start=Sat Jun 25 01:18:58 BST 2016, end=Sat Jun 25 01:22:58 BST 2016, operations=914.1225770402305, operationsPerMinute=228.5306442600576
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sat Jun 25 01:23:00 BST 2016, end=Sat Jun 25 01:25:00 BST 2016, operations=103.96535450742762, operationsPerMinute=51.98267725371381, mode=normal, start=Sat Jun 25 01:25:08 BST 2016, end=Sat Jun 25 01:29:08 BST 2016, operations=207.61204593715888, operationsPerMinute=51.90301148428972
benchmark-name=serial, mod=warmup, start=Sat Jun 25 01:29:16 BST 2016, end=Sat Jun 25 01:31:16 BST 2016, operations=183.80590035476138, operationsPerMinute=91.90295017738069, mode=normal, start=Sat Jun 25 01:31:20 BST 2016, end=Sat Jun 25 01:35:20 BST 2016, operations=384.543405969995, operationsPerMinute=96.13585149249874
benchmark-name=sunflow, mod=warmup, start=Sat Jun 25 01:35:23 BST 2016, end=Sat Jun 25 01:37:23 BST 2016, operations=144.16502752062513, operationsPerMinute=72.08251376031257, mode=normal, start=Sat Jun 25 01:37:24 BST 2016, end=Sat Jun 25 01:41:24 BST 2016, operations=265.22372517356956, operationsPerMinute=66.30593129339239
benchmark-name=xml.transform, mod=warmup, start=Sat Jun 25 01:42:35 BST 2016, end=Sat Jun 25 01:44:35 BST 2016, operations=427.78406854732873, operationsPerMinute=213.89203427366436, mode=normal, start=Sat Jun 25 01:44:36 BST 2016, end=Sat Jun 25 01:48:36 BST 2016, operations=757.1247413950696, operationsPerMinute=189.2811853487674
benchmark-name=xml.validation, mod=warmup, start=Sat Jun 25 01:48:39 BST 2016, end=Sat Jun 25 01:50:39 BST 2016, operations=610.2778927183712, operationsPerMinute=305.1389463591856, mode=normal, start=Sat Jun 25 01:50:40 BST 2016, end=Sat Jun 25 01:54:40 BST 2016, operations=1257.4829467378254, operationsPerMinute=314.37073668445635
##-nursultan-##,KINGS07,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,4,8066,check,Fri Jun 24 23:41:10 BST 2016,Fri Jun 24 23:41:10 BST 2016,1.0,1304.3478260869565,startup.helloworld,Fri Jun 24 23:41:10 BST 2016,Fri Jun 24 23:41:10 BST 2016,1.0,480.0,startup.compiler.compiler,Fri Jun 24 23:41:10 BST 2016,Fri Jun 24 23:41:29 BST 2016,1.0,3.175947491001482,startup.compiler.sunflow,Fri Jun 24 23:41:29 BST 2016,Fri Jun 24 23:41:33 BST 2016,1.0,14.513788098693759,startup.compress,Fri Jun 24 23:41:33 BST 2016,Fri Jun 24 23:41:35 BST 2016,1.0,43.22766570605187,startup.crypto.aes,Fri Jun 24 23:41:35 BST 2016,Fri Jun 24 23:41:44 BST 2016,1.0,6.73551863493489,startup.crypto.rsa,Fri Jun 24 23:41:44 BST 2016,Fri Jun 24 23:41:51 BST 2016,1.0,7.723001673317029,startup.crypto.signverify,Fri Jun 24 23:41:51 BST 2016,Fri Jun 24 23:41:58 BST 2016,1.0,9.049773755656108,startup.mpegaudio,Fri Jun 24 23:41:58 BST 2016,Fri Jun 24 23:42:01 BST 2016,1.0,22.363026462914647,startup.scimark.fft,Fri Jun 24 23:42:01 BST 2016,Fri Jun 24 23:42:02 BST 2016,1.0,67.41573033707866,startup.scimark.lu,Fri Jun 24 23:42:02 BST 2016,Fri Jun 24 23:42:03 BST 2016,1.0,55.762081784386616,startup.scimark.monte_carlo,Fri Jun 24 23:42:03 BST 2016,Fri Jun 24 23:42:09 BST 2016,1.0,9.88793671720501,startup.scimark.sor,Fri Jun 24 23:42:09 BST 2016,Fri Jun 24 23:42:10 BST 2016,1.0,39.24133420536298,startup.scimark.sparse,Fri Jun 24 23:42:10 BST 2016,Fri Jun 24 23:42:11 BST 2016,1.0,52.67778753292362,startup.serial,Fri Jun 24 23:42:11 BST 2016,Fri Jun 24 23:42:14 BST 2016,1.0,23.31002331002331,startup.sunflow,Fri Jun 24 23:42:14 BST 2016,Fri Jun 24 23:42:21 BST 2016,1.0,9.049773755656108,startup.xml.transform,Fri Jun 24 23:42:21 BST 2016,Fri Jun 24 23:42:45 BST 2016,1.0,2.50899054946893,startup.xml.validation,Fri Jun 24 23:42:45 BST 2016,Fri Jun 24 23:42:46 BST 2016,1.0,55.710306406685234,compiler.compiler,Fri Jun 24 23:43:00 BST 2016,Fri Jun 24 23:45:00 BST 2016,429.9229752992359,214.96148764961794,Fri Jun 24 23:45:01 BST 2016,Fri Jun 24 23:49:01 BST 2016,886.5224304373436,221.6306076093359,compiler.sunflow,Fri Jun 24 23:49:07 BST 2016,Fri Jun 24 23:51:07 BST 2016,172.7334164690451,86.36670823452255,Fri Jun 24 23:51:11 BST 2016,Fri Jun 24 23:55:11 BST 2016,346.52454878020933,86.63113719505233,compress,Fri Jun 24 23:55:14 BST 2016,Fri Jun 24 23:57:14 BST 2016,373.0462018574824,186.5231009287412,Fri Jun 24 23:57:16 BST 2016,Sat Jun 25 00:01:16 BST 2016,746.8905102292118,186.72262755730296,crypto.aes,Sat Jun 25 00:01:18 BST 2016,Sat Jun 25 00:03:18 BST 2016,123.53460226264957,61.767301131324786,Sat Jun 25 00:03:23 BST 2016,Sat Jun 25 00:07:23 BST 2016,259.59399328862844,64.89849832215711,crypto.rsa,Sat Jun 25 00:07:28 BST 2016,Sat Jun 25 00:09:28 BST 2016,218.13613190971017,109.06806595485509,Sat Jun 25 00:09:31 BST 2016,Sat Jun 25 00:13:31 BST 2016,437.705436031199,109.42635900779975,crypto.signverify,Sat Jun 25 00:13:35 BST 2016,Sat Jun 25 00:15:35 BST 2016,374.6512010570615,187.32560052853074,Sat Jun 25 00:15:37 BST 2016,Sat Jun 25 00:19:37 BST 2016,747.98079263021,186.9951981575525,derby,Sat Jun 25 00:20:54 BST 2016,Sat Jun 25 00:22:54 BST 2016,273.4466542562561,136.72332712812806,Sat Jun 25 00:22:57 BST 2016,Sat Jun 25 00:26:57 BST 2016,549.6551899585064,137.4137974896266,mpegaudio,Sat Jun 25 00:27:00 BST 2016,Sat Jun 25 00:29:00 BST 2016,184.0927245259528,92.0463622629764,Sat Jun 25 00:29:05 BST 2016,Sat Jun 25 00:33:05 BST 2016,368.7294080889202,92.18235202223005,scimark.fft.large,Sat Jun 25 00:33:09 BST 2016,Sat Jun 25 00:35:09 BST 2016,99.63066034478499,49.81533017239249,Sat Jun 25 00:35:14 BST 2016,Sat Jun 25 00:39:14 BST 2016,203.1795765418909,50.794894135472724,scimark.lu.large,Sat Jun 25 00:39:19 BST 2016,Sat Jun 25 00:41:19 BST 2016,21.7228020333418,10.8614010166709,Sat Jun 25 00:41:48 BST 2016,Sat Jun 25 00:45:48 BST 2016,43.44679519948815,10.861698799872038,scimark.sor.large,Sat Jun 25 00:46:08 BST 2016,Sat Jun 25 00:48:08 BST 2016,73.64309221902951,36.821546109514756,Sat Jun 25 00:48:19 BST 2016,Sat Jun 25 00:52:19 BST 2016,146.81239535207098,36.703098838017745,scimark.sparse.large,Sat Jun 25 00:52:27 BST 2016,Sat Jun 25 00:54:27 BST 2016,72.45854756648798,36.22927378324399,Sat Jun 25 00:54:37 BST 2016,Sat Jun 25 00:58:37 BST 2016,144.94167268108868,36.23541817027217,scimark.fft.small,Sat Jun 25 00:58:45 BST 2016,Sat Jun 25 01:00:45 BST 2016,624.5914101025832,312.2957050512916,Sat Jun 25 01:00:46 BST 2016,Sat Jun 25 01:04:46 BST 2016,1219.7960060525672,304.9490015131418,scimark.lu.small,Sat Jun 25 01:04:48 BST 2016,Sat Jun 25 01:06:48 BST 2016,491.9793793410261,245.98968967051306,Sat Jun 25 01:06:49 BST 2016,Sat Jun 25 01:10:49 BST 2016,982.2370170720285,245.55925426800712,scimark.sor.small,Sat Jun 25 01:10:51 BST 2016,Sat Jun 25 01:12:51 BST 2016,319.87729655110365,159.93864827555183,Sat Jun 25 01:12:54 BST 2016,Sat Jun 25 01:16:54 BST 2016,639.9003135360576,159.9750783840144,scimark.sparse.small,Sat Jun 25 01:16:56 BST 2016,Sat Jun 25 01:18:56 BST 2016,454.01925948090843,227.00962974045422,Sat Jun 25 01:18:58 BST 2016,Sat Jun 25 01:22:58 BST 2016,914.1225770402305,228.5306442600576,scimark.monte_carlo,Sat Jun 25 01:23:00 BST 2016,Sat Jun 25 01:25:00 BST 2016,103.96535450742762,51.98267725371381,Sat Jun 25 01:25:08 BST 2016,Sat Jun 25 01:29:08 BST 2016,207.61204593715888,51.90301148428972,serial,Sat Jun 25 01:29:16 BST 2016,Sat Jun 25 01:31:16 BST 2016,183.80590035476138,91.90295017738069,Sat Jun 25 01:31:20 BST 2016,Sat Jun 25 01:35:20 BST 2016,384.543405969995,96.13585149249874,sunflow,Sat Jun 25 01:35:23 BST 2016,Sat Jun 25 01:37:23 BST 2016,144.16502752062513,72.08251376031257,Sat Jun 25 01:37:24 BST 2016,Sat Jun 25 01:41:24 BST 2016,265.22372517356956,66.30593129339239,xml.transform,Sat Jun 25 01:42:35 BST 2016,Sat Jun 25 01:44:35 BST 2016,427.78406854732873,213.89203427366436,Sat Jun 25 01:44:36 BST 2016,Sat Jun 25 01:48:36 BST 2016,757.1247413950696,189.2811853487674,xml.validation,Sat Jun 25 01:48:39 BST 2016,Sat Jun 25 01:50:39 BST 2016,610.2778927183712,305.1389463591856,Sat Jun 25 01:50:40 BST 2016,Sat Jun 25 01:54:40 BST 2016,1257.4829467378254,314.37073668445635
