spec.jvm2008.report.run.location=LAW007
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 05:49:00 BST 2016, end=Mon Jun 27 05:49:00 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 05:49:00 BST 2016, end=Mon Jun 27 05:49:00 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 05:49:00 BST 2016, end=Mon Jun 27 05:49:19 BST 2016, operations=1.0, operationsPerMinute=3.2374682997895645
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 05:49:19 BST 2016, end=Mon Jun 27 05:49:23 BST 2016, operations=1.0, operationsPerMinute=14.570179698882953
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 05:49:23 BST 2016, end=Mon Jun 27 05:49:24 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 05:49:24 BST 2016, end=Mon Jun 27 05:49:33 BST 2016, operations=1.0, operationsPerMinute=6.642311524410495
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 05:49:33 BST 2016, end=Mon Jun 27 05:49:41 BST 2016, operations=1.0, operationsPerMinute=7.7389397652521605
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 05:49:41 BST 2016, end=Mon Jun 27 05:49:48 BST 2016, operations=1.0, operationsPerMinute=8.861320336730174
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 05:49:48 BST 2016, end=Mon Jun 27 05:49:51 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 05:49:51 BST 2016, end=Mon Jun 27 05:49:51 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 05:49:51 BST 2016, end=Mon Jun 27 05:49:53 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 05:49:53 BST 2016, end=Mon Jun 27 05:49:59 BST 2016, operations=1.0, operationsPerMinute=9.914077990746861
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 05:49:59 BST 2016, end=Mon Jun 27 05:50:00 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 05:50:00 BST 2016, end=Mon Jun 27 05:50:01 BST 2016, operations=1.0, operationsPerMinute=51.94805194805195
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 05:50:01 BST 2016, end=Mon Jun 27 05:50:04 BST 2016, operations=1.0, operationsPerMinute=23.31002331002331
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 05:50:04 BST 2016, end=Mon Jun 27 05:50:11 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 05:50:11 BST 2016, end=Mon Jun 27 05:50:35 BST 2016, operations=1.0, operationsPerMinute=2.4404132433092003
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 05:50:35 BST 2016, end=Mon Jun 27 05:50:36 BST 2016, operations=1.0, operationsPerMinute=54.200542005420054
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 05:50:52 BST 2016, end=Mon Jun 27 05:52:52 BST 2016, operations=413.9386940479905, operationsPerMinute=206.96934702399525, mode=normal, start=Mon Jun 27 05:52:54 BST 2016, end=Mon Jun 27 05:56:54 BST 2016, operations=853.411840210627, operationsPerMinute=213.35296005265675
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 05:56:59 BST 2016, end=Mon Jun 27 05:58:59 BST 2016, operations=167.07498854049757, operationsPerMinute=83.53749427024879, mode=normal, start=Mon Jun 27 05:59:02 BST 2016, end=Mon Jun 27 06:03:02 BST 2016, operations=332.9863774773275, operationsPerMinute=83.24659436933187
benchmark-name=compress, mod=warmup, start=Mon Jun 27 06:03:06 BST 2016, end=Mon Jun 27 06:05:06 BST 2016, operations=344.28723826099485, operationsPerMinute=172.14361913049743, mode=normal, start=Mon Jun 27 06:05:08 BST 2016, end=Mon Jun 27 06:09:08 BST 2016, operations=701.1052222048153, operationsPerMinute=175.27630555120382
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 06:09:10 BST 2016, end=Mon Jun 27 06:11:10 BST 2016, operations=114.87261896247615, operationsPerMinute=57.43630948123808, mode=normal, start=Mon Jun 27 06:11:16 BST 2016, end=Mon Jun 27 06:15:16 BST 2016, operations=244.26659615185164, operationsPerMinute=61.06664903796291
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 06:15:23 BST 2016, end=Mon Jun 27 06:17:23 BST 2016, operations=204.7670045384549, operationsPerMinute=102.38350226922745, mode=normal, start=Mon Jun 27 06:17:26 BST 2016, end=Mon Jun 27 06:21:26 BST 2016, operations=409.9058929037952, operationsPerMinute=102.4764732259488
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 06:21:29 BST 2016, end=Mon Jun 27 06:23:29 BST 2016, operations=351.0368050075172, operationsPerMinute=175.5184025037586, mode=normal, start=Mon Jun 27 06:23:32 BST 2016, end=Mon Jun 27 06:27:32 BST 2016, operations=702.1776544471165, operationsPerMinute=175.54441361177913
benchmark-name=derby, mod=warmup, start=Mon Jun 27 06:28:33 BST 2016, end=Mon Jun 27 06:30:33 BST 2016, operations=240.93257510110763, operationsPerMinute=120.46628755055382, mode=normal, start=Mon Jun 27 06:30:36 BST 2016, end=Mon Jun 27 06:34:36 BST 2016, operations=496.471091394155, operationsPerMinute=124.11777284853875
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 06:34:39 BST 2016, end=Mon Jun 27 06:36:39 BST 2016, operations=172.60800481559565, operationsPerMinute=86.30400240779782, mode=normal, start=Mon Jun 27 06:36:44 BST 2016, end=Mon Jun 27 06:40:44 BST 2016, operations=340.21056196288896, operationsPerMinute=85.05264049072224
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 06:40:48 BST 2016, end=Mon Jun 27 06:42:48 BST 2016, operations=100.78836339639565, operationsPerMinute=50.394181698197826, mode=normal, start=Mon Jun 27 06:42:56 BST 2016, end=Mon Jun 27 06:46:56 BST 2016, operations=200.1174069728377, operationsPerMinute=50.029351743209425
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 06:47:02 BST 2016, end=Mon Jun 27 06:49:02 BST 2016, operations=22.313906061755933, operationsPerMinute=11.156953030877967, mode=normal, start=Mon Jun 27 06:49:27 BST 2016, end=Mon Jun 27 06:53:27 BST 2016, operations=44.92874710926581, operationsPerMinute=11.232186777316452
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 06:53:54 BST 2016, end=Mon Jun 27 06:55:54 BST 2016, operations=69.00283996080616, operationsPerMinute=34.50141998040308, mode=normal, start=Mon Jun 27 06:56:05 BST 2016, end=Mon Jun 27 07:00:05 BST 2016, operations=138.63980711520892, operationsPerMinute=34.65995177880223
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 07:00:13 BST 2016, end=Mon Jun 27 07:02:13 BST 2016, operations=75.22906605277, operationsPerMinute=37.614533026385, mode=normal, start=Mon Jun 27 07:02:21 BST 2016, end=Mon Jun 27 07:06:21 BST 2016, operations=150.37249887289252, operationsPerMinute=37.59312471822313
