spec.jvm2008.report.run.location=LAW087
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Mon Jun 27 05:48:36 BST 2016, end=Mon Jun 27 05:48:36 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 05:48:36 BST 2016, end=Mon Jun 27 05:48:37 BST 2016, operations=1.0, operationsPerMinute=101.1804384485666
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 05:48:37 BST 2016, end=Mon Jun 27 05:49:10 BST 2016, operations=1.0, operationsPerMinute=1.7955470433325353
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 05:49:10 BST 2016, end=Mon Jun 27 05:49:17 BST 2016, operations=1.0, operationsPerMinute=8.701957940536621
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 05:49:17 BST 2016, end=Mon Jun 27 05:49:19 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 05:49:19 BST 2016, end=Mon Jun 27 05:49:32 BST 2016, operations=1.0, operationsPerMinute=4.825478526620556
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 05:49:32 BST 2016, end=Mon Jun 27 05:49:41 BST 2016, operations=1.0, operationsPerMinute=6.442607108343176
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 05:49:41 BST 2016, end=Mon Jun 27 05:49:48 BST 2016, operations=1.0, operationsPerMinute=8.165487207403375
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 05:49:48 BST 2016, end=Mon Jun 27 05:49:51 BST 2016, operations=1.0, operationsPerMinute=19.04157410345922
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 05:49:51 BST 2016, end=Mon Jun 27 05:49:52 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 05:49:52 BST 2016, end=Mon Jun 27 05:49:53 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 05:49:53 BST 2016, end=Mon Jun 27 05:50:00 BST 2016, operations=1.0, operationsPerMinute=8.782201405152225
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 05:50:00 BST 2016, end=Mon Jun 27 05:50:02 BST 2016, operations=1.0, operationsPerMinute=34.32494279176201
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 05:50:02 BST 2016, end=Mon Jun 27 05:50:03 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 05:50:03 BST 2016, end=Mon Jun 27 05:50:07 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 05:50:07 BST 2016, end=Mon Jun 27 05:50:14 BST 2016, operations=1.0, operationsPerMinute=8.271298593879239
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 05:50:14 BST 2016, end=Mon Jun 27 05:50:42 BST 2016, operations=1.0, operationsPerMinute=2.153470676907616
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 05:50:42 BST 2016, end=Mon Jun 27 05:50:43 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 05:51:02 BST 2016, end=Mon Jun 27 05:53:02 BST 2016, operations=352.6519750291475, operationsPerMinute=176.32598751457374, mode=normal, start=Mon Jun 27 05:53:04 BST 2016, end=Mon Jun 27 05:57:04 BST 2016, operations=714.9858420268256, operationsPerMinute=178.7464605067064
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 05:57:11 BST 2016, end=Mon Jun 27 05:59:11 BST 2016, operations=138.00519260117233, operationsPerMinute=69.00259630058616, mode=normal, start=Mon Jun 27 05:59:15 BST 2016, end=Mon Jun 27 06:03:15 BST 2016, operations=272.65548064127097, operationsPerMinute=68.16387016031774
benchmark-name=compress, mod=warmup, start=Mon Jun 27 06:03:21 BST 2016, end=Mon Jun 27 06:05:21 BST 2016, operations=269.1221461759184, operationsPerMinute=134.5610730879592, mode=normal, start=Mon Jun 27 06:05:24 BST 2016, end=Mon Jun 27 06:09:24 BST 2016, operations=543.0989012523211, operationsPerMinute=135.77472531308027
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 06:09:26 BST 2016, end=Mon Jun 27 06:11:26 BST 2016, operations=84.7630238551622, operationsPerMinute=42.3815119275811, mode=normal, start=Mon Jun 27 06:11:34 BST 2016, end=Mon Jun 27 06:15:34 BST 2016, operations=178.070639846925, operationsPerMinute=44.51765996173125
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 06:15:43 BST 2016, end=Mon Jun 27 06:17:43 BST 2016, operations=145.90172364141614, operationsPerMinute=72.95086182070807, mode=normal, start=Mon Jun 27 06:17:47 BST 2016, end=Mon Jun 27 06:21:47 BST 2016, operations=293.5045261185082, operationsPerMinute=73.37613152962705
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 06:21:52 BST 2016, end=Mon Jun 27 06:23:52 BST 2016, operations=251.31337103585065, operationsPerMinute=125.65668551792533, mode=normal, start=Mon Jun 27 06:23:55 BST 2016, end=Mon Jun 27 06:27:55 BST 2016, operations=497.9659428871505, operationsPerMinute=124.49148572178763
benchmark-name=derby, mod=warmup, start=Mon Jun 27 06:29:27 BST 2016, end=Mon Jun 27 06:31:27 BST 2016, operations=205.41423133006907, operationsPerMinute=102.70711566503454, mode=normal, start=Mon Jun 27 06:31:31 BST 2016, end=Mon Jun 27 06:35:31 BST 2016, operations=411.0944442509923, operationsPerMinute=102.77361106274807
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 06:35:35 BST 2016, end=Mon Jun 27 06:37:35 BST 2016, operations=134.1467094218089, operationsPerMinute=67.07335471090445, mode=normal, start=Mon Jun 27 06:37:41 BST 2016, end=Mon Jun 27 06:41:41 BST 2016, operations=263.35888779323477, operationsPerMinute=65.83972194830869
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 06:41:46 BST 2016, end=Mon Jun 27 06:43:46 BST 2016, operations=61.48999045350186, operationsPerMinute=30.74499522675093, mode=normal, start=Mon Jun 27 06:43:55 BST 2016, end=Mon Jun 27 06:47:55 BST 2016, operations=114.63604734456084, operationsPerMinute=28.65901183614021
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 06:48:04 BST 2016, end=Mon Jun 27 06:50:04 BST 2016, operations=11.529383272970737, operationsPerMinute=5.764691636485368, mode=normal, start=Mon Jun 27 06:51:00 BST 2016, end=Mon Jun 27 06:55:00 BST 2016, operations=22.999088321797572, operationsPerMinute=5.749772080449393
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 06:55:41 BST 2016, end=Mon Jun 27 06:57:41 BST 2016, operations=53.74091831086854, operationsPerMinute=26.87045915543427, mode=normal, start=Mon Jun 27 06:57:53 BST 2016, end=Mon Jun 27 07:01:53 BST 2016, operations=110.28703229540713, operationsPerMinute=27.571758073851782
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 07:02:04 BST 2016, end=Mon Jun 27 07:04:04 BST 2016, operations=37.20208059209199, operationsPerMinute=18.601040296045994, mode=normal, start=Mon Jun 27 07:04:21 BST 2016, end=Mon Jun 27 07:08:21 BST 2016, operations=74.47520519906784, operationsPerMinute=18.61880129976696
