spec.jvm2008.report.run.location=NIDD92
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 09:31:55 BST 2016, end=Sun Jun 26 09:31:56 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 09:31:56 BST 2016, end=Sun Jun 26 09:31:56 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 09:31:56 BST 2016, end=Sun Jun 26 09:32:19 BST 2016, operations=1.0, operationsPerMinute=2.593473092716663
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 09:32:19 BST 2016, end=Sun Jun 26 09:32:25 BST 2016, operations=1.0, operationsPerMinute=10.771992818671455
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 09:32:25 BST 2016, end=Sun Jun 26 09:32:27 BST 2016, operations=1.0, operationsPerMinute=35.9496704613541
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 09:32:27 BST 2016, end=Sun Jun 26 09:32:38 BST 2016, operations=1.0, operationsPerMinute=5.510147855634126
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 09:32:38 BST 2016, end=Sun Jun 26 09:32:46 BST 2016, operations=1.0, operationsPerMinute=6.807351940095303
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 09:32:46 BST 2016, end=Sun Jun 26 09:32:54 BST 2016, operations=1.0, operationsPerMinute=8.13228517213337
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 09:32:54 BST 2016, end=Sun Jun 26 09:32:57 BST 2016, operations=1.0, operationsPerMinute=16.944365998305564
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 09:32:57 BST 2016, end=Sun Jun 26 09:32:59 BST 2016, operations=1.0, operationsPerMinute=49.91680532445923
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 09:32:59 BST 2016, end=Sun Jun 26 09:33:00 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 09:33:00 BST 2016, end=Sun Jun 26 09:33:08 BST 2016, operations=1.0, operationsPerMinute=7.77000777000777
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 09:33:08 BST 2016, end=Sun Jun 26 09:33:10 BST 2016, operations=1.0, operationsPerMinute=31.007751937984494
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 09:33:10 BST 2016, end=Sun Jun 26 09:33:11 BST 2016, operations=1.0, operationsPerMinute=39.656311962987445
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 09:33:11 BST 2016, end=Sun Jun 26 09:33:14 BST 2016, operations=1.0, operationsPerMinute=17.97483523067705
