spec.jvm2008.report.run.location=BARN-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 19:06:11 BST 2016, end=Fri Jul 01 19:06:11 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 19:06:11 BST 2016, end=Fri Jul 01 19:06:11 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 19:06:11 BST 2016, end=Fri Jul 01 19:06:24 BST 2016, operations=1.0, operationsPerMinute=4.435901227266006
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 19:06:24 BST 2016, end=Fri Jul 01 19:06:27 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 19:06:27 BST 2016, end=Fri Jul 01 19:06:29 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 19:06:29 BST 2016, end=Fri Jul 01 19:06:37 BST 2016, operations=1.0, operationsPerMinute=7.14881448826403
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 19:06:37 BST 2016, end=Fri Jul 01 19:06:45 BST 2016, operations=1.0, operationsPerMinute=8.012820512820513
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 19:06:45 BST 2016, end=Fri Jul 01 19:06:51 BST 2016, operations=1.0, operationsPerMinute=9.029345372460497
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 19:06:51 BST 2016, end=Fri Jul 01 19:06:54 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 19:06:54 BST 2016, end=Fri Jul 01 19:06:54 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 19:06:54 BST 2016, end=Fri Jul 01 19:06:55 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 19:06:55 BST 2016, end=Fri Jul 01 19:07:01 BST 2016, operations=1.0, operationsPerMinute=10.803024846957149
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 19:07:01 BST 2016, end=Fri Jul 01 19:07:02 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 19:07:02 BST 2016, end=Fri Jul 01 19:07:03 BST 2016, operations=1.0, operationsPerMinute=61.98347107438016
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 19:07:03 BST 2016, end=Fri Jul 01 19:07:05 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 19:07:05 BST 2016, end=Fri Jul 01 19:07:12 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 19:07:12 BST 2016, end=Fri Jul 01 19:07:32 BST 2016, operations=1.0, operationsPerMinute=2.9837386244964943
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 19:07:32 BST 2016, end=Fri Jul 01 19:07:33 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 19:07:43 BST 2016, end=Fri Jul 01 19:09:43 BST 2016, operations=486.71297922711915, operationsPerMinute=243.35648961355957, mode=normal, start=Fri Jul 01 19:09:44 BST 2016, end=Fri Jul 01 19:13:44 BST 2016, operations=1023.741024470601, operationsPerMinute=255.93525611765025
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 19:13:48 BST 2016, end=Fri Jul 01 19:15:48 BST 2016, operations=201.5532633914613, operationsPerMinute=100.77663169573064, mode=normal, start=Fri Jul 01 19:15:52 BST 2016, end=Fri Jul 01 19:19:52 BST 2016, operations=394.5180850577407, operationsPerMinute=98.62952126443517
benchmark-name=compress, mod=warmup, start=Fri Jul 01 19:19:55 BST 2016, end=Fri Jul 01 19:21:55 BST 2016, operations=399.8199736950382, operationsPerMinute=199.9099868475191, mode=normal, start=Fri Jul 01 19:21:58 BST 2016, end=Fri Jul 01 19:25:58 BST 2016, operations=798.9359583708349, operationsPerMinute=199.73398959270872
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 19:25:59 BST 2016, end=Fri Jul 01 19:27:59 BST 2016, operations=139.2134933526454, operationsPerMinute=69.6067466763227, mode=normal, start=Fri Jul 01 19:28:03 BST 2016, end=Fri Jul 01 19:32:03 BST 2016, operations=293.3894318377151, operationsPerMinute=73.34735795942878
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 19:32:08 BST 2016, end=Fri Jul 01 19:34:08 BST 2016, operations=236.90485763162084, operationsPerMinute=118.45242881581042, mode=normal, start=Fri Jul 01 19:34:11 BST 2016, end=Fri Jul 01 19:38:11 BST 2016, operations=473.1775920431929, operationsPerMinute=118.29439801079822
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 19:38:13 BST 2016, end=Fri Jul 01 19:40:13 BST 2016, operations=406.57464026831116, operationsPerMinute=203.28732013415558, mode=normal, start=Fri Jul 01 19:40:16 BST 2016, end=Fri Jul 01 19:44:16 BST 2016, operations=811.6871523919226, operationsPerMinute=202.92178809798065
benchmark-name=derby, mod=warmup, start=Fri Jul 01 19:44:38 BST 2016, end=Fri Jul 01 19:46:38 BST 2016, operations=365.1525972994724, operationsPerMinute=182.5762986497362, mode=normal, start=Fri Jul 01 19:46:40 BST 2016, end=Fri Jul 01 19:50:40 BST 2016, operations=731.6558523678472, operationsPerMinute=182.9139630919618
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 19:50:42 BST 2016, end=Fri Jul 01 19:52:42 BST 2016, operations=207.87716097464732, operationsPerMinute=103.93858048732366, mode=normal, start=Fri Jul 01 19:52:46 BST 2016, end=Fri Jul 01 19:56:46 BST 2016, operations=415.82091170479055, operationsPerMinute=103.95522792619764
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 19:56:50 BST 2016, end=Fri Jul 01 19:58:50 BST 2016, operations=78.41089421783794, operationsPerMinute=39.20544710891897, mode=normal, start=Fri Jul 01 19:58:57 BST 2016, end=Fri Jul 01 20:02:57 BST 2016, operations=155.20183423365174, operationsPerMinute=38.800458558412934
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 20:03:05 BST 2016, end=Fri Jul 01 20:05:05 BST 2016, operations=13.860062478056218, operationsPerMinute=6.930031239028109, mode=normal, start=Fri Jul 01 20:05:49 BST 2016, end=Fri Jul 01 20:09:49 BST 2016, operations=27.92798264750095, operationsPerMinute=6.981995661875238
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 20:10:33 BST 2016, end=Fri Jul 01 20:12:33 BST 2016, operations=74.54264865155716, operationsPerMinute=37.27132432577858, mode=normal, start=Fri Jul 01 20:12:41 BST 2016, end=Fri Jul 01 20:16:41 BST 2016, operations=148.8587812382639, operationsPerMinute=37.214695309565975
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 20:16:51 BST 2016, end=Fri Jul 01 20:18:51 BST 2016, operations=42.2584718940746, operationsPerMinute=21.1292359470373, mode=normal, start=Fri Jul 01 20:19:04 BST 2016, end=Fri Jul 01 20:23:04 BST 2016, operations=85.4113357671674, operationsPerMinute=21.35283394179185
