spec.jvm2008.report.run.location=HULL38
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 16:57:22 BST 2016, end=Tue Jun 21 16:57:22 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 16:57:22 BST 2016, end=Tue Jun 21 16:57:24 BST 2016, operations=1.0, operationsPerMinute=41.78272980501393
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 16:57:24 BST 2016, end=Tue Jun 21 16:57:59 BST 2016, operations=1.0, operationsPerMinute=1.6976967913530643
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 16:57:59 BST 2016, end=Tue Jun 21 16:58:06 BST 2016, operations=1.0, operationsPerMinute=8.451894633046908
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 16:58:06 BST 2016, end=Tue Jun 21 16:58:09 BST 2016, operations=1.0, operationsPerMinute=20.236087689713322
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 16:58:09 BST 2016, end=Tue Jun 21 16:58:20 BST 2016, operations=1.0, operationsPerMinute=5.401026194977046
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 16:58:20 BST 2016, end=Tue Jun 21 16:58:29 BST 2016, operations=1.0, operationsPerMinute=6.866559853513389
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 16:58:29 BST 2016, end=Tue Jun 21 16:58:37 BST 2016, operations=1.0, operationsPerMinute=8.18219009954998
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 16:58:37 BST 2016, end=Tue Jun 21 16:58:40 BST 2016, operations=1.0, operationsPerMinute=16.0857908847185
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 16:58:40 BST 2016, end=Tue Jun 21 16:58:41 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 16:58:41 BST 2016, end=Tue Jun 21 16:58:43 BST 2016, operations=1.0, operationsPerMinute=46.875
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 16:58:43 BST 2016, end=Tue Jun 21 16:58:50 BST 2016, operations=1.0, operationsPerMinute=8.413967185527977
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 16:58:50 BST 2016, end=Tue Jun 21 16:58:52 BST 2016, operations=1.0, operationsPerMinute=32.57328990228013
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 16:58:52 BST 2016, end=Tue Jun 21 16:58:53 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 16:58:53 BST 2016, end=Tue Jun 21 16:58:56 BST 2016, operations=1.0, operationsPerMinute=18.220467658669907
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 16:58:56 BST 2016, end=Tue Jun 21 16:59:04 BST 2016, operations=1.0, operationsPerMinute=7.83187573423835
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 16:59:04 BST 2016, end=Tue Jun 21 16:59:39 BST 2016, operations=1.0, operationsPerMinute=1.7166399633783473
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 16:59:39 BST 2016, end=Tue Jun 21 16:59:41 BST 2016, operations=1.0, operationsPerMinute=30.51881993896236
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 16:59:58 BST 2016, end=Tue Jun 21 17:01:58 BST 2016, operations=324.6393544284465, operationsPerMinute=162.31967721422325, mode=normal, start=Tue Jun 21 17:02:01 BST 2016, end=Tue Jun 21 17:06:01 BST 2016, operations=654.4327498438269, operationsPerMinute=163.6081874609567
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 17:06:08 BST 2016, end=Tue Jun 21 17:08:08 BST 2016, operations=129.90164025919316, operationsPerMinute=64.95082012959658, mode=normal, start=Tue Jun 21 17:08:13 BST 2016, end=Tue Jun 21 17:12:13 BST 2016, operations=264.44630458687834, operationsPerMinute=66.11157614671959
benchmark-name=compress, mod=warmup, start=Tue Jun 21 17:12:19 BST 2016, end=Tue Jun 21 17:14:19 BST 2016, operations=251.1191091918053, operationsPerMinute=125.55955459590265, mode=normal, start=Tue Jun 21 17:14:22 BST 2016, end=Tue Jun 21 17:18:22 BST 2016, operations=495.96567897129523, operationsPerMinute=123.99141974282381
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 17:18:25 BST 2016, end=Tue Jun 21 17:20:25 BST 2016, operations=80.31667433959375, operationsPerMinute=40.15833716979687, mode=normal, start=Tue Jun 21 17:20:34 BST 2016, end=Tue Jun 21 17:24:34 BST 2016, operations=166.58409549825828, operationsPerMinute=41.64602387456457
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 17:24:41 BST 2016, end=Tue Jun 21 17:26:41 BST 2016, operations=132.18020000510057, operationsPerMinute=66.09010000255029, mode=normal, start=Tue Jun 21 17:26:47 BST 2016, end=Tue Jun 21 17:30:47 BST 2016, operations=269.1012130864511, operationsPerMinute=67.27530327161277
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 17:30:52 BST 2016, end=Tue Jun 21 17:32:52 BST 2016, operations=231.98547914227095, operationsPerMinute=115.99273957113547, mode=normal, start=Tue Jun 21 17:32:55 BST 2016, end=Tue Jun 21 17:36:55 BST 2016, operations=459.28623395007907, operationsPerMinute=114.82155848751977
benchmark-name=derby, mod=warmup, start=Tue Jun 21 17:38:31 BST 2016, end=Tue Jun 21 17:40:31 BST 2016, operations=178.40491312434915, operationsPerMinute=89.20245656217458, mode=normal, start=Tue Jun 21 17:40:36 BST 2016, end=Tue Jun 21 17:44:36 BST 2016, operations=373.10921788243894, operationsPerMinute=93.27730447060974
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 17:44:40 BST 2016, end=Tue Jun 21 17:46:40 BST 2016, operations=122.60420951591598, operationsPerMinute=61.30210475795799, mode=normal, start=Tue Jun 21 17:46:45 BST 2016, end=Tue Jun 21 17:50:45 BST 2016, operations=246.31795751221813, operationsPerMinute=61.57948937805453
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 17:50:51 BST 2016, end=Tue Jun 21 17:52:51 BST 2016, operations=90.28239701077507, operationsPerMinute=45.141198505387536, mode=normal, start=Tue Jun 21 17:52:56 BST 2016, end=Tue Jun 21 17:56:56 BST 2016, operations=183.98792639054216, operationsPerMinute=45.99698159763554
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 17:57:03 BST 2016, end=Tue Jun 21 17:59:03 BST 2016, operations=21.54343133697433, operationsPerMinute=10.771715668487165, mode=normal, start=Tue Jun 21 17:59:30 BST 2016, end=Tue Jun 21 18:03:30 BST 2016, operations=43.04145213591784, operationsPerMinute=10.76036303397946
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 18:03:52 BST 2016, end=Tue Jun 21 18:05:52 BST 2016, operations=51.278258984323266, operationsPerMinute=25.639129492161633, mode=normal, start=Tue Jun 21 18:06:05 BST 2016, end=Tue Jun 21 18:10:05 BST 2016, operations=98.00591680235486, operationsPerMinute=24.501479200588715
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 18:10:20 BST 2016, end=Tue Jun 21 18:12:20 BST 2016, operations=63.99444919623433, operationsPerMinute=31.997224598117164, mode=normal, start=Tue Jun 21 18:12:32 BST 2016, end=Tue Jun 21 18:16:32 BST 2016, operations=127.47243534977866, operationsPerMinute=31.868108837444666
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 21 18:16:43 BST 2016, end=Tue Jun 21 18:18:43 BST 2016, operations=461.14046307710385, operationsPerMinute=230.57023153855192, mode=normal, start=Tue Jun 21 18:18:44 BST 2016, end=Tue Jun 21 18:22:44 BST 2016, operations=920.9141331559053, operationsPerMinute=230.22853328897634
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 21 18:22:46 BST 2016, end=Tue Jun 21 18:24:46 BST 2016, operations=327.88363236040067, operationsPerMinute=163.94181618020033, mode=normal, start=Tue Jun 21 18:24:48 BST 2016, end=Tue Jun 21 18:28:48 BST 2016, operations=642.4150603020803, operationsPerMinute=160.60376507552007
