spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 03 15:01:53 BST 2016, end=Fri Jun 03 15:01:53 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:01:53 BST 2016, end=Fri Jun 03 15:01:53 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:01:53 BST 2016, end=Fri Jun 03 15:02:07 BST 2016, operations=1.0, operationsPerMinute=4.240582373312602
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:02:07 BST 2016, end=Fri Jun 03 15:02:11 BST 2016, operations=1.0, operationsPerMinute=17.97483523067705
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:02:11 BST 2016, end=Fri Jun 03 15:02:12 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:02:12 BST 2016, end=Fri Jun 03 15:02:20 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:02:20 BST 2016, end=Fri Jun 03 15:02:28 BST 2016, operations=1.0, operationsPerMinute=7.601672367920942
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:02:28 BST 2016, end=Fri Jun 03 15:02:35 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:02:35 BST 2016, end=Fri Jun 03 15:02:37 BST 2016, operations=1.0, operationsPerMinute=26.905829596412556
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:02:37 BST 2016, end=Fri Jun 03 15:02:38 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:02:38 BST 2016, end=Fri Jun 03 15:02:39 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:02:39 BST 2016, end=Fri Jun 03 15:02:44 BST 2016, operations=1.0, operationsPerMinute=10.95890410958904
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:02:44 BST 2016, end=Fri Jun 03 15:02:45 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:02:45 BST 2016, end=Fri Jun 03 15:02:46 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:02:46 BST 2016, end=Fri Jun 03 15:02:49 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:02:49 BST 2016, end=Fri Jun 03 15:02:55 BST 2016, operations=1.0, operationsPerMinute=9.358914365933552
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:02:55 BST 2016, end=Fri Jun 03 15:03:17 BST 2016, operations=1.0, operationsPerMinute=2.7590012415505587
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:03:17 BST 2016, end=Fri Jun 03 15:03:18 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:03:28 BST 2016, end=Fri Jun 03 15:05:28 BST 2016, operations=492.5731206241607, operationsPerMinute=246.28656031208035, mode=normal, start=Fri Jun 03 15:05:30 BST 2016, end=Fri Jun 03 15:09:30 BST 2016, operations=1013.8806838393004, operationsPerMinute=253.4701709598251
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:09:34 BST 2016, end=Fri Jun 03 15:11:34 BST 2016, operations=200.38534883059955, operationsPerMinute=100.19267441529978, mode=normal, start=Fri Jun 03 15:11:38 BST 2016, end=Fri Jun 03 15:15:38 BST 2016, operations=401.0523057016806, operationsPerMinute=100.26307642542015
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:15:41 BST 2016, end=Fri Jun 03 15:17:41 BST 2016, operations=401.1676285530064, operationsPerMinute=200.5838142765032, mode=normal, start=Fri Jun 03 15:17:43 BST 2016, end=Fri Jun 03 15:21:43 BST 2016, operations=803.0457206693052, operationsPerMinute=200.7614301673263
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:21:45 BST 2016, end=Fri Jun 03 15:23:45 BST 2016, operations=139.2437406067444, operationsPerMinute=69.6218703033722, mode=normal, start=Fri Jun 03 15:23:49 BST 2016, end=Fri Jun 03 15:27:49 BST 2016, operations=295.79188261953965, operationsPerMinute=73.94797065488491
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:27:55 BST 2016, end=Fri Jun 03 15:29:55 BST 2016, operations=235.9757070482586, operationsPerMinute=117.9878535241293, mode=normal, start=Fri Jun 03 15:29:58 BST 2016, end=Fri Jun 03 15:33:58 BST 2016, operations=472.0762614495539, operationsPerMinute=118.01906536238847
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:34:02 BST 2016, end=Fri Jun 03 15:36:02 BST 2016, operations=407.0302489353123, operationsPerMinute=203.51512446765614, mode=normal, start=Fri Jun 03 15:36:04 BST 2016, end=Fri Jun 03 15:40:04 BST 2016, operations=815.6546416418166, operationsPerMinute=203.91366041045416
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:40:45 BST 2016, end=Fri Jun 03 15:42:45 BST 2016, operations=359.8959129977622, operationsPerMinute=179.9479564988811, mode=normal, start=Fri Jun 03 15:42:47 BST 2016, end=Fri Jun 03 15:46:47 BST 2016, operations=717.5907103161347, operationsPerMinute=179.39767757903368
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 15:46:50 BST 2016, end=Fri Jun 03 15:48:50 BST 2016, operations=208.12286813270293, operationsPerMinute=104.06143406635147, mode=normal, start=Fri Jun 03 15:48:54 BST 2016, end=Fri Jun 03 15:52:54 BST 2016, operations=411.0107491244122, operationsPerMinute=102.75268728110305
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 15:52:58 BST 2016, end=Fri Jun 03 15:54:58 BST 2016, operations=69.75756680570731, operationsPerMinute=34.87878340285366, mode=normal, start=Fri Jun 03 15:55:07 BST 2016, end=Fri Jun 03 15:59:07 BST 2016, operations=141.5914206146466, operationsPerMinute=35.39785515366165
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 15:59:17 BST 2016, end=Fri Jun 03 16:01:17 BST 2016, operations=13.849947681753727, operationsPerMinute=6.924973840876864, mode=normal, start=Fri Jun 03 16:02:02 BST 2016, end=Fri Jun 03 16:06:02 BST 2016, operations=27.899221836214057, operationsPerMinute=6.974805459053514
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:06:46 BST 2016, end=Fri Jun 03 16:08:46 BST 2016, operations=73.57027075987895, operationsPerMinute=36.785135379939476, mode=normal, start=Fri Jun 03 16:08:57 BST 2016, end=Fri Jun 03 16:12:57 BST 2016, operations=148.0747938676003, operationsPerMinute=37.01869846690008
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:13:09 BST 2016, end=Fri Jun 03 16:15:09 BST 2016, operations=42.48175702040035, operationsPerMinute=21.240878510200176, mode=normal, start=Fri Jun 03 16:15:22 BST 2016, end=Fri Jun 03 16:19:22 BST 2016, operations=85.45182288564291, operationsPerMinute=21.362955721410728
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jun 03 16:19:38 BST 2016, end=Fri Jun 03 16:21:38 BST 2016, operations=711.5920301655515, operationsPerMinute=355.79601508277574, mode=normal, start=Fri Jun 03 16:21:39 BST 2016, end=Fri Jun 03 16:25:39 BST 2016, operations=1460.2749287749289, operationsPerMinute=365.0687321937322
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jun 03 16:25:39 BST 2016, end=Fri Jun 03 16:27:39 BST 2016, operations=573.8449347911259, operationsPerMinute=286.92246739556293, mode=normal, start=Fri Jun 03 16:27:41 BST 2016, end=Fri Jun 03 16:31:41 BST 2016, operations=1147.392932459161, operationsPerMinute=286.8482331147903
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jun 03 16:31:42 BST 2016, end=Fri Jun 03 16:33:42 BST 2016, operations=329.7931380646892, operationsPerMinute=164.8965690323446, mode=normal, start=Fri Jun 03 16:33:45 BST 2016, end=Fri Jun 03 16:37:45 BST 2016, operations=660.599599786744, operationsPerMinute=165.149899946686
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jun 03 16:37:47 BST 2016, end=Fri Jun 03 16:39:47 BST 2016, operations=503.4768096063434, operationsPerMinute=251.7384048031717, mode=normal, start=Fri Jun 03 16:39:49 BST 2016, end=Fri Jun 03 16:43:49 BST 2016, operations=998.97268009768, operationsPerMinute=249.74317002442
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jun 03 16:43:50 BST 2016, end=Fri Jun 03 16:45:50 BST 2016, operations=119.89859682424695, operationsPerMinute=59.949298412123476, mode=normal, start=Fri Jun 03 16:45:58 BST 2016, end=Fri Jun 03 16:49:58 BST 2016, operations=240.26116092100253, operationsPerMinute=60.06529023025063
benchmark-name=serial, mod=warmup, start=Fri Jun 03 16:50:05 BST 2016, end=Fri Jun 03 16:52:05 BST 2016, operations=238.4821620096873, operationsPerMinute=119.24108100484365, mode=normal, start=Fri Jun 03 16:52:08 BST 2016, end=Fri Jun 03 16:56:08 BST 2016, operations=473.67399771090084, operationsPerMinute=118.41849942772521
benchmark-name=sunflow, mod=warmup, start=Fri Jun 03 16:56:11 BST 2016, end=Fri Jun 03 16:58:11 BST 2016, operations=180.63952025758374, operationsPerMinute=90.31976012879187, mode=normal, start=Fri Jun 03 16:58:13 BST 2016, end=Fri Jun 03 17:02:13 BST 2016, operations=301.88235836335673, operationsPerMinute=75.47058959083918
benchmark-name=xml.transform, mod=warmup, start=Fri Jun 03 17:02:34 BST 2016, end=Fri Jun 03 17:04:34 BST 2016, operations=502.2656189024135, operationsPerMinute=251.13280945120675, mode=normal, start=Fri Jun 03 17:04:36 BST 2016, end=Fri Jun 03 17:08:36 BST 2016, operations=1061.2889163590248, operationsPerMinute=265.3222290897562
benchmark-name=xml.validation, mod=warmup, start=Fri Jun 03 17:08:37 BST 2016, end=Fri Jun 03 17:10:37 BST 2016, operations=1018.8228273164635, operationsPerMinute=509.41141365823177, mode=normal, start=Fri Jun 03 17:10:38 BST 2016, end=Fri Jun 03 17:14:38 BST 2016, operations=1999.876534873802, operationsPerMinute=499.9691337184505
