spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 17:21:03 BST 2016, end=Tue Jul 05 17:21:03 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 17:21:03 BST 2016, end=Tue Jul 05 17:21:03 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 17:21:03 BST 2016, end=Tue Jul 05 17:21:18 BST 2016, operations=1.0, operationsPerMinute=3.9528295671651623
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 17:21:18 BST 2016, end=Tue Jul 05 17:21:22 BST 2016, operations=1.0, operationsPerMinute=17.56440281030445
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 17:21:22 BST 2016, end=Tue Jul 05 17:21:23 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 17:21:23 BST 2016, end=Tue Jul 05 17:21:32 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 17:21:32 BST 2016, end=Tue Jul 05 17:21:39 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 17:21:39 BST 2016, end=Tue Jul 05 17:21:46 BST 2016, operations=1.0, operationsPerMinute=9.179926560587516
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 17:21:46 BST 2016, end=Tue Jul 05 17:21:48 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 17:21:48 BST 2016, end=Tue Jul 05 17:21:48 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 17:21:48 BST 2016, end=Tue Jul 05 17:21:49 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 17:21:49 BST 2016, end=Tue Jul 05 17:21:55 BST 2016, operations=1.0, operationsPerMinute=10.863661053775122
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 17:21:55 BST 2016, end=Tue Jul 05 17:21:56 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 17:21:56 BST 2016, end=Tue Jul 05 17:21:57 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 17:21:57 BST 2016, end=Tue Jul 05 17:21:59 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 17:21:59 BST 2016, end=Tue Jul 05 17:22:06 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 17:22:06 BST 2016, end=Tue Jul 05 17:22:26 BST 2016, operations=1.0, operationsPerMinute=2.983887010145216
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 17:22:26 BST 2016, end=Tue Jul 05 17:22:27 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 17:22:38 BST 2016, end=Tue Jul 05 17:24:38 BST 2016, operations=487.9745064506233, operationsPerMinute=243.98725322531166, mode=normal, start=Tue Jul 05 17:24:40 BST 2016, end=Tue Jul 05 17:28:40 BST 2016, operations=1013.1257931928687, operationsPerMinute=253.28144829821719
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 17:28:44 BST 2016, end=Tue Jul 05 17:30:44 BST 2016, operations=194.8599238049946, operationsPerMinute=97.4299619024973, mode=normal, start=Tue Jul 05 17:30:47 BST 2016, end=Tue Jul 05 17:34:47 BST 2016, operations=385.10816352697367, operationsPerMinute=96.27704088174342
benchmark-name=compress, mod=warmup, start=Tue Jul 05 17:34:51 BST 2016, end=Tue Jul 05 17:36:51 BST 2016, operations=399.960925176599, operationsPerMinute=199.9804625882995, mode=normal, start=Tue Jul 05 17:36:52 BST 2016, end=Tue Jul 05 17:40:52 BST 2016, operations=801.385548871953, operationsPerMinute=200.34638721798825
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 17:40:54 BST 2016, end=Tue Jul 05 17:42:54 BST 2016, operations=138.7645152660776, operationsPerMinute=69.3822576330388, mode=normal, start=Tue Jul 05 17:42:59 BST 2016, end=Tue Jul 05 17:46:59 BST 2016, operations=294.365384057403, operationsPerMinute=73.59134601435075
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 17:47:03 BST 2016, end=Tue Jul 05 17:49:03 BST 2016, operations=236.70841154375205, operationsPerMinute=118.35420577187602, mode=normal, start=Tue Jul 05 17:49:07 BST 2016, end=Tue Jul 05 17:53:07 BST 2016, operations=472.5768074167786, operationsPerMinute=118.14420185419465
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 17:53:10 BST 2016, end=Tue Jul 05 17:55:10 BST 2016, operations=407.2886135973826, operationsPerMinute=203.6443067986913, mode=normal, start=Tue Jul 05 17:55:12 BST 2016, end=Tue Jul 05 17:59:12 BST 2016, operations=813.8742399653792, operationsPerMinute=203.4685599913448
benchmark-name=derby, mod=warmup, start=Tue Jul 05 17:59:53 BST 2016, end=Tue Jul 05 18:01:53 BST 2016, operations=360.2837180125957, operationsPerMinute=180.14185900629786, mode=normal, start=Tue Jul 05 18:01:55 BST 2016, end=Tue Jul 05 18:05:55 BST 2016, operations=723.8579099990413, operationsPerMinute=180.96447749976033
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 18:05:58 BST 2016, end=Tue Jul 05 18:07:58 BST 2016, operations=208.15425562966925, operationsPerMinute=104.07712781483463, mode=normal, start=Tue Jul 05 18:08:02 BST 2016, end=Tue Jul 05 18:12:02 BST 2016, operations=415.8658625774133, operationsPerMinute=103.96646564435332
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 18:12:06 BST 2016, end=Tue Jul 05 18:14:06 BST 2016, operations=77.26261543694164, operationsPerMinute=38.63130771847082, mode=normal, start=Tue Jul 05 18:14:15 BST 2016, end=Tue Jul 05 18:18:15 BST 2016, operations=146.12298865452695, operationsPerMinute=36.53074716363174
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 18:18:23 BST 2016, end=Tue Jul 05 18:20:23 BST 2016, operations=13.846057560089339, operationsPerMinute=6.923028780044669, mode=normal, start=Tue Jul 05 18:21:07 BST 2016, end=Tue Jul 05 18:25:07 BST 2016, operations=27.911914083884366, operationsPerMinute=6.977978520971091
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 18:25:42 BST 2016, end=Tue Jul 05 18:27:42 BST 2016, operations=74.67665643225642, operationsPerMinute=37.33832821612821, mode=normal, start=Tue Jul 05 18:27:50 BST 2016, end=Tue Jul 05 18:31:50 BST 2016, operations=149.09117766954256, operationsPerMinute=37.27279441738564
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 18:32:00 BST 2016, end=Tue Jul 05 18:34:00 BST 2016, operations=43.320012642272744, operationsPerMinute=21.660006321136372, mode=normal, start=Tue Jul 05 18:34:10 BST 2016, end=Tue Jul 05 18:38:10 BST 2016, operations=86.60940215188279, operationsPerMinute=21.652350537970698
