spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 18:08:07 BST 2016, end=Mon Jul 04 18:08:07 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 18:08:07 BST 2016, end=Mon Jul 04 18:08:07 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 18:08:07 BST 2016, end=Mon Jul 04 18:08:21 BST 2016, operations=1.0, operationsPerMinute=4.231013327691982
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 18:08:21 BST 2016, end=Mon Jul 04 18:08:25 BST 2016, operations=1.0, operationsPerMinute=16.722408026755854
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 18:08:25 BST 2016, end=Mon Jul 04 18:08:26 BST 2016, operations=1.0, operationsPerMinute=44.742729306487696
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 18:08:26 BST 2016, end=Mon Jul 04 18:08:35 BST 2016, operations=1.0, operationsPerMinute=6.93000693000693
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 18:08:35 BST 2016, end=Mon Jul 04 18:08:42 BST 2016, operations=1.0, operationsPerMinute=7.6608784473953015
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 18:08:42 BST 2016, end=Mon Jul 04 18:08:49 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 18:08:49 BST 2016, end=Mon Jul 04 18:08:51 BST 2016, operations=1.0, operationsPerMinute=25.996533795493935
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 18:08:51 BST 2016, end=Mon Jul 04 18:08:52 BST 2016, operations=1.0, operationsPerMinute=80.10680907877169
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 18:08:52 BST 2016, end=Mon Jul 04 18:08:53 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 18:08:53 BST 2016, end=Mon Jul 04 18:08:59 BST 2016, operations=1.0, operationsPerMinute=10.53740779768177
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 18:08:59 BST 2016, end=Mon Jul 04 18:09:00 BST 2016, operations=1.0, operationsPerMinute=39.656311962987445
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 18:09:00 BST 2016, end=Mon Jul 04 18:09:01 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 18:09:01 BST 2016, end=Mon Jul 04 18:09:03 BST 2016, operations=1.0, operationsPerMinute=27.86809103576405
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 18:09:03 BST 2016, end=Mon Jul 04 18:09:10 BST 2016, operations=1.0, operationsPerMinute=8.986071589036992
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 18:09:10 BST 2016, end=Mon Jul 04 18:09:31 BST 2016, operations=1.0, operationsPerMinute=2.8702640642939152
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 18:09:31 BST 2016, end=Mon Jul 04 18:09:32 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 18:09:43 BST 2016, end=Mon Jul 04 18:11:43 BST 2016, operations=439.06618601485025, operationsPerMinute=219.53309300742512, mode=normal, start=Mon Jul 04 18:11:44 BST 2016, end=Mon Jul 04 18:15:44 BST 2016, operations=892.833853802961, operationsPerMinute=223.20846345074025
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 18:15:48 BST 2016, end=Mon Jul 04 18:17:48 BST 2016, operations=176.0660537601811, operationsPerMinute=88.03302688009055, mode=normal, start=Mon Jul 04 18:17:51 BST 2016, end=Mon Jul 04 18:21:51 BST 2016, operations=353.2536419626538, operationsPerMinute=88.31341049066344
benchmark-name=compress, mod=warmup, start=Mon Jul 04 18:21:55 BST 2016, end=Mon Jul 04 18:23:55 BST 2016, operations=299.20081646913013, operationsPerMinute=149.60040823456507, mode=normal, start=Mon Jul 04 18:23:58 BST 2016, end=Mon Jul 04 18:27:58 BST 2016, operations=471.5988093333947, operationsPerMinute=117.89970233334867
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 18:28:27 BST 2016, end=Mon Jul 04 18:30:27 BST 2016, operations=105.67772932542073, operationsPerMinute=52.838864662710364, mode=normal, start=Mon Jul 04 18:30:32 BST 2016, end=Mon Jul 04 18:34:32 BST 2016, operations=224.47486553029353, operationsPerMinute=56.11871638257338
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 18:34:38 BST 2016, end=Mon Jul 04 18:36:38 BST 2016, operations=176.48341813502944, operationsPerMinute=88.24170906751472, mode=normal, start=Mon Jul 04 18:36:43 BST 2016, end=Mon Jul 04 18:40:43 BST 2016, operations=271.7314386383461, operationsPerMinute=67.93285965958653
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 18:40:48 BST 2016, end=Mon Jul 04 18:42:48 BST 2016, operations=228.45202682654238, operationsPerMinute=114.22601341327119, mode=normal, start=Mon Jul 04 18:42:51 BST 2016, end=Mon Jul 04 18:46:51 BST 2016, operations=612.3654070733108, operationsPerMinute=153.0913517683277
benchmark-name=derby, mod=warmup, start=Mon Jul 04 18:47:15 BST 2016, end=Mon Jul 04 18:49:15 BST 2016, operations=277.1774861405806, operationsPerMinute=138.5887430702903, mode=normal, start=Mon Jul 04 18:49:17 BST 2016, end=Mon Jul 04 18:53:17 BST 2016, operations=556.9671018336428, operationsPerMinute=139.2417754584107
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 18:53:19 BST 2016, end=Mon Jul 04 18:55:19 BST 2016, operations=156.29141076703146, operationsPerMinute=78.14570538351573, mode=normal, start=Mon Jul 04 18:55:23 BST 2016, end=Mon Jul 04 18:59:23 BST 2016, operations=234.40620632239668, operationsPerMinute=58.60155158059917
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 18:59:32 BST 2016, end=Mon Jul 04 19:01:32 BST 2016, operations=74.30639870387523, operationsPerMinute=37.153199351937616, mode=normal, start=Mon Jul 04 19:02:40 BST 2016, end=Mon Jul 04 19:06:40 BST 2016, operations=119.93043297915047, operationsPerMinute=29.982608244787617
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 19:06:50 BST 2016, end=Mon Jul 04 19:08:50 BST 2016, operations=10.218487945068112, operationsPerMinute=5.109243972534056, mode=normal, start=Mon Jul 04 19:10:07 BST 2016, end=Mon Jul 04 19:14:07 BST 2016, operations=25.242271327353208, operationsPerMinute=6.310567831838302
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 19:14:57 BST 2016, end=Mon Jul 04 19:16:57 BST 2016, operations=38.589813295945056, operationsPerMinute=19.294906647972528, mode=normal, start=Mon Jul 04 19:17:35 BST 2016, end=Mon Jul 04 19:21:35 BST 2016, operations=100.92041166577567, operationsPerMinute=25.23010291644392
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 19:21:47 BST 2016, end=Mon Jul 04 19:23:47 BST 2016, operations=27.301385667117273, operationsPerMinute=13.650692833558637, mode=normal, start=Mon Jul 04 19:24:08 BST 2016, end=Mon Jul 04 19:28:08 BST 2016, operations=67.21269652236349, operationsPerMinute=16.80317413059087
