spec.jvm2008.report.run.location=BARN-06
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 21:20:19 BST 2016, end=Fri Jul 01 21:20:19 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 21:20:19 BST 2016, end=Fri Jul 01 21:20:19 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 21:20:19 BST 2016, end=Fri Jul 01 21:20:32 BST 2016, operations=1.0, operationsPerMinute=4.493372275893058
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 21:20:32 BST 2016, end=Fri Jul 01 21:20:35 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 21:20:35 BST 2016, end=Fri Jul 01 21:20:37 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 21:20:37 BST 2016, end=Fri Jul 01 21:20:45 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 21:20:45 BST 2016, end=Fri Jul 01 21:20:52 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 21:20:52 BST 2016, end=Fri Jul 01 21:20:59 BST 2016, operations=1.0, operationsPerMinute=9.244992295839754
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 21:20:59 BST 2016, end=Fri Jul 01 21:21:01 BST 2016, operations=1.0, operationsPerMinute=25.817555938037867
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 21:21:01 BST 2016, end=Fri Jul 01 21:21:02 BST 2016, operations=1.0, operationsPerMinute=81.74386920980926
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 21:21:02 BST 2016, end=Fri Jul 01 21:21:03 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 21:21:03 BST 2016, end=Fri Jul 01 21:21:08 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 21:21:08 BST 2016, end=Fri Jul 01 21:21:10 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 21:21:10 BST 2016, end=Fri Jul 01 21:21:11 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 21:21:11 BST 2016, end=Fri Jul 01 21:21:13 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 21:21:13 BST 2016, end=Fri Jul 01 21:21:19 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 21:21:19 BST 2016, end=Fri Jul 01 21:21:40 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 21:21:40 BST 2016, end=Fri Jul 01 21:21:40 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 21:21:51 BST 2016, end=Fri Jul 01 21:23:51 BST 2016, operations=486.2736292640959, operationsPerMinute=243.13681463204796, mode=normal, start=Fri Jul 01 21:23:52 BST 2016, end=Fri Jul 01 21:27:52 BST 2016, operations=999.5850109824609, operationsPerMinute=249.89625274561521
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 21:27:56 BST 2016, end=Fri Jul 01 21:29:56 BST 2016, operations=201.24623619019286, operationsPerMinute=100.62311809509643, mode=normal, start=Fri Jul 01 21:30:00 BST 2016, end=Fri Jul 01 21:34:00 BST 2016, operations=402.68675562031626, operationsPerMinute=100.67168890507907
benchmark-name=compress, mod=warmup, start=Fri Jul 01 21:34:04 BST 2016, end=Fri Jul 01 21:36:04 BST 2016, operations=400.2523719892374, operationsPerMinute=200.1261859946187, mode=normal, start=Fri Jul 01 21:36:06 BST 2016, end=Fri Jul 01 21:40:06 BST 2016, operations=800.9979942234759, operationsPerMinute=200.24949855586897
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 21:40:08 BST 2016, end=Fri Jul 01 21:42:08 BST 2016, operations=139.6809260550013, operationsPerMinute=69.84046302750065, mode=normal, start=Fri Jul 01 21:42:13 BST 2016, end=Fri Jul 01 21:46:13 BST 2016, operations=294.7982572429736, operationsPerMinute=73.6995643107434
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 21:46:18 BST 2016, end=Fri Jul 01 21:48:18 BST 2016, operations=236.96985367509996, operationsPerMinute=118.48492683754998, mode=normal, start=Fri Jul 01 21:48:21 BST 2016, end=Fri Jul 01 21:52:21 BST 2016, operations=474.1251615093821, operationsPerMinute=118.53129037734553
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 21:52:24 BST 2016, end=Fri Jul 01 21:54:24 BST 2016, operations=406.53082776828586, operationsPerMinute=203.26541388414293, mode=normal, start=Fri Jul 01 21:54:26 BST 2016, end=Fri Jul 01 21:58:26 BST 2016, operations=814.8807830912984, operationsPerMinute=203.7201957728246
benchmark-name=derby, mod=warmup, start=Fri Jul 01 21:58:48 BST 2016, end=Fri Jul 01 22:00:48 BST 2016, operations=361.7232375058304, operationsPerMinute=180.8616187529152, mode=normal, start=Fri Jul 01 22:00:50 BST 2016, end=Fri Jul 01 22:04:50 BST 2016, operations=722.9227187404013, operationsPerMinute=180.7306796851003
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 22:04:52 BST 2016, end=Fri Jul 01 22:06:52 BST 2016, operations=208.21504142970073, operationsPerMinute=104.10752071485037, mode=normal, start=Fri Jul 01 22:06:54 BST 2016, end=Fri Jul 01 22:10:54 BST 2016, operations=416.1738810165404, operationsPerMinute=104.0434702541351
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 22:10:57 BST 2016, end=Fri Jul 01 22:12:57 BST 2016, operations=69.99036908305466, operationsPerMinute=34.99518454152733, mode=normal, start=Fri Jul 01 22:13:06 BST 2016, end=Fri Jul 01 22:17:06 BST 2016, operations=144.42765498945403, operationsPerMinute=36.10691374736351
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 22:17:15 BST 2016, end=Fri Jul 01 22:19:15 BST 2016, operations=13.891108523308656, operationsPerMinute=6.945554261654328, mode=normal, start=Fri Jul 01 22:19:59 BST 2016, end=Fri Jul 01 22:23:59 BST 2016, operations=27.666026719108707, operationsPerMinute=6.916506679777177
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 22:24:27 BST 2016, end=Fri Jul 01 22:26:27 BST 2016, operations=74.52165381016165, operationsPerMinute=37.260826905080826, mode=normal, start=Fri Jul 01 22:26:35 BST 2016, end=Fri Jul 01 22:30:35 BST 2016, operations=149.22906164113886, operationsPerMinute=37.307265410284714
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 22:30:47 BST 2016, end=Fri Jul 01 22:32:47 BST 2016, operations=43.02965376626696, operationsPerMinute=21.51482688313348, mode=normal, start=Fri Jul 01 22:32:57 BST 2016, end=Fri Jul 01 22:36:57 BST 2016, operations=86.50313814011236, operationsPerMinute=21.62578453502809
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jul 01 22:37:10 BST 2016, end=Fri Jul 01 22:39:10 BST 2016, operations=730.766329495944, operationsPerMinute=365.383164747972, mode=normal, start=Fri Jul 01 22:39:11 BST 2016, end=Fri Jul 01 22:43:11 BST 2016, operations=1468.5297737074231, operationsPerMinute=367.1324434268558
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jul 01 22:43:12 BST 2016, end=Fri Jul 01 22:45:12 BST 2016, operations=575.2115833360172, operationsPerMinute=287.6057916680086, mode=normal, start=Fri Jul 01 22:45:13 BST 2016, end=Fri Jul 01 22:49:13 BST 2016, operations=1152.1538876720786, operationsPerMinute=288.03847191801964
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jul 01 22:49:14 BST 2016, end=Fri Jul 01 22:51:14 BST 2016, operations=330.7286183490819, operationsPerMinute=165.36430917454095, mode=normal, start=Fri Jul 01 22:51:17 BST 2016, end=Fri Jul 01 22:55:17 BST 2016, operations=660.7803891695696, operationsPerMinute=165.1950972923924
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jul 01 22:55:20 BST 2016, end=Fri Jul 01 22:57:20 BST 2016, operations=512.6999820151971, operationsPerMinute=256.34999100759853, mode=normal, start=Fri Jul 01 22:57:21 BST 2016, end=Fri Jul 01 23:01:21 BST 2016, operations=1024.035657472566, operationsPerMinute=256.0089143681415
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jul 01 23:01:23 BST 2016, end=Fri Jul 01 23:03:23 BST 2016, operations=119.2386082559409, operationsPerMinute=59.61930412797045, mode=normal, start=Fri Jul 01 23:03:29 BST 2016, end=Fri Jul 01 23:07:29 BST 2016, operations=239.2183222867759, operationsPerMinute=59.804580571693975
benchmark-name=serial, mod=warmup, start=Fri Jul 01 23:07:35 BST 2016, end=Fri Jul 01 23:09:35 BST 2016, operations=235.67002275037515, operationsPerMinute=117.83501137518758, mode=normal, start=Fri Jul 01 23:09:39 BST 2016, end=Fri Jul 01 23:13:39 BST 2016, operations=474.8404414730552, operationsPerMinute=118.7101103682638
benchmark-name=sunflow, mod=warmup, start=Fri Jul 01 23:13:42 BST 2016, end=Fri Jul 01 23:15:42 BST 2016, operations=178.6152388996139, operationsPerMinute=89.30761944980695, mode=normal, start=Fri Jul 01 23:15:43 BST 2016, end=Fri Jul 01 23:19:43 BST 2016, operations=360.10440508035924, operationsPerMinute=90.02610127008981
benchmark-name=xml.transform, mod=warmup, start=Fri Jul 01 23:20:05 BST 2016, end=Fri Jul 01 23:22:05 BST 2016, operations=494.528394572209, operationsPerMinute=247.2641972861045, mode=normal, start=Fri Jul 01 23:22:06 BST 2016, end=Fri Jul 01 23:26:06 BST 2016, operations=1003.4000327815456, operationsPerMinute=250.8500081953864
benchmark-name=xml.validation, mod=warmup, start=Fri Jul 01 23:26:08 BST 2016, end=Fri Jul 01 23:28:08 BST 2016, operations=1008.2982913175862, operationsPerMinute=504.1491456587931, mode=normal, start=Fri Jul 01 23:28:09 BST 2016, end=Fri Jul 01 23:32:09 BST 2016, operations=1993.715031947556, operationsPerMinute=498.428757986889
##-nursultan-##,BARN-06,Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz,4,8098,check,Fri Jul 01 21:20:19 BST 2016,Fri Jul 01 21:20:19 BST 2016,1.0,1875.0,startup.helloworld,Fri Jul 01 21:20:19 BST 2016,Fri Jul 01 21:20:19 BST 2016,1.0,550.4587155963303,startup.compiler.compiler,Fri Jul 01 21:20:19 BST 2016,Fri Jul 01 21:20:32 BST 2016,1.0,4.493372275893058,startup.compiler.sunflow,Fri Jul 01 21:20:32 BST 2016,Fri Jul 01 21:20:35 BST 2016,1.0,18.315018315018314,startup.compress,Fri Jul 01 21:20:35 BST 2016,Fri Jul 01 21:20:37 BST 2016,1.0,48.07692307692308,startup.crypto.aes,Fri Jul 01 21:20:37 BST 2016,Fri Jul 01 21:20:45 BST 2016,1.0,7.109004739336493,startup.crypto.rsa,Fri Jul 01 21:20:45 BST 2016,Fri Jul 01 21:20:52 BST 2016,1.0,8.114687584527996,startup.crypto.signverify,Fri Jul 01 21:20:52 BST 2016,Fri Jul 01 21:20:59 BST 2016,1.0,9.244992295839754,startup.mpegaudio,Fri Jul 01 21:20:59 BST 2016,Fri Jul 01 21:21:01 BST 2016,1.0,25.817555938037867,startup.scimark.fft,Fri Jul 01 21:21:01 BST 2016,Fri Jul 01 21:21:02 BST 2016,1.0,81.74386920980926,startup.scimark.lu,Fri Jul 01 21:21:02 BST 2016,Fri Jul 01 21:21:03 BST 2016,1.0,66.3716814159292,startup.scimark.monte_carlo,Fri Jul 01 21:21:03 BST 2016,Fri Jul 01 21:21:08 BST 2016,1.0,10.895224260032686,startup.scimark.sor,Fri Jul 01 21:21:08 BST 2016,Fri Jul 01 21:21:10 BST 2016,1.0,42.25352112676056,startup.scimark.sparse,Fri Jul 01 21:21:10 BST 2016,Fri Jul 01 21:21:11 BST 2016,1.0,61.03763987792472,startup.serial,Fri Jul 01 21:21:11 BST 2016,Fri Jul 01 21:21:13 BST 2016,1.0,28.49002849002849,startup.sunflow,Fri Jul 01 21:21:13 BST 2016,Fri Jul 01 21:21:19 BST 2016,1.0,9.404388714733543,startup.xml.transform,Fri Jul 01 21:21:19 BST 2016,Fri Jul 01 21:21:40 BST 2016,1.0,2.963109289347622,startup.xml.validation,Fri Jul 01 21:21:40 BST 2016,Fri Jul 01 21:21:40 BST 2016,1.0,75.47169811320755,compiler.compiler,Fri Jul 01 21:21:51 BST 2016,Fri Jul 01 21:23:51 BST 2016,486.2736292640959,243.13681463204796,Fri Jul 01 21:23:52 BST 2016,Fri Jul 01 21:27:52 BST 2016,999.5850109824609,249.89625274561521,compiler.sunflow,Fri Jul 01 21:27:56 BST 2016,Fri Jul 01 21:29:56 BST 2016,201.24623619019286,100.62311809509643,Fri Jul 01 21:30:00 BST 2016,Fri Jul 01 21:34:00 BST 2016,402.68675562031626,100.67168890507907,compress,Fri Jul 01 21:34:04 BST 2016,Fri Jul 01 21:36:04 BST 2016,400.2523719892374,200.1261859946187,Fri Jul 01 21:36:06 BST 2016,Fri Jul 01 21:40:06 BST 2016,800.9979942234759,200.24949855586897,crypto.aes,Fri Jul 01 21:40:08 BST 2016,Fri Jul 01 21:42:08 BST 2016,139.6809260550013,69.84046302750065,Fri Jul 01 21:42:13 BST 2016,Fri Jul 01 21:46:13 BST 2016,294.7982572429736,73.6995643107434,crypto.rsa,Fri Jul 01 21:46:18 BST 2016,Fri Jul 01 21:48:18 BST 2016,236.96985367509996,118.48492683754998,Fri Jul 01 21:48:21 BST 2016,Fri Jul 01 21:52:21 BST 2016,474.1251615093821,118.53129037734553,crypto.signverify,Fri Jul 01 21:52:24 BST 2016,Fri Jul 01 21:54:24 BST 2016,406.53082776828586,203.26541388414293,Fri Jul 01 21:54:26 BST 2016,Fri Jul 01 21:58:26 BST 2016,814.8807830912984,203.7201957728246,derby,Fri Jul 01 21:58:48 BST 2016,Fri Jul 01 22:00:48 BST 2016,361.7232375058304,180.8616187529152,Fri Jul 01 22:00:50 BST 2016,Fri Jul 01 22:04:50 BST 2016,722.9227187404013,180.7306796851003,mpegaudio,Fri Jul 01 22:04:52 BST 2016,Fri Jul 01 22:06:52 BST 2016,208.21504142970073,104.10752071485037,Fri Jul 01 22:06:54 BST 2016,Fri Jul 01 22:10:54 BST 2016,416.1738810165404,104.0434702541351,scimark.fft.large,Fri Jul 01 22:10:57 BST 2016,Fri Jul 01 22:12:57 BST 2016,69.99036908305466,34.99518454152733,Fri Jul 01 22:13:06 BST 2016,Fri Jul 01 22:17:06 BST 2016,144.42765498945403,36.10691374736351,scimark.lu.large,Fri Jul 01 22:17:15 BST 2016,Fri Jul 01 22:19:15 BST 2016,13.891108523308656,6.945554261654328,Fri Jul 01 22:19:59 BST 2016,Fri Jul 01 22:23:59 BST 2016,27.666026719108707,6.916506679777177,scimark.sor.large,Fri Jul 01 22:24:27 BST 2016,Fri Jul 01 22:26:27 BST 2016,74.52165381016165,37.260826905080826,Fri Jul 01 22:26:35 BST 2016,Fri Jul 01 22:30:35 BST 2016,149.22906164113886,37.307265410284714,scimark.sparse.large,Fri Jul 01 22:30:47 BST 2016,Fri Jul 01 22:32:47 BST 2016,43.02965376626696,21.51482688313348,Fri Jul 01 22:32:57 BST 2016,Fri Jul 01 22:36:57 BST 2016,86.50313814011236,21.62578453502809,scimark.fft.small,Fri Jul 01 22:37:10 BST 2016,Fri Jul 01 22:39:10 BST 2016,730.766329495944,365.383164747972,Fri Jul 01 22:39:11 BST 2016,Fri Jul 01 22:43:11 BST 2016,1468.5297737074231,367.1324434268558,scimark.lu.small,Fri Jul 01 22:43:12 BST 2016,Fri Jul 01 22:45:12 BST 2016,575.2115833360172,287.6057916680086,Fri Jul 01 22:45:13 BST 2016,Fri Jul 01 22:49:13 BST 2016,1152.1538876720786,288.03847191801964,scimark.sor.small,Fri Jul 01 22:49:14 BST 2016,Fri Jul 01 22:51:14 BST 2016,330.7286183490819,165.36430917454095,Fri Jul 01 22:51:17 BST 2016,Fri Jul 01 22:55:17 BST 2016,660.7803891695696,165.1950972923924,scimark.sparse.small,Fri Jul 01 22:55:20 BST 2016,Fri Jul 01 22:57:20 BST 2016,512.6999820151971,256.34999100759853,Fri Jul 01 22:57:21 BST 2016,Fri Jul 01 23:01:21 BST 2016,1024.035657472566,256.0089143681415,scimark.monte_carlo,Fri Jul 01 23:01:23 BST 2016,Fri Jul 01 23:03:23 BST 2016,119.2386082559409,59.61930412797045,Fri Jul 01 23:03:29 BST 2016,Fri Jul 01 23:07:29 BST 2016,239.2183222867759,59.804580571693975,serial,Fri Jul 01 23:07:35 BST 2016,Fri Jul 01 23:09:35 BST 2016,235.67002275037515,117.83501137518758,Fri Jul 01 23:09:39 BST 2016,Fri Jul 01 23:13:39 BST 2016,474.8404414730552,118.7101103682638,sunflow,Fri Jul 01 23:13:42 BST 2016,Fri Jul 01 23:15:42 BST 2016,178.6152388996139,89.30761944980695,Fri Jul 01 23:15:43 BST 2016,Fri Jul 01 23:19:43 BST 2016,360.10440508035924,90.02610127008981,xml.transform,Fri Jul 01 23:20:05 BST 2016,Fri Jul 01 23:22:05 BST 2016,494.528394572209,247.2641972861045,Fri Jul 01 23:22:06 BST 2016,Fri Jul 01 23:26:06 BST 2016,1003.4000327815456,250.8500081953864,xml.validation,Fri Jul 01 23:26:08 BST 2016,Fri Jul 01 23:28:08 BST 2016,1008.2982913175862,504.1491456587931,Fri Jul 01 23:28:09 BST 2016,Fri Jul 01 23:32:09 BST 2016,1993.715031947556,498.428757986889
