spec.jvm2008.report.run.location=ROBLIB152
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 03 15:04:29 BST 2016, end=Fri Jun 03 15:04:30 BST 2016, operations=1.0, operationsPerMinute=1250.0
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:04:30 BST 2016, end=Fri Jun 03 15:04:30 BST 2016, operations=1.0, operationsPerMinute=545.4545454545455
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:04:30 BST 2016, end=Fri Jun 03 15:04:45 BST 2016, operations=1.0, operationsPerMinute=3.836317135549872
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:04:45 BST 2016, end=Fri Jun 03 15:04:49 BST 2016, operations=1.0, operationsPerMinute=15.694480774261052
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:04:49 BST 2016, end=Fri Jun 03 15:04:51 BST 2016, operations=1.0, operationsPerMinute=39.656311962987445
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:04:51 BST 2016, end=Fri Jun 03 15:05:00 BST 2016, operations=1.0, operationsPerMinute=6.741573033707865
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:05:00 BST 2016, end=Fri Jun 03 15:05:07 BST 2016, operations=1.0, operationsPerMinute=7.838014369693011
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:05:07 BST 2016, end=Fri Jun 03 15:05:14 BST 2016, operations=1.0, operationsPerMinute=8.976660682226212
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:05:14 BST 2016, end=Fri Jun 03 15:05:17 BST 2016, operations=1.0, operationsPerMinute=21.95389681668496
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:05:17 BST 2016, end=Fri Jun 03 15:05:17 BST 2016, operations=1.0, operationsPerMinute=70.17543859649123
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:05:17 BST 2016, end=Fri Jun 03 15:05:19 BST 2016, operations=1.0, operationsPerMinute=55.19779208831647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:05:19 BST 2016, end=Fri Jun 03 15:05:25 BST 2016, operations=1.0, operationsPerMinute=9.57090445047057
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:05:25 BST 2016, end=Fri Jun 03 15:05:26 BST 2016, operations=1.0, operationsPerMinute=35.54502369668246
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:05:26 BST 2016, end=Fri Jun 03 15:05:28 BST 2016, operations=1.0, operationsPerMinute=47.88507581803671
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:05:28 BST 2016, end=Fri Jun 03 15:05:30 BST 2016, operations=1.0, operationsPerMinute=21.961932650073205
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:05:30 BST 2016, end=Fri Jun 03 15:05:37 BST 2016, operations=1.0, operationsPerMinute=8.700696055684455
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:05:37 BST 2016, end=Fri Jun 03 15:06:01 BST 2016, operations=1.0, operationsPerMinute=2.563773875144212
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:06:01 BST 2016, end=Fri Jun 03 15:06:02 BST 2016, operations=1.0, operationsPerMinute=64.034151547492
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:06:14 BST 2016, end=Fri Jun 03 15:08:14 BST 2016, operations=378.57213269998294, operationsPerMinute=189.28606634999147, mode=normal, start=Fri Jun 03 15:08:15 BST 2016, end=Fri Jun 03 15:12:15 BST 2016, operations=745.8949975871521, operationsPerMinute=186.47374939678804
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:12:20 BST 2016, end=Fri Jun 03 15:14:20 BST 2016, operations=145.4849814386939, operationsPerMinute=72.74249071934695, mode=normal, start=Fri Jun 03 15:14:24 BST 2016, end=Fri Jun 03 15:18:24 BST 2016, operations=290.5670960284327, operationsPerMinute=72.64177400710817
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:18:28 BST 2016, end=Fri Jun 03 15:20:28 BST 2016, operations=242.49035906501553, operationsPerMinute=121.24517953250776, mode=normal, start=Fri Jun 03 15:20:35 BST 2016, end=Fri Jun 03 15:24:35 BST 2016, operations=273.119816039999, operationsPerMinute=68.27995400999976
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:25:20 BST 2016, end=Fri Jun 03 15:27:20 BST 2016, operations=82.04690900941947, operationsPerMinute=41.02345450470973, mode=normal, start=Fri Jun 03 15:32:12 BST 2016, end=Fri Jun 03 15:36:12 BST 2016, operations=94.11886738488009, operationsPerMinute=23.529716846220023
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:38:03 BST 2016, end=Fri Jun 03 15:40:03 BST 2016, operations=146.81887049353594, operationsPerMinute=73.40943524676797, mode=normal, start=Fri Jun 03 15:41:11 BST 2016, end=Fri Jun 03 15:45:11 BST 2016, operations=221.43125547888116, operationsPerMinute=55.35781386972029
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:45:15 BST 2016, end=Fri Jun 03 15:47:15 BST 2016, operations=150.19092210585893, operationsPerMinute=75.09546105292947, mode=normal, start=Fri Jun 03 15:47:33 BST 2016, end=Fri Jun 03 15:51:33 BST 2016, operations=374.39276774018504, operationsPerMinute=93.59819193504626
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:52:55 BST 2016, end=Fri Jun 03 15:54:55 BST 2016, operations=178.55352348601414, operationsPerMinute=89.27676174300707, mode=normal, start=Fri Jun 03 15:55:46 BST 2016, end=Fri Jun 03 15:59:46 BST 2016, operations=241.66082075731157, operationsPerMinute=60.41520518932789
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 16:00:48 BST 2016, end=Fri Jun 03 16:02:48 BST 2016, operations=140.79652765276592, operationsPerMinute=70.39826382638296, mode=normal, start=Fri Jun 03 16:03:47 BST 2016, end=Fri Jun 03 16:07:47 BST 2016, operations=151.70328435331825, operationsPerMinute=37.92582108832956
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 16:08:03 BST 2016, end=Fri Jun 03 16:10:03 BST 2016, operations=67.37931395841107, operationsPerMinute=33.68965697920554, mode=normal, start=Fri Jun 03 16:11:27 BST 2016, end=Fri Jun 03 16:15:27 BST 2016, operations=103.63304899247197, operationsPerMinute=25.908262248117992
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 16:15:39 BST 2016, end=Fri Jun 03 16:17:39 BST 2016, operations=7.075996092056549, operationsPerMinute=3.5379980460282745, mode=normal, start=Fri Jun 03 16:18:25 BST 2016, end=Fri Jun 03 16:22:25 BST 2016, operations=21.26828035473564, operationsPerMinute=5.31707008868391
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:25:08 BST 2016, end=Fri Jun 03 16:27:08 BST 2016, operations=24.806490007126584, operationsPerMinute=12.403245003563292, mode=normal, start=Fri Jun 03 16:27:26 BST 2016, end=Fri Jun 03 16:31:26 BST 2016, operations=75.3754504712786, operationsPerMinute=18.84386261781965
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:31:39 BST 2016, end=Fri Jun 03 16:33:39 BST 2016, operations=20.327379444011864, operationsPerMinute=10.163689722005932, mode=normal, start=Fri Jun 03 16:33:56 BST 2016, end=Fri Jun 03 16:37:56 BST 2016, operations=60.36259136337566, operationsPerMinute=15.090647840843914
