spec.jvm2008.report.run.location=NIDD120
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sat Jun 04 08:30:36 BST 2016, end=Sat Jun 04 08:30:36 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:30:36 BST 2016, end=Sat Jun 04 08:30:36 BST 2016, operations=1.0, operationsPerMinute=71.17437722419929
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:30:36 BST 2016, end=Sat Jun 04 08:31:06 BST 2016, operations=1.0, operationsPerMinute=2.0063534525998996
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:31:06 BST 2016, end=Sat Jun 04 08:31:12 BST 2016, operations=1.0, operationsPerMinute=10.53740779768177
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:31:12 BST 2016, end=Sat Jun 04 08:31:14 BST 2016, operations=1.0, operationsPerMinute=35.60830860534124
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:31:14 BST 2016, end=Sat Jun 04 08:31:25 BST 2016, operations=1.0, operationsPerMinute=5.549902876699658
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:31:25 BST 2016, end=Sat Jun 04 08:31:34 BST 2016, operations=1.0, operationsPerMinute=6.724195898240502
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:31:34 BST 2016, end=Sat Jun 04 08:31:41 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:31:41 BST 2016, end=Sat Jun 04 08:31:44 BST 2016, operations=1.0, operationsPerMinute=18.39926402943882
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:31:44 BST 2016, end=Sat Jun 04 08:31:45 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:31:45 BST 2016, end=Sat Jun 04 08:31:46 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:31:46 BST 2016, end=Sat Jun 04 08:31:54 BST 2016, operations=1.0, operationsPerMinute=8.379888268156424
