spec.jvm2008.report.run.location=SUNSPACE12
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Quad CPU    Q9400  @ 2.66GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=4027
benchmark-name=check, mode=normal, start=Wed Jun 29 20:05:50 BST 2016, end=Wed Jun 29 20:05:50 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 20:05:50 BST 2016, end=Wed Jun 29 20:05:50 BST 2016, operations=1.0, operationsPerMinute=320.85561497326205
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 20:05:50 BST 2016, end=Wed Jun 29 20:06:19 BST 2016, operations=1.0, operationsPerMinute=2.1178962230850686
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 20:06:19 BST 2016, end=Wed Jun 29 20:06:25 BST 2016, operations=1.0, operationsPerMinute=9.640102827763496
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 20:06:25 BST 2016, end=Wed Jun 29 20:06:27 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 20:06:27 BST 2016, end=Wed Jun 29 20:06:39 BST 2016, operations=1.0, operationsPerMinute=5.087763927753752
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 20:06:39 BST 2016, end=Wed Jun 29 20:06:48 BST 2016, operations=1.0, operationsPerMinute=6.619593998234775
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 20:06:48 BST 2016, end=Wed Jun 29 20:06:55 BST 2016, operations=1.0, operationsPerMinute=7.7861406696080975
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 20:06:55 BST 2016, end=Wed Jun 29 20:07:00 BST 2016, operations=1.0, operationsPerMinute=13.44688480502017
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 20:07:00 BST 2016, end=Wed Jun 29 20:07:01 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 20:07:01 BST 2016, end=Wed Jun 29 20:07:03 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 20:07:03 BST 2016, end=Wed Jun 29 20:07:13 BST 2016, operations=1.0, operationsPerMinute=6.474587245063128
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 20:07:13 BST 2016, end=Wed Jun 29 20:07:15 BST 2016, operations=1.0, operationsPerMinute=27.881040892193308
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 20:07:15 BST 2016, end=Wed Jun 29 20:07:17 BST 2016, operations=1.0, operationsPerMinute=24.65078060805259
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 20:07:17 BST 2016, end=Wed Jun 29 20:07:22 BST 2016, operations=1.0, operationsPerMinute=12.568077084206116
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 20:07:22 BST 2016, end=Wed Jun 29 20:07:30 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 20:07:30 BST 2016, end=Wed Jun 29 20:08:16 BST 2016, operations=1.0, operationsPerMinute=1.3042344143987479
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 20:08:16 BST 2016, end=Wed Jun 29 20:08:17 BST 2016, operations=1.0, operationsPerMinute=34.64203233256351
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 20:08:38 BST 2016, end=Wed Jun 29 20:10:38 BST 2016, operations=296.3876159326122, operationsPerMinute=148.1938079663061, mode=normal, start=Wed Jun 29 20:10:40 BST 2016, end=Wed Jun 29 20:14:40 BST 2016, operations=599.7240077715247, operationsPerMinute=149.93100194288118
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 20:14:48 BST 2016, end=Wed Jun 29 20:16:48 BST 2016, operations=118.69018270541324, operationsPerMinute=59.34509135270662, mode=normal, start=Wed Jun 29 20:16:53 BST 2016, end=Wed Jun 29 20:20:53 BST 2016, operations=238.1290435090763, operationsPerMinute=59.532260877269074
benchmark-name=compress, mod=warmup, start=Wed Jun 29 20:20:59 BST 2016, end=Wed Jun 29 20:22:59 BST 2016, operations=250.88316242175225, operationsPerMinute=125.44158121087612, mode=normal, start=Wed Jun 29 20:23:02 BST 2016, end=Wed Jun 29 20:27:02 BST 2016, operations=502.4549530243492, operationsPerMinute=125.6137382560873
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 20:27:05 BST 2016, end=Wed Jun 29 20:29:05 BST 2016, operations=71.2897514687834, operationsPerMinute=35.6448757343917, mode=normal, start=Wed Jun 29 20:29:13 BST 2016, end=Wed Jun 29 20:33:13 BST 2016, operations=149.92842228456684, operationsPerMinute=37.48210557114171
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 20:33:23 BST 2016, end=Wed Jun 29 20:35:23 BST 2016, operations=149.8933624726318, operationsPerMinute=74.9466812363159, mode=normal, start=Wed Jun 29 20:35:28 BST 2016, end=Wed Jun 29 20:39:28 BST 2016, operations=298.4823823476966, operationsPerMinute=74.62059558692415
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 20:39:32 BST 2016, end=Wed Jun 29 20:41:32 BST 2016, operations=240.70366060269765, operationsPerMinute=120.35183030134883, mode=normal, start=Wed Jun 29 20:41:36 BST 2016, end=Wed Jun 29 20:45:36 BST 2016, operations=483.0791077577957, operationsPerMinute=120.76977693944893
benchmark-name=derby, mod=warmup, start=Wed Jun 29 20:46:27 BST 2016, end=Wed Jun 29 20:48:27 BST 2016, operations=165.54886843721164, operationsPerMinute=82.77443421860582, mode=normal, start=Wed Jun 29 20:48:31 BST 2016, end=Wed Jun 29 20:52:31 BST 2016, operations=334.1944414457373, operationsPerMinute=83.54861036143433
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 20:52:36 BST 2016, end=Wed Jun 29 20:54:36 BST 2016, operations=114.13523722569799, operationsPerMinute=57.067618612848996, mode=normal, start=Wed Jun 29 20:54:42 BST 2016, end=Wed Jun 29 20:58:42 BST 2016, operations=228.54162037245538, operationsPerMinute=57.135405093113846
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 20:58:48 BST 2016, end=Wed Jun 29 21:00:48 BST 2016, operations=37.474395083194466, operationsPerMinute=18.737197541597233, mode=normal, start=Wed Jun 29 21:01:03 BST 2016, end=Wed Jun 29 21:05:03 BST 2016, operations=74.5363278898408, operationsPerMinute=18.6340819724602
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 21:05:21 BST 2016, end=Wed Jun 29 21:07:21 BST 2016, operations=8.834218134217508, operationsPerMinute=4.417109067108754, mode=normal, start=Wed Jun 29 21:08:45 BST 2016, end=Wed Jun 29 21:12:45 BST 2016, operations=17.64548778169855, operationsPerMinute=4.411371945424637
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 21:13:58 BST 2016, end=Wed Jun 29 21:15:58 BST 2016, operations=49.32727001137528, operationsPerMinute=24.66363500568764, mode=normal, start=Wed Jun 29 21:16:13 BST 2016, end=Wed Jun 29 21:20:13 BST 2016, operations=99.01441374999948, operationsPerMinute=24.75360343749987
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 21:20:25 BST 2016, end=Wed Jun 29 21:22:25 BST 2016, operations=28.354025293556205, operationsPerMinute=14.177012646778103, mode=normal, start=Wed Jun 29 21:22:53 BST 2016, end=Wed Jun 29 21:26:53 BST 2016, operations=56.67709347250436, operationsPerMinute=14.16927336812609
