spec.jvm2008.report.run.location=LAW014
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 07:01:09 BST 2016, end=Mon Jun 27 07:01:09 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 07:01:09 BST 2016, end=Mon Jun 27 07:01:09 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 07:01:09 BST 2016, end=Mon Jun 27 07:01:26 BST 2016, operations=1.0, operationsPerMinute=3.5124692658939236
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 07:01:26 BST 2016, end=Mon Jun 27 07:01:30 BST 2016, operations=1.0, operationsPerMinute=14.350633819660368
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 07:01:30 BST 2016, end=Mon Jun 27 07:01:32 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 07:01:32 BST 2016, end=Mon Jun 27 07:01:41 BST 2016, operations=1.0, operationsPerMinute=6.607929515418502
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 07:01:41 BST 2016, end=Mon Jun 27 07:01:48 BST 2016, operations=1.0, operationsPerMinute=7.723001673317029
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 07:01:48 BST 2016, end=Mon Jun 27 07:01:55 BST 2016, operations=1.0, operationsPerMinute=8.841732979664014
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 07:01:55 BST 2016, end=Mon Jun 27 07:01:58 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 07:01:58 BST 2016, end=Mon Jun 27 07:01:59 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 07:01:59 BST 2016, end=Mon Jun 27 07:02:00 BST 2016, operations=1.0, operationsPerMinute=53.42831700801425
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 07:02:00 BST 2016, end=Mon Jun 27 07:02:06 BST 2016, operations=1.0, operationsPerMinute=9.737098344693282
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 07:02:06 BST 2016, end=Mon Jun 27 07:02:08 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 07:02:08 BST 2016, end=Mon Jun 27 07:02:09 BST 2016, operations=1.0, operationsPerMinute=51.94805194805195
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 07:02:09 BST 2016, end=Mon Jun 27 07:02:11 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 07:02:11 BST 2016, end=Mon Jun 27 07:02:18 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 07:02:18 BST 2016, end=Mon Jun 27 07:02:44 BST 2016, operations=1.0, operationsPerMinute=2.3581197924854584
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 07:02:44 BST 2016, end=Mon Jun 27 07:02:45 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 07:02:57 BST 2016, end=Mon Jun 27 07:04:57 BST 2016, operations=415.9609316825725, operationsPerMinute=207.98046584128625, mode=normal, start=Mon Jun 27 07:04:59 BST 2016, end=Mon Jun 27 07:08:59 BST 2016, operations=839.6240919688082, operationsPerMinute=209.90602299220205
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 07:09:05 BST 2016, end=Mon Jun 27 07:11:05 BST 2016, operations=168.28889888475672, operationsPerMinute=84.14444944237836, mode=normal, start=Mon Jun 27 07:11:09 BST 2016, end=Mon Jun 27 07:15:09 BST 2016, operations=336.7966728881359, operationsPerMinute=84.19916822203398
benchmark-name=compress, mod=warmup, start=Mon Jun 27 07:15:14 BST 2016, end=Mon Jun 27 07:17:14 BST 2016, operations=351.6507441729053, operationsPerMinute=175.82537208645266, mode=normal, start=Mon Jun 27 07:17:15 BST 2016, end=Mon Jun 27 07:21:15 BST 2016, operations=703.9419645063812, operationsPerMinute=175.9854911265953
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 07:21:18 BST 2016, end=Mon Jun 27 07:23:18 BST 2016, operations=116.06208543146012, operationsPerMinute=58.03104271573006, mode=normal, start=Mon Jun 27 07:23:25 BST 2016, end=Mon Jun 27 07:27:25 BST 2016, operations=245.5824392977696, operationsPerMinute=61.3956098244424
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 07:27:31 BST 2016, end=Mon Jun 27 07:29:31 BST 2016, operations=205.1150561757786, operationsPerMinute=102.5575280878893, mode=normal, start=Mon Jun 27 07:29:35 BST 2016, end=Mon Jun 27 07:33:35 BST 2016, operations=409.9036037019212, operationsPerMinute=102.4759009254803
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 07:33:39 BST 2016, end=Mon Jun 27 07:35:39 BST 2016, operations=351.77300457856654, operationsPerMinute=175.88650228928327, mode=normal, start=Mon Jun 27 07:35:41 BST 2016, end=Mon Jun 27 07:39:41 BST 2016, operations=698.6805501822837, operationsPerMinute=174.67013754557092
benchmark-name=derby, mod=warmup, start=Mon Jun 27 07:40:42 BST 2016, end=Mon Jun 27 07:42:42 BST 2016, operations=256.22287476760044, operationsPerMinute=128.11143738380022, mode=normal, start=Mon Jun 27 07:42:45 BST 2016, end=Mon Jun 27 07:46:45 BST 2016, operations=514.6687076877987, operationsPerMinute=128.66717692194968
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 07:46:47 BST 2016, end=Mon Jun 27 07:48:47 BST 2016, operations=173.14475319131256, operationsPerMinute=86.57237659565628, mode=normal, start=Mon Jun 27 07:48:52 BST 2016, end=Mon Jun 27 07:52:52 BST 2016, operations=346.3397642426606, operationsPerMinute=86.58494106066514
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 07:52:55 BST 2016, end=Mon Jun 27 07:54:55 BST 2016, operations=108.91034028838521, operationsPerMinute=54.45517014419261, mode=normal, start=Mon Jun 27 07:55:02 BST 2016, end=Mon Jun 27 07:59:02 BST 2016, operations=219.9615162244625, operationsPerMinute=54.99037905611563
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 07:59:08 BST 2016, end=Mon Jun 27 08:01:08 BST 2016, operations=22.594886511179638, operationsPerMinute=11.297443255589819, mode=normal, start=Mon Jun 27 08:01:32 BST 2016, end=Mon Jun 27 08:05:32 BST 2016, operations=45.298123038640114, operationsPerMinute=11.324530759660028
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 08:06:02 BST 2016, end=Mon Jun 27 08:08:02 BST 2016, operations=69.62928330384543, operationsPerMinute=34.81464165192271, mode=normal, start=Mon Jun 27 08:08:13 BST 2016, end=Mon Jun 27 08:12:13 BST 2016, operations=138.9839945018628, operationsPerMinute=34.7459986254657
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 08:12:20 BST 2016, end=Mon Jun 27 08:14:20 BST 2016, operations=75.24177496167238, operationsPerMinute=37.62088748083619, mode=normal, start=Mon Jun 27 08:14:28 BST 2016, end=Mon Jun 27 08:18:28 BST 2016, operations=150.595396665882, operationsPerMinute=37.6488491664705
