spec.jvm2008.report.run.location=HULL96
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 16:31:48 BST 2016, end=Tue Jun 21 16:31:48 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 16:31:48 BST 2016, end=Tue Jun 21 16:31:49 BST 2016, operations=1.0, operationsPerMinute=121.70385395537525
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 16:31:49 BST 2016, end=Tue Jun 21 16:32:18 BST 2016, operations=1.0, operationsPerMinute=2.064977973568282
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 16:32:18 BST 2016, end=Tue Jun 21 16:32:24 BST 2016, operations=1.0, operationsPerMinute=10.148849797023004
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 16:32:24 BST 2016, end=Tue Jun 21 16:32:26 BST 2016, operations=1.0, operationsPerMinute=33.72681281618887
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 16:32:26 BST 2016, end=Tue Jun 21 16:32:36 BST 2016, operations=1.0, operationsPerMinute=5.590235721606261
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 16:32:36 BST 2016, end=Tue Jun 21 16:32:45 BST 2016, operations=1.0, operationsPerMinute=6.73551863493489
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 16:32:45 BST 2016, end=Tue Jun 21 16:32:53 BST 2016, operations=1.0, operationsPerMinute=8.166598611678236
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 16:32:53 BST 2016, end=Tue Jun 21 16:32:56 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 16:32:56 BST 2016, end=Tue Jun 21 16:32:57 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 16:32:57 BST 2016, end=Tue Jun 21 16:32:58 BST 2016, operations=1.0, operationsPerMinute=45.76659038901602
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 16:32:58 BST 2016, end=Tue Jun 21 16:33:06 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 16:33:06 BST 2016, end=Tue Jun 21 16:33:08 BST 2016, operations=1.0, operationsPerMinute=32.05128205128205
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 16:33:08 BST 2016, end=Tue Jun 21 16:33:09 BST 2016, operations=1.0, operationsPerMinute=40.053404539385845
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 16:33:09 BST 2016, end=Tue Jun 21 16:33:12 BST 2016, operations=1.0, operationsPerMinute=17.97483523067705
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 16:33:12 BST 2016, end=Tue Jun 21 16:33:20 BST 2016, operations=1.0, operationsPerMinute=8.253094910591471
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 16:33:20 BST 2016, end=Tue Jun 21 16:33:50 BST 2016, operations=1.0, operationsPerMinute=2.0178241129981505
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 16:33:50 BST 2016, end=Tue Jun 21 16:33:51 BST 2016, operations=1.0, operationsPerMinute=44.21518054532056
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 16:34:07 BST 2016, end=Tue Jun 21 16:36:07 BST 2016, operations=320.170376376105, operationsPerMinute=160.0851881880525, mode=normal, start=Tue Jun 21 16:36:09 BST 2016, end=Tue Jun 21 16:40:09 BST 2016, operations=644.730305220759, operationsPerMinute=161.18257630518974
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 16:40:16 BST 2016, end=Tue Jun 21 16:42:16 BST 2016, operations=126.4310874845219, operationsPerMinute=63.21554374226095, mode=normal, start=Tue Jun 21 16:42:21 BST 2016, end=Tue Jun 21 16:46:21 BST 2016, operations=248.58150396035066, operationsPerMinute=62.145375990087665
benchmark-name=compress, mod=warmup, start=Tue Jun 21 16:46:27 BST 2016, end=Tue Jun 21 16:48:27 BST 2016, operations=247.93247615420236, operationsPerMinute=123.96623807710118, mode=normal, start=Tue Jun 21 16:48:30 BST 2016, end=Tue Jun 21 16:52:30 BST 2016, operations=497.777517817655, operationsPerMinute=124.44437945441375
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 16:52:33 BST 2016, end=Tue Jun 21 16:54:33 BST 2016, operations=78.51585667571952, operationsPerMinute=39.25792833785976, mode=normal, start=Tue Jun 21 16:54:42 BST 2016, end=Tue Jun 21 16:58:42 BST 2016, operations=166.7367253520001, operationsPerMinute=41.68418133800002
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 16:58:50 BST 2016, end=Tue Jun 21 17:00:50 BST 2016, operations=133.72903840022778, operationsPerMinute=66.86451920011389, mode=normal, start=Tue Jun 21 17:00:57 BST 2016, end=Tue Jun 21 17:04:57 BST 2016, operations=277.449574845858, operationsPerMinute=69.3623937114645
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 17:05:02 BST 2016, end=Tue Jun 21 17:07:02 BST 2016, operations=234.09572802747206, operationsPerMinute=117.04786401373603, mode=normal, start=Tue Jun 21 17:07:05 BST 2016, end=Tue Jun 21 17:11:05 BST 2016, operations=467.4883125551262, operationsPerMinute=116.87207813878155
benchmark-name=derby, mod=warmup, start=Tue Jun 21 17:12:43 BST 2016, end=Tue Jun 21 17:14:43 BST 2016, operations=179.95090414267997, operationsPerMinute=89.97545207133999, mode=normal, start=Tue Jun 21 17:14:46 BST 2016, end=Tue Jun 21 17:18:46 BST 2016, operations=358.36098514577446, operationsPerMinute=89.59024628644362
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 17:18:50 BST 2016, end=Tue Jun 21 17:20:50 BST 2016, operations=123.7093685850332, operationsPerMinute=61.8546842925166, mode=normal, start=Tue Jun 21 17:20:57 BST 2016, end=Tue Jun 21 17:24:57 BST 2016, operations=251.06491471678066, operationsPerMinute=62.766228679195166
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 17:25:03 BST 2016, end=Tue Jun 21 17:27:03 BST 2016, operations=50.59802962249765, operationsPerMinute=25.299014811248824, mode=normal, start=Tue Jun 21 17:27:14 BST 2016, end=Tue Jun 21 17:31:14 BST 2016, operations=92.61136784390386, operationsPerMinute=23.152841960975966
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 17:31:28 BST 2016, end=Tue Jun 21 17:33:28 BST 2016, operations=10.795751008105796, operationsPerMinute=5.397875504052898, mode=normal, start=Tue Jun 21 17:34:13 BST 2016, end=Tue Jun 21 17:38:13 BST 2016, operations=21.476649046842333, operationsPerMinute=5.369162261710583
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 17:39:06 BST 2016, end=Tue Jun 21 17:41:06 BST 2016, operations=50.05543213528812, operationsPerMinute=25.02771606764406, mode=normal, start=Tue Jun 21 17:41:21 BST 2016, end=Tue Jun 21 17:45:21 BST 2016, operations=99.37468258764386, operationsPerMinute=24.843670646910965
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 17:45:34 BST 2016, end=Tue Jun 21 17:47:34 BST 2016, operations=34.75792340820963, operationsPerMinute=17.378961704104814, mode=normal, start=Tue Jun 21 17:47:53 BST 2016, end=Tue Jun 21 17:51:53 BST 2016, operations=70.39231718612338, operationsPerMinute=17.598079296530845
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 21 17:52:10 BST 2016, end=Tue Jun 21 17:54:10 BST 2016, operations=456.5223061816041, operationsPerMinute=228.26115309080205, mode=normal, start=Tue Jun 21 17:54:15 BST 2016, end=Tue Jun 21 17:58:15 BST 2016, operations=952.3724589290836, operationsPerMinute=238.0931147322709
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 21 17:58:16 BST 2016, end=Tue Jun 21 18:00:16 BST 2016, operations=366.1388708028045, operationsPerMinute=183.06943540140225, mode=normal, start=Tue Jun 21 18:00:18 BST 2016, end=Tue Jun 21 18:04:18 BST 2016, operations=742.5505069142025, operationsPerMinute=185.63762672855063
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jun 21 18:04:20 BST 2016, end=Tue Jun 21 18:06:20 BST 2016, operations=240.7530781254438, operationsPerMinute=120.3765390627219, mode=normal, start=Tue Jun 21 18:06:24 BST 2016, end=Tue Jun 21 18:10:24 BST 2016, operations=485.9161509191735, operationsPerMinute=121.47903772979338
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jun 21 18:10:28 BST 2016, end=Tue Jun 21 18:12:28 BST 2016, operations=311.2572538280534, operationsPerMinute=155.6286269140267, mode=normal, start=Tue Jun 21 18:12:30 BST 2016, end=Tue Jun 21 18:16:30 BST 2016, operations=616.6172369433727, operationsPerMinute=154.1543092358432
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jun 21 18:16:32 BST 2016, end=Tue Jun 21 18:18:32 BST 2016, operations=79.08525938622178, operationsPerMinute=39.54262969311089, mode=normal, start=Tue Jun 21 18:18:40 BST 2016, end=Tue Jun 21 18:22:40 BST 2016, operations=158.1290680125751, operationsPerMinute=39.53226700314377
benchmark-name=serial, mod=warmup, start=Tue Jun 21 18:22:48 BST 2016, end=Tue Jun 21 18:24:48 BST 2016, operations=139.80810244926914, operationsPerMinute=69.90405122463457, mode=normal, start=Tue Jun 21 18:24:54 BST 2016, end=Tue Jun 21 18:28:54 BST 2016, operations=283.2807622793214, operationsPerMinute=70.82019056983034
benchmark-name=sunflow, mod=warmup, start=Tue Jun 21 18:28:59 BST 2016, end=Tue Jun 21 18:30:59 BST 2016, operations=108.64362595013668, operationsPerMinute=54.32181297506834, mode=normal, start=Tue Jun 21 18:31:02 BST 2016, end=Tue Jun 21 18:35:02 BST 2016, operations=215.0922023590528, operationsPerMinute=53.7730505897632
benchmark-name=xml.transform, mod=warmup, start=Tue Jun 21 18:35:35 BST 2016, end=Tue Jun 21 18:37:35 BST 2016, operations=305.3881298733714, operationsPerMinute=152.6940649366857, mode=normal, start=Tue Jun 21 18:37:38 BST 2016, end=Tue Jun 21 18:41:38 BST 2016, operations=604.9433671097388, operationsPerMinute=151.2358417774347
benchmark-name=xml.validation, mod=warmup, start=Tue Jun 21 18:41:41 BST 2016, end=Tue Jun 21 18:43:41 BST 2016, operations=531.0004030496358, operationsPerMinute=265.5002015248179, mode=normal, start=Tue Jun 21 18:43:42 BST 2016, end=Tue Jun 21 18:47:42 BST 2016, operations=1041.3933960210393, operationsPerMinute=260.3483490052598
