spec.jvm2008.report.run.location=GREY-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 17:42:57 BST 2016, end=Mon Jul 04 17:42:57 BST 2016, operations=1.0, operationsPerMinute=1875.0
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 17:42:57 BST 2016, end=Mon Jul 04 17:42:58 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 17:42:58 BST 2016, end=Mon Jul 04 17:43:11 BST 2016, operations=1.0, operationsPerMinute=4.41598586884522
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 17:43:11 BST 2016, end=Mon Jul 04 17:43:14 BST 2016, operations=1.0, operationsPerMinute=17.80415430267062
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 17:43:14 BST 2016, end=Mon Jul 04 17:43:16 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 17:43:16 BST 2016, end=Mon Jul 04 17:43:24 BST 2016, operations=1.0, operationsPerMinute=6.904487917146145
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 17:43:24 BST 2016, end=Mon Jul 04 17:43:32 BST 2016, operations=1.0, operationsPerMinute=7.882291119285339
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 17:43:32 BST 2016, end=Mon Jul 04 17:43:39 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 17:43:39 BST 2016, end=Mon Jul 04 17:43:41 BST 2016, operations=1.0, operationsPerMinute=25.641025641025642
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 17:43:41 BST 2016, end=Mon Jul 04 17:43:42 BST 2016, operations=1.0, operationsPerMinute=78.53403141361257
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 17:43:42 BST 2016, end=Mon Jul 04 17:43:43 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 17:43:43 BST 2016, end=Mon Jul 04 17:43:48 BST 2016, operations=1.0, operationsPerMinute=10.507880910683012
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 17:43:48 BST 2016, end=Mon Jul 04 17:43:50 BST 2016, operations=1.0, operationsPerMinute=40.92769440654843
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 17:43:50 BST 2016, end=Mon Jul 04 17:43:51 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 17:43:51 BST 2016, end=Mon Jul 04 17:43:53 BST 2016, operations=1.0, operationsPerMinute=27.47252747252747
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 17:43:53 BST 2016, end=Mon Jul 04 17:44:00 BST 2016, operations=1.0, operationsPerMinute=8.92325996430696
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 17:44:00 BST 2016, end=Mon Jul 04 17:44:21 BST 2016, operations=1.0, operationsPerMinute=2.8660138524002865
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 17:44:21 BST 2016, end=Mon Jul 04 17:44:22 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 17:44:32 BST 2016, end=Mon Jul 04 17:46:32 BST 2016, operations=440.48397939553325, operationsPerMinute=220.24198969776663, mode=normal, start=Mon Jul 04 17:46:34 BST 2016, end=Mon Jul 04 17:50:34 BST 2016, operations=893.2975661494166, operationsPerMinute=223.32439153735416
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 17:50:38 BST 2016, end=Mon Jul 04 17:52:38 BST 2016, operations=175.9634128040139, operationsPerMinute=87.98170640200695, mode=normal, start=Mon Jul 04 17:52:41 BST 2016, end=Mon Jul 04 17:56:41 BST 2016, operations=352.2684331857753, operationsPerMinute=88.06710829644382
benchmark-name=compress, mod=warmup, start=Mon Jul 04 17:56:46 BST 2016, end=Mon Jul 04 17:58:46 BST 2016, operations=300.63467117940013, operationsPerMinute=150.31733558970006, mode=normal, start=Mon Jul 04 17:58:49 BST 2016, end=Mon Jul 04 18:02:49 BST 2016, operations=397.57072653684287, operationsPerMinute=99.39268163421072
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 18:03:06 BST 2016, end=Mon Jul 04 18:05:06 BST 2016, operations=105.46294627159347, operationsPerMinute=52.73147313579673, mode=normal, start=Mon Jul 04 18:05:11 BST 2016, end=Mon Jul 04 18:09:11 BST 2016, operations=223.00032668549292, operationsPerMinute=55.75008167137323
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 18:09:18 BST 2016, end=Mon Jul 04 18:11:18 BST 2016, operations=175.8695509673864, operationsPerMinute=87.9347754836932, mode=normal, start=Mon Jul 04 18:11:25 BST 2016, end=Mon Jul 04 18:15:25 BST 2016, operations=243.61084314810134, operationsPerMinute=60.902710787025335
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 18:15:29 BST 2016, end=Mon Jul 04 18:17:29 BST 2016, operations=304.4517705250862, operationsPerMinute=152.2258852625431, mode=normal, start=Mon Jul 04 18:17:31 BST 2016, end=Mon Jul 04 18:21:31 BST 2016, operations=610.069778066769, operationsPerMinute=152.51744451669225
benchmark-name=derby, mod=warmup, start=Mon Jul 04 18:21:53 BST 2016, end=Mon Jul 04 18:23:53 BST 2016, operations=272.16932901581663, operationsPerMinute=136.08466450790831, mode=normal, start=Mon Jul 04 18:23:56 BST 2016, end=Mon Jul 04 18:27:56 BST 2016, operations=549.0378048922128, operationsPerMinute=137.2594512230532
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 18:27:58 BST 2016, end=Mon Jul 04 18:29:58 BST 2016, operations=155.67744474556622, operationsPerMinute=77.83872237278311, mode=normal, start=Mon Jul 04 18:30:06 BST 2016, end=Mon Jul 04 18:34:06 BST 2016, operations=231.1465268292713, operationsPerMinute=57.786631707317824
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 18:35:06 BST 2016, end=Mon Jul 04 18:37:06 BST 2016, operations=68.45722836529877, operationsPerMinute=34.22861418264939, mode=normal, start=Mon Jul 04 18:38:03 BST 2016, end=Mon Jul 04 18:42:03 BST 2016, operations=135.25634243158643, operationsPerMinute=33.81408560789661
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 18:45:11 BST 2016, end=Mon Jul 04 18:47:11 BST 2016, operations=13.63688758885683, operationsPerMinute=6.818443794428415, mode=normal, start=Mon Jul 04 18:48:15 BST 2016, end=Mon Jul 04 18:52:15 BST 2016, operations=25.570189934039423, operationsPerMinute=6.392547483509856
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 18:54:14 BST 2016, end=Mon Jul 04 18:56:14 BST 2016, operations=57.024279320872736, operationsPerMinute=28.512139660436368, mode=normal, start=Mon Jul 04 18:56:31 BST 2016, end=Mon Jul 04 19:00:31 BST 2016, operations=107.23995578621147, operationsPerMinute=26.809988946552867
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 19:00:43 BST 2016, end=Mon Jul 04 19:02:43 BST 2016, operations=33.20052193543747, operationsPerMinute=16.600260967718736, mode=normal, start=Mon Jul 04 19:03:01 BST 2016, end=Mon Jul 04 19:07:01 BST 2016, operations=86.8569737316474, operationsPerMinute=21.71424343291185
