spec.jvm2008.report.run.location=BEDSONTC044
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:32:22 BST 2016, end=Thu Jun 23 02:32:22 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:32:22 BST 2016, end=Thu Jun 23 02:32:22 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:32:22 BST 2016, end=Thu Jun 23 02:32:35 BST 2016, operations=1.0, operationsPerMinute=4.551661356395084
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:32:35 BST 2016, end=Thu Jun 23 02:32:38 BST 2016, operations=1.0, operationsPerMinute=17.80415430267062
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:32:38 BST 2016, end=Thu Jun 23 02:32:39 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:32:39 BST 2016, end=Thu Jun 23 02:32:48 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:32:48 BST 2016, end=Thu Jun 23 02:32:55 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:32:55 BST 2016, end=Thu Jun 23 02:33:02 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:33:02 BST 2016, end=Thu Jun 23 02:33:04 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:33:04 BST 2016, end=Thu Jun 23 02:33:05 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:33:05 BST 2016, end=Thu Jun 23 02:33:06 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:33:06 BST 2016, end=Thu Jun 23 02:33:12 BST 2016, operations=1.0, operationsPerMinute=10.683760683760683
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:33:12 BST 2016, end=Thu Jun 23 02:33:13 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:33:13 BST 2016, end=Thu Jun 23 02:33:14 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:33:14 BST 2016, end=Thu Jun 23 02:33:16 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:33:16 BST 2016, end=Thu Jun 23 02:33:22 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:33:22 BST 2016, end=Thu Jun 23 02:33:43 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:33:43 BST 2016, end=Thu Jun 23 02:33:43 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:33:54 BST 2016, end=Thu Jun 23 02:35:54 BST 2016, operations=487.7766611144027, operationsPerMinute=243.88833055720136, mode=normal, start=Thu Jun 23 02:35:55 BST 2016, end=Thu Jun 23 02:39:55 BST 2016, operations=1015.1598121200137, operationsPerMinute=253.78995303000343
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:39:59 BST 2016, end=Thu Jun 23 02:41:59 BST 2016, operations=200.94872667424391, operationsPerMinute=100.47436333712196, mode=normal, start=Thu Jun 23 02:42:03 BST 2016, end=Thu Jun 23 02:46:03 BST 2016, operations=378.11559416991975, operationsPerMinute=94.52889854247994
benchmark-name=compress, mod=warmup, start=Thu Jun 23 02:46:06 BST 2016, end=Thu Jun 23 02:48:06 BST 2016, operations=398.45907407175224, operationsPerMinute=199.22953703587612, mode=normal, start=Thu Jun 23 02:48:08 BST 2016, end=Thu Jun 23 02:52:08 BST 2016, operations=797.8054410812799, operationsPerMinute=199.45136027031998
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 02:52:10 BST 2016, end=Thu Jun 23 02:54:10 BST 2016, operations=138.77320796019262, operationsPerMinute=69.38660398009631, mode=normal, start=Thu Jun 23 02:54:14 BST 2016, end=Thu Jun 23 02:58:14 BST 2016, operations=292.09627677615595, operationsPerMinute=73.02406919403899
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 02:58:20 BST 2016, end=Thu Jun 23 03:00:20 BST 2016, operations=235.6503889470311, operationsPerMinute=117.82519447351555, mode=normal, start=Thu Jun 23 03:00:23 BST 2016, end=Thu Jun 23 03:04:23 BST 2016, operations=470.69172191314834, operationsPerMinute=117.67293047828709
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:04:27 BST 2016, end=Thu Jun 23 03:06:27 BST 2016, operations=407.2611617091467, operationsPerMinute=203.63058085457334, mode=normal, start=Thu Jun 23 03:06:28 BST 2016, end=Thu Jun 23 03:10:28 BST 2016, operations=814.3402401233768, operationsPerMinute=203.5850600308442
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:10:50 BST 2016, end=Thu Jun 23 03:12:50 BST 2016, operations=361.4118177717045, operationsPerMinute=180.70590888585224, mode=normal, start=Thu Jun 23 03:12:53 BST 2016, end=Thu Jun 23 03:16:53 BST 2016, operations=715.4505753632515, operationsPerMinute=178.86264384081286
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:16:55 BST 2016, end=Thu Jun 23 03:18:55 BST 2016, operations=207.4179168832413, operationsPerMinute=103.70895844162065, mode=normal, start=Thu Jun 23 03:18:58 BST 2016, end=Thu Jun 23 03:22:58 BST 2016, operations=415.8306846450612, operationsPerMinute=103.9576711612653
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:23:02 BST 2016, end=Thu Jun 23 03:25:02 BST 2016, operations=69.16441689613511, operationsPerMinute=34.582208448067554, mode=normal, start=Thu Jun 23 03:25:12 BST 2016, end=Thu Jun 23 03:29:12 BST 2016, operations=144.49092897230253, operationsPerMinute=36.12273224307563
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:29:20 BST 2016, end=Thu Jun 23 03:31:20 BST 2016, operations=13.837403131424507, operationsPerMinute=6.9187015657122535, mode=normal, start=Thu Jun 23 03:32:04 BST 2016, end=Thu Jun 23 03:36:04 BST 2016, operations=27.807140095854486, operationsPerMinute=6.951785023963621
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:36:40 BST 2016, end=Thu Jun 23 03:38:40 BST 2016, operations=74.52659447946974, operationsPerMinute=37.26329723973487, mode=normal, start=Thu Jun 23 03:38:49 BST 2016, end=Thu Jun 23 03:42:49 BST 2016, operations=149.187731454623, operationsPerMinute=37.29693286365575
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:42:59 BST 2016, end=Thu Jun 23 03:44:59 BST 2016, operations=43.22297574715469, operationsPerMinute=21.611487873577346, mode=normal, start=Thu Jun 23 03:45:09 BST 2016, end=Thu Jun 23 03:49:09 BST 2016, operations=86.53957151217185, operationsPerMinute=21.63489287804296
benchmark-name=scimark.fft.small, mod=warmup, start=Thu Jun 23 03:49:21 BST 2016, end=Thu Jun 23 03:51:21 BST 2016, operations=739.3491052350428, operationsPerMinute=369.6745526175214, mode=normal, start=Thu Jun 23 03:51:22 BST 2016, end=Thu Jun 23 03:55:22 BST 2016, operations=1378.5735936050069, operationsPerMinute=344.6433984012517
benchmark-name=scimark.lu.small, mod=warmup, start=Thu Jun 23 03:55:23 BST 2016, end=Thu Jun 23 03:57:23 BST 2016, operations=575.6404908387119, operationsPerMinute=287.82024541935596, mode=normal, start=Thu Jun 23 03:57:24 BST 2016, end=Thu Jun 23 04:01:24 BST 2016, operations=1152.2644431966137, operationsPerMinute=288.0661107991534
benchmark-name=scimark.sor.small, mod=warmup, start=Thu Jun 23 04:01:26 BST 2016, end=Thu Jun 23 04:03:26 BST 2016, operations=329.62141030814223, operationsPerMinute=164.81070515407112, mode=normal, start=Thu Jun 23 04:03:27 BST 2016, end=Thu Jun 23 04:07:27 BST 2016, operations=661.2905026778337, operationsPerMinute=165.32262566945843
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu Jun 23 04:07:29 BST 2016, end=Thu Jun 23 04:09:29 BST 2016, operations=511.96688034188037, operationsPerMinute=255.98344017094018, mode=normal, start=Thu Jun 23 04:09:31 BST 2016, end=Thu Jun 23 04:13:31 BST 2016, operations=1022.6331358479283, operationsPerMinute=255.65828396198208
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu Jun 23 04:13:32 BST 2016, end=Thu Jun 23 04:15:32 BST 2016, operations=119.09347940862247, operationsPerMinute=59.546739704311236, mode=normal, start=Thu Jun 23 04:15:39 BST 2016, end=Thu Jun 23 04:19:39 BST 2016, operations=238.93553953920252, operationsPerMinute=59.73388488480063
benchmark-name=serial, mod=warmup, start=Thu Jun 23 04:19:46 BST 2016, end=Thu Jun 23 04:21:46 BST 2016, operations=237.94884768225293, operationsPerMinute=118.97442384112647, mode=normal, start=Thu Jun 23 04:21:48 BST 2016, end=Thu Jun 23 04:25:48 BST 2016, operations=465.4888947861932, operationsPerMinute=116.3722236965483
benchmark-name=sunflow, mod=warmup, start=Thu Jun 23 04:25:52 BST 2016, end=Thu Jun 23 04:27:52 BST 2016, operations=178.4088802319966, operationsPerMinute=89.2044401159983, mode=normal, start=Thu Jun 23 04:27:54 BST 2016, end=Thu Jun 23 04:31:54 BST 2016, operations=360.7778093125421, operationsPerMinute=90.19445232813553
benchmark-name=xml.transform, mod=warmup, start=Thu Jun 23 04:32:15 BST 2016, end=Thu Jun 23 04:34:15 BST 2016, operations=506.1198517053544, operationsPerMinute=253.0599258526772, mode=normal, start=Thu Jun 23 04:34:17 BST 2016, end=Thu Jun 23 04:38:17 BST 2016, operations=1017.124857967231, operationsPerMinute=254.28121449180776
benchmark-name=xml.validation, mod=warmup, start=Thu Jun 23 04:38:19 BST 2016, end=Thu Jun 23 04:40:19 BST 2016, operations=1005.1532387219644, operationsPerMinute=502.5766193609822, mode=normal, start=Thu Jun 23 04:40:19 BST 2016, end=Thu Jun 23 04:44:19 BST 2016, operations=1979.314796510185, operationsPerMinute=494.82869912754626
