spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 05:31:22 BST 2016, end=Mon Jul 04 05:31:22 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 05:31:22 BST 2016, end=Mon Jul 04 05:31:22 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 05:31:22 BST 2016, end=Mon Jul 04 05:31:37 BST 2016, operations=1.0, operationsPerMinute=4.035783951032488
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 05:31:37 BST 2016, end=Mon Jul 04 05:31:40 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 05:31:40 BST 2016, end=Mon Jul 04 05:31:41 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 05:31:41 BST 2016, end=Mon Jul 04 05:31:50 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 05:31:50 BST 2016, end=Mon Jul 04 05:31:57 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 05:31:57 BST 2016, end=Mon Jul 04 05:32:04 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 05:32:04 BST 2016, end=Mon Jul 04 05:32:06 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 05:32:06 BST 2016, end=Mon Jul 04 05:32:07 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 05:32:07 BST 2016, end=Mon Jul 04 05:32:08 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 05:32:08 BST 2016, end=Mon Jul 04 05:32:13 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 05:32:13 BST 2016, end=Mon Jul 04 05:32:15 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 05:32:15 BST 2016, end=Mon Jul 04 05:32:16 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 05:32:16 BST 2016, end=Mon Jul 04 05:32:18 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 05:32:18 BST 2016, end=Mon Jul 04 05:32:24 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 05:32:24 BST 2016, end=Mon Jul 04 05:32:44 BST 2016, operations=1.0, operationsPerMinute=2.9907287409032
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 05:32:44 BST 2016, end=Mon Jul 04 05:32:45 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 05:32:57 BST 2016, end=Mon Jul 04 05:34:57 BST 2016, operations=487.90225462101046, operationsPerMinute=243.95112731050523, mode=normal, start=Mon Jul 04 05:34:58 BST 2016, end=Mon Jul 04 05:38:58 BST 2016, operations=1000.4927947435308, operationsPerMinute=250.1231986858827
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 05:39:03 BST 2016, end=Mon Jul 04 05:41:03 BST 2016, operations=199.99528067246024, operationsPerMinute=99.99764033623012, mode=normal, start=Mon Jul 04 05:41:06 BST 2016, end=Mon Jul 04 05:45:06 BST 2016, operations=397.1362160195432, operationsPerMinute=99.2840540048858
benchmark-name=compress, mod=warmup, start=Mon Jul 04 05:45:10 BST 2016, end=Mon Jul 04 05:47:10 BST 2016, operations=401.2298025355487, operationsPerMinute=200.61490126777434, mode=normal, start=Mon Jul 04 05:47:12 BST 2016, end=Mon Jul 04 05:51:12 BST 2016, operations=796.7568818228284, operationsPerMinute=199.1892204557071
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 05:51:14 BST 2016, end=Mon Jul 04 05:53:14 BST 2016, operations=138.80426388448237, operationsPerMinute=69.40213194224118, mode=normal, start=Mon Jul 04 05:53:18 BST 2016, end=Mon Jul 04 05:57:18 BST 2016, operations=292.24345151097515, operationsPerMinute=73.06086287774379
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 05:57:24 BST 2016, end=Mon Jul 04 05:59:24 BST 2016, operations=236.8264233664612, operationsPerMinute=118.4132116832306, mode=normal, start=Mon Jul 04 05:59:28 BST 2016, end=Mon Jul 04 06:03:28 BST 2016, operations=473.4192382901572, operationsPerMinute=118.3548095725393
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 06:03:31 BST 2016, end=Mon Jul 04 06:05:31 BST 2016, operations=407.5281145685868, operationsPerMinute=203.7640572842934, mode=normal, start=Mon Jul 04 06:05:33 BST 2016, end=Mon Jul 04 06:09:33 BST 2016, operations=817.2448245973674, operationsPerMinute=204.31120614934184
benchmark-name=derby, mod=warmup, start=Mon Jul 04 06:10:14 BST 2016, end=Mon Jul 04 06:12:14 BST 2016, operations=360.7399154603903, operationsPerMinute=180.36995773019515, mode=normal, start=Mon Jul 04 06:12:16 BST 2016, end=Mon Jul 04 06:16:16 BST 2016, operations=717.9478553737035, operationsPerMinute=179.48696384342588
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 06:16:19 BST 2016, end=Mon Jul 04 06:18:19 BST 2016, operations=207.90643896096998, operationsPerMinute=103.95321948048499, mode=normal, start=Mon Jul 04 06:18:21 BST 2016, end=Mon Jul 04 06:22:21 BST 2016, operations=415.25264880736677, operationsPerMinute=103.81316220184169
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 06:22:24 BST 2016, end=Mon Jul 04 06:24:24 BST 2016, operations=77.35720847517311, operationsPerMinute=38.678604237586555, mode=normal, start=Mon Jul 04 06:24:32 BST 2016, end=Mon Jul 04 06:28:32 BST 2016, operations=152.40083442465908, operationsPerMinute=38.10020860616477
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 06:28:40 BST 2016, end=Mon Jul 04 06:30:40 BST 2016, operations=13.904877051649919, operationsPerMinute=6.9524385258249595, mode=normal, start=Mon Jul 04 06:31:23 BST 2016, end=Mon Jul 04 06:35:23 BST 2016, operations=27.83465457166209, operationsPerMinute=6.958663642915522
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 06:35:58 BST 2016, end=Mon Jul 04 06:37:58 BST 2016, operations=74.60904211803151, operationsPerMinute=37.304521059015755, mode=normal, start=Mon Jul 04 06:38:07 BST 2016, end=Mon Jul 04 06:42:07 BST 2016, operations=148.97350793061025, operationsPerMinute=37.24337698265256
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 06:42:18 BST 2016, end=Mon Jul 04 06:44:18 BST 2016, operations=42.71751703465056, operationsPerMinute=21.35875851732528, mode=normal, start=Mon Jul 04 06:44:30 BST 2016, end=Mon Jul 04 06:48:30 BST 2016, operations=85.47718420578812, operationsPerMinute=21.36929605144703
