spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 08:49:37 BST 2016, end=Tue Jul 05 08:49:37 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 08:49:37 BST 2016, end=Tue Jul 05 08:49:37 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 08:49:37 BST 2016, end=Tue Jul 05 08:49:52 BST 2016, operations=1.0, operationsPerMinute=4.048582995951417
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 08:49:52 BST 2016, end=Tue Jul 05 08:49:55 BST 2016, operations=1.0, operationsPerMinute=17.24633515377982
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 08:49:55 BST 2016, end=Tue Jul 05 08:49:57 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 08:49:57 BST 2016, end=Tue Jul 05 08:50:05 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 08:50:05 BST 2016, end=Tue Jul 05 08:50:13 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 08:50:13 BST 2016, end=Tue Jul 05 08:50:19 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 08:50:19 BST 2016, end=Tue Jul 05 08:50:22 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 08:50:22 BST 2016, end=Tue Jul 05 08:50:22 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 08:50:22 BST 2016, end=Tue Jul 05 08:50:23 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 08:50:23 BST 2016, end=Tue Jul 05 08:50:29 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 08:50:29 BST 2016, end=Tue Jul 05 08:50:30 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 08:50:30 BST 2016, end=Tue Jul 05 08:50:31 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 08:50:31 BST 2016, end=Tue Jul 05 08:50:33 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 08:50:33 BST 2016, end=Tue Jul 05 08:50:40 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 08:50:40 BST 2016, end=Tue Jul 05 08:51:00 BST 2016, operations=1.0, operationsPerMinute=3.011896993122835
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 08:51:00 BST 2016, end=Tue Jul 05 08:51:00 BST 2016, operations=1.0, operationsPerMinute=71.25890736342043
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 08:51:12 BST 2016, end=Tue Jul 05 08:53:12 BST 2016, operations=490.83475315150224, operationsPerMinute=245.41737657575112, mode=normal, start=Tue Jul 05 08:53:13 BST 2016, end=Tue Jul 05 08:57:13 BST 2016, operations=828.9916272781658, operationsPerMinute=207.24790681954144
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 08:57:18 BST 2016, end=Tue Jul 05 08:59:18 BST 2016, operations=194.03462547808815, operationsPerMinute=97.01731273904407, mode=normal, start=Tue Jul 05 08:59:21 BST 2016, end=Tue Jul 05 09:03:21 BST 2016, operations=396.9591845185432, operationsPerMinute=99.2397961296358
benchmark-name=compress, mod=warmup, start=Tue Jul 05 09:03:25 BST 2016, end=Tue Jul 05 09:05:25 BST 2016, operations=399.8077572760153, operationsPerMinute=199.90387863800765, mode=normal, start=Tue Jul 05 09:05:26 BST 2016, end=Tue Jul 05 09:09:26 BST 2016, operations=800.3520470387925, operationsPerMinute=200.08801175969813
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 09:09:28 BST 2016, end=Tue Jul 05 09:11:28 BST 2016, operations=138.58759951140456, operationsPerMinute=69.29379975570228, mode=normal, start=Tue Jul 05 09:11:33 BST 2016, end=Tue Jul 05 09:15:33 BST 2016, operations=293.8910636038778, operationsPerMinute=73.47276590096945
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 09:15:38 BST 2016, end=Tue Jul 05 09:17:38 BST 2016, operations=234.71768401789228, operationsPerMinute=117.35884200894614, mode=normal, start=Tue Jul 05 09:17:41 BST 2016, end=Tue Jul 05 09:21:41 BST 2016, operations=468.4406095721745, operationsPerMinute=117.11015239304362
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 09:21:45 BST 2016, end=Tue Jul 05 09:23:45 BST 2016, operations=407.0927546168448, operationsPerMinute=203.5463773084224, mode=normal, start=Tue Jul 05 09:23:46 BST 2016, end=Tue Jul 05 09:27:46 BST 2016, operations=816.5441197994979, operationsPerMinute=204.13602994987448
benchmark-name=derby, mod=warmup, start=Tue Jul 05 09:28:28 BST 2016, end=Tue Jul 05 09:30:28 BST 2016, operations=363.2147648410771, operationsPerMinute=181.60738242053856, mode=normal, start=Tue Jul 05 09:30:29 BST 2016, end=Tue Jul 05 09:34:29 BST 2016, operations=720.4280154920825, operationsPerMinute=180.10700387302063
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 09:34:31 BST 2016, end=Tue Jul 05 09:36:31 BST 2016, operations=207.76475065458834, operationsPerMinute=103.88237532729417, mode=normal, start=Tue Jul 05 09:36:34 BST 2016, end=Tue Jul 05 09:40:34 BST 2016, operations=415.4156259708219, operationsPerMinute=103.85390649270548
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 09:40:39 BST 2016, end=Tue Jul 05 09:42:39 BST 2016, operations=70.9923253022828, operationsPerMinute=35.4961626511414, mode=normal, start=Tue Jul 05 09:42:46 BST 2016, end=Tue Jul 05 09:46:46 BST 2016, operations=132.7829795218277, operationsPerMinute=33.19574488045693
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 09:47:03 BST 2016, end=Tue Jul 05 09:49:03 BST 2016, operations=9.179725532079157, operationsPerMinute=4.5898627660395785, mode=normal, start=Tue Jul 05 09:49:47 BST 2016, end=Tue Jul 05 09:53:47 BST 2016, operations=25.69994977934312, operationsPerMinute=6.42498744483578
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 09:54:27 BST 2016, end=Tue Jul 05 09:56:27 BST 2016, operations=71.57010902755185, operationsPerMinute=35.785054513775925, mode=normal, start=Tue Jul 05 09:56:38 BST 2016, end=Tue Jul 05 10:00:38 BST 2016, operations=140.01877999631697, operationsPerMinute=35.00469499907924
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 10:00:48 BST 2016, end=Tue Jul 05 10:02:48 BST 2016, operations=39.666133337724546, operationsPerMinute=19.833066668862273, mode=normal, start=Tue Jul 05 10:03:05 BST 2016, end=Tue Jul 05 10:07:05 BST 2016, operations=81.87217783712802, operationsPerMinute=20.468044459282005
