spec.jvm2008.report.run.location=LAW017
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 10:15:52 BST 2016, end=Mon Jun 27 10:15:52 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 10:15:52 BST 2016, end=Mon Jun 27 10:15:52 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 10:15:52 BST 2016, end=Mon Jun 27 10:16:10 BST 2016, operations=1.0, operationsPerMinute=3.3738191632928474
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 10:16:10 BST 2016, end=Mon Jun 27 10:16:14 BST 2016, operations=1.0, operationsPerMinute=14.738393515106853
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 10:16:14 BST 2016, end=Mon Jun 27 10:16:16 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 10:16:16 BST 2016, end=Mon Jun 27 10:16:25 BST 2016, operations=1.0, operationsPerMinute=6.585446163977609
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 10:16:25 BST 2016, end=Mon Jun 27 10:16:33 BST 2016, operations=1.0, operationsPerMinute=7.723001673317029
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 10:16:33 BST 2016, end=Mon Jun 27 10:16:39 BST 2016, operations=1.0, operationsPerMinute=8.883624518803671
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 10:16:39 BST 2016, end=Mon Jun 27 10:16:42 BST 2016, operations=1.0, operationsPerMinute=22.23045572434235
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 10:16:42 BST 2016, end=Mon Jun 27 10:16:43 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 10:16:43 BST 2016, end=Mon Jun 27 10:16:44 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 10:16:44 BST 2016, end=Mon Jun 27 10:16:50 BST 2016, operations=1.0, operationsPerMinute=9.861932938856016
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 10:16:50 BST 2016, end=Mon Jun 27 10:16:52 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 10:16:52 BST 2016, end=Mon Jun 27 10:16:53 BST 2016, operations=1.0, operationsPerMinute=50.5902192242833
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 10:16:53 BST 2016, end=Mon Jun 27 10:16:55 BST 2016, operations=1.0, operationsPerMinute=22.89202594429607
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 10:16:55 BST 2016, end=Mon Jun 27 10:17:02 BST 2016, operations=1.0, operationsPerMinute=8.841732979664014
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 10:17:02 BST 2016, end=Mon Jun 27 10:17:28 BST 2016, operations=1.0, operationsPerMinute=2.3017608470479916
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 10:17:28 BST 2016, end=Mon Jun 27 10:17:29 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 10:17:43 BST 2016, end=Mon Jun 27 10:19:43 BST 2016, operations=415.85709614860394, operationsPerMinute=207.92854807430197, mode=normal, start=Mon Jun 27 10:19:44 BST 2016, end=Mon Jun 27 10:23:44 BST 2016, operations=863.9282051282051, operationsPerMinute=215.9820512820513
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 10:23:50 BST 2016, end=Mon Jun 27 10:25:50 BST 2016, operations=170.71749751873799, operationsPerMinute=85.35874875936899, mode=normal, start=Mon Jun 27 10:25:53 BST 2016, end=Mon Jun 27 10:29:53 BST 2016, operations=338.4764107123366, operationsPerMinute=84.61910267808415
benchmark-name=compress, mod=warmup, start=Mon Jun 27 10:29:57 BST 2016, end=Mon Jun 27 10:31:57 BST 2016, operations=352.62336667173827, operationsPerMinute=176.31168333586913, mode=normal, start=Mon Jun 27 10:32:00 BST 2016, end=Mon Jun 27 10:36:00 BST 2016, operations=703.9334836055878, operationsPerMinute=175.98337090139694
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 10:36:02 BST 2016, end=Mon Jun 27 10:38:02 BST 2016, operations=117.32188341669202, operationsPerMinute=58.66094170834601, mode=normal, start=Mon Jun 27 10:38:08 BST 2016, end=Mon Jun 27 10:42:08 BST 2016, operations=242.44634408366483, operationsPerMinute=60.61158602091621
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 10:42:14 BST 2016, end=Mon Jun 27 10:44:14 BST 2016, operations=201.73214237423537, operationsPerMinute=100.86607118711768, mode=normal, start=Mon Jun 27 10:44:18 BST 2016, end=Mon Jun 27 10:48:18 BST 2016, operations=406.11677327206587, operationsPerMinute=101.52919331801647
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 10:48:22 BST 2016, end=Mon Jun 27 10:50:22 BST 2016, operations=351.28136064160134, operationsPerMinute=175.64068032080067, mode=normal, start=Mon Jun 27 10:50:24 BST 2016, end=Mon Jun 27 10:54:24 BST 2016, operations=696.7771359794907, operationsPerMinute=174.19428399487268
benchmark-name=derby, mod=warmup, start=Mon Jun 27 10:55:24 BST 2016, end=Mon Jun 27 10:57:24 BST 2016, operations=254.71903870256216, operationsPerMinute=127.35951935128108, mode=normal, start=Mon Jun 27 10:57:27 BST 2016, end=Mon Jun 27 11:01:27 BST 2016, operations=521.4585812189787, operationsPerMinute=130.36464530474467
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 11:01:30 BST 2016, end=Mon Jun 27 11:03:30 BST 2016, operations=172.77949916487046, operationsPerMinute=86.38974958243523, mode=normal, start=Mon Jun 27 11:03:34 BST 2016, end=Mon Jun 27 11:07:34 BST 2016, operations=345.483216726305, operationsPerMinute=86.37080418157625
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 11:07:38 BST 2016, end=Mon Jun 27 11:09:38 BST 2016, operations=100.38565024186113, operationsPerMinute=50.192825120930564, mode=normal, start=Mon Jun 27 11:09:44 BST 2016, end=Mon Jun 27 11:13:44 BST 2016, operations=206.84044397858776, operationsPerMinute=51.71011099464694
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 11:13:51 BST 2016, end=Mon Jun 27 11:15:51 BST 2016, operations=22.53466046928155, operationsPerMinute=11.267330234640776, mode=normal, start=Mon Jun 27 11:16:14 BST 2016, end=Mon Jun 27 11:20:14 BST 2016, operations=45.22965961551775, operationsPerMinute=11.307414903879437
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 11:20:44 BST 2016, end=Mon Jun 27 11:22:44 BST 2016, operations=69.5033613636738, operationsPerMinute=34.7516806818369, mode=normal, start=Mon Jun 27 11:22:55 BST 2016, end=Mon Jun 27 11:26:55 BST 2016, operations=138.62273828286982, operationsPerMinute=34.655684570717455
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 11:27:02 BST 2016, end=Mon Jun 27 11:29:02 BST 2016, operations=75.35551389681177, operationsPerMinute=37.677756948405886, mode=normal, start=Mon Jun 27 11:29:10 BST 2016, end=Mon Jun 27 11:33:10 BST 2016, operations=150.00998781544655, operationsPerMinute=37.50249695386164
