spec.jvm2008.report.run.location=BARN-07
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 21:20:22 BST 2016, end=Fri Jul 01 21:20:22 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 21:20:22 BST 2016, end=Fri Jul 01 21:20:22 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 21:20:22 BST 2016, end=Fri Jul 01 21:20:36 BST 2016, operations=1.0, operationsPerMinute=4.44642063139173
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 21:20:36 BST 2016, end=Fri Jul 01 21:20:39 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 21:20:39 BST 2016, end=Fri Jul 01 21:20:40 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 21:20:40 BST 2016, end=Fri Jul 01 21:20:49 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 21:20:49 BST 2016, end=Fri Jul 01 21:20:56 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 21:20:56 BST 2016, end=Fri Jul 01 21:21:03 BST 2016, operations=1.0, operationsPerMinute=9.157509157509157
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 21:21:03 BST 2016, end=Fri Jul 01 21:21:05 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 21:21:05 BST 2016, end=Fri Jul 01 21:21:06 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 21:21:06 BST 2016, end=Fri Jul 01 21:21:07 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 21:21:07 BST 2016, end=Fri Jul 01 21:21:12 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 21:21:12 BST 2016, end=Fri Jul 01 21:21:14 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 21:21:14 BST 2016, end=Fri Jul 01 21:21:14 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 21:21:14 BST 2016, end=Fri Jul 01 21:21:17 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 21:21:17 BST 2016, end=Fri Jul 01 21:21:23 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 21:21:23 BST 2016, end=Fri Jul 01 21:21:43 BST 2016, operations=1.0, operationsPerMinute=2.97000297000297
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 21:21:43 BST 2016, end=Fri Jul 01 21:21:44 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 21:21:55 BST 2016, end=Fri Jul 01 21:23:55 BST 2016, operations=493.53592605980367, operationsPerMinute=246.76796302990184, mode=normal, start=Fri Jul 01 21:23:56 BST 2016, end=Fri Jul 01 21:27:56 BST 2016, operations=1003.7243621247387, operationsPerMinute=250.93109053118468
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 21:28:00 BST 2016, end=Fri Jul 01 21:30:00 BST 2016, operations=194.63929939654793, operationsPerMinute=97.31964969827396, mode=normal, start=Fri Jul 01 21:30:03 BST 2016, end=Fri Jul 01 21:34:03 BST 2016, operations=378.5614434629639, operationsPerMinute=94.64036086574097
benchmark-name=compress, mod=warmup, start=Fri Jul 01 21:34:06 BST 2016, end=Fri Jul 01 21:36:06 BST 2016, operations=399.92544055687995, operationsPerMinute=199.96272027843997, mode=normal, start=Fri Jul 01 21:36:08 BST 2016, end=Fri Jul 01 21:40:08 BST 2016, operations=801.5317096078725, operationsPerMinute=200.38292740196812
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 21:40:10 BST 2016, end=Fri Jul 01 21:42:10 BST 2016, operations=139.6887389949608, operationsPerMinute=69.8443694974804, mode=normal, start=Fri Jul 01 21:42:16 BST 2016, end=Fri Jul 01 21:46:16 BST 2016, operations=292.463408217411, operationsPerMinute=73.11585205435274
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 21:46:22 BST 2016, end=Fri Jul 01 21:48:22 BST 2016, operations=234.8375398752119, operationsPerMinute=117.41876993760594, mode=normal, start=Fri Jul 01 21:48:24 BST 2016, end=Fri Jul 01 21:52:24 BST 2016, operations=465.26098942246233, operationsPerMinute=116.31524735561558
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 21:52:28 BST 2016, end=Fri Jul 01 21:54:28 BST 2016, operations=406.7106253673703, operationsPerMinute=203.35531268368516, mode=normal, start=Fri Jul 01 21:54:30 BST 2016, end=Fri Jul 01 21:58:30 BST 2016, operations=815.4316239316239, operationsPerMinute=203.85790598290598
benchmark-name=derby, mod=warmup, start=Fri Jul 01 21:58:53 BST 2016, end=Fri Jul 01 22:00:53 BST 2016, operations=363.5806708247344, operationsPerMinute=181.7903354123672, mode=normal, start=Fri Jul 01 22:00:54 BST 2016, end=Fri Jul 01 22:04:54 BST 2016, operations=729.2426133234396, operationsPerMinute=182.3106533308599
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 22:04:56 BST 2016, end=Fri Jul 01 22:06:56 BST 2016, operations=207.83224893843646, operationsPerMinute=103.91612446921823, mode=normal, start=Fri Jul 01 22:06:59 BST 2016, end=Fri Jul 01 22:10:59 BST 2016, operations=415.46385294559354, operationsPerMinute=103.86596323639839
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 22:11:03 BST 2016, end=Fri Jul 01 22:13:03 BST 2016, operations=77.57802102104104, operationsPerMinute=38.78901051052052, mode=normal, start=Fri Jul 01 22:13:12 BST 2016, end=Fri Jul 01 22:17:12 BST 2016, operations=145.23228994231968, operationsPerMinute=36.30807248557992
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 22:17:21 BST 2016, end=Fri Jul 01 22:19:21 BST 2016, operations=13.890619003243135, operationsPerMinute=6.945309501621567, mode=normal, start=Fri Jul 01 22:20:05 BST 2016, end=Fri Jul 01 22:24:05 BST 2016, operations=27.888478006896147, operationsPerMinute=6.972119501724037
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 22:24:40 BST 2016, end=Fri Jul 01 22:26:40 BST 2016, operations=74.39975542777628, operationsPerMinute=37.19987771388814, mode=normal, start=Fri Jul 01 22:26:49 BST 2016, end=Fri Jul 01 22:30:49 BST 2016, operations=149.1425026769864, operationsPerMinute=37.2856256692466
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 22:31:02 BST 2016, end=Fri Jul 01 22:33:02 BST 2016, operations=43.03650746235607, operationsPerMinute=21.518253731178035, mode=normal, start=Fri Jul 01 22:33:13 BST 2016, end=Fri Jul 01 22:37:13 BST 2016, operations=86.18022241781517, operationsPerMinute=21.545055604453793
