spec.jvm2008.report.run.location=LEAZESTCE008
spec.jvm2008.report.hw.cpu.name=
spec.jvm2008.report.hw.number.of.cores=
spec.jvm2008.report.hw.memory.size=,=
benchmark-name=check, mode=normal, start=Sun Jun 26 14:08:35 BST 2016, end=Sun Jun 26 14:08:35 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 14:08:35 BST 2016, end=Sun Jun 26 14:08:35 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 14:08:35 BST 2016, end=Sun Jun 26 14:08:47 BST 2016, operations=1.0, operationsPerMinute=4.702194357366771
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 14:08:47 BST 2016, end=Sun Jun 26 14:08:51 BST 2016, operations=1.0, operationsPerMinute=18.668326073428748
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 14:08:51 BST 2016, end=Sun Jun 26 14:08:52 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 14:08:52 BST 2016, end=Sun Jun 26 14:09:00 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 14:09:00 BST 2016, end=Sun Jun 26 14:09:08 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 14:09:08 BST 2016, end=Sun Jun 26 14:09:15 BST 2016, operations=1.0, operationsPerMinute=9.093664746892998
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 14:09:15 BST 2016, end=Sun Jun 26 14:09:17 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 14:09:17 BST 2016, end=Sun Jun 26 14:09:17 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 14:09:17 BST 2016, end=Sun Jun 26 14:09:18 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 14:09:18 BST 2016, end=Sun Jun 26 14:09:24 BST 2016, operations=1.0, operationsPerMinute=10.863661053775122
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 14:09:24 BST 2016, end=Sun Jun 26 14:09:25 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 14:09:25 BST 2016, end=Sun Jun 26 14:09:26 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 14:09:26 BST 2016, end=Sun Jun 26 14:09:28 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 14:09:28 BST 2016, end=Sun Jun 26 14:09:35 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 14:09:35 BST 2016, end=Sun Jun 26 14:09:55 BST 2016, operations=1.0, operationsPerMinute=2.9884942969567168
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 14:09:55 BST 2016, end=Sun Jun 26 14:09:56 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 14:10:06 BST 2016, end=Sun Jun 26 14:12:06 BST 2016, operations=493.8643411565042, operationsPerMinute=246.9321705782521, mode=normal, start=Sun Jun 26 14:12:07 BST 2016, end=Sun Jun 26 14:16:07 BST 2016, operations=1023.9324764973665, operationsPerMinute=255.9831191243416
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 14:16:10 BST 2016, end=Sun Jun 26 14:18:10 BST 2016, operations=188.20981572862294, operationsPerMinute=94.10490786431147, mode=normal, start=Sun Jun 26 14:18:14 BST 2016, end=Sun Jun 26 14:22:14 BST 2016, operations=380.6340520901128, operationsPerMinute=95.1585130225282
benchmark-name=compress, mod=warmup, start=Sun Jun 26 14:22:18 BST 2016, end=Sun Jun 26 14:24:18 BST 2016, operations=361.31866397134024, operationsPerMinute=180.65933198567012, mode=normal, start=Sun Jun 26 14:24:20 BST 2016, end=Sun Jun 26 14:28:20 BST 2016, operations=735.2188195510071, operationsPerMinute=183.80470488775177
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 14:28:22 BST 2016, end=Sun Jun 26 14:30:22 BST 2016, operations=128.86284195702905, operationsPerMinute=64.43142097851452, mode=normal, start=Sun Jun 26 14:30:27 BST 2016, end=Sun Jun 26 14:34:27 BST 2016, operations=274.3884395120135, operationsPerMinute=68.59710987800338
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 14:34:31 BST 2016, end=Sun Jun 26 14:36:31 BST 2016, operations=235.79620098000055, operationsPerMinute=117.89810049000027, mode=normal, start=Sun Jun 26 14:36:35 BST 2016, end=Sun Jun 26 14:40:35 BST 2016, operations=460.4691988830662, operationsPerMinute=115.11729972076655
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 14:40:38 BST 2016, end=Sun Jun 26 14:42:38 BST 2016, operations=393.80933535409594, operationsPerMinute=196.90466767704797, mode=normal, start=Sun Jun 26 14:42:40 BST 2016, end=Sun Jun 26 14:46:40 BST 2016, operations=778.8322381988103, operationsPerMinute=194.70805954970257
benchmark-name=derby, mod=warmup, start=Sun Jun 26 14:47:04 BST 2016, end=Sun Jun 26 14:49:04 BST 2016, operations=308.66669130396457, operationsPerMinute=154.33334565198228, mode=normal, start=Sun Jun 26 14:49:07 BST 2016, end=Sun Jun 26 14:53:07 BST 2016, operations=690.0412506418581, operationsPerMinute=172.51031266046454
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 14:53:09 BST 2016, end=Sun Jun 26 14:55:09 BST 2016, operations=201.2250649523656, operationsPerMinute=100.6125324761828, mode=normal, start=Sun Jun 26 14:55:12 BST 2016, end=Sun Jun 26 14:59:12 BST 2016, operations=407.51814425372527, operationsPerMinute=101.87953606343132
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 14:59:15 BST 2016, end=Sun Jun 26 15:01:15 BST 2016, operations=77.42065674045453, operationsPerMinute=38.710328370227266, mode=normal, start=Sun Jun 26 15:01:23 BST 2016, end=Sun Jun 26 15:05:23 BST 2016, operations=128.22416892040297, operationsPerMinute=32.05604223010074
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 15:05:31 BST 2016, end=Sun Jun 26 15:07:31 BST 2016, operations=12.812786692434804, operationsPerMinute=6.406393346217402, mode=normal, start=Sun Jun 26 15:08:16 BST 2016, end=Sun Jun 26 15:12:16 BST 2016, operations=26.763276733694003, operationsPerMinute=6.690819183423501
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 15:13:02 BST 2016, end=Sun Jun 26 15:15:02 BST 2016, operations=66.84978144852323, operationsPerMinute=33.424890724261616, mode=normal, start=Sun Jun 26 15:15:11 BST 2016, end=Sun Jun 26 15:19:11 BST 2016, operations=149.1560592484452, operationsPerMinute=37.2890148121113
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 15:19:23 BST 2016, end=Sun Jun 26 15:21:23 BST 2016, operations=42.775353048396695, operationsPerMinute=21.387676524198348, mode=normal, start=Sun Jun 26 15:21:34 BST 2016, end=Sun Jun 26 15:25:34 BST 2016, operations=85.18421560830315, operationsPerMinute=21.296053902075787
