spec.jvm2008.report.run.location=BEDSONTC100
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:32:17 BST 2016, end=Thu Jun 23 02:32:17 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:32:17 BST 2016, end=Thu Jun 23 02:32:17 BST 2016, operations=1.0, operationsPerMinute=295.5665024630542
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:32:17 BST 2016, end=Thu Jun 23 02:32:30 BST 2016, operations=1.0, operationsPerMinute=4.477611940298507
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:32:30 BST 2016, end=Thu Jun 23 02:32:34 BST 2016, operations=1.0, operationsPerMinute=17.72002362669817
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:32:34 BST 2016, end=Thu Jun 23 02:32:35 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:32:35 BST 2016, end=Thu Jun 23 02:32:43 BST 2016, operations=1.0, operationsPerMinute=7.018364721020002
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:32:43 BST 2016, end=Thu Jun 23 02:32:51 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:32:51 BST 2016, end=Thu Jun 23 02:32:57 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:32:57 BST 2016, end=Thu Jun 23 02:33:00 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:33:00 BST 2016, end=Thu Jun 23 02:33:00 BST 2016, operations=1.0, operationsPerMinute=78.53403141361257
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:33:00 BST 2016, end=Thu Jun 23 02:33:01 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:33:01 BST 2016, end=Thu Jun 23 02:33:07 BST 2016, operations=1.0, operationsPerMinute=10.712372790573111
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:33:07 BST 2016, end=Thu Jun 23 02:33:08 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:33:08 BST 2016, end=Thu Jun 23 02:33:09 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:33:09 BST 2016, end=Thu Jun 23 02:33:12 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:33:12 BST 2016, end=Thu Jun 23 02:33:18 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:33:18 BST 2016, end=Thu Jun 23 02:33:38 BST 2016, operations=1.0, operationsPerMinute=2.99790146897172
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:33:38 BST 2016, end=Thu Jun 23 02:33:39 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:33:49 BST 2016, end=Thu Jun 23 02:35:49 BST 2016, operations=482.5135845510717, operationsPerMinute=241.25679227553584, mode=normal, start=Thu Jun 23 02:35:50 BST 2016, end=Thu Jun 23 02:39:50 BST 2016, operations=1022.5261087345687, operationsPerMinute=255.63152718364216
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:39:54 BST 2016, end=Thu Jun 23 02:41:54 BST 2016, operations=195.74701143189765, operationsPerMinute=97.87350571594882, mode=normal, start=Thu Jun 23 02:41:58 BST 2016, end=Thu Jun 23 02:45:58 BST 2016, operations=392.18931892013194, operationsPerMinute=98.04732973003298
benchmark-name=compress, mod=warmup, start=Thu Jun 23 02:46:01 BST 2016, end=Thu Jun 23 02:48:01 BST 2016, operations=400.13636996172454, operationsPerMinute=200.06818498086227, mode=normal, start=Thu Jun 23 02:48:03 BST 2016, end=Thu Jun 23 02:52:03 BST 2016, operations=800.0027306678538, operationsPerMinute=200.00068266696346
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 02:52:05 BST 2016, end=Thu Jun 23 02:54:05 BST 2016, operations=140.09327522540008, operationsPerMinute=70.04663761270004, mode=normal, start=Thu Jun 23 02:54:10 BST 2016, end=Thu Jun 23 02:58:10 BST 2016, operations=294.8852545004118, operationsPerMinute=73.72131362510295
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 02:58:15 BST 2016, end=Thu Jun 23 03:00:15 BST 2016, operations=233.8416561764594, operationsPerMinute=116.9208280882297, mode=normal, start=Thu Jun 23 03:00:18 BST 2016, end=Thu Jun 23 03:04:18 BST 2016, operations=466.3332448453075, operationsPerMinute=116.58331121132687
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:04:21 BST 2016, end=Thu Jun 23 03:06:21 BST 2016, operations=407.308547008547, operationsPerMinute=203.6542735042735, mode=normal, start=Thu Jun 23 03:06:23 BST 2016, end=Thu Jun 23 03:10:23 BST 2016, operations=815.6632454631929, operationsPerMinute=203.91581136579822
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:10:46 BST 2016, end=Thu Jun 23 03:12:46 BST 2016, operations=360.81495386310036, operationsPerMinute=180.40747693155018, mode=normal, start=Thu Jun 23 03:12:48 BST 2016, end=Thu Jun 23 03:16:48 BST 2016, operations=730.635101838739, operationsPerMinute=182.65877545968476
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:16:50 BST 2016, end=Thu Jun 23 03:18:50 BST 2016, operations=207.74056660293112, operationsPerMinute=103.87028330146556, mode=normal, start=Thu Jun 23 03:18:54 BST 2016, end=Thu Jun 23 03:22:54 BST 2016, operations=416.1215955028439, operationsPerMinute=104.03039887571097
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:22:58 BST 2016, end=Thu Jun 23 03:24:58 BST 2016, operations=77.19450688038724, operationsPerMinute=38.59725344019362, mode=normal, start=Thu Jun 23 03:25:07 BST 2016, end=Thu Jun 23 03:29:07 BST 2016, operations=151.68462066754063, operationsPerMinute=37.92115516688516
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:29:14 BST 2016, end=Thu Jun 23 03:31:14 BST 2016, operations=13.844621742082596, operationsPerMinute=6.922310871041298, mode=normal, start=Thu Jun 23 03:32:00 BST 2016, end=Thu Jun 23 03:36:00 BST 2016, operations=27.877263662433986, operationsPerMinute=6.9693159156084965
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:36:43 BST 2016, end=Thu Jun 23 03:38:43 BST 2016, operations=74.53861337880699, operationsPerMinute=37.26930668940349, mode=normal, start=Thu Jun 23 03:38:52 BST 2016, end=Thu Jun 23 03:42:52 BST 2016, operations=148.80365459694755, operationsPerMinute=37.20091364923689
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:43:02 BST 2016, end=Thu Jun 23 03:45:02 BST 2016, operations=43.06873902907344, operationsPerMinute=21.53436951453672, mode=normal, start=Thu Jun 23 03:45:13 BST 2016, end=Thu Jun 23 03:49:13 BST 2016, operations=86.14730329036695, operationsPerMinute=21.536825822591737
