spec.jvm2008.report.run.location=BEDSONTC002
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 17:57:06 BST 2016, end=Thu May 26 17:57:06 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 17:57:06 BST 2016, end=Thu May 26 17:57:07 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 17:57:07 BST 2016, end=Thu May 26 17:57:11 BST 2016, operations=1.0, operationsPerMinute=12.254901960784315
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 17:57:11 BST 2016, end=Thu May 26 17:57:14 BST 2016, operations=1.0, operationsPerMinute=21.62162162162162
benchmark-name=startup.compress, mode=normal, start=Thu May 26 17:57:14 BST 2016, end=Thu May 26 17:57:15 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 17:57:15 BST 2016, end=Thu May 26 17:57:24 BST 2016, operations=1.0, operationsPerMinute=7.061315758503001
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 17:57:24 BST 2016, end=Thu May 26 17:57:31 BST 2016, operations=1.0, operationsPerMinute=8.017103153393908
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 17:57:31 BST 2016, end=Thu May 26 17:57:38 BST 2016, operations=1.0, operationsPerMinute=9.033423667570009
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 17:57:38 BST 2016, end=Thu May 26 17:57:40 BST 2016, operations=1.0, operationsPerMinute=27.100271002710027
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 17:57:40 BST 2016, end=Thu May 26 17:57:41 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 17:57:41 BST 2016, end=Thu May 26 17:57:42 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 17:57:42 BST 2016, end=Thu May 26 17:57:47 BST 2016, operations=1.0, operationsPerMinute=10.962908825141604
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 17:57:47 BST 2016, end=Thu May 26 17:57:49 BST 2016, operations=1.0, operationsPerMinute=42.31311706629055
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 17:57:49 BST 2016, end=Thu May 26 17:57:50 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu May 26 17:57:50 BST 2016, end=Thu May 26 17:57:52 BST 2016, operations=1.0, operationsPerMinute=28.92960462873674
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 17:57:52 BST 2016, end=Thu May 26 17:57:58 BST 2016, operations=1.0, operationsPerMinute=9.295120061967467
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 17:57:58 BST 2016, end=Thu May 26 17:58:18 BST 2016, operations=1.0, operationsPerMinute=3.092624091541673
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 17:58:18 BST 2016, end=Thu May 26 17:58:19 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 17:58:21 BST 2016, end=Thu May 26 18:00:21 BST 2016, operations=496.7937424747381, operationsPerMinute=248.39687123736906, mode=normal, start=Thu May 26 18:00:22 BST 2016, end=Thu May 26 18:04:22 BST 2016, operations=1016.5368437791146, operationsPerMinute=254.13421094477866
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 18:04:26 BST 2016, end=Thu May 26 18:06:26 BST 2016, operations=198.99025787797845, operationsPerMinute=99.49512893898923, mode=normal, start=Thu May 26 18:06:29 BST 2016, end=Thu May 26 18:10:29 BST 2016, operations=391.9949293139819, operationsPerMinute=97.99873232849548
benchmark-name=compress, mod=warmup, start=Thu May 26 18:10:32 BST 2016, end=Thu May 26 18:12:32 BST 2016, operations=402.94721383316556, operationsPerMinute=201.47360691658278, mode=normal, start=Thu May 26 18:12:34 BST 2016, end=Thu May 26 18:16:34 BST 2016, operations=808.456968034139, operationsPerMinute=202.11424200853475
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 18:16:36 BST 2016, end=Thu May 26 18:18:36 BST 2016, operations=141.10716610431572, operationsPerMinute=70.55358305215786, mode=normal, start=Thu May 26 18:18:41 BST 2016, end=Thu May 26 18:22:41 BST 2016, operations=295.3238457249557, operationsPerMinute=73.83096143123892
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 18:22:45 BST 2016, end=Thu May 26 18:24:45 BST 2016, operations=233.8845630963168, operationsPerMinute=116.9422815481584, mode=normal, start=Thu May 26 18:24:49 BST 2016, end=Thu May 26 18:28:49 BST 2016, operations=468.5376808825175, operationsPerMinute=117.13442022062938
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 18:28:52 BST 2016, end=Thu May 26 18:30:52 BST 2016, operations=410.19521519134565, operationsPerMinute=205.09760759567283, mode=normal, start=Thu May 26 18:30:54 BST 2016, end=Thu May 26 18:34:54 BST 2016, operations=819.9145299145299, operationsPerMinute=204.97863247863248
benchmark-name=derby, mod=warmup, start=Thu May 26 18:35:15 BST 2016, end=Thu May 26 18:37:15 BST 2016, operations=363.4411345224779, operationsPerMinute=181.72056726123895, mode=normal, start=Thu May 26 18:37:17 BST 2016, end=Thu May 26 18:41:17 BST 2016, operations=723.7010667859118, operationsPerMinute=180.92526669647796
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 18:41:19 BST 2016, end=Thu May 26 18:43:19 BST 2016, operations=208.2587096439704, operationsPerMinute=104.1293548219852, mode=normal, start=Thu May 26 18:43:23 BST 2016, end=Thu May 26 18:47:23 BST 2016, operations=401.9164573269684, operationsPerMinute=100.4791143317421
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 18:47:26 BST 2016, end=Thu May 26 18:49:26 BST 2016, operations=79.07949331287736, operationsPerMinute=39.53974665643868, mode=normal, start=Thu May 26 18:49:32 BST 2016, end=Thu May 26 18:53:32 BST 2016, operations=146.86155097156637, operationsPerMinute=36.71538774289159
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 18:53:39 BST 2016, end=Thu May 26 18:55:39 BST 2016, operations=13.946479330167108, operationsPerMinute=6.973239665083554, mode=normal, start=Thu May 26 18:56:22 BST 2016, end=Thu May 26 19:00:22 BST 2016, operations=27.97262167255544, operationsPerMinute=6.99315541813886
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 19:01:05 BST 2016, end=Thu May 26 19:03:05 BST 2016, operations=75.15357157887989, operationsPerMinute=37.576785789439946, mode=normal, start=Thu May 26 19:03:13 BST 2016, end=Thu May 26 19:07:13 BST 2016, operations=150.51569578846153, operationsPerMinute=37.62892394711538
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 19:07:22 BST 2016, end=Thu May 26 19:09:22 BST 2016, operations=42.77110833036525, operationsPerMinute=21.385554165182626, mode=normal, start=Thu May 26 19:09:34 BST 2016, end=Thu May 26 19:13:34 BST 2016, operations=85.6430805750319, operationsPerMinute=21.410770143757976
