spec.jvm2008.report.run.location=BEDSONTC047
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 16:04:52 BST 2016, end=Sat Jun 04 16:04:52 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 16:04:52 BST 2016, end=Sat Jun 04 16:04:52 BST 2016, operations=1.0, operationsPerMinute=588.2352941176471
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 16:04:52 BST 2016, end=Sat Jun 04 16:05:06 BST 2016, operations=1.0, operationsPerMinute=4.443127962085308
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 16:05:06 BST 2016, end=Sat Jun 04 16:05:09 BST 2016, operations=1.0, operationsPerMinute=16.75041876046901
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 16:05:09 BST 2016, end=Sat Jun 04 16:05:11 BST 2016, operations=1.0, operationsPerMinute=45.146726862302486
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 16:05:11 BST 2016, end=Sat Jun 04 16:05:19 BST 2016, operations=1.0, operationsPerMinute=7.13436385255648
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 16:05:19 BST 2016, end=Sat Jun 04 16:05:26 BST 2016, operations=1.0, operationsPerMinute=8.103727714748784
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 16:05:26 BST 2016, end=Sat Jun 04 16:05:33 BST 2016, operations=1.0, operationsPerMinute=9.23076923076923
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 16:05:33 BST 2016, end=Sat Jun 04 16:05:35 BST 2016, operations=1.0, operationsPerMinute=24.30133657351154
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 16:05:35 BST 2016, end=Sat Jun 04 16:05:36 BST 2016, operations=1.0, operationsPerMinute=76.72634271099744
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 16:05:36 BST 2016, end=Sat Jun 04 16:05:37 BST 2016, operations=1.0, operationsPerMinute=59.40594059405941
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 16:05:37 BST 2016, end=Sat Jun 04 16:05:43 BST 2016, operations=1.0, operationsPerMinute=10.384215991692628
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 16:05:43 BST 2016, end=Sat Jun 04 16:05:44 BST 2016, operations=1.0, operationsPerMinute=39.8671096345515
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 16:05:44 BST 2016, end=Sat Jun 04 16:05:45 BST 2016, operations=1.0, operationsPerMinute=56.92599620493359
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 16:05:45 BST 2016, end=Sat Jun 04 16:05:48 BST 2016, operations=1.0, operationsPerMinute=26.26970227670753
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 16:05:48 BST 2016, end=Sat Jun 04 16:05:55 BST 2016, operations=1.0, operationsPerMinute=8.586147681740126
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 16:05:55 BST 2016, end=Sat Jun 04 16:06:16 BST 2016, operations=1.0, operationsPerMinute=2.8114896209174827
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 16:06:16 BST 2016, end=Sat Jun 04 16:06:17 BST 2016, operations=1.0, operationsPerMinute=72.81553398058253
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 16:06:27 BST 2016, end=Sat Jun 04 16:08:27 BST 2016, operations=491.35847260144675, operationsPerMinute=245.67923630072337, mode=normal, start=Sat Jun 04 16:08:29 BST 2016, end=Sat Jun 04 16:12:29 BST 2016, operations=1013.9532113527105, operationsPerMinute=253.48830283817762
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 16:12:32 BST 2016, end=Sat Jun 04 16:14:32 BST 2016, operations=198.95428216056305, operationsPerMinute=99.47714108028153, mode=normal, start=Sat Jun 04 16:14:35 BST 2016, end=Sat Jun 04 16:18:35 BST 2016, operations=393.17857034422616, operationsPerMinute=98.29464258605654
benchmark-name=compress, mod=warmup, start=Sat Jun 04 16:18:39 BST 2016, end=Sat Jun 04 16:20:39 BST 2016, operations=396.86708512766484, operationsPerMinute=198.43354256383242, mode=normal, start=Sat Jun 04 16:20:41 BST 2016, end=Sat Jun 04 16:24:41 BST 2016, operations=788.6744405891686, operationsPerMinute=197.16861014729216
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 16:24:43 BST 2016, end=Sat Jun 04 16:26:43 BST 2016, operations=139.0715182152805, operationsPerMinute=69.53575910764025, mode=normal, start=Sat Jun 04 16:26:48 BST 2016, end=Sat Jun 04 16:30:48 BST 2016, operations=291.63330706020906, operationsPerMinute=72.90832676505227
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 16:30:54 BST 2016, end=Sat Jun 04 16:32:54 BST 2016, operations=233.2355256828227, operationsPerMinute=116.61776284141135, mode=normal, start=Sat Jun 04 16:32:57 BST 2016, end=Sat Jun 04 16:36:57 BST 2016, operations=468.39125025950955, operationsPerMinute=117.09781256487739
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 16:37:00 BST 2016, end=Sat Jun 04 16:39:00 BST 2016, operations=404.1709996193597, operationsPerMinute=202.08549980967985, mode=normal, start=Sat Jun 04 16:39:02 BST 2016, end=Sat Jun 04 16:43:02 BST 2016, operations=803.5340714310661, operationsPerMinute=200.88351785776652
benchmark-name=derby, mod=warmup, start=Sat Jun 04 16:43:25 BST 2016, end=Sat Jun 04 16:45:25 BST 2016, operations=357.59765284454653, operationsPerMinute=178.79882642227327, mode=normal, start=Sat Jun 04 16:45:26 BST 2016, end=Sat Jun 04 16:49:26 BST 2016, operations=724.2784978694687, operationsPerMinute=181.06962446736716
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 16:49:29 BST 2016, end=Sat Jun 04 16:51:29 BST 2016, operations=206.23946965847443, operationsPerMinute=103.11973482923722, mode=normal, start=Sat Jun 04 16:51:32 BST 2016, end=Sat Jun 04 16:55:32 BST 2016, operations=413.9818934949347, operationsPerMinute=103.49547337373367
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 16:55:35 BST 2016, end=Sat Jun 04 16:57:35 BST 2016, operations=77.3489743943114, operationsPerMinute=38.6744871971557, mode=normal, start=Sat Jun 04 16:57:44 BST 2016, end=Sat Jun 04 17:01:44 BST 2016, operations=150.23364073443685, operationsPerMinute=37.55841018360921
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 17:01:54 BST 2016, end=Sat Jun 04 17:03:54 BST 2016, operations=13.653552318916544, operationsPerMinute=6.826776159458272, mode=normal, start=Sat Jun 04 17:04:40 BST 2016, end=Sat Jun 04 17:08:40 BST 2016, operations=27.621559162022557, operationsPerMinute=6.905389790505639
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 17:09:08 BST 2016, end=Sat Jun 04 17:11:08 BST 2016, operations=73.34946236474552, operationsPerMinute=36.67473118237276, mode=normal, start=Sat Jun 04 17:11:19 BST 2016, end=Sat Jun 04 17:15:19 BST 2016, operations=147.10223883029238, operationsPerMinute=36.775559707573095
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 17:15:30 BST 2016, end=Sat Jun 04 17:17:30 BST 2016, operations=42.74743296464104, operationsPerMinute=21.37371648232052, mode=normal, start=Sat Jun 04 17:17:42 BST 2016, end=Sat Jun 04 17:21:42 BST 2016, operations=85.66553460333614, operationsPerMinute=21.416383650834035
