spec.jvm2008.report.run.location=GREY-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 11:04:10 BST 2016, end=Tue Jul 05 11:04:10 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 11:04:10 BST 2016, end=Tue Jul 05 11:04:10 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 11:04:10 BST 2016, end=Tue Jul 05 11:04:26 BST 2016, operations=1.0, operationsPerMinute=3.597985128328136
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 11:04:26 BST 2016, end=Tue Jul 05 11:04:30 BST 2016, operations=1.0, operationsPerMinute=17.641870038224052
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 11:04:30 BST 2016, end=Tue Jul 05 11:04:31 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 11:04:31 BST 2016, end=Tue Jul 05 11:04:39 BST 2016, operations=1.0, operationsPerMinute=7.095553453169347
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 11:04:39 BST 2016, end=Tue Jul 05 11:04:47 BST 2016, operations=1.0, operationsPerMinute=8.047210300429185
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 11:04:47 BST 2016, end=Tue Jul 05 11:04:54 BST 2016, operations=1.0, operationsPerMinute=9.092286710107592
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 11:04:54 BST 2016, end=Tue Jul 05 11:04:56 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 11:04:56 BST 2016, end=Tue Jul 05 11:04:56 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 11:04:57 BST 2016, end=Tue Jul 05 11:04:57 BST 2016, operations=1.0, operationsPerMinute=67.41573033707866
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 11:04:57 BST 2016, end=Tue Jul 05 11:05:03 BST 2016, operations=1.0, operationsPerMinute=10.804970286331713
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 11:05:03 BST 2016, end=Tue Jul 05 11:05:04 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 11:05:04 BST 2016, end=Tue Jul 05 11:05:05 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 11:05:05 BST 2016, end=Tue Jul 05 11:05:07 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 11:05:07 BST 2016, end=Tue Jul 05 11:05:14 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 11:05:14 BST 2016, end=Tue Jul 05 11:05:34 BST 2016, operations=1.0, operationsPerMinute=2.983887010145216
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 11:05:34 BST 2016, end=Tue Jul 05 11:05:35 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 11:05:46 BST 2016, end=Tue Jul 05 11:07:46 BST 2016, operations=494.6237952407636, operationsPerMinute=247.3118976203818, mode=normal, start=Tue Jul 05 11:07:48 BST 2016, end=Tue Jul 05 11:11:48 BST 2016, operations=1016.0967860991958, operationsPerMinute=254.02419652479895
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 11:11:52 BST 2016, end=Tue Jul 05 11:13:52 BST 2016, operations=194.36811671255, operationsPerMinute=97.184058356275, mode=normal, start=Tue Jul 05 11:13:55 BST 2016, end=Tue Jul 05 11:17:55 BST 2016, operations=382.73019042993997, operationsPerMinute=95.68254760748499
benchmark-name=compress, mod=warmup, start=Tue Jul 05 11:17:59 BST 2016, end=Tue Jul 05 11:19:59 BST 2016, operations=400.7490993806887, operationsPerMinute=200.37454969034434, mode=normal, start=Tue Jul 05 11:20:01 BST 2016, end=Tue Jul 05 11:24:01 BST 2016, operations=802.1666348594773, operationsPerMinute=200.54165871486933
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 11:24:03 BST 2016, end=Tue Jul 05 11:26:03 BST 2016, operations=138.52333914707313, operationsPerMinute=69.26166957353657, mode=normal, start=Tue Jul 05 11:26:07 BST 2016, end=Tue Jul 05 11:30:07 BST 2016, operations=289.86813180990794, operationsPerMinute=72.46703295247698
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 11:30:12 BST 2016, end=Tue Jul 05 11:32:12 BST 2016, operations=233.44312097249406, operationsPerMinute=116.72156048624703, mode=normal, start=Tue Jul 05 11:32:15 BST 2016, end=Tue Jul 05 11:36:15 BST 2016, operations=465.4623009771887, operationsPerMinute=116.36557524429718
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 11:36:19 BST 2016, end=Tue Jul 05 11:38:19 BST 2016, operations=408.08925673482634, operationsPerMinute=204.04462836741317, mode=normal, start=Tue Jul 05 11:38:21 BST 2016, end=Tue Jul 05 11:42:21 BST 2016, operations=816.4818350845333, operationsPerMinute=204.12045877113331
benchmark-name=derby, mod=warmup, start=Tue Jul 05 11:43:01 BST 2016, end=Tue Jul 05 11:45:01 BST 2016, operations=358.15721359100667, operationsPerMinute=179.07860679550333, mode=normal, start=Tue Jul 05 11:45:03 BST 2016, end=Tue Jul 05 11:49:03 BST 2016, operations=724.2939341048676, operationsPerMinute=181.0734835262169
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 11:49:05 BST 2016, end=Tue Jul 05 11:51:05 BST 2016, operations=208.06527548858386, operationsPerMinute=104.03263774429193, mode=normal, start=Tue Jul 05 11:51:10 BST 2016, end=Tue Jul 05 11:55:10 BST 2016, operations=415.90616677492255, operationsPerMinute=103.97654169373064
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 11:55:13 BST 2016, end=Tue Jul 05 11:57:13 BST 2016, operations=78.30024937602472, operationsPerMinute=39.15012468801236, mode=normal, start=Tue Jul 05 11:57:21 BST 2016, end=Tue Jul 05 12:01:21 BST 2016, operations=154.30538825730696, operationsPerMinute=38.57634706432674
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 12:01:27 BST 2016, end=Tue Jul 05 12:03:27 BST 2016, operations=13.58783318785529, operationsPerMinute=6.793916593927645, mode=normal, start=Tue Jul 05 12:04:55 BST 2016, end=Tue Jul 05 12:08:55 BST 2016, operations=19.76785495008859, operationsPerMinute=4.941963737522148
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 12:10:02 BST 2016, end=Tue Jul 05 12:12:02 BST 2016, operations=70.34980784684291, operationsPerMinute=35.174903923421454, mode=normal, start=Tue Jul 05 12:12:20 BST 2016, end=Tue Jul 05 12:16:20 BST 2016, operations=137.42443533319238, operationsPerMinute=34.356108833298094
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 12:16:29 BST 2016, end=Tue Jul 05 12:18:29 BST 2016, operations=41.34006337155602, operationsPerMinute=20.67003168577801, mode=normal, start=Tue Jul 05 12:18:45 BST 2016, end=Tue Jul 05 12:22:45 BST 2016, operations=84.32638423897174, operationsPerMinute=21.081596059742935
